Datum Zeit,Schwartenberg PM10
,µg/m³
31-05-02,15
30-05-02,13
29-05-02,12
28-05-02,3
27-05-02,11
26-05-02,4
25-05-02,13
24-05-02,9
23-05-02,32
22-05-02,32
21-05-02,26
20-05-02,11
19-05-02,9
18-05-02,16
17-05-02,18
16-05-02,14
15-05-02,9
14-05-02,13
13-05-02,20
12-05-02,19
11-05-02,28
10-05-02,30
09-05-02,27
08-05-02,25
07-05-02,15
06-05-02,9
05-05-02,8
04-05-02,5
03-05-02,16
02-05-02,16
01-05-02,27

