Datum Zeit,Freiberg PM10
,µg/m³
31-05-02,20
30-05-02,17
29-05-02,17
28-05-02,16
27-05-02,21
26-05-02,10
25-05-02,16
24-05-02,19
23-05-02,36
22-05-02,33
21-05-02,25
20-05-02,14
19-05-02,14
18-05-02,17
17-05-02,23
16-05-02,20
15-05-02,15
14-05-02,22
13-05-02,38
12-05-02,33
11-05-02,25
10-05-02,35
09-05-02,31
08-05-02,34
07-05-02,27
06-05-02,16
05-05-02,9
04-05-02,16
03-05-02,29
02-05-02,19
01-05-02,15

