Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-05-02,27
30-05-02,22
29-05-02,15
28-05-02,16
27-05-02,20
26-05-02,10
25-05-02,16
24-05-02,20
23-05-02,35
22-05-02,38
21-05-02,32
20-05-02,15
19-05-02,14
18-05-02,19
17-05-02,34
16-05-02,29
15-05-02,18
14-05-02,28
13-05-02,31
12-05-02,29
11-05-02,19
10-05-02,40
09-05-02,35
08-05-02,38
07-05-02,27
06-05-02,14
05-05-02,6
04-05-02,9
03-05-02,27
02-05-02,21
01-05-02,16

