Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
28-02-06,29
27-02-06,17
26-02-06,22
25-02-06,21
24-02-06,40
23-02-06,18
22-02-06,19
21-02-06,35
20-02-06,41
19-02-06,8
18-02-06,13
17-02-06,12
16-02-06,19
15-02-06,36
14-02-06,54
13-02-06,31
12-02-06,31
11-02-06,25
10-02-06,14
09-02-06,7
08-02-06,8
07-02-06,11
06-02-06,52
05-02-06,34
04-02-06,30
03-02-06,42
02-02-06,59
01-02-06,54

