Datum Zeit,Zittau-Ost PM10
,µg/m³
28-02-06,36
27-02-06,20
26-02-06,27
25-02-06,27
24-02-06,54
23-02-06,28
22-02-06,23
21-02-06,49
20-02-06,78
19-02-06,26
18-02-06,15
17-02-06,22
16-02-06,32
15-02-06,36
14-02-06,54
13-02-06,36
12-02-06,28
11-02-06,24
10-02-06,17
09-02-06,7
08-02-06,11
07-02-06,32
06-02-06,96
05-02-06,97
04-02-06,32
03-02-06,37
02-02-06,58
01-02-06,41

