Datum Zeit,Schwartenberg PM2.5
,µg/m³
28-02-06,
27-02-06,7.76
26-02-06,
25-02-06,17.64
24-02-06,
23-02-06,13.13
22-02-06,
21-02-06,7.23
20-02-06,
19-02-06,5.22
18-02-06,
17-02-06,4.02
16-02-06,
15-02-06,23.06
14-02-06,
13-02-06,14.98
12-02-06,
11-02-06,8.47
10-02-06,
09-02-06,3.00
08-02-06,
07-02-06,2.44
06-02-06,
05-02-06,10.92
04-02-06,
03-02-06,5.86
02-02-06,
01-02-06,5.11

