Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
28-02-06,26
27-02-06,21
26-02-06,24
25-02-06,33
24-02-06,43
23-02-06,21
22-02-06,21
21-02-06,41
20-02-06,42
19-02-06,9
18-02-06,7
17-02-06,8
16-02-06,11
15-02-06,22
14-02-06,38
13-02-06,39
12-02-06,33
11-02-06,27
10-02-06,13
09-02-06,8
08-02-06,10
07-02-06,13
06-02-06,41
05-02-06,38
04-02-06,33
03-02-06,48
02-02-06,43
01-02-06,49

