Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-09-01,28
29-09-01,34
28-09-01,31
27-09-01,28
26-09-01,25
25-09-01,25
24-09-01,18
23-09-01,19
22-09-01,19
21-09-01,11
20-09-01,11
19-09-01,23
18-09-01,22
17-09-01,22
16-09-01,10
15-09-01,14
14-09-01,11
13-09-01,11
12-09-01,13
11-09-01,13
10-09-01,6
09-09-01,5
08-09-01,6
07-09-01,
06-09-01,
05-09-01,14
04-09-01,12
03-09-01,
02-09-01,
01-09-01,

