Datum Zeit,Dresden-Nord PM10
,µg/m³
30-09-01,35
29-09-01,43
28-09-01,32
27-09-01,40
26-09-01,42
25-09-01,39
24-09-01,26
23-09-01,24
22-09-01,24
21-09-01,29
20-09-01,20
19-09-01,23
18-09-01,29
17-09-01,
16-09-01,
15-09-01,
14-09-01,32
13-09-01,27
12-09-01,21
11-09-01,22
10-09-01,11
09-09-01,9
08-09-01,11
07-09-01,31
06-09-01,31
05-09-01,30
04-09-01,32
03-09-01,34
02-09-01,20
01-09-01,56

