Datum Zeit,Bautzen NO2
,µg/m³
01-10-01 00:00,21
30-09-01 23:00,19
30-09-01 22:00,24
30-09-01 21:00,26
30-09-01 20:00,28
30-09-01 19:00,22
30-09-01 18:00,19
30-09-01 17:00,18
30-09-01 16:00,12
30-09-01 15:00,11
30-09-01 14:00,11
30-09-01 13:00,
30-09-01 12:00,9
30-09-01 11:00,15
30-09-01 10:00,12
30-09-01 09:00,12
30-09-01 08:00,18
30-09-01 07:00,12
30-09-01 06:00,19
30-09-01 05:00,16
30-09-01 04:00,20
30-09-01 03:00,23
30-09-01 02:00,26
30-09-01 01:00,27
30-09-01 00:00,30
29-09-01 23:00,33
29-09-01 22:00,37
29-09-01 21:00,39
29-09-01 20:00,38
29-09-01 19:00,45
29-09-01 18:00,35
29-09-01 17:00,12
29-09-01 16:00,9
29-09-01 15:00,9
29-09-01 14:00,11
29-09-01 13:00,
29-09-01 12:00,12
29-09-01 11:00,12
29-09-01 10:00,14
29-09-01 09:00,21
29-09-01 08:00,34
29-09-01 07:00,38
29-09-01 06:00,38
29-09-01 05:00,24
29-09-01 04:00,15
29-09-01 03:00,14
29-09-01 02:00,12
29-09-01 01:00,14
29-09-01 00:00,15
28-09-01 23:00,12
28-09-01 22:00,15
28-09-01 21:00,25
28-09-01 20:00,32
28-09-01 19:00,54
28-09-01 18:00,63
28-09-01 17:00,41
28-09-01 16:00,41
28-09-01 15:00,34
28-09-01 14:00,
28-09-01 13:00,27
28-09-01 12:00,23
28-09-01 11:00,23
28-09-01 10:00,36
28-09-01 09:00,31
28-09-01 08:00,27
28-09-01 07:00,28
28-09-01 06:00,25
28-09-01 05:00,18
28-09-01 04:00,13
28-09-01 03:00,11
28-09-01 02:00,12
28-09-01 01:00,14
28-09-01 00:00,18
27-09-01 23:00,24
27-09-01 22:00,20
27-09-01 21:00,24
27-09-01 20:00,33
27-09-01 19:00,34
27-09-01 18:00,30
27-09-01 17:00,25
27-09-01 16:00,22
27-09-01 15:00,22
27-09-01 14:00,
27-09-01 13:00,22
27-09-01 12:00,21
27-09-01 11:00,30
27-09-01 10:00,24
27-09-01 09:00,26
27-09-01 08:00,41
27-09-01 07:00,61
27-09-01 06:00,61
27-09-01 05:00,45
27-09-01 04:00,30
27-09-01 03:00,23
27-09-01 02:00,19
27-09-01 01:00,16
27-09-01 00:00,23
26-09-01 23:00,25
26-09-01 22:00,28
26-09-01 21:00,33
26-09-01 20:00,32
26-09-01 19:00,35
26-09-01 18:00,55
26-09-01 17:00,25
26-09-01 16:00,18
26-09-01 15:00,
26-09-01 14:00,27
26-09-01 13:00,29
26-09-01 12:00,28
26-09-01 11:00,27
26-09-01 10:00,27
26-09-01 09:00,32
26-09-01 08:00,30
26-09-01 07:00,31
26-09-01 06:00,31
26-09-01 05:00,27
26-09-01 04:00,18
26-09-01 03:00,17
26-09-01 02:00,14
26-09-01 01:00,12
26-09-01 00:00,12
25-09-01 23:00,13
25-09-01 22:00,14
25-09-01 21:00,20
25-09-01 20:00,31
25-09-01 19:00,31
25-09-01 18:00,35
25-09-01 17:00,38
25-09-01 16:00,38
25-09-01 15:00,
25-09-01 14:00,34
25-09-01 13:00,35
25-09-01 12:00,35
25-09-01 11:00,32
25-09-01 10:00,36
25-09-01 09:00,31
25-09-01 08:00,36
25-09-01 07:00,38
25-09-01 06:00,32
25-09-01 05:00,25
25-09-01 04:00,17
25-09-01 03:00,15
25-09-01 02:00,13
25-09-01 01:00,11
25-09-01 00:00,17
24-09-01 23:00,23
24-09-01 22:00,24
24-09-01 21:00,30
24-09-01 20:00,38
24-09-01 19:00,36
24-09-01 18:00,45
24-09-01 17:00,43
24-09-01 16:00,
24-09-01 15:00,47
24-09-01 14:00,44
24-09-01 13:00,45
24-09-01 12:00,40
24-09-01 11:00,41
24-09-01 10:00,38
24-09-01 09:00,36
24-09-01 08:00,36
24-09-01 07:00,41
24-09-01 06:00,46
24-09-01 05:00,25
