Datum Zeit,Schwartenberg PM10
,µg/m³
30-09-01,21
29-09-01,21
28-09-01,10
27-09-01,12
26-09-01,7
25-09-01,3
24-09-01,7
23-09-01,14
22-09-01,10
21-09-01,5
20-09-01,6
19-09-01,13
18-09-01,6
17-09-01,9
16-09-01,5
15-09-01,9
14-09-01,5
13-09-01,6
12-09-01,4
11-09-01,6
10-09-01,1
09-09-01,3
08-09-01,3
07-09-01,7
06-09-01,9
05-09-01,6
04-09-01,6
03-09-01,11
02-09-01,9
01-09-01,30

