Datum Zeit,Freiberg SO2
,µg/m³
01-10-01 00:00,1.0
30-09-01 23:00,1.0
30-09-01 22:00,1.0
30-09-01 21:00,1.0
30-09-01 20:00,1.0
30-09-01 19:00,1.0
30-09-01 18:00,1.3
30-09-01 17:00,1.0
30-09-01 16:00,1.3
30-09-01 15:00,1.7
30-09-01 14:00,2.9
30-09-01 13:00,3.4
30-09-01 12:00,6.3
30-09-01 11:00,9.5
30-09-01 10:00,10.9
30-09-01 09:00,12.7
30-09-01 08:00,15.5
30-09-01 07:00,9.9
30-09-01 06:00,9.4
30-09-01 05:00,13.9
30-09-01 04:00,5.3
30-09-01 03:00,4.9
30-09-01 02:00,4.0
30-09-01 01:00,
30-09-01 00:00,3.3
29-09-01 23:00,3.5
29-09-01 22:00,3.7
29-09-01 21:00,4.4
29-09-01 20:00,4.0
29-09-01 19:00,4.6
29-09-01 18:00,8.2
29-09-01 17:00,12.6
29-09-01 16:00,8.9
29-09-01 15:00,7.8
29-09-01 14:00,7.6
29-09-01 13:00,8.5
29-09-01 12:00,9.6
29-09-01 11:00,13.9
29-09-01 10:00,11.2
29-09-01 09:00,5.4
29-09-01 08:00,2.8
29-09-01 07:00,1.7
29-09-01 06:00,2.1
29-09-01 05:00,1.6
29-09-01 04:00,1.3
29-09-01 03:00,1.6
29-09-01 02:00,2.0
29-09-01 01:00,
29-09-01 00:00,1.0
28-09-01 23:00,1.0
28-09-01 22:00,1.0
28-09-01 21:00,1.0
28-09-01 20:00,1.1
28-09-01 19:00,1.1
28-09-01 18:00,1.1
28-09-01 17:00,1.1
28-09-01 16:00,1.0
28-09-01 15:00,1.3
28-09-01 14:00,1.0
28-09-01 13:00,1.0
28-09-01 12:00,1.0
28-09-01 11:00,1.0
28-09-01 10:00,1.0
28-09-01 09:00,1.0
28-09-01 08:00,1.0
28-09-01 07:00,1.1
28-09-01 06:00,1.4
28-09-01 05:00,1.0
28-09-01 04:00,1.4
28-09-01 03:00,1.3
28-09-01 02:00,1.1
28-09-01 01:00,
28-09-01 00:00,1.0
27-09-01 23:00,1.0
27-09-01 22:00,1.0
27-09-01 21:00,1.0
27-09-01 20:00,1.0
27-09-01 19:00,1.0
27-09-01 18:00,1.0
27-09-01 17:00,1.1
27-09-01 16:00,1.0
27-09-01 15:00,1.2
27-09-01 14:00,1.4
27-09-01 13:00,1.7
27-09-01 12:00,2.6
27-09-01 11:00,2.1
27-09-01 10:00,2.1
27-09-01 09:00,1.5
27-09-01 08:00,1.3
27-09-01 07:00,1.0
27-09-01 06:00,1.0
27-09-01 05:00,1.0
27-09-01 04:00,1.0
27-09-01 03:00,1.0
27-09-01 02:00,1.0
27-09-01 01:00,
27-09-01 00:00,1.0
26-09-01 23:00,1.0
26-09-01 22:00,1.0
26-09-01 21:00,1.3
26-09-01 20:00,1.0
26-09-01 19:00,1.0
26-09-01 18:00,1.0
26-09-01 17:00,1.0
26-09-01 16:00,1.0
26-09-01 15:00,1.0
26-09-01 14:00,1.2
26-09-01 13:00,1.3
26-09-01 12:00,1.1
26-09-01 11:00,1.0
26-09-01 10:00,1.0
26-09-01 09:00,1.0
26-09-01 08:00,1.0
26-09-01 07:00,1.0
26-09-01 06:00,1.0
26-09-01 05:00,1.0
26-09-01 04:00,1.0
26-09-01 03:00,1.0
26-09-01 02:00,1.0
26-09-01 01:00,
26-09-01 00:00,1.2
25-09-01 23:00,1.1
25-09-01 22:00,1.4
25-09-01 21:00,1.4
25-09-01 20:00,1.3
25-09-01 19:00,1.2
25-09-01 18:00,1.3
25-09-01 17:00,1.2
25-09-01 16:00,1.1
25-09-01 15:00,1.3
25-09-01 14:00,1.4
25-09-01 13:00,1.9
25-09-01 12:00,1.9
25-09-01 11:00,2.1
25-09-01 10:00,1.5
25-09-01 09:00,1.3
25-09-01 08:00,2.8
25-09-01 07:00,2.1
25-09-01 06:00,1.3
25-09-01 05:00,1.1
25-09-01 04:00,1.3
25-09-01 03:00,1.4
25-09-01 02:00,1.0
25-09-01 01:00,
25-09-01 00:00,1.2
24-09-01 23:00,1.6
24-09-01 22:00,2.2
24-09-01 21:00,1.8
24-09-01 20:00,3.5
24-09-01 19:00,6.5
24-09-01 18:00,8.9
24-09-01 17:00,9.3
24-09-01 16:00,11.9
24-09-01 15:00,8.9
24-09-01 14:00,9.5
24-09-01 13:00,10.5
24-09-01 12:00,12.3
24-09-01 11:00,11.5
24-09-01 10:00,3.7
24-09-01 09:00,3.2
24-09-01 08:00,3.5
24-09-01 07:00,3.1
24-09-01 06:00,2.5
24-09-01 05:00,1.7
24-09-01 04:00,1.6
24-09-01 03:00,3.5
24-09-01 02:00,6.7
24-09-01 01:00,
24-09-01 00:00,1.5
23-09-01 23:00,1.4
23-09-01 22:00,1.1
23-09-01 21:00,1.9
23-09-01 20:00,1.7
23-09-01 19:00,1.3
23-09-01 18:00,1.7
23-09-01 17:00,2.3
23-09-01 16:00,1.3
23-09-01 15:00,2.9
23-09-01 14:00,9.1
23-09-01 13:00,26.7
23-09-01 12:00,36.7
23-09-01 11:00,31.8
23-09-01 10:00,4.6
23-09-01 09:00,1.0
23-09-01 08:00,1.0
23-09-01 07:00,1.0
23-09-01 06:00,1.0
23-09-01 05:00,1.0
23-09-01 04:00,1.0
23-09-01 03:00,1.0
23-09-01 02:00,
23-09-01 01:00,1.0
23-09-01 00:00,1.0
22-09-01 23:00,1.6
22-09-01 22:00,1.4
22-09-01 21:00,1.9
22-09-01 20:00,1.3
22-09-01 19:00,2.0
22-09-01 18:00,1.4
22-09-01 17:00,1.1
22-09-01 16:00,1.2
22-09-01 15:00,1.1
22-09-01 14:00,1.0
22-09-01 13:00,1.0
22-09-01 12:00,1.1
22-09-01 11:00,1.1
22-09-01 10:00,1.0
22-09-01 09:00,1.1
22-09-01 08:00,1.3
22-09-01 07:00,1.2
22-09-01 06:00,1.0
22-09-01 05:00,1.0
22-09-01 04:00,1.1
22-09-01 03:00,1.1
22-09-01 02:00,
22-09-01 01:00,1.1
22-09-01 00:00,1.6
21-09-01 23:00,1.5
21-09-01 22:00,1.0
21-09-01 21:00,1.0
21-09-01 20:00,1.7
21-09-01 19:00,1.4
21-09-01 18:00,1.3
21-09-01 17:00,1.3
21-09-01 16:00,1.6
21-09-01 15:00,2.3
21-09-01 14:00,2.2
21-09-01 13:00,2.2
21-09-01 12:00,1.7
21-09-01 11:00,3.0
21-09-01 10:00,3.5
21-09-01 09:00,3.2
21-09-01 08:00,2.2
21-09-01 07:00,2.4
21-09-01 06:00,1.5
21-09-01 05:00,1.6
21-09-01 04:00,1.1
21-09-01 03:00,
21-09-01 02:00,1.4
21-09-01 01:00,1.4
21-09-01 00:00,1.6
20-09-01 23:00,1.5
20-09-01 22:00,1.9
20-09-01 21:00,2.1
20-09-01 20:00,1.9
20-09-01 19:00,1.6
20-09-01 18:00,2.3
20-09-01 17:00,2.7
20-09-01 16:00,3.4
20-09-01 15:00,3.7
20-09-01 14:00,3.2
20-09-01 13:00,2.3
20-09-01 12:00,2.8
20-09-01 11:00,2.9
20-09-01 10:00,3.8
20-09-01 09:00,3.9
20-09-01 08:00,4.2
20-09-01 07:00,5.2
20-09-01 06:00,5.2
20-09-01 05:00,8.3
20-09-01 04:00,8.1
20-09-01 03:00,
20-09-01 02:00,5.0
20-09-01 01:00,4.2
20-09-01 00:00,6.3
19-09-01 23:00,5.2
19-09-01 22:00,6.8
19-09-01 21:00,4.0
19-09-01 20:00,4.3
19-09-01 19:00,3.8
19-09-01 18:00,3.3
19-09-01 17:00,3.0
19-09-01 16:00,3.8
19-09-01 15:00,6.3
19-09-01 14:00,6.7
19-09-01 13:00,6.7
19-09-01 12:00,5.2
19-09-01 11:00,6.5
19-09-01 10:00,15.2
19-09-01 09:00,25.2
19-09-01 08:00,22.0
19-09-01 07:00,11.3
19-09-01 06:00,4.0
19-09-01 05:00,1.5
19-09-01 04:00,
19-09-01 03:00,2.6
19-09-01 02:00,4.2
19-09-01 01:00,6.9
19-09-01 00:00,4.1
18-09-01 23:00,1.4
18-09-01 22:00,1.5
18-09-01 21:00,1.9
18-09-01 20:00,1.9
18-09-01 19:00,1.9
18-09-01 18:00,3.2
18-09-01 17:00,3.0
18-09-01 16:00,2.3
18-09-01 15:00,1.4
18-09-01 14:00,1.3
18-09-01 13:00,1.1
18-09-01 12:00,1.2
18-09-01 11:00,1.6
18-09-01 10:00,1.3
18-09-01 09:00,1.4
18-09-01 08:00,1.4
18-09-01 07:00,1.7
18-09-01 06:00,2.2
18-09-01 05:00,1.9
18-09-01 04:00,
18-09-01 03:00,1.3
18-09-01 02:00,1.5
18-09-01 01:00,1.2
18-09-01 00:00,1.0
17-09-01 23:00,1.1
17-09-01 22:00,1.0
17-09-01 21:00,1.0
17-09-01 20:00,1.5
17-09-01 19:00,2.3
17-09-01 18:00,2.5
17-09-01 17:00,1.7
17-09-01 16:00,3.5
17-09-01 15:00,3.1
17-09-01 14:00,2.9
17-09-01 13:00,3.3
17-09-01 12:00,3.6
17-09-01 11:00,4.6
17-09-01 10:00,4.6
17-09-01 09:00,2.9
17-09-01 08:00,1.8
17-09-01 07:00,1.0
17-09-01 06:00,2.3
17-09-01 05:00,
17-09-01 04:00,3.1
17-09-01 03:00,3.5
17-09-01 02:00,1.3
17-09-01 01:00,1.8
17-09-01 00:00,1.0
16-09-01 23:00,1.0
16-09-01 22:00,1.0
16-09-01 21:00,1.0
