Datum Zeit,Glauchau NO2
,µg/m³
01-10-01 00:00,17
30-09-01 23:00,25
30-09-01 22:00,28
30-09-01 21:00,27
30-09-01 20:00,33
30-09-01 19:00,33
30-09-01 18:00,27
30-09-01 17:00,25
30-09-01 16:00,27
30-09-01 15:00,19
30-09-01 14:00,19
30-09-01 13:00,17
30-09-01 12:00,17
30-09-01 11:00,18
30-09-01 10:00,23
30-09-01 09:00,
30-09-01 08:00,20
30-09-01 07:00,18
30-09-01 06:00,18
30-09-01 05:00,17
30-09-01 04:00,20
30-09-01 03:00,15
30-09-01 02:00,24
30-09-01 01:00,28
30-09-01 00:00,27
29-09-01 23:00,29
29-09-01 22:00,27
29-09-01 21:00,35
29-09-01 20:00,32
29-09-01 19:00,20
29-09-01 18:00,18
29-09-01 17:00,8
29-09-01 16:00,13
29-09-01 15:00,12
29-09-01 14:00,11
29-09-01 13:00,13
29-09-01 12:00,16
29-09-01 11:00,18
29-09-01 10:00,
29-09-01 09:00,21
29-09-01 08:00,17
29-09-01 07:00,19
29-09-01 06:00,18
29-09-01 05:00,16
29-09-01 04:00,17
29-09-01 03:00,20
29-09-01 02:00,26
29-09-01 01:00,32
29-09-01 00:00,37
28-09-01 23:00,44
28-09-01 22:00,48
28-09-01 21:00,37
28-09-01 20:00,35
28-09-01 19:00,39
28-09-01 18:00,38
28-09-01 17:00,40
28-09-01 16:00,44
28-09-01 15:00,36
28-09-01 14:00,42
28-09-01 13:00,51
28-09-01 12:00,52
28-09-01 11:00,57
28-09-01 10:00,
28-09-01 09:00,47
28-09-01 08:00,41
28-09-01 07:00,44
28-09-01 06:00,39
28-09-01 05:00,29
28-09-01 04:00,24
28-09-01 03:00,20
28-09-01 02:00,23
28-09-01 01:00,27
28-09-01 00:00,28
27-09-01 23:00,31
27-09-01 22:00,32
27-09-01 21:00,34
27-09-01 20:00,35
27-09-01 19:00,37
27-09-01 18:00,42
27-09-01 17:00,39
27-09-01 16:00,43
27-09-01 15:00,40
27-09-01 14:00,37
27-09-01 13:00,36
27-09-01 12:00,41
27-09-01 11:00,
27-09-01 10:00,50
27-09-01 09:00,63
27-09-01 08:00,72
27-09-01 07:00,56
27-09-01 06:00,45
27-09-01 05:00,29
27-09-01 04:00,25
27-09-01 03:00,26
27-09-01 02:00,33
27-09-01 01:00,27
27-09-01 00:00,34
26-09-01 23:00,38
26-09-01 22:00,47
26-09-01 21:00,43
26-09-01 20:00,43
26-09-01 19:00,46
26-09-01 18:00,29
26-09-01 17:00,22
26-09-01 16:00,28
26-09-01 15:00,22
26-09-01 14:00,22
26-09-01 13:00,37
26-09-01 12:00,39
26-09-01 11:00,
26-09-01 10:00,37
26-09-01 09:00,42
26-09-01 08:00,44
26-09-01 07:00,52
26-09-01 06:00,46
26-09-01 05:00,32
26-09-01 04:00,32
26-09-01 03:00,42
26-09-01 02:00,45
26-09-01 01:00,43
26-09-01 00:00,42
25-09-01 23:00,39
25-09-01 22:00,46
25-09-01 21:00,47
25-09-01 20:00,47
25-09-01 19:00,53
25-09-01 18:00,48
25-09-01 17:00,50
25-09-01 16:00,49
25-09-01 15:00,68
25-09-01 14:00,60
25-09-01 13:00,59
25-09-01 12:00,
25-09-01 11:00,51
25-09-01 10:00,57
25-09-01 09:00,64
25-09-01 08:00,60
25-09-01 07:00,70
25-09-01 06:00,58
25-09-01 05:00,35
25-09-01 04:00,26
25-09-01 03:00,25
25-09-01 02:00,23
25-09-01 01:00,23
25-09-01 00:00,26
24-09-01 23:00,27
24-09-01 22:00,38
24-09-01 21:00,42
24-09-01 20:00,42
24-09-01 19:00,43
24-09-01 18:00,46
24-09-01 17:00,40
24-09-01 16:00,38
