Datum Zeit,Radebeul-Wahnsdorf SO2
,µg/m³
01-10-01 00:00,
30-09-01 23:00,1.0
30-09-01 22:00,1.3
30-09-01 21:00,1.4
30-09-01 20:00,3.1
30-09-01 19:00,4.7
30-09-01 18:00,1.6
30-09-01 17:00,2.3
30-09-01 16:00,2.0
30-09-01 15:00,3.0
30-09-01 14:00,7.0
30-09-01 13:00,11.0
30-09-01 12:00,9.3
30-09-01 11:00,9.4
30-09-01 10:00,9.5
30-09-01 09:00,11.3
30-09-01 08:00,8.1
30-09-01 07:00,4.3
30-09-01 06:00,
30-09-01 05:00,3.5
30-09-01 04:00,2.9
30-09-01 03:00,2.7
30-09-01 02:00,2.3
30-09-01 01:00,2.5
30-09-01 00:00,
29-09-01 23:00,2.4
29-09-01 22:00,2.1
29-09-01 21:00,2.5
29-09-01 20:00,2.3
29-09-01 19:00,2.8
29-09-01 18:00,4.4
29-09-01 17:00,4.4
29-09-01 16:00,5.9
29-09-01 15:00,7.5
29-09-01 14:00,7.9
29-09-01 13:00,5.7
29-09-01 12:00,4.0
29-09-01 11:00,3.0
29-09-01 10:00,2.6
29-09-01 09:00,3.1
29-09-01 08:00,3.3
29-09-01 07:00,
29-09-01 06:00,3.1
29-09-01 05:00,3.1
29-09-01 04:00,1.8
29-09-01 03:00,1.0
29-09-01 02:00,1.0
29-09-01 01:00,1.0
29-09-01 00:00,
28-09-01 23:00,1.0
28-09-01 22:00,1.6
28-09-01 21:00,3.1
28-09-01 20:00,1.6
28-09-01 19:00,1.1
28-09-01 18:00,1.1
28-09-01 17:00,1.0
28-09-01 16:00,1.0
28-09-01 15:00,1.1
28-09-01 14:00,1.0
28-09-01 13:00,1.0
28-09-01 12:00,1.0
28-09-01 11:00,1.0
28-09-01 10:00,1.0
28-09-01 09:00,1.6
28-09-01 08:00,1.8
28-09-01 07:00,
28-09-01 06:00,1.0
28-09-01 05:00,1.0
28-09-01 04:00,1.0
28-09-01 03:00,1.0
28-09-01 02:00,1.0
28-09-01 01:00,1.0
28-09-01 00:00,
27-09-01 23:00,1.0
27-09-01 22:00,1.0
27-09-01 21:00,1.1
27-09-01 20:00,1.0
27-09-01 19:00,1.0
27-09-01 18:00,1.1
27-09-01 17:00,1.0
27-09-01 16:00,1.4
27-09-01 15:00,6.2
27-09-01 14:00,14.6
27-09-01 13:00,12.2
27-09-01 12:00,15.6
27-09-01 11:00,11.8
27-09-01 10:00,9.4
27-09-01 09:00,3.3
27-09-01 08:00,
27-09-01 07:00,1.0
27-09-01 06:00,1.0
27-09-01 05:00,1.0
27-09-01 04:00,1.4
27-09-01 03:00,1.0
27-09-01 02:00,1.0
27-09-01 01:00,1.0
27-09-01 00:00,
26-09-01 23:00,1.9
26-09-01 22:00,3.1
26-09-01 21:00,3.7
26-09-01 20:00,2.6
26-09-01 19:00,2.0
26-09-01 18:00,1.4
26-09-01 17:00,2.7
26-09-01 16:00,2.2
26-09-01 15:00,2.2
26-09-01 14:00,3.6
26-09-01 13:00,2.0
26-09-01 12:00,1.0
26-09-01 11:00,1.0
26-09-01 10:00,1.0
26-09-01 09:00,1.1
26-09-01 08:00,
26-09-01 07:00,1.0
26-09-01 06:00,1.0
26-09-01 05:00,1.0
26-09-01 04:00,1.0
26-09-01 03:00,1.0
26-09-01 02:00,1.1
26-09-01 01:00,1.0
26-09-01 00:00,
25-09-01 23:00,1.6
25-09-01 22:00,2.1
25-09-01 21:00,2.3
25-09-01 20:00,3.0
25-09-01 19:00,3.3
25-09-01 18:00,2.5
25-09-01 17:00,1.8
25-09-01 16:00,1.9
25-09-01 15:00,2.2
25-09-01 14:00,1.6
25-09-01 13:00,1.4
25-09-01 12:00,1.4
25-09-01 11:00,1.8
25-09-01 10:00,2.0
25-09-01 09:00,
25-09-01 08:00,2.2
25-09-01 07:00,2.5
25-09-01 06:00,2.1
25-09-01 05:00,1.8
25-09-01 04:00,1.1
25-09-01 03:00,1.0
25-09-01 02:00,1.0
25-09-01 01:00,1.6
25-09-01 00:00,
24-09-01 23:00,1.9
24-09-01 22:00,1.9
24-09-01 21:00,3.2
24-09-01 20:00,3.0
