Datum Zeit,Freiberg NO
,µg/m³
01-10-01 00:00,2
30-09-01 23:00,7
30-09-01 22:00,19
30-09-01 21:00,10
30-09-01 20:00,10
30-09-01 19:00,25
30-09-01 18:00,28
30-09-01 17:00,26
30-09-01 16:00,16
30-09-01 15:00,
30-09-01 14:00,20
30-09-01 13:00,10
30-09-01 12:00,17
30-09-01 11:00,18
30-09-01 10:00,13
30-09-01 09:00,16
30-09-01 08:00,7
30-09-01 07:00,2
30-09-01 06:00,3
30-09-01 05:00,5
30-09-01 04:00,3
30-09-01 03:00,2
30-09-01 02:00,5
30-09-01 01:00,12
30-09-01 00:00,13
29-09-01 23:00,19
29-09-01 22:00,17
29-09-01 21:00,13
29-09-01 20:00,16
29-09-01 19:00,19
29-09-01 18:00,13
29-09-01 17:00,7
29-09-01 16:00,9
29-09-01 15:00,
29-09-01 14:00,12
29-09-01 13:00,18
29-09-01 12:00,25
29-09-01 11:00,30
29-09-01 10:00,22
29-09-01 09:00,28
29-09-01 08:00,25
29-09-01 07:00,19
29-09-01 06:00,34
29-09-01 05:00,12
29-09-01 04:00,6
29-09-01 03:00,13
29-09-01 02:00,17
29-09-01 01:00,32
29-09-01 00:00,28
28-09-01 23:00,29
28-09-01 22:00,39
28-09-01 21:00,49
28-09-01 20:00,57
28-09-01 19:00,63
28-09-01 18:00,99
28-09-01 17:00,36
28-09-01 16:00,
28-09-01 15:00,12
28-09-01 14:00,18
28-09-01 13:00,15
28-09-01 12:00,14
28-09-01 11:00,18
28-09-01 10:00,8
28-09-01 09:00,16
28-09-01 08:00,21
28-09-01 07:00,42
28-09-01 06:00,29
28-09-01 05:00,10
28-09-01 04:00,2
28-09-01 03:00,1
28-09-01 02:00,1
28-09-01 01:00,2
28-09-01 00:00,3
27-09-01 23:00,7
27-09-01 22:00,10
27-09-01 21:00,18
27-09-01 20:00,18
27-09-01 19:00,30
27-09-01 18:00,45
27-09-01 17:00,56
27-09-01 16:00,
27-09-01 15:00,59
27-09-01 14:00,51
27-09-01 13:00,64
27-09-01 12:00,47
27-09-01 11:00,42
27-09-01 10:00,42
27-09-01 09:00,42
27-09-01 08:00,46
27-09-01 07:00,43
27-09-01 06:00,50
27-09-01 05:00,19
27-09-01 04:00,7
27-09-01 03:00,1
27-09-01 02:00,1
27-09-01 01:00,2
27-09-01 00:00,3
26-09-01 23:00,3
26-09-01 22:00,19
26-09-01 21:00,20
26-09-01 20:00,44
26-09-01 19:00,56
26-09-01 18:00,40
26-09-01 17:00,
26-09-01 16:00,42
26-09-01 15:00,28
26-09-01 14:00,22
26-09-01 13:00,47
26-09-01 12:00,48
26-09-01 11:00,48
26-09-01 10:00,73
26-09-01 09:00,43
26-09-01 08:00,58
26-09-01 07:00,32
26-09-01 06:00,15
26-09-01 05:00,3
26-09-01 04:00,1
26-09-01 03:00,1
26-09-01 02:00,1
26-09-01 01:00,1
26-09-01 00:00,1
25-09-01 23:00,1
25-09-01 22:00,2
25-09-01 21:00,3
25-09-01 20:00,5
25-09-01 19:00,6
25-09-01 18:00,10
25-09-01 17:00,
25-09-01 16:00,11
25-09-01 15:00,11
25-09-01 14:00,9
25-09-01 13:00,17
25-09-01 12:00,12
25-09-01 11:00,12
25-09-01 10:00,10
25-09-01 09:00,11
25-09-01 08:00,12
25-09-01 07:00,16
25-09-01 06:00,8
25-09-01 05:00,1
25-09-01 04:00,1
25-09-01 03:00,1
25-09-01 02:00,1
25-09-01 01:00,1
25-09-01 00:00,1
24-09-01 23:00,1
24-09-01 22:00,2
24-09-01 21:00,4
24-09-01 20:00,5
24-09-01 19:00,8
24-09-01 18:00,
24-09-01 17:00,46
24-09-01 16:00,51
24-09-01 15:00,62
24-09-01 14:00,53
24-09-01 13:00,59
24-09-01 12:00,47
24-09-01 11:00,48
24-09-01 10:00,46
24-09-01 09:00,46
24-09-01 08:00,58
24-09-01 07:00,50
24-09-01 06:00,38
24-09-01 05:00,12
24-09-01 04:00,5
24-09-01 03:00,2
24-09-01 02:00,3
24-09-01 01:00,1
24-09-01 00:00,1
23-09-01 23:00,1
23-09-01 22:00,3
23-09-01 21:00,23
23-09-01 20:00,12
23-09-01 19:00,5
23-09-01 18:00,
23-09-01 17:00,8
23-09-01 16:00,8
23-09-01 15:00,6
23-09-01 14:00,6
23-09-01 13:00,10
23-09-01 12:00,10
23-09-01 11:00,9
23-09-01 10:00,6
23-09-01 09:00,6
23-09-01 08:00,5
23-09-01 07:00,2
23-09-01 06:00,1
23-09-01 05:00,2
23-09-01 04:00,2
23-09-01 03:00,3
23-09-01 02:00,4
23-09-01 01:00,3
23-09-01 00:00,3
22-09-01 23:00,12
22-09-01 22:00,9
22-09-01 21:00,15
22-09-01 20:00,32
22-09-01 19:00,
22-09-01 18:00,9
22-09-01 17:00,4
22-09-01 16:00,3
22-09-01 15:00,4
22-09-01 14:00,3
22-09-01 13:00,8
22-09-01 12:00,14
22-09-01 11:00,17
22-09-01 10:00,26
22-09-01 09:00,27
22-09-01 08:00,23
22-09-01 07:00,17
22-09-01 06:00,12
22-09-01 05:00,6
22-09-01 04:00,2
22-09-01 03:00,4
22-09-01 02:00,5
22-09-01 01:00,6
22-09-01 00:00,8
21-09-01 23:00,8
21-09-01 22:00,18
21-09-01 21:00,12
21-09-01 20:00,21
21-09-01 19:00,
21-09-01 18:00,40
21-09-01 17:00,47
21-09-01 16:00,36
21-09-01 15:00,49
21-09-01 14:00,52
21-09-01 13:00,63
21-09-01 12:00,54
21-09-01 11:00,63
21-09-01 10:00,68
21-09-01 09:00,83
21-09-01 08:00,66
21-09-01 07:00,51
21-09-01 06:00,34
21-09-01 05:00,24
21-09-01 04:00,6
21-09-01 03:00,1
21-09-01 02:00,1
21-09-01 01:00,3
21-09-01 00:00,2
20-09-01 23:00,6
20-09-01 22:00,5
20-09-01 21:00,16
20-09-01 20:00,
20-09-01 19:00,13
20-09-01 18:00,29
20-09-01 17:00,73
20-09-01 16:00,59
20-09-01 15:00,53
20-09-01 14:00,58
20-09-01 13:00,44
20-09-01 12:00,33
20-09-01 11:00,44
20-09-01 10:00,40
20-09-01 09:00,36
20-09-01 08:00,43
20-09-01 07:00,46
20-09-01 06:00,32
20-09-01 05:00,13
20-09-01 04:00,5
20-09-01 03:00,1
20-09-01 02:00,1
20-09-01 01:00,2
20-09-01 00:00,1
19-09-01 23:00,3
19-09-01 22:00,7
19-09-01 21:00,6
19-09-01 20:00,
19-09-01 19:00,16
19-09-01 18:00,20
19-09-01 17:00,22
19-09-01 16:00,28
19-09-01 15:00,39
19-09-01 14:00,28
19-09-01 13:00,23
19-09-01 12:00,28
19-09-01 11:00,34
19-09-01 10:00,32
19-09-01 09:00,26
19-09-01 08:00,57
19-09-01 07:00,72
19-09-01 06:00,53
19-09-01 05:00,15
19-09-01 04:00,2
19-09-01 03:00,1
19-09-01 02:00,1
19-09-01 01:00,1
19-09-01 00:00,1
18-09-01 23:00,1
18-09-01 22:00,6
18-09-01 21:00,
18-09-01 20:00,23
18-09-01 19:00,46
18-09-01 18:00,59
18-09-01 17:00,69
18-09-01 16:00,53
18-09-01 15:00,19
18-09-01 14:00,8
18-09-01 13:00,8
18-09-01 12:00,10
18-09-01 11:00,13
18-09-01 10:00,17
18-09-01 09:00,16
18-09-01 08:00,13
18-09-01 07:00,17
18-09-01 06:00,18
18-09-01 05:00,3
18-09-01 04:00,1
18-09-01 03:00,2
18-09-01 02:00,7
18-09-01 01:00,5
18-09-01 00:00,3
17-09-01 23:00,12
17-09-01 22:00,30
17-09-01 21:00,
17-09-01 20:00,13
17-09-01 19:00,24
17-09-01 18:00,36
17-09-01 17:00,34
17-09-01 16:00,44
17-09-01 15:00,12
17-09-01 14:00,9
17-09-01 13:00,5
17-09-01 12:00,11
17-09-01 11:00,16
17-09-01 10:00,11
17-09-01 09:00,49
17-09-01 08:00,33
17-09-01 07:00,20
17-09-01 06:00,24
17-09-01 05:00,6
17-09-01 04:00,1
17-09-01 03:00,1
17-09-01 02:00,1
17-09-01 01:00,2
17-09-01 00:00,3
16-09-01 23:00,3
16-09-01 22:00,
16-09-01 21:00,6
16-09-01 20:00,5
16-09-01 19:00,13
16-09-01 18:00,4
16-09-01 17:00,3
16-09-01 16:00,5
16-09-01 15:00,3
16-09-01 14:00,5
16-09-01 13:00,6
16-09-01 12:00,4
16-09-01 11:00,4
16-09-01 10:00,5
16-09-01 09:00,4
16-09-01 08:00,2
16-09-01 07:00,1
16-09-01 06:00,1
16-09-01 05:00,1
16-09-01 04:00,2
16-09-01 03:00,3
16-09-01 02:00,9
16-09-01 01:00,8
16-09-01 00:00,6
15-09-01 23:00,10
15-09-01 22:00,
15-09-01 21:00,14
15-09-01 20:00,14
15-09-01 19:00,17
15-09-01 18:00,23
15-09-01 17:00,18
15-09-01 16:00,18
15-09-01 15:00,19
15-09-01 14:00,18
15-09-01 13:00,22
15-09-01 12:00,21
15-09-01 11:00,33
15-09-01 10:00,34
15-09-01 09:00,31
15-09-01 08:00,28
15-09-01 07:00,21
15-09-01 06:00,20
15-09-01 05:00,11
15-09-01 04:00,6
15-09-01 03:00,5
15-09-01 02:00,6
15-09-01 01:00,8
15-09-01 00:00,10
14-09-01 23:00,
14-09-01 22:00,23
14-09-01 21:00,19
14-09-01 20:00,36
14-09-01 19:00,47
14-09-01 18:00,57
14-09-01 17:00,54
14-09-01 16:00,53
14-09-01 15:00,64
14-09-01 14:00,59
14-09-01 13:00,48
14-09-01 12:00,46
14-09-01 11:00,62
14-09-01 10:00,65
14-09-01 09:00,53
14-09-01 08:00,60
14-09-01 07:00,64
14-09-01 06:00,48
14-09-01 05:00,15
14-09-01 04:00,4
14-09-01 03:00,1
14-09-01 02:00,1
14-09-01 01:00,2
14-09-01 00:00,3
13-09-01 23:00,
13-09-01 22:00,16
13-09-01 21:00,15
13-09-01 20:00,22
13-09-01 19:00,29
13-09-01 18:00,55
13-09-01 17:00,64
13-09-01 16:00,79
13-09-01 15:00,59
13-09-01 14:00,56
13-09-01 13:00,55
13-09-01 12:00,53
13-09-01 11:00,70
13-09-01 10:00,
13-09-01 09:00,48
13-09-01 08:00,50
13-09-01 07:00,71
13-09-01 06:00,56
13-09-01 05:00,16
13-09-01 04:00,4
13-09-01 03:00,2
13-09-01 02:00,4
13-09-01 01:00,5
13-09-01 00:00,
12-09-01 23:00,8
12-09-01 22:00,17
12-09-01 21:00,19
12-09-01 20:00,26
12-09-01 19:00,7
12-09-01 18:00,6
12-09-01 17:00,7
12-09-01 16:00,5
12-09-01 15:00,9
12-09-01 14:00,6
12-09-01 13:00,10
12-09-01 12:00,9
12-09-01 11:00,8
12-09-01 10:00,10
12-09-01 09:00,12
12-09-01 08:00,13
12-09-01 07:00,32
12-09-01 06:00,37
12-09-01 05:00,9
12-09-01 04:00,2
12-09-01 03:00,1
12-09-01 02:00,1
12-09-01 01:00,1
12-09-01 00:00,
11-09-01 23:00,3
11-09-01 22:00,7
11-09-01 21:00,10
11-09-01 20:00,15
11-09-01 19:00,28
11-09-01 18:00,53
11-09-01 17:00,22
11-09-01 16:00,31
11-09-01 15:00,29
11-09-01 14:00,22
11-09-01 13:00,17
11-09-01 12:00,15
11-09-01 11:00,18
11-09-01 10:00,17
11-09-01 09:00,29
11-09-01 08:00,20
11-09-01 07:00,21
11-09-01 06:00,27
11-09-01 05:00,5
11-09-01 04:00,1
11-09-01 03:00,1
11-09-01 02:00,1
11-09-01 01:00,
11-09-01 00:00,1
10-09-01 23:00,1
10-09-01 22:00,4
10-09-01 21:00,4
10-09-01 20:00,6
10-09-01 19:00,6
10-09-01 18:00,10
10-09-01 17:00,8
10-09-01 16:00,7
10-09-01 15:00,12
10-09-01 14:00,18
10-09-01 13:00,23
10-09-01 12:00,19
10-09-01 11:00,25
10-09-01 10:00,26
10-09-01 09:00,29
10-09-01 08:00,26
10-09-01 07:00,27
10-09-01 06:00,25
10-09-01 05:00,8
10-09-01 04:00,3
10-09-01 03:00,1
10-09-01 02:00,1
10-09-01 01:00,
10-09-01 00:00,1
09-09-01 23:00,1
09-09-01 22:00,4
09-09-01 21:00,5
09-09-01 20:00,5
09-09-01 19:00,6
09-09-01 18:00,6
09-09-01 17:00,11
09-09-01 16:00,8
09-09-01 15:00,12
09-09-01 14:00,7
09-09-01 13:00,10
09-09-01 12:00,8
09-09-01 11:00,11
09-09-01 10:00,11
09-09-01 09:00,6
09-09-01 08:00,3
09-09-01 07:00,2
09-09-01 06:00,1
09-09-01 05:00,2
09-09-01 04:00,2
09-09-01 03:00,3
09-09-01 02:00,
09-09-01 01:00,1
09-09-01 00:00,2
08-09-01 23:00,4
08-09-01 22:00,7
08-09-01 21:00,5
08-09-01 20:00,8
08-09-01 19:00,8
08-09-01 18:00,2
08-09-01 17:00,2
08-09-01 16:00,5
08-09-01 15:00,6
08-09-01 14:00,2
08-09-01 13:00,3
08-09-01 12:00,4
08-09-01 11:00,3
08-09-01 10:00,10
08-09-01 09:00,13
08-09-01 08:00,13
08-09-01 07:00,10
08-09-01 06:00,7
08-09-01 05:00,4
08-09-01 04:00,1
08-09-01 03:00,4
08-09-01 02:00,
08-09-01 01:00,4
08-09-01 00:00,8
07-09-01 23:00,10
07-09-01 22:00,13
07-09-01 21:00,11
07-09-01 20:00,12
07-09-01 19:00,10
07-09-01 18:00,20
07-09-01 17:00,40
07-09-01 16:00,36
07-09-01 15:00,46
07-09-01 14:00,32
