Datum Zeit,Freiberg PM10
,µg/m³
30-09-01,23
29-09-01,28
28-09-01,21
27-09-01,22
26-09-01,24
25-09-01,14
24-09-01,19
23-09-01,19
22-09-01,19
21-09-01,18
20-09-01,15
19-09-01,20
18-09-01,17
17-09-01,20
16-09-01,10
15-09-01,14
14-09-01,16
13-09-01,13
12-09-01,11
11-09-01,13
10-09-01,5
09-09-01,5
08-09-01,5
07-09-01,15
06-09-01,19
05-09-01,14
04-09-01,18
03-09-01,21
02-09-01,13
01-09-01,47

