Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-10-01 00:00,6
30-09-01 23:00,4
30-09-01 22:00,3
30-09-01 21:00,2
30-09-01 20:00,2
30-09-01 19:00,6
30-09-01 18:00,4
30-09-01 17:00,12
30-09-01 16:00,18
30-09-01 15:00,27
30-09-01 14:00,23
30-09-01 13:00,34
30-09-01 12:00,37
30-09-01 11:00,31
30-09-01 10:00,24
30-09-01 09:00,22
30-09-01 08:00,
30-09-01 07:00,23
30-09-01 06:00,25
30-09-01 05:00,14
30-09-01 04:00,15
30-09-01 03:00,9
30-09-01 02:00,7
30-09-01 01:00,7
30-09-01 00:00,3
29-09-01 23:00,1
29-09-01 22:00,3
29-09-01 21:00,3
29-09-01 20:00,4
29-09-01 19:00,10
29-09-01 18:00,33
29-09-01 17:00,54
29-09-01 16:00,60
29-09-01 15:00,62
29-09-01 14:00,59
29-09-01 13:00,58
29-09-01 12:00,56
29-09-01 11:00,42
29-09-01 10:00,34
29-09-01 09:00,
29-09-01 08:00,
29-09-01 07:00,1
29-09-01 06:00,1
29-09-01 05:00,2
29-09-01 04:00,2
29-09-01 03:00,2
29-09-01 02:00,1
29-09-01 01:00,1
29-09-01 00:00,2
28-09-01 23:00,1
28-09-01 22:00,3
28-09-01 21:00,1
28-09-01 20:00,1
28-09-01 19:00,1
28-09-01 18:00,1
28-09-01 17:00,4
28-09-01 16:00,9
28-09-01 15:00,11
28-09-01 14:00,23
28-09-01 13:00,31
28-09-01 12:00,34
28-09-01 11:00,36
28-09-01 10:00,29
28-09-01 09:00,
28-09-01 08:00,35
28-09-01 07:00,18
28-09-01 06:00,10
28-09-01 05:00,33
28-09-01 04:00,22
28-09-01 03:00,19
28-09-01 02:00,25
28-09-01 01:00,20
28-09-01 00:00,26
27-09-01 23:00,12
27-09-01 22:00,4
27-09-01 21:00,13
27-09-01 20:00,6
27-09-01 19:00,20
27-09-01 18:00,29
27-09-01 17:00,33
27-09-01 16:00,41
27-09-01 15:00,43
27-09-01 14:00,44
27-09-01 13:00,49
27-09-01 12:00,37
27-09-01 11:00,33
27-09-01 10:00,14
27-09-01 09:00,
27-09-01 08:00,2
27-09-01 07:00,1
27-09-01 06:00,2
27-09-01 05:00,4
27-09-01 04:00,12
27-09-01 03:00,13
27-09-01 02:00,11
27-09-01 01:00,7
27-09-01 00:00,4
26-09-01 23:00,4
26-09-01 22:00,7
26-09-01 21:00,2
26-09-01 20:00,1
26-09-01 19:00,1
26-09-01 18:00,9
26-09-01 17:00,21
26-09-01 16:00,19
26-09-01 15:00,14
26-09-01 14:00,19
26-09-01 13:00,20
26-09-01 12:00,26
26-09-01 11:00,18
26-09-01 10:00,
26-09-01 09:00,19
26-09-01 08:00,11
26-09-01 07:00,5
26-09-01 06:00,6
26-09-01 05:00,5
26-09-01 04:00,24
26-09-01 03:00,38
26-09-01 02:00,29
26-09-01 01:00,25
26-09-01 00:00,24
25-09-01 23:00,16
25-09-01 22:00,15
25-09-01 21:00,25
25-09-01 20:00,12
25-09-01 19:00,37
25-09-01 18:00,29
25-09-01 17:00,30
25-09-01 16:00,23
25-09-01 15:00,19
25-09-01 14:00,28
25-09-01 13:00,26
25-09-01 12:00,35
25-09-01 11:00,34
25-09-01 10:00,
25-09-01 09:00,35
25-09-01 08:00,24
25-09-01 07:00,24
25-09-01 06:00,19
25-09-01 05:00,23
25-09-01 04:00,33
25-09-01 03:00,38
25-09-01 02:00,38
25-09-01 01:00,40
25-09-01 00:00,36
24-09-01 23:00,33
24-09-01 22:00,26
24-09-01 21:00,13
24-09-01 20:00,21
24-09-01 19:00,25
24-09-01 18:00,
24-09-01 17:00,26
24-09-01 16:00,25
24-09-01 15:00,26
24-09-01 14:00,29
24-09-01 13:00,24
24-09-01 12:00,28
24-09-01 11:00,22
24-09-01 10:00,21
24-09-01 09:00,21
24-09-01 08:00,23
24-09-01 07:00,14
24-09-01 06:00,
24-09-01 05:00,38
24-09-01 04:00,40
24-09-01 03:00,64
24-09-01 02:00,65
24-09-01 01:00,49
24-09-01 00:00,29
23-09-01 23:00,7
23-09-01 22:00,2
23-09-01 21:00,4
23-09-01 20:00,15
23-09-01 19:00,31
23-09-01 18:00,57
23-09-01 17:00,68
23-09-01 16:00,67
23-09-01 15:00,64
23-09-01 14:00,80
23-09-01 13:00,90
23-09-01 12:00,91
23-09-01 11:00,89
23-09-01 10:00,76
23-09-01 09:00,39
23-09-01 08:00,24
23-09-01 07:00,22
23-09-01 06:00,
23-09-01 05:00,18
23-09-01 04:00,17
23-09-01 03:00,19
23-09-01 02:00,15
23-09-01 01:00,14
23-09-01 00:00,15
22-09-01 23:00,18
22-09-01 22:00,12
22-09-01 21:00,8
22-09-01 20:00,9
22-09-01 19:00,12
22-09-01 18:00,37
22-09-01 17:00,80
22-09-01 16:00,83
22-09-01 15:00,78
22-09-01 14:00,85
22-09-01 13:00,86
22-09-01 12:00,83
22-09-01 11:00,82
22-09-01 10:00,72
22-09-01 09:00,62
22-09-01 08:00,15
22-09-01 07:00,
22-09-01 06:00,5
22-09-01 05:00,16
22-09-01 04:00,16
22-09-01 03:00,18
22-09-01 02:00,22
22-09-01 01:00,14
22-09-01 00:00,19
21-09-01 23:00,36
21-09-01 22:00,33
21-09-01 21:00,41
21-09-01 20:00,47
21-09-01 19:00,43
21-09-01 18:00,41
21-09-01 17:00,58
21-09-01 16:00,70
21-09-01 15:00,68
21-09-01 14:00,59
21-09-01 13:00,43
21-09-01 12:00,26
21-09-01 11:00,21
21-09-01 10:00,25
21-09-01 09:00,17
21-09-01 08:00,6
21-09-01 07:00,
21-09-01 06:00,12
21-09-01 05:00,29
21-09-01 04:00,39
