Datum Zeit,Goerlitz O3
,µg/m³
01-10-01 00:00,
30-09-01 23:00,26
30-09-01 22:00,27
30-09-01 21:00,21
30-09-01 20:00,23
30-09-01 19:00,28
30-09-01 18:00,34
30-09-01 17:00,41
30-09-01 16:00,44
30-09-01 15:00,53
30-09-01 14:00,48
30-09-01 13:00,32
30-09-01 12:00,26
30-09-01 11:00,17
30-09-01 10:00,11
30-09-01 09:00,7
30-09-01 08:00,7
30-09-01 07:00,3
30-09-01 06:00,4
30-09-01 05:00,6
30-09-01 04:00,1
30-09-01 03:00,1
30-09-01 02:00,3
30-09-01 01:00,6
30-09-01 00:00,
29-09-01 23:00,8
29-09-01 22:00,9
29-09-01 21:00,17
29-09-01 20:00,23
29-09-01 19:00,25
29-09-01 18:00,35
29-09-01 17:00,56
29-09-01 16:00,55
29-09-01 15:00,53
29-09-01 14:00,41
29-09-01 13:00,45
29-09-01 12:00,44
29-09-01 11:00,29
29-09-01 10:00,22
29-09-01 09:00,11
29-09-01 08:00,9
29-09-01 07:00,9
29-09-01 06:00,11
29-09-01 05:00,13
29-09-01 04:00,14
29-09-01 03:00,10
29-09-01 02:00,3
29-09-01 01:00,
29-09-01 00:00,5
28-09-01 23:00,2
28-09-01 22:00,2
28-09-01 21:00,1
28-09-01 20:00,1
28-09-01 19:00,8
28-09-01 18:00,25
28-09-01 17:00,18
28-09-01 16:00,27
28-09-01 15:00,29
28-09-01 14:00,24
28-09-01 13:00,24
28-09-01 12:00,31
28-09-01 11:00,28
28-09-01 10:00,35
28-09-01 09:00,28
28-09-01 08:00,25
28-09-01 07:00,15
28-09-01 06:00,16
28-09-01 05:00,17
28-09-01 04:00,17
28-09-01 03:00,15
28-09-01 02:00,16
28-09-01 01:00,
28-09-01 00:00,15
27-09-01 23:00,18
27-09-01 22:00,16
27-09-01 21:00,17
27-09-01 20:00,17
27-09-01 19:00,17
27-09-01 18:00,22
27-09-01 17:00,28
27-09-01 16:00,29
27-09-01 15:00,35
27-09-01 14:00,32
27-09-01 13:00,33
27-09-01 12:00,34
27-09-01 11:00,24
27-09-01 10:00,19
27-09-01 09:00,10
27-09-01 08:00,3
27-09-01 07:00,1
27-09-01 06:00,1
27-09-01 05:00,1
27-09-01 04:00,1
27-09-01 03:00,1
27-09-01 02:00,
27-09-01 01:00,1
27-09-01 00:00,1
26-09-01 23:00,1
26-09-01 22:00,1
26-09-01 21:00,4
26-09-01 20:00,18
26-09-01 19:00,3
26-09-01 18:00,24
26-09-01 17:00,51
26-09-01 16:00,49
26-09-01 15:00,49
26-09-01 14:00,43
26-09-01 13:00,35
26-09-01 12:00,26
26-09-01 11:00,22
26-09-01 10:00,20
26-09-01 09:00,18
26-09-01 08:00,17
26-09-01 07:00,17
26-09-01 06:00,16
26-09-01 05:00,15
26-09-01 04:00,19
26-09-01 03:00,21
26-09-01 02:00,
26-09-01 01:00,21
26-09-01 00:00,26
25-09-01 23:00,25
25-09-01 22:00,25
25-09-01 21:00,30
25-09-01 20:00,37
25-09-01 19:00,43
25-09-01 18:00,39
25-09-01 17:00,38
25-09-01 16:00,27
25-09-01 15:00,21
25-09-01 14:00,9
25-09-01 13:00,11
25-09-01 12:00,25
25-09-01 11:00,18
25-09-01 10:00,9
25-09-01 09:00,10
25-09-01 08:00,11
25-09-01 07:00,6
25-09-01 06:00,29
25-09-01 05:00,34
25-09-01 04:00,30
25-09-01 03:00,
25-09-01 02:00,33
25-09-01 01:00,38
25-09-01 00:00,37
24-09-01 23:00,23
24-09-01 22:00,31
24-09-01 21:00,32
24-09-01 20:00,38
24-09-01 19:00,41
24-09-01 18:00,45
24-09-01 17:00,46
24-09-01 16:00,44
24-09-01 15:00,45
24-09-01 14:00,44
24-09-01 13:00,42
24-09-01 12:00,44
24-09-01 11:00,48
24-09-01 10:00,54
24-09-01 09:00,54
24-09-01 08:00,49
24-09-01 07:00,45
24-09-01 06:00,46
24-09-01 05:00,47
24-09-01 04:00,49
24-09-01 03:00,
24-09-01 02:00,55
24-09-01 01:00,56
24-09-01 00:00,53
23-09-01 23:00,55
23-09-01 22:00,54
23-09-01 21:00,59
