Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-03-02,
30-03-02,17.49
29-03-02,
28-03-02,22.22
27-03-02,
26-03-02,11.65
25-03-02,
24-03-02,5.50
23-03-02,
22-03-02,3.75
21-03-02,
20-03-02,6.29
19-03-02,
18-03-02,32.35
17-03-02,
16-03-02,8.88
15-03-02,
14-03-02,1.46
13-03-02,
12-03-02,24.49
11-03-02,
10-03-02,5.46
09-03-02,
08-03-02,5.46
07-03-02,
06-03-02,18.29
05-03-02,
04-03-02,7.64
03-03-02,
02-03-02,3.65
01-03-02,

