Datum Zeit,Leipzig-Thekla FEUCHT
23-01-19 05:00,87.3
23-01-19 04:00,87.6
23-01-19 03:00,86.2
23-01-19 02:00,86.4
23-01-19 01:00,87.4
23-01-19 00:00,87.4
22-01-19 23:00,83.2
22-01-19 22:00,83.7
22-01-19 21:00,80.5
22-01-19 20:00,77.8
22-01-19 19:00,77.1
22-01-19 18:00,74.5
22-01-19 17:00,70.7
22-01-19 16:00,67.2
22-01-19 15:00,65.8
22-01-19 14:00,64.9
22-01-19 13:00,63.9
22-01-19 12:00,72.7
22-01-19 11:00,78.1
22-01-19 10:00,
22-01-19 09:00,86.8
22-01-19 08:00,88.2
22-01-19 07:00,86.4
22-01-19 06:00,86.4
22-01-19 05:00,87.1
22-01-19 04:00,86.8
22-01-19 03:00,87.3
22-01-19 02:00,87.9
22-01-19 01:00,86.9
22-01-19 00:00,88.2
21-01-19 23:00,87.4
21-01-19 22:00,87.5
21-01-19 21:00,89.1
21-01-19 20:00,87.5
21-01-19 19:00,88.4
21-01-19 18:00,86.5
21-01-19 17:00,84.8
21-01-19 16:00,83.9
21-01-19 15:00,85.9
21-01-19 14:00,87.6
21-01-19 13:00,90.2
21-01-19 12:00,91.1
21-01-19 11:00,90.4
21-01-19 10:00,90.8
21-01-19 09:00,88.5
21-01-19 08:00,85.7
21-01-19 07:00,85.6
21-01-19 06:00,86.9
21-01-19 05:00,86.7
21-01-19 04:00,86.0
21-01-19 03:00,85.9
21-01-19 02:00,86.5
21-01-19 01:00,87.0
21-01-19 00:00,85.9
20-01-19 23:00,87.7
20-01-19 22:00,87.1
20-01-19 21:00,88.1
20-01-19 20:00,86.5
20-01-19 19:00,82.8
20-01-19 18:00,78.1
20-01-19 17:00,71.4
20-01-19 16:00,68.1
20-01-19 15:00,65.6
20-01-19 14:00,63.7
20-01-19 13:00,60.6
20-01-19 12:00,69.0
20-01-19 11:00,76.7
20-01-19 10:00,85.9
20-01-19 09:00,87.1
20-01-19 08:00,88.2
20-01-19 07:00,87.7
20-01-19 06:00,87.9
20-01-19 05:00,87.9
20-01-19 04:00,86.7
20-01-19 03:00,86.8
20-01-19 02:00,86.3
20-01-19 01:00,83.6
20-01-19 00:00,85.9
19-01-19 23:00,86.2
19-01-19 22:00,81.1
19-01-19 21:00,78.6
19-01-19 20:00,76.2
19-01-19 19:00,70.6
19-01-19 18:00,69.7
19-01-19 17:00,62.8
19-01-19 16:00,59.4
19-01-19 15:00,59.4
19-01-19 14:00,57.9
19-01-19 13:00,57.1
19-01-19 12:00,60.5
19-01-19 11:00,68.6
19-01-19 10:00,82.0
19-01-19 09:00,86.4
19-01-19 08:00,87.3
19-01-19 07:00,87.2
19-01-19 06:00,85.5
19-01-19 05:00,83.9
19-01-19 04:00,82.2
19-01-19 03:00,81.3
19-01-19 02:00,77.5
19-01-19 01:00,74.3
19-01-19 00:00,73.4
18-01-19 23:00,75.2
18-01-19 22:00,73.9
18-01-19 21:00,76.5
18-01-19 20:00,76.3
18-01-19 19:00,75.5
18-01-19 18:00,70.8
18-01-19 17:00,64.0
18-01-19 16:00,59.3
18-01-19 15:00,59.7
18-01-19 14:00,61.6
18-01-19 13:00,56.7
18-01-19 12:00,65.8
18-01-19 11:00,71.9
18-01-19 10:00,78.0
18-01-19 09:00,78.8
18-01-19 08:00,81.3
18-01-19 07:00,86.6
18-01-19 06:00,88.9
18-01-19 05:00,84.2
18-01-19 04:00,76.9
18-01-19 03:00,79.1
18-01-19 02:00,79.4
18-01-19 01:00,77.4
18-01-19 00:00,76.1
17-01-19 23:00,77.7
17-01-19 22:00,79.8
17-01-19 21:00,82.3
17-01-19 20:00,84.6
17-01-19 19:00,83.6
17-01-19 18:00,73.9
17-01-19 17:00,73.6
17-01-19 16:00,70.4
17-01-19 15:00,66.8
17-01-19 14:00,70.3
17-01-19 13:00,73.8
17-01-19 12:00,75.8
17-01-19 11:00,75.8
17-01-19 10:00,76.1
17-01-19 09:00,75.5
17-01-19 08:00,74.6
17-01-19 07:00,71.4
17-01-19 06:00,71.9
17-01-19 05:00,72.7
17-01-19 04:00,71.7
17-01-19 03:00,70.6
17-01-19 02:00,72.9
17-01-19 01:00,76.0
17-01-19 00:00,77.8
16-01-19 23:00,78.0
16-01-19 22:00,77.0
16-01-19 21:00,75.8
16-01-19 20:00,76.8
16-01-19 19:00,76.1
16-01-19 18:00,75.0
16-01-19 17:00,74.1
16-01-19 16:00,74.8
16-01-19 15:00,72.9
16-01-19 14:00,74.1
16-01-19 13:00,76.9
16-01-19 12:00,78.3
16-01-19 11:00,80.4
16-01-19 10:00,84.2
16-01-19 09:00,87.9
16-01-19 08:00,87.6
16-01-19 07:00,83.2
16-01-19 06:00,80.4
16-01-19 05:00,81.6
16-01-19 04:00,81.9
16-01-19 03:00,82.3
16-01-19 02:00,82.2
16-01-19 01:00,83.6
16-01-19 00:00,87.0
15-01-19 23:00,81.5
15-01-19 22:00,77.8
15-01-19 21:00,77.8
15-01-19 20:00,78.9
15-01-19 19:00,79.3
15-01-19 18:00,79.5
15-01-19 17:00,79.7
15-01-19 16:00,80.4
15-01-19 15:00,82.9
15-01-19 14:00,81.5
15-01-19 13:00,79.1
15-01-19 12:00,78.3
15-01-19 11:00,79.6
15-01-19 10:00,76.0
15-01-19 09:00,79.7
15-01-19 08:00,80.7
15-01-19 07:00,80.7
15-01-19 06:00,81.1
15-01-19 05:00,82.5
15-01-19 04:00,82.8
15-01-19 03:00,80.4
15-01-19 02:00,84.0
15-01-19 01:00,83.6
15-01-19 00:00,81.1
14-01-19 23:00,83.2
14-01-19 22:00,84.3
14-01-19 21:00,86.5
14-01-19 20:00,87.8
14-01-19 19:00,88.7
14-01-19 18:00,91.2
14-01-19 17:00,95.5
14-01-19 16:00,99.3
14-01-19 15:00,92.8
14-01-19 14:00,80.1
14-01-19 13:00,67.7
14-01-19 12:00,70.4
14-01-19 11:00,72.9
14-01-19 10:00,69.1
14-01-19 09:00,78.0
14-01-19 08:00,74.4
14-01-19 07:00,71.8
14-01-19 06:00,71.9
14-01-19 05:00,72.5
14-01-19 04:00,73.6
14-01-19 03:00,76.3
14-01-19 02:00,78.8
14-01-19 01:00,76.5
14-01-19 00:00,81.1
13-01-19 23:00,84.0
13-01-19 22:00,85.3
13-01-19 21:00,86.8
13-01-19 20:00,93.5
13-01-19 19:00,96.6
13-01-19 18:00,97.1
13-01-19 17:00,97.1
13-01-19 16:00,94.6
13-01-19 15:00,91.7
13-01-19 14:00,93.4
13-01-19 13:00,96.0
13-01-19 12:00,94.3
13-01-19 11:00,92.9
13-01-19 10:00,85.7
13-01-19 09:00,85.6
13-01-19 08:00,86.1
13-01-19 07:00,86.3
13-01-19 06:00,84.7
13-01-19 05:00,84.5
13-01-19 04:00,85.4
13-01-19 03:00,88.7
13-01-19 02:00,88.4
13-01-19 01:00,88.9
13-01-19 00:00,88.1
12-01-19 23:00,88.4
12-01-19 22:00,89.0
12-01-19 21:00,89.1
12-01-19 20:00,89.3
12-01-19 19:00,91.3
12-01-19 18:00,92.5
12-01-19 17:00,93.4
12-01-19 16:00,91.0
12-01-19 15:00,82.8
12-01-19 14:00,84.1
12-01-19 13:00,88.2
12-01-19 12:00,89.5
12-01-19 11:00,91.1
12-01-19 10:00,88.8
12-01-19 09:00,85.1
12-01-19 08:00,84.4
12-01-19 07:00,83.5
12-01-19 06:00,84.7
12-01-19 05:00,85.0
12-01-19 04:00,85.5
12-01-19 03:00,87.3
12-01-19 02:00,88.0
12-01-19 01:00,89.2
12-01-19 00:00,91.5
11-01-19 23:00,93.2
11-01-19 22:00,94.3
11-01-19 21:00,95.6
11-01-19 20:00,96.9
11-01-19 19:00,98.3
11-01-19 18:00,98.5
11-01-19 17:00,97.6
11-01-19 16:00,96.6
11-01-19 15:00,95.4
11-01-19 14:00,94.0
11-01-19 13:00,95.1
11-01-19 12:00,95.7
11-01-19 11:00,95.8
11-01-19 10:00,95.3
11-01-19 09:00,94.1
11-01-19 08:00,93.5
11-01-19 07:00,90.9
11-01-19 06:00,88.3
11-01-19 05:00,82.8
11-01-19 04:00,81.1
11-01-19 03:00,80.1
11-01-19 02:00,78.5
11-01-19 01:00,79.9
11-01-19 00:00,81.2
10-01-19 23:00,82.9
10-01-19 22:00,81.8
10-01-19 21:00,81.7
10-01-19 20:00,80.7
10-01-19 19:00,78.2
10-01-19 18:00,76.7
10-01-19 17:00,79.1
10-01-19 16:00,81.3
10-01-19 15:00,81.5
10-01-19 14:00,84.6
10-01-19 13:00,87.5
10-01-19 12:00,89.3
10-01-19 11:00,90.2
10-01-19 10:00,90.9
10-01-19 09:00,92.3
10-01-19 08:00,97.1
10-01-19 07:00,98.2
10-01-19 06:00,98.2
10-01-19 05:00,97.1
10-01-19 04:00,95.6
10-01-19 03:00,95.6
10-01-19 02:00,96.4
10-01-19 01:00,98.5
10-01-19 00:00,99.0
09-01-19 23:00,98.9
09-01-19 22:00,98.8
09-01-19 21:00,98.7
09-01-19 20:00,98.4
09-01-19 19:00,98.2
09-01-19 18:00,98.5
09-01-19 17:00,98.8
09-01-19 16:00,99.5
09-01-19 15:00,99.2
09-01-19 14:00,99.7
09-01-19 13:00,97.6
09-01-19 12:00,96.5
09-01-19 11:00,96.9
09-01-19 10:00,97.1
09-01-19 09:00,98.4
09-01-19 08:00,98.7
09-01-19 07:00,98.4
09-01-19 06:00,98.3
09-01-19 05:00,98.5
09-01-19 04:00,97.6
09-01-19 03:00,96.6
09-01-19 02:00,95.9
09-01-19 01:00,95.7
09-01-19 00:00,93.2
08-01-19 23:00,85.9
08-01-19 22:00,91.0
08-01-19 21:00,88.1
08-01-19 20:00,81.3
08-01-19 19:00,84.3
08-01-19 18:00,78.4
08-01-19 17:00,84.2
08-01-19 16:00,92.6
08-01-19 15:00,87.1
08-01-19 14:00,88.4
08-01-19 13:00,91.6
08-01-19 12:00,87.4
08-01-19 11:00,89.3
08-01-19 10:00,89.4
08-01-19 09:00,90.6
08-01-19 08:00,90.8
08-01-19 07:00,92.3
08-01-19 06:00,93.0
08-01-19 05:00,94.2
08-01-19 04:00,95.0
08-01-19 03:00,95.7
08-01-19 02:00,95.5
08-01-19 01:00,94.1
08-01-19 00:00,92.1
07-01-19 23:00,90.3
07-01-19 22:00,91.7
07-01-19 21:00,91.4
07-01-19 20:00,90.6
07-01-19 19:00,92.5
07-01-19 18:00,92.3
07-01-19 17:00,90.3
07-01-19 16:00,87.4
07-01-19 15:00,87.4
07-01-19 14:00,88.4
07-01-19 13:00,89.2
07-01-19 12:00,94.6
07-01-19 11:00,95.3
07-01-19 10:00,94.9
07-01-19 09:00,93.9
07-01-19 08:00,94.4
07-01-19 07:00,95.8
07-01-19 06:00,96.6
07-01-19 05:00,95.1
07-01-19 04:00,94.3
07-01-19 03:00,91.1
07-01-19 02:00,90.5
07-01-19 01:00,89.6
07-01-19 00:00,90.8
06-01-19 23:00,92.9
06-01-19 22:00,92.9
06-01-19 21:00,88.5
06-01-19 20:00,87.5
06-01-19 19:00,84.5
06-01-19 18:00,80.6
06-01-19 17:00,78.8
06-01-19 16:00,73.3
06-01-19 15:00,72.9
06-01-19 14:00,71.2
06-01-19 13:00,73.3
06-01-19 12:00,78.1
06-01-19 11:00,84.4
06-01-19 10:00,86.9
06-01-19 09:00,88.9
06-01-19 08:00,89.4
06-01-19 07:00,89.5
06-01-19 06:00,89.8
06-01-19 05:00,86.3
06-01-19 04:00,81.5
06-01-19 03:00,82.6
06-01-19 02:00,87.4
06-01-19 01:00,90.1
06-01-19 00:00,88.8
05-01-19 23:00,90.2
05-01-19 22:00,93.1
05-01-19 21:00,94.2
05-01-19 20:00,93.6
05-01-19 19:00,92.6
05-01-19 18:00,92.5
05-01-19 17:00,92.8
05-01-19 16:00,92.5
05-01-19 15:00,94.1
05-01-19 14:00,95.6
05-01-19 13:00,95.4
05-01-19 12:00,97.4
05-01-19 11:00,97.3
05-01-19 10:00,97.4
05-01-19 09:00,97.3
05-01-19 08:00,99.0
05-01-19 07:00,99.4
05-01-19 06:00,99.2
05-01-19 05:00,99.1
05-01-19 04:00,99.2
05-01-19 03:00,99.1
05-01-19 02:00,99.0
05-01-19 01:00,98.1
05-01-19 00:00,97.1
04-01-19 23:00,95.2
04-01-19 22:00,94.6
04-01-19 21:00,94.4
04-01-19 20:00,96.5
04-01-19 19:00,98.1
04-01-19 18:00,98.0
04-01-19 17:00,96.2
04-01-19 16:00,92.6
04-01-19 15:00,93.5
04-01-19 14:00,93.5
04-01-19 13:00,85.6
04-01-19 12:00,82.3
04-01-19 11:00,79.5
04-01-19 10:00,80.6
04-01-19 09:00,83.0
04-01-19 08:00,87.9
04-01-19 07:00,90.6
04-01-19 06:00,92.0
04-01-19 05:00,90.9
04-01-19 04:00,87.7
04-01-19 03:00,87.4
04-01-19 02:00,89.7
04-01-19 01:00,89.3
04-01-19 00:00,89.4
03-01-19 23:00,88.8
03-01-19 22:00,87.4
03-01-19 21:00,85.7
03-01-19 20:00,84.5
03-01-19 19:00,83.0
03-01-19 18:00,82.9
03-01-19 17:00,77.7
03-01-19 16:00,73.0
03-01-19 15:00,70.7
03-01-19 14:00,67.7
03-01-19 13:00,65.4
03-01-19 12:00,64.3
03-01-19 11:00,67.6
03-01-19 10:00,74.5
03-01-19 09:00,77.4
03-01-19 08:00,78.3
03-01-19 07:00,80.0
03-01-19 06:00,81.2
03-01-19 05:00,81.7
03-01-19 04:00,80.8
03-01-19 03:00,80.4
03-01-19 02:00,79.5
03-01-19 01:00,77.5
03-01-19 00:00,74.5
02-01-19 23:00,69.3
02-01-19 22:00,62.3
02-01-19 21:00,57.7
02-01-19 20:00,54.6
02-01-19 19:00,61.8
02-01-19 18:00,69.3
02-01-19 17:00,59.6
02-01-19 16:00,50.7
02-01-19 15:00,54.8
02-01-19 14:00,59.2
02-01-19 13:00,68.4
02-01-19 12:00,79.5
02-01-19 11:00,92.8
02-01-19 10:00,90.1
02-01-19 09:00,72.8
02-01-19 08:00,74.3
02-01-19 07:00,79.8
02-01-19 06:00,82.8
02-01-19 05:00,83.7
02-01-19 04:00,82.4
02-01-19 03:00,80.9
02-01-19 02:00,79.3
02-01-19 01:00,83.7
02-01-19 00:00,82.7
01-01-19 23:00,82.9
01-01-19 22:00,74.1
01-01-19 21:00,76.9
01-01-19 20:00,83.1
01-01-19 19:00,85.0
01-01-19 18:00,71.2
01-01-19 17:00,73.9
01-01-19 16:00,85.1
01-01-19 15:00,95.2
01-01-19 14:00,96.8
01-01-19 13:00,95.0
01-01-19 12:00,91.6
01-01-19 11:00,82.2
01-01-19 10:00,78.5
01-01-19 09:00,78.2
01-01-19 08:00,80.4
01-01-19 07:00,86.7
01-01-19 06:00,87.1
01-01-19 05:00,84.5
01-01-19 04:00,85.6
01-01-19 03:00,88.0
01-01-19 02:00,89.5
01-01-19 01:00,91.3

