Datum Zeit,Leipzig-Mitte WINDRI
22-01-19 11:00,166
22-01-19 10:00,190
22-01-19 09:00,181
22-01-19 08:00,207
22-01-19 07:00,246
22-01-19 06:00,192
22-01-19 05:00,218
22-01-19 04:00,265
22-01-19 03:00,273
22-01-19 02:00,272
22-01-19 01:00,275
22-01-19 00:00,264
21-01-19 23:00,259
21-01-19 22:00,270
21-01-19 21:00,273
21-01-19 20:00,266
21-01-19 19:00,262
21-01-19 18:00,131
21-01-19 17:00,252
21-01-19 16:00,272
21-01-19 15:00,270
21-01-19 14:00,272
21-01-19 13:00,277
21-01-19 12:00,270
21-01-19 11:00,274
21-01-19 10:00,327
21-01-19 09:00,284
21-01-19 08:00,269
21-01-19 07:00,259
21-01-19 06:00,267
21-01-19 05:00,4
21-01-19 04:00,42
21-01-19 03:00,45
21-01-19 02:00,54
21-01-19 01:00,72
21-01-19 00:00,60
20-01-19 23:00,270
20-01-19 22:00,269
20-01-19 21:00,331
20-01-19 20:00,271
20-01-19 19:00,276
20-01-19 18:00,314
20-01-19 17:00,99
20-01-19 16:00,98
20-01-19 15:00,102
20-01-19 14:00,91
20-01-19 13:00,89
20-01-19 12:00,92
20-01-19 11:00,88
20-01-19 10:00,82
20-01-19 09:00,86
20-01-19 08:00,86
20-01-19 07:00,79
20-01-19 06:00,93
20-01-19 05:00,93
20-01-19 04:00,90
20-01-19 03:00,86
20-01-19 02:00,83
20-01-19 01:00,89
20-01-19 00:00,93
19-01-19 23:00,91
19-01-19 22:00,93
19-01-19 21:00,91
19-01-19 20:00,91
19-01-19 19:00,91
19-01-19 18:00,97
19-01-19 17:00,96
19-01-19 16:00,95
19-01-19 15:00,94
19-01-19 14:00,97
19-01-19 13:00,90
19-01-19 12:00,95
19-01-19 11:00,112
19-01-19 10:00,153
19-01-19 09:00,104
19-01-19 08:00,120
19-01-19 07:00,111
19-01-19 06:00,142
19-01-19 05:00,112
19-01-19 04:00,249
19-01-19 03:00,267
19-01-19 02:00,273
19-01-19 01:00,272
19-01-19 00:00,256
18-01-19 23:00,267
18-01-19 22:00,272
18-01-19 21:00,272
18-01-19 20:00,270
18-01-19 19:00,269
18-01-19 18:00,270
18-01-19 17:00,267
18-01-19 16:00,266
18-01-19 15:00,264
18-01-19 14:00,265
18-01-19 13:00,265
18-01-19 12:00,287
18-01-19 11:00,271
18-01-19 10:00,276
18-01-19 09:00,265
18-01-19 08:00,268
18-01-19 07:00,281
18-01-19 06:00,275
18-01-19 05:00,276
18-01-19 04:00,261
18-01-19 03:00,261
18-01-19 02:00,261
18-01-19 01:00,262
18-01-19 00:00,261
17-01-19 23:00,260
17-01-19 22:00,260
17-01-19 21:00,262
17-01-19 20:00,261
17-01-19 19:00,264
17-01-19 18:00,269
17-01-19 17:00,271
17-01-19 16:00,271
17-01-19 15:00,267
17-01-19 14:00,266
17-01-19 13:00,266
17-01-19 12:00,267
17-01-19 11:00,267
17-01-19 10:00,268
17-01-19 09:00,266
17-01-19 08:00,267
17-01-19 07:00,267
17-01-19 06:00,265
17-01-19 05:00,267
17-01-19 04:00,266
17-01-19 03:00,270
17-01-19 02:00,273
17-01-19 01:00,268
17-01-19 00:00,273
16-01-19 23:00,272
16-01-19 22:00,267
16-01-19 21:00,262
16-01-19 20:00,263
16-01-19 19:00,254
16-01-19 18:00,270
16-01-19 17:00,272
16-01-19 16:00,265
16-01-19 15:00,271
16-01-19 14:00,270
16-01-19 13:00,270
16-01-19 12:00,270
16-01-19 11:00,267
16-01-19 10:00,266
16-01-19 09:00,265
16-01-19 08:00,264
16-01-19 07:00,263
16-01-19 06:00,263
16-01-19 05:00,262
16-01-19 04:00,262
16-01-19 03:00,261
16-01-19 02:00,261
16-01-19 01:00,261
16-01-19 00:00,262
15-01-19 23:00,262
15-01-19 22:00,262
15-01-19 21:00,262
15-01-19 20:00,261
15-01-19 19:00,262
15-01-19 18:00,261
15-01-19 17:00,262
15-01-19 16:00,260
15-01-19 15:00,261
15-01-19 14:00,263
15-01-19 13:00,262
15-01-19 12:00,262
15-01-19 11:00,262
15-01-19 10:00,262
15-01-19 09:00,261
15-01-19 08:00,261
15-01-19 07:00,261
15-01-19 06:00,259
15-01-19 05:00,260
15-01-19 04:00,259
15-01-19 03:00,260
15-01-19 02:00,262
15-01-19 01:00,261
15-01-19 00:00,261
14-01-19 23:00,264
14-01-19 22:00,264
14-01-19 21:00,264
14-01-19 20:00,265
14-01-19 19:00,263
14-01-19 18:00,266
14-01-19 17:00,267
14-01-19 16:00,286
14-01-19 15:00,291
14-01-19 14:00,285
14-01-19 13:00,271
14-01-19 12:00,267
14-01-19 11:00,274
14-01-19 10:00,275
14-01-19 09:00,271
14-01-19 08:00,265
14-01-19 07:00,266
14-01-19 06:00,272
14-01-19 05:00,270
14-01-19 04:00,268
14-01-19 03:00,269
14-01-19 02:00,266
14-01-19 01:00,267
14-01-19 00:00,264
13-01-19 23:00,265
13-01-19 22:00,267
13-01-19 21:00,269
13-01-19 20:00,260
13-01-19 19:00,262
13-01-19 18:00,263
13-01-19 17:00,262
13-01-19 16:00,261
13-01-19 15:00,265
13-01-19 14:00,265
13-01-19 13:00,271
13-01-19 12:00,267
13-01-19 11:00,265
13-01-19 10:00,263
13-01-19 09:00,263
13-01-19 08:00,262
13-01-19 07:00,262
13-01-19 06:00,260
13-01-19 05:00,260
13-01-19 04:00,261
13-01-19 03:00,261
13-01-19 02:00,261
13-01-19 01:00,260
13-01-19 00:00,262
12-01-19 23:00,262
12-01-19 22:00,260
12-01-19 21:00,261
12-01-19 20:00,263
12-01-19 19:00,263
12-01-19 18:00,265
12-01-19 17:00,266
12-01-19 16:00,264
12-01-19 15:00,263
12-01-19 14:00,263
12-01-19 13:00,263
12-01-19 12:00,262
12-01-19 11:00,265
12-01-19 10:00,261
12-01-19 09:00,261
12-01-19 08:00,263
12-01-19 07:00,262
12-01-19 06:00,259
12-01-19 05:00,263
12-01-19 04:00,259
12-01-19 03:00,260
12-01-19 02:00,260
12-01-19 01:00,262
12-01-19 00:00,260
11-01-19 23:00,260
11-01-19 22:00,260
11-01-19 21:00,261
11-01-19 20:00,263
11-01-19 19:00,263
11-01-19 18:00,262
11-01-19 17:00,265
11-01-19 16:00,266
11-01-19 15:00,266
11-01-19 14:00,267
11-01-19 13:00,269
11-01-19 12:00,269
11-01-19 11:00,270
11-01-19 10:00,271
11-01-19 09:00,273
11-01-19 08:00,272
11-01-19 07:00,270
11-01-19 06:00,269
11-01-19 05:00,269
11-01-19 04:00,270
11-01-19 03:00,270
11-01-19 02:00,264
11-01-19 01:00,261
11-01-19 00:00,265
10-01-19 23:00,262
10-01-19 22:00,264
10-01-19 21:00,261
10-01-19 20:00,264
10-01-19 19:00,276
10-01-19 18:00,313
10-01-19 17:00,307
10-01-19 16:00,299
10-01-19 15:00,316
10-01-19 14:00,321
10-01-19 13:00,326
10-01-19 12:00,323
10-01-19 11:00,326
10-01-19 10:00,338
10-01-19 09:00,329
10-01-19 08:00,330
10-01-19 07:00,334
10-01-19 06:00,331
10-01-19 05:00,330
10-01-19 04:00,329
10-01-19 03:00,329
10-01-19 02:00,329
10-01-19 01:00,331
10-01-19 00:00,328
09-01-19 23:00,323
09-01-19 22:00,319
09-01-19 21:00,318
09-01-19 20:00,319
09-01-19 19:00,313
09-01-19 18:00,317
09-01-19 17:00,317
09-01-19 16:00,311
09-01-19 15:00,315
09-01-19 14:00,307
09-01-19 13:00,291
09-01-19 12:00,285
09-01-19 11:00,282
09-01-19 10:00,278
09-01-19 09:00,279
09-01-19 08:00,280
09-01-19 07:00,274
09-01-19 06:00,272
09-01-19 05:00,274
09-01-19 04:00,269
09-01-19 03:00,268
09-01-19 02:00,269
09-01-19 01:00,267
09-01-19 00:00,270
08-01-19 23:00,268
08-01-19 22:00,266
08-01-19 21:00,269
08-01-19 20:00,265
08-01-19 19:00,262
08-01-19 18:00,262
08-01-19 17:00,264
08-01-19 16:00,263
08-01-19 15:00,262
08-01-19 14:00,261
08-01-19 13:00,262
08-01-19 12:00,266
08-01-19 11:00,266
08-01-19 10:00,263
08-01-19 09:00,264
08-01-19 08:00,263
08-01-19 07:00,262
08-01-19 06:00,262
08-01-19 05:00,262
08-01-19 04:00,269
08-01-19 03:00,269
08-01-19 02:00,269
08-01-19 01:00,271
08-01-19 00:00,272
07-01-19 23:00,271
07-01-19 22:00,271
07-01-19 21:00,269
07-01-19 20:00,266
07-01-19 19:00,266
07-01-19 18:00,264
07-01-19 17:00,262
07-01-19 16:00,262
07-01-19 15:00,262
07-01-19 14:00,264
07-01-19 13:00,264
07-01-19 12:00,264
07-01-19 11:00,267
07-01-19 10:00,264
07-01-19 09:00,264
07-01-19 08:00,265
07-01-19 07:00,271
07-01-19 06:00,270
07-01-19 05:00,274
07-01-19 04:00,266
07-01-19 03:00,266
07-01-19 02:00,264
07-01-19 01:00,269
07-01-19 00:00,260
06-01-19 23:00,288
06-01-19 22:00,338
06-01-19 21:00,294
06-01-19 20:00,271
06-01-19 19:00,267
06-01-19 18:00,267
06-01-19 17:00,271
06-01-19 16:00,268
06-01-19 15:00,272
06-01-19 14:00,284
06-01-19 13:00,292
06-01-19 12:00,321
06-01-19 11:00,309
06-01-19 10:00,325
06-01-19 09:00,332
06-01-19 08:00,311
06-01-19 07:00,323
06-01-19 06:00,333
06-01-19 05:00,292
06-01-19 04:00,350
06-01-19 03:00,51
06-01-19 02:00,69
06-01-19 01:00,318
06-01-19 00:00,316
05-01-19 23:00,324
05-01-19 22:00,294
05-01-19 21:00,280
05-01-19 20:00,278
05-01-19 19:00,272
05-01-19 18:00,274
05-01-19 17:00,277
05-01-19 16:00,279
05-01-19 15:00,283
05-01-19 14:00,291
05-01-19 13:00,292
05-01-19 12:00,289
05-01-19 11:00,289
05-01-19 10:00,280
05-01-19 09:00,270
05-01-19 08:00,263
05-01-19 07:00,262
05-01-19 06:00,261
05-01-19 05:00,259
05-01-19 04:00,259
05-01-19 03:00,260
05-01-19 02:00,261
05-01-19 01:00,261
05-01-19 00:00,259
04-01-19 23:00,261
04-01-19 22:00,261
04-01-19 21:00,266
04-01-19 20:00,261
04-01-19 19:00,263
04-01-19 18:00,262
04-01-19 17:00,261
04-01-19 16:00,261
04-01-19 15:00,262
04-01-19 14:00,260
04-01-19 13:00,263
04-01-19 12:00,262
04-01-19 11:00,263
04-01-19 10:00,264
04-01-19 09:00,262
04-01-19 08:00,261
04-01-19 07:00,262
04-01-19 06:00,261
04-01-19 05:00,261
04-01-19 04:00,261
04-01-19 03:00,269
04-01-19 02:00,303
04-01-19 01:00,314
04-01-19 00:00,327
03-01-19 23:00,331
03-01-19 22:00,323
03-01-19 21:00,304
03-01-19 20:00,290
03-01-19 19:00,304
03-01-19 18:00,329
03-01-19 17:00,293
03-01-19 16:00,282
03-01-19 15:00,283
03-01-19 14:00,279
03-01-19 13:00,275
03-01-19 12:00,269
03-01-19 11:00,266
03-01-19 10:00,264
03-01-19 09:00,263
03-01-19 08:00,263
03-01-19 07:00,265
03-01-19 06:00,265
03-01-19 05:00,262
03-01-19 04:00,261
03-01-19 03:00,262
03-01-19 02:00,265
03-01-19 01:00,267
03-01-19 00:00,273
02-01-19 23:00,274
02-01-19 22:00,275
02-01-19 21:00,302
02-01-19 20:00,305
02-01-19 19:00,307
02-01-19 18:00,301
02-01-19 17:00,287
02-01-19 16:00,314
02-01-19 15:00,322
02-01-19 14:00,318
02-01-19 13:00,304
02-01-19 12:00,290
02-01-19 11:00,285
02-01-19 10:00,313
02-01-19 09:00,279
02-01-19 08:00,273
02-01-19 07:00,273
02-01-19 06:00,271
02-01-19 05:00,271
02-01-19 04:00,272
02-01-19 03:00,272
02-01-19 02:00,267
02-01-19 01:00,265
02-01-19 00:00,266
01-01-19 23:00,267
01-01-19 22:00,266
01-01-19 21:00,267
01-01-19 20:00,268
01-01-19 19:00,267
01-01-19 18:00,266
01-01-19 17:00,263
01-01-19 16:00,266
01-01-19 15:00,264
01-01-19 14:00,263
01-01-19 13:00,262
01-01-19 12:00,263
01-01-19 11:00,262
01-01-19 10:00,262
01-01-19 09:00,262
01-01-19 08:00,261
01-01-19 07:00,262
01-01-19 06:00,263
01-01-19 05:00,262
01-01-19 04:00,264
01-01-19 03:00,264
01-01-19 02:00,263
01-01-19 01:00,261

