Datum Zeit,Fichtelberg FEUCHT
22-01-19 18:00,43.3
22-01-19 17:00,45.9
22-01-19 16:00,51.7
22-01-19 15:00,58.1
22-01-19 14:00,61.0
22-01-19 13:00,69.5
22-01-19 12:00,62.4
22-01-19 11:00,70.2
22-01-19 10:00,62.7
22-01-19 09:00,60.3
22-01-19 08:00,53.6
22-01-19 07:00,67.1
22-01-19 06:00,81.0
22-01-19 05:00,82.3
22-01-19 04:00,89.4
22-01-19 03:00,88.4
22-01-19 02:00,89.3
22-01-19 01:00,89.0
22-01-19 00:00,89.2
21-01-19 23:00,89.0
21-01-19 22:00,89.0
21-01-19 21:00,88.8
21-01-19 20:00,90.3
21-01-19 19:00,90.1
21-01-19 18:00,90.2
21-01-19 17:00,88.9
21-01-19 16:00,89.4
21-01-19 15:00,89.0
21-01-19 14:00,90.8
21-01-19 13:00,90.5
21-01-19 12:00,89.8
21-01-19 11:00,91.4
21-01-19 10:00,91.4
21-01-19 09:00,90.4
21-01-19 08:00,89.0
21-01-19 07:00,88.7
21-01-19 06:00,88.8
21-01-19 05:00,88.9
21-01-19 04:00,89.0
21-01-19 03:00,89.0
21-01-19 02:00,89.0
21-01-19 01:00,89.1
21-01-19 00:00,89.3
20-01-19 23:00,90.0
20-01-19 22:00,89.7
20-01-19 21:00,90.5
20-01-19 20:00,90.9
20-01-19 19:00,90.9
20-01-19 18:00,90.9
20-01-19 17:00,90.8
20-01-19 16:00,90.9
20-01-19 15:00,91.1
20-01-19 14:00,91.2
20-01-19 13:00,91.1
20-01-19 12:00,91.5
20-01-19 11:00,92.8
20-01-19 10:00,87.3
20-01-19 09:00,87.8
20-01-19 08:00,84.2
20-01-19 07:00,83.7
20-01-19 06:00,86.7
20-01-19 05:00,86.5
20-01-19 04:00,90.0
20-01-19 03:00,89.4
20-01-19 02:00,88.7
20-01-19 01:00,86.6
20-01-19 00:00,87.3
19-01-19 23:00,88.3
19-01-19 22:00,90.8
19-01-19 21:00,88.4
19-01-19 20:00,84.5
19-01-19 19:00,68.3
19-01-19 18:00,67.6
19-01-19 17:00,70.4
19-01-19 16:00,72.9
19-01-19 15:00,76.9
19-01-19 14:00,79.6
19-01-19 13:00,82.1
19-01-19 12:00,77.3
19-01-19 11:00,71.7
19-01-19 10:00,68.0
19-01-19 09:00,67.3
19-01-19 08:00,66.6
19-01-19 07:00,66.7
19-01-19 06:00,68.1
19-01-19 05:00,72.4
19-01-19 04:00,67.5
19-01-19 03:00,69.6
19-01-19 02:00,70.3
19-01-19 01:00,68.2
19-01-19 00:00,72.4
18-01-19 23:00,71.1
18-01-19 22:00,76.2
18-01-19 21:00,81.9
18-01-19 20:00,76.5
18-01-19 19:00,79.7
18-01-19 18:00,80.2
18-01-19 17:00,85.7
18-01-19 16:00,90.3
18-01-19 15:00,91.2
18-01-19 14:00,90.8
18-01-19 13:00,90.7
18-01-19 12:00,90.1
18-01-19 11:00,89.6
18-01-19 10:00,92.5
18-01-19 09:00,92.0
18-01-19 08:00,91.9
18-01-19 07:00,92.0
18-01-19 06:00,92.6
18-01-19 05:00,93.0
18-01-19 04:00,93.2
18-01-19 03:00,93.6
18-01-19 02:00,93.9
18-01-19 01:00,94.4
18-01-19 00:00,95.8
17-01-19 23:00,95.8
17-01-19 22:00,95.6
17-01-19 21:00,96.9
17-01-19 20:00,96.3
17-01-19 19:00,96.2
17-01-19 18:00,96.1
17-01-19 17:00,96.9
17-01-19 16:00,97.9
17-01-19 15:00,98.8
17-01-19 14:00,99.0
17-01-19 13:00,98.9
17-01-19 12:00,98.9
17-01-19 11:00,99.0
17-01-19 10:00,98.1
17-01-19 09:00,98.0
17-01-19 08:00,97.9
17-01-19 07:00,97.1
17-01-19 06:00,97.3
17-01-19 05:00,97.0
17-01-19 04:00,96.1
17-01-19 03:00,96.0
17-01-19 02:00,95.5
17-01-19 01:00,94.5
17-01-19 00:00,95.3
16-01-19 23:00,96.0
16-01-19 22:00,95.8
16-01-19 21:00,95.5
16-01-19 20:00,96.0
16-01-19 19:00,95.9
16-01-19 18:00,95.0
16-01-19 17:00,95.0
16-01-19 16:00,95.1
16-01-19 15:00,96.5
16-01-19 14:00,97.6
16-01-19 13:00,98.2
16-01-19 12:00,98.0
16-01-19 11:00,98.0
16-01-19 10:00,97.9
16-01-19 09:00,97.4
16-01-19 08:00,97.1
16-01-19 07:00,97.3
16-01-19 06:00,98.0
16-01-19 05:00,98.0
16-01-19 04:00,98.0
16-01-19 03:00,98.6
16-01-19 02:00,98.1
16-01-19 01:00,97.9
16-01-19 00:00,97.9
15-01-19 23:00,97.3
15-01-19 22:00,97.4
15-01-19 21:00,97.2
15-01-19 20:00,97.0
15-01-19 19:00,97.0
15-01-19 18:00,97.0
15-01-19 17:00,96.3
15-01-19 16:00,96.0
15-01-19 15:00,96.0
15-01-19 14:00,96.0
15-01-19 13:00,95.9
15-01-19 12:00,95.0
15-01-19 11:00,94.6
15-01-19 10:00,94.0
15-01-19 09:00,94.0
15-01-19 08:00,94.0
15-01-19 07:00,93.6
15-01-19 06:00,93.9
15-01-19 05:00,93.6
15-01-19 04:00,93.4
15-01-19 03:00,93.0
15-01-19 02:00,93.1
15-01-19 01:00,93.1
15-01-19 00:00,93.0
14-01-19 23:00,92.6
14-01-19 22:00,92.1
14-01-19 21:00,92.6
14-01-19 20:00,92.0
14-01-19 19:00,91.4
14-01-19 18:00,90.5
14-01-19 17:00,93.0
14-01-19 16:00,92.7
14-01-19 15:00,93.0
14-01-19 14:00,92.4
14-01-19 13:00,93.2
14-01-19 12:00,94.0
14-01-19 11:00,94.5
14-01-19 10:00,93.6
14-01-19 09:00,92.6
14-01-19 08:00,91.7
14-01-19 07:00,93.0
14-01-19 06:00,93.6
14-01-19 05:00,94.8
14-01-19 04:00,95.1
14-01-19 03:00,96.7
14-01-19 02:00,97.1
14-01-19 01:00,97.4
14-01-19 00:00,97.8
13-01-19 23:00,97.4
13-01-19 22:00,99.6
13-01-19 21:00,100.0
13-01-19 20:00,100.0
13-01-19 19:00,100.0
13-01-19 18:00,99.4
13-01-19 17:00,98.9
13-01-19 16:00,98.6
13-01-19 15:00,98.8
13-01-19 14:00,99.3
13-01-19 13:00,99.5
13-01-19 12:00,99.3
13-01-19 11:00,98.9
13-01-19 10:00,98.4
13-01-19 09:00,98.4
13-01-19 08:00,98.8
13-01-19 07:00,98.4
13-01-19 06:00,98.4
13-01-19 05:00,97.9
13-01-19 04:00,98.0
13-01-19 03:00,98.1
13-01-19 02:00,98.1
13-01-19 01:00,98.2
13-01-19 00:00,98.2
12-01-19 23:00,98.1
12-01-19 22:00,98.0
12-01-19 21:00,97.9
12-01-19 20:00,97.5
12-01-19 19:00,97.5
12-01-19 18:00,97.2
12-01-19 17:00,97.4
12-01-19 16:00,98.1
12-01-19 15:00,98.3
12-01-19 14:00,99.0
12-01-19 13:00,98.3
12-01-19 12:00,98.5
12-01-19 11:00,98.3
12-01-19 10:00,97.4
12-01-19 09:00,96.9
12-01-19 08:00,96.8
12-01-19 07:00,96.4
12-01-19 06:00,96.6
12-01-19 05:00,96.7
12-01-19 04:00,96.1
12-01-19 03:00,96.1
12-01-19 02:00,96.0
12-01-19 01:00,96.2
12-01-19 00:00,96.2
11-01-19 23:00,96.8
11-01-19 22:00,96.9
11-01-19 21:00,97.2
11-01-19 20:00,97.5
11-01-19 19:00,97.1
11-01-19 18:00,96.6
11-01-19 17:00,96.0
11-01-19 16:00,96.0
11-01-19 15:00,96.0
11-01-19 14:00,95.9
11-01-19 13:00,95.8
11-01-19 12:00,95.0
11-01-19 11:00,95.0
11-01-19 10:00,94.4
11-01-19 09:00,93.7
11-01-19 08:00,93.0
11-01-19 07:00,93.0
11-01-19 06:00,93.0
11-01-19 05:00,92.7
11-01-19 04:00,91.5
11-01-19 03:00,90.3
11-01-19 02:00,90.6
11-01-19 01:00,91.1
11-01-19 00:00,91.4
10-01-19 23:00,91.8
10-01-19 22:00,92.2
10-01-19 21:00,92.5
10-01-19 20:00,92.6
10-01-19 19:00,92.5
10-01-19 18:00,92.6
10-01-19 17:00,92.4
10-01-19 16:00,92.6
10-01-19 15:00,93.2
10-01-19 14:00,94.0
10-01-19 13:00,94.3
10-01-19 12:00,94.4
10-01-19 11:00,94.5
10-01-19 10:00,94.1
10-01-19 09:00,94.0
10-01-19 08:00,94.0
10-01-19 07:00,94.2
10-01-19 06:00,94.3
10-01-19 05:00,94.0
10-01-19 04:00,94.0
10-01-19 03:00,94.1
10-01-19 02:00,94.0
10-01-19 01:00,94.0
10-01-19 00:00,93.6
09-01-19 23:00,93.0
09-01-19 22:00,92.8
09-01-19 21:00,92.7
09-01-19 20:00,92.6
09-01-19 19:00,92.1
09-01-19 18:00,92.0
09-01-19 17:00,92.0
09-01-19 16:00,92.0
09-01-19 15:00,92.1
09-01-19 14:00,92.0
09-01-19 13:00,92.0
09-01-19 12:00,92.0
09-01-19 11:00,92.0
09-01-19 10:00,92.0
09-01-19 09:00,92.0
09-01-19 08:00,92.1
09-01-19 07:00,92.3
09-01-19 06:00,92.6
09-01-19 05:00,92.6
09-01-19 04:00,92.8
09-01-19 03:00,92.8
09-01-19 02:00,93.0
09-01-19 01:00,93.0
09-01-19 00:00,93.0
08-01-19 23:00,94.0
08-01-19 22:00,94.7
08-01-19 21:00,95.0
08-01-19 20:00,95.0
08-01-19 19:00,95.1
08-01-19 18:00,95.7
08-01-19 17:00,96.1
08-01-19 16:00,96.0
08-01-19 15:00,96.0
08-01-19 14:00,96.0
08-01-19 13:00,96.0
08-01-19 12:00,96.0
08-01-19 11:00,95.8
08-01-19 10:00,95.9
08-01-19 09:00,95.4
08-01-19 08:00,96.0
08-01-19 07:00,96.0
08-01-19 06:00,95.9
08-01-19 05:00,95.2
08-01-19 04:00,95.1
08-01-19 03:00,94.3
08-01-19 02:00,94.2
08-01-19 01:00,94.0
08-01-19 00:00,94.8
07-01-19 23:00,95.1
07-01-19 22:00,96.0
07-01-19 21:00,96.5
07-01-19 20:00,96.0
07-01-19 19:00,96.1
07-01-19 18:00,96.0
07-01-19 17:00,96.0
07-01-19 16:00,95.9
07-01-19 15:00,95.9
07-01-19 14:00,96.0
07-01-19 13:00,96.0
07-01-19 12:00,96.0
07-01-19 11:00,96.0
07-01-19 10:00,96.5
07-01-19 09:00,97.2
07-01-19 08:00,97.3
07-01-19 07:00,97.3
07-01-19 06:00,97.2
07-01-19 05:00,97.2
07-01-19 04:00,97.0
07-01-19 03:00,97.0
07-01-19 02:00,97.0
07-01-19 01:00,97.0
07-01-19 00:00,96.5
06-01-19 23:00,96.0
06-01-19 22:00,96.0
06-01-19 21:00,96.0
06-01-19 20:00,96.0
06-01-19 19:00,96.1
06-01-19 18:00,95.6
06-01-19 17:00,95.0
06-01-19 16:00,95.2
06-01-19 15:00,95.0
06-01-19 14:00,95.0
06-01-19 13:00,94.9
06-01-19 12:00,94.1
06-01-19 11:00,93.7
06-01-19 10:00,93.3
06-01-19 09:00,93.8
06-01-19 08:00,93.4
06-01-19 07:00,93.1
06-01-19 06:00,93.0
06-01-19 05:00,93.4
06-01-19 04:00,94.7
06-01-19 03:00,95.2
06-01-19 02:00,96.0
06-01-19 01:00,96.1
06-01-19 00:00,96.5
05-01-19 23:00,96.9
05-01-19 22:00,97.0
05-01-19 21:00,97.1
05-01-19 20:00,97.3
05-01-19 19:00,97.4
05-01-19 18:00,97.4
05-01-19 17:00,97.6
05-01-19 16:00,97.0
05-01-19 15:00,97.2
05-01-19 14:00,97.2
05-01-19 13:00,97.8
05-01-19 12:00,97.1
05-01-19 11:00,96.8
05-01-19 10:00,96.0
05-01-19 09:00,95.8
05-01-19 08:00,95.2
05-01-19 07:00,95.0
05-01-19 06:00,95.0
05-01-19 05:00,95.0
05-01-19 04:00,95.0
05-01-19 03:00,95.4
05-01-19 02:00,95.5
05-01-19 01:00,95.3
05-01-19 00:00,94.8
04-01-19 23:00,94.0
04-01-19 22:00,93.8
04-01-19 21:00,93.6
04-01-19 20:00,93.5
04-01-19 19:00,93.9
04-01-19 18:00,93.3
04-01-19 17:00,93.2
04-01-19 16:00,93.2
04-01-19 15:00,93.1
04-01-19 14:00,92.9
04-01-19 13:00,92.6
04-01-19 12:00,92.3
04-01-19 11:00,91.2
04-01-19 10:00,92.0
04-01-19 09:00,92.0
04-01-19 08:00,92.0
04-01-19 07:00,91.7
04-01-19 06:00,90.8
04-01-19 05:00,90.4
04-01-19 04:00,90.4
04-01-19 03:00,90.2
04-01-19 02:00,90.9
04-01-19 01:00,90.8
04-01-19 00:00,90.1
03-01-19 23:00,90.4
03-01-19 22:00,90.8
03-01-19 21:00,90.8
03-01-19 20:00,90.7
03-01-19 19:00,91.0
03-01-19 18:00,90.8
03-01-19 17:00,90.7
03-01-19 16:00,90.6
03-01-19 15:00,90.1
03-01-19 14:00,90.1
03-01-19 13:00,90.0
03-01-19 12:00,90.1
03-01-19 11:00,91.0
03-01-19 10:00,91.0
03-01-19 09:00,91.0
03-01-19 08:00,91.0
03-01-19 07:00,90.8
03-01-19 06:00,90.8
03-01-19 05:00,90.5
03-01-19 04:00,90.0
03-01-19 03:00,90.0
03-01-19 02:00,89.6
03-01-19 01:00,89.1
03-01-19 00:00,88.8
02-01-19 23:00,87.9
02-01-19 22:00,88.9
02-01-19 21:00,89.7
02-01-19 20:00,90.1
02-01-19 19:00,90.4
02-01-19 18:00,89.9
02-01-19 17:00,89.8
02-01-19 16:00,90.8
02-01-19 15:00,91.1
02-01-19 14:00,91.1
02-01-19 13:00,91.5
02-01-19 12:00,90.7
02-01-19 11:00,91.7
02-01-19 10:00,92.2
02-01-19 09:00,92.0
02-01-19 08:00,92.1
02-01-19 07:00,92.5
02-01-19 06:00,93.0
02-01-19 05:00,93.0
02-01-19 04:00,93.0
02-01-19 03:00,93.0
02-01-19 02:00,92.6
02-01-19 01:00,93.0
02-01-19 00:00,93.5
01-01-19 23:00,94.0
01-01-19 22:00,93.7
01-01-19 21:00,95.1
01-01-19 20:00,95.4
01-01-19 19:00,96.4
01-01-19 18:00,96.9
01-01-19 17:00,97.4
01-01-19 16:00,98.0
01-01-19 15:00,98.0
01-01-19 14:00,98.0
01-01-19 13:00,98.0
01-01-19 12:00,98.0
01-01-19 11:00,98.0
01-01-19 10:00,98.0
01-01-19 09:00,98.0
01-01-19 08:00,97.9
01-01-19 07:00,97.2
01-01-19 06:00,97.1
01-01-19 05:00,97.9
01-01-19 04:00,98.0
01-01-19 03:00,98.8
01-01-19 02:00,99.9
01-01-19 01:00,100.0

