Datum Zeit,Schwartenberg WINDRI
24-01-19 16:00,16
24-01-19 15:00,345
24-01-19 14:00,79
24-01-19 13:00,138
24-01-19 12:00,141
24-01-19 11:00,133
24-01-19 10:00,129
24-01-19 09:00,130
24-01-19 08:00,106
24-01-19 07:00,110
24-01-19 06:00,112
24-01-19 05:00,129
24-01-19 04:00,126
24-01-19 03:00,115
24-01-19 02:00,128
24-01-19 01:00,131
24-01-19 00:00,132
23-01-19 23:00,128
23-01-19 22:00,127
23-01-19 21:00,126
23-01-19 20:00,124
23-01-19 19:00,112
23-01-19 18:00,105
23-01-19 17:00,113
23-01-19 16:00,109
23-01-19 15:00,124
23-01-19 14:00,133
23-01-19 13:00,133
23-01-19 12:00,134
23-01-19 11:00,133
23-01-19 10:00,133
23-01-19 09:00,133
23-01-19 08:00,132
23-01-19 07:00,130
23-01-19 06:00,129
23-01-19 05:00,130
23-01-19 04:00,131
23-01-19 03:00,131
23-01-19 02:00,133
23-01-19 01:00,132
23-01-19 00:00,133
22-01-19 23:00,136
22-01-19 22:00,138
22-01-19 21:00,139
22-01-19 20:00,139
22-01-19 19:00,140
22-01-19 18:00,145
22-01-19 17:00,144
22-01-19 16:00,150
22-01-19 15:00,152
22-01-19 14:00,149
22-01-19 13:00,145
22-01-19 12:00,142
22-01-19 11:00,140
22-01-19 10:00,139
22-01-19 09:00,141
22-01-19 08:00,139
22-01-19 07:00,136
22-01-19 06:00,140
22-01-19 05:00,145
22-01-19 04:00,158
22-01-19 03:00,152
22-01-19 02:00,175
22-01-19 01:00,196
22-01-19 00:00,180
21-01-19 23:00,186
21-01-19 22:00,189
21-01-19 21:00,185
21-01-19 20:00,201
21-01-19 19:00,188
21-01-19 18:00,171
21-01-19 17:00,153
21-01-19 16:00,161
21-01-19 15:00,336
21-01-19 14:00,301
21-01-19 13:00,267
21-01-19 12:00,190
21-01-19 11:00,159
21-01-19 10:00,157
21-01-19 09:00,323
21-01-19 08:00,324
21-01-19 07:00,326
21-01-19 06:00,304
21-01-19 05:00,359
21-01-19 04:00,15
21-01-19 03:00,7
21-01-19 02:00,174
21-01-19 01:00,154
21-01-19 00:00,136
20-01-19 23:00,95
20-01-19 22:00,102
20-01-19 21:00,67
20-01-19 20:00,69
20-01-19 19:00,79
20-01-19 18:00,119
20-01-19 17:00,113
20-01-19 16:00,112
20-01-19 15:00,112
20-01-19 14:00,121
20-01-19 13:00,134
20-01-19 12:00,136
20-01-19 11:00,139
20-01-19 10:00,142
20-01-19 09:00,142
20-01-19 08:00,143
20-01-19 07:00,148
20-01-19 06:00,152
20-01-19 05:00,137
20-01-19 04:00,133
20-01-19 03:00,130
20-01-19 02:00,128
20-01-19 01:00,129
20-01-19 00:00,130
19-01-19 23:00,129
19-01-19 22:00,129
19-01-19 21:00,130
19-01-19 20:00,129
19-01-19 19:00,127
19-01-19 18:00,129
19-01-19 17:00,130
19-01-19 16:00,132
19-01-19 15:00,136
19-01-19 14:00,136
19-01-19 13:00,136
19-01-19 12:00,138
19-01-19 11:00,135
19-01-19 10:00,133
19-01-19 09:00,131
19-01-19 08:00,129
19-01-19 07:00,122
19-01-19 06:00,126
19-01-19 05:00,127
19-01-19 04:00,135
19-01-19 03:00,154
19-01-19 02:00,250
19-01-19 01:00,250
19-01-19 00:00,259
18-01-19 23:00,223
18-01-19 22:00,253
18-01-19 21:00,291
18-01-19 20:00,271
18-01-19 19:00,261
18-01-19 18:00,245
18-01-19 17:00,277
18-01-19 16:00,300
18-01-19 15:00,301
18-01-19 14:00,288
18-01-19 13:00,299
18-01-19 12:00,307
18-01-19 11:00,306
18-01-19 10:00,298
18-01-19 09:00,314
18-01-19 08:00,316
18-01-19 07:00,294
18-01-19 06:00,292
18-01-19 05:00,287
18-01-19 04:00,288
18-01-19 03:00,282
18-01-19 02:00,284
18-01-19 01:00,293
18-01-19 00:00,283
17-01-19 23:00,286
17-01-19 22:00,285
17-01-19 21:00,271
17-01-19 20:00,242
17-01-19 19:00,231
17-01-19 18:00,233
17-01-19 17:00,241
17-01-19 16:00,240
17-01-19 15:00,237
17-01-19 14:00,235
17-01-19 13:00,236
17-01-19 12:00,237
17-01-19 11:00,235
17-01-19 10:00,232
17-01-19 09:00,241
17-01-19 08:00,250
17-01-19 07:00,252
17-01-19 06:00,258
17-01-19 05:00,258
17-01-19 04:00,235
17-01-19 03:00,226
17-01-19 02:00,225
17-01-19 01:00,217
17-01-19 00:00,217
16-01-19 23:00,224
16-01-19 22:00,228
16-01-19 21:00,216
16-01-19 20:00,188
16-01-19 19:00,195
16-01-19 18:00,189
16-01-19 17:00,169
16-01-19 16:00,203
16-01-19 15:00,248
16-01-19 14:00,247
16-01-19 13:00,260
16-01-19 12:00,269
16-01-19 11:00,269
16-01-19 10:00,265
16-01-19 09:00,275
16-01-19 08:00,265
16-01-19 07:00,274
16-01-19 06:00,281
16-01-19 05:00,279
16-01-19 04:00,278
16-01-19 03:00,280
16-01-19 02:00,275
16-01-19 01:00,276
16-01-19 00:00,281
15-01-19 23:00,285
15-01-19 22:00,283
15-01-19 21:00,282
15-01-19 20:00,283
15-01-19 19:00,285
15-01-19 18:00,286
15-01-19 17:00,285
15-01-19 16:00,285
15-01-19 15:00,286
15-01-19 14:00,290
15-01-19 13:00,287
15-01-19 12:00,282
15-01-19 11:00,288
15-01-19 10:00,288
15-01-19 09:00,290
15-01-19 08:00,291
15-01-19 07:00,295
15-01-19 06:00,301
15-01-19 05:00,305
15-01-19 04:00,302
15-01-19 03:00,301
15-01-19 02:00,290
15-01-19 01:00,291
15-01-19 00:00,290
14-01-19 23:00,292
14-01-19 22:00,294
14-01-19 21:00,293
14-01-19 20:00,300
14-01-19 19:00,306
14-01-19 18:00,309
14-01-19 17:00,313
14-01-19 16:00,313
14-01-19 15:00,306
14-01-19 14:00,308
14-01-19 13:00,310
14-01-19 12:00,313
14-01-19 11:00,310
14-01-19 10:00,304
14-01-19 09:00,304
14-01-19 08:00,311
14-01-19 07:00,309
14-01-19 06:00,309
14-01-19 05:00,305
14-01-19 04:00,304
14-01-19 03:00,300
14-01-19 02:00,290
14-01-19 01:00,287
14-01-19 00:00,287
13-01-19 23:00,304
13-01-19 22:00,294
13-01-19 21:00,278
13-01-19 20:00,272
13-01-19 19:00,265
13-01-19 18:00,271
13-01-19 17:00,264
13-01-19 16:00,266
13-01-19 15:00,266
13-01-19 14:00,255
13-01-19 13:00,261
13-01-19 12:00,270
13-01-19 11:00,263
13-01-19 10:00,274
13-01-19 09:00,277
13-01-19 08:00,278
13-01-19 07:00,278
13-01-19 06:00,277
13-01-19 05:00,279
13-01-19 04:00,281
13-01-19 03:00,284
13-01-19 02:00,290
13-01-19 01:00,286
13-01-19 00:00,282
12-01-19 23:00,281
12-01-19 22:00,278
12-01-19 21:00,276
12-01-19 20:00,271
12-01-19 19:00,272
12-01-19 18:00,271
12-01-19 17:00,268
12-01-19 16:00,272
12-01-19 15:00,275
12-01-19 14:00,287
12-01-19 13:00,287
12-01-19 12:00,288
12-01-19 11:00,296
12-01-19 10:00,293
12-01-19 09:00,296
12-01-19 08:00,297
12-01-19 07:00,300
12-01-19 06:00,301
12-01-19 05:00,302
12-01-19 04:00,303
12-01-19 03:00,302
12-01-19 02:00,302
12-01-19 01:00,302
12-01-19 00:00,300
11-01-19 23:00,300
11-01-19 22:00,299
11-01-19 21:00,298
11-01-19 20:00,296
11-01-19 19:00,289
11-01-19 18:00,286
11-01-19 17:00,276
11-01-19 16:00,274
11-01-19 15:00,269
11-01-19 14:00,269
11-01-19 13:00,263
11-01-19 12:00,253
11-01-19 11:00,251
11-01-19 10:00,254
11-01-19 09:00,251
11-01-19 08:00,260
11-01-19 07:00,256
11-01-19 06:00,270
11-01-19 05:00,289
11-01-19 04:00,301
11-01-19 03:00,307
11-01-19 02:00,312
11-01-19 01:00,314
11-01-19 00:00,313
10-01-19 23:00,320
10-01-19 22:00,317
10-01-19 21:00,322
10-01-19 20:00,329
10-01-19 19:00,333
10-01-19 18:00,325
10-01-19 17:00,342
10-01-19 16:00,338
10-01-19 15:00,333
10-01-19 14:00,343
10-01-19 13:00,355
10-01-19 12:00,346
10-01-19 11:00,334
10-01-19 10:00,333
10-01-19 09:00,334
10-01-19 08:00,347
10-01-19 07:00,354
10-01-19 06:00,359
10-01-19 05:00,345
10-01-19 04:00,349
10-01-19 03:00,356
10-01-19 02:00,355
10-01-19 01:00,346
10-01-19 00:00,337
09-01-19 23:00,330
09-01-19 22:00,322
09-01-19 21:00,319
09-01-19 20:00,319
09-01-19 19:00,319
09-01-19 18:00,320
09-01-19 17:00,318
09-01-19 16:00,316
09-01-19 15:00,306
09-01-19 14:00,304
09-01-19 13:00,303
09-01-19 12:00,305
09-01-19 11:00,304
09-01-19 10:00,305
09-01-19 09:00,303
09-01-19 08:00,301
09-01-19 07:00,301
09-01-19 06:00,302
09-01-19 05:00,302
09-01-19 04:00,303
09-01-19 03:00,304
09-01-19 02:00,306
09-01-19 01:00,302
09-01-19 00:00,303
08-01-19 23:00,303
08-01-19 22:00,291
08-01-19 21:00,288
08-01-19 20:00,281
08-01-19 19:00,285
08-01-19 18:00,288
08-01-19 17:00,286
08-01-19 16:00,274
08-01-19 15:00,265
08-01-19 14:00,260
08-01-19 13:00,265
08-01-19 12:00,270
08-01-19 11:00,268
08-01-19 10:00,269
08-01-19 09:00,273
08-01-19 08:00,270
08-01-19 07:00,273
08-01-19 06:00,268
08-01-19 05:00,260
08-01-19 04:00,258
08-01-19 03:00,246
08-01-19 02:00,232
08-01-19 01:00,234
08-01-19 00:00,232
07-01-19 23:00,250
07-01-19 22:00,263
07-01-19 21:00,272
07-01-19 20:00,279
07-01-19 19:00,290
07-01-19 18:00,294
07-01-19 17:00,301
07-01-19 16:00,306
07-01-19 15:00,308
07-01-19 14:00,308
07-01-19 13:00,310
07-01-19 12:00,314
07-01-19 11:00,318
07-01-19 10:00,320
07-01-19 09:00,322
07-01-19 08:00,321
07-01-19 07:00,320
07-01-19 06:00,321
07-01-19 05:00,321
07-01-19 04:00,312
07-01-19 03:00,311
07-01-19 02:00,312
07-01-19 01:00,311
07-01-19 00:00,314
06-01-19 23:00,318
06-01-19 22:00,320
06-01-19 21:00,320
06-01-19 20:00,321
06-01-19 19:00,323
06-01-19 18:00,317
06-01-19 17:00,318
06-01-19 16:00,318
06-01-19 15:00,324
06-01-19 14:00,327
06-01-19 13:00,322
06-01-19 12:00,327
06-01-19 11:00,329
06-01-19 10:00,334
06-01-19 09:00,324
06-01-19 08:00,321
06-01-19 07:00,317
06-01-19 06:00,322
06-01-19 05:00,332
06-01-19 04:00,334
06-01-19 03:00,340
06-01-19 02:00,336
06-01-19 01:00,341
06-01-19 00:00,333
05-01-19 23:00,332
05-01-19 22:00,335
05-01-19 21:00,325
05-01-19 20:00,331
05-01-19 19:00,326
05-01-19 18:00,321
05-01-19 17:00,320
05-01-19 16:00,323
05-01-19 15:00,328
05-01-19 14:00,325
05-01-19 13:00,322
05-01-19 12:00,316
05-01-19 11:00,306
05-01-19 10:00,306
05-01-19 09:00,304
05-01-19 08:00,299
05-01-19 07:00,296
05-01-19 06:00,294
05-01-19 05:00,293
05-01-19 04:00,295
05-01-19 03:00,300
05-01-19 02:00,300
05-01-19 01:00,299
05-01-19 00:00,303
04-01-19 23:00,306
04-01-19 22:00,306
04-01-19 21:00,308
04-01-19 20:00,304
04-01-19 19:00,301
04-01-19 18:00,300
04-01-19 17:00,296
04-01-19 16:00,297
04-01-19 15:00,291
04-01-19 14:00,291
04-01-19 13:00,294
04-01-19 12:00,300
04-01-19 11:00,293
04-01-19 10:00,293
04-01-19 09:00,298
04-01-19 08:00,298
04-01-19 07:00,303
04-01-19 06:00,295
04-01-19 05:00,303
04-01-19 04:00,315
04-01-19 03:00,318
04-01-19 02:00,329
04-01-19 01:00,334
04-01-19 00:00,336
03-01-19 23:00,335
03-01-19 22:00,332
03-01-19 21:00,329
03-01-19 20:00,323
03-01-19 19:00,319
03-01-19 18:00,321
03-01-19 17:00,324
03-01-19 16:00,322
03-01-19 15:00,320
03-01-19 14:00,324
03-01-19 13:00,312
03-01-19 12:00,309
03-01-19 11:00,309
03-01-19 10:00,308
03-01-19 09:00,307
03-01-19 08:00,309
03-01-19 07:00,309
03-01-19 06:00,311
03-01-19 05:00,319
03-01-19 04:00,320
03-01-19 03:00,320
03-01-19 02:00,321
03-01-19 01:00,321
03-01-19 00:00,321
02-01-19 23:00,328
02-01-19 22:00,329
02-01-19 21:00,325
02-01-19 20:00,325
02-01-19 19:00,317
02-01-19 18:00,319
02-01-19 17:00,320
02-01-19 16:00,332
02-01-19 15:00,335
02-01-19 14:00,321
02-01-19 13:00,321
02-01-19 12:00,319
02-01-19 11:00,319
02-01-19 10:00,316
02-01-19 09:00,315
02-01-19 08:00,316
02-01-19 07:00,314
02-01-19 06:00,314
02-01-19 05:00,311
02-01-19 04:00,306
02-01-19 03:00,302
02-01-19 02:00,300
02-01-19 01:00,307
02-01-19 00:00,301
01-01-19 23:00,298
01-01-19 22:00,303
01-01-19 21:00,306
01-01-19 20:00,296
01-01-19 19:00,297
01-01-19 18:00,302
01-01-19 17:00,292
01-01-19 16:00,289
01-01-19 15:00,287
01-01-19 14:00,289
01-01-19 13:00,288
01-01-19 12:00,289
01-01-19 11:00,287
01-01-19 10:00,287
01-01-19 09:00,280
01-01-19 08:00,277
01-01-19 07:00,277
01-01-19 06:00,268
01-01-19 05:00,272
01-01-19 04:00,275
01-01-19 03:00,282
01-01-19 02:00,283
01-01-19 01:00,290

