Datum Zeit,Carlsfeld WINDRI
24-01-19 14:00,274
24-01-19 13:00,175
24-01-19 12:00,174
24-01-19 11:00,176
24-01-19 10:00,169
24-01-19 09:00,166
24-01-19 08:00,152
24-01-19 07:00,146
24-01-19 06:00,135
24-01-19 05:00,115
24-01-19 04:00,80
24-01-19 03:00,104
24-01-19 02:00,124
24-01-19 01:00,126
24-01-19 00:00,138
23-01-19 23:00,132
23-01-19 22:00,120
23-01-19 21:00,99
23-01-19 20:00,130
23-01-19 19:00,129
23-01-19 18:00,116
23-01-19 17:00,97
23-01-19 16:00,113
23-01-19 15:00,128
23-01-19 14:00,141
23-01-19 13:00,149
23-01-19 12:00,141
23-01-19 11:00,141
23-01-19 10:00,156
23-01-19 09:00,163
23-01-19 08:00,169
23-01-19 07:00,168
23-01-19 06:00,166
23-01-19 05:00,162
23-01-19 04:00,157
23-01-19 03:00,171
23-01-19 02:00,159
23-01-19 01:00,161
23-01-19 00:00,159
22-01-19 23:00,161
22-01-19 22:00,173
22-01-19 21:00,177
22-01-19 20:00,177
22-01-19 19:00,173
22-01-19 18:00,176
22-01-19 17:00,172
22-01-19 16:00,182
22-01-19 15:00,192
22-01-19 14:00,191
22-01-19 13:00,200
22-01-19 12:00,189
22-01-19 11:00,180
22-01-19 10:00,196
22-01-19 09:00,231
22-01-19 08:00,244
22-01-19 07:00,240
22-01-19 06:00,247
22-01-19 05:00,251
22-01-19 04:00,255
22-01-19 03:00,252
22-01-19 02:00,236
22-01-19 01:00,224
22-01-19 00:00,224
21-01-19 23:00,222
21-01-19 22:00,218
21-01-19 21:00,213
21-01-19 20:00,211
21-01-19 19:00,234
21-01-19 18:00,237
21-01-19 17:00,205
21-01-19 16:00,207
21-01-19 15:00,202
21-01-19 14:00,152
21-01-19 13:00,151
21-01-19 12:00,166
21-01-19 11:00,160
21-01-19 10:00,150
21-01-19 09:00,178
21-01-19 08:00,110
21-01-19 07:00,166
21-01-19 06:00,125
21-01-19 05:00,90
21-01-19 04:00,117
21-01-19 03:00,139
21-01-19 02:00,135
21-01-19 01:00,130
21-01-19 00:00,127
20-01-19 23:00,119
20-01-19 22:00,124
20-01-19 21:00,110
20-01-19 20:00,108
20-01-19 19:00,117
20-01-19 18:00,125
20-01-19 17:00,118
20-01-19 16:00,139
20-01-19 15:00,160
20-01-19 14:00,152
20-01-19 13:00,142
20-01-19 12:00,158
20-01-19 11:00,171
20-01-19 10:00,153
20-01-19 09:00,159
20-01-19 08:00,174
20-01-19 07:00,181
20-01-19 06:00,159
20-01-19 05:00,160
20-01-19 04:00,158
20-01-19 03:00,154
20-01-19 02:00,155
20-01-19 01:00,154
20-01-19 00:00,153
19-01-19 23:00,146
19-01-19 22:00,142
19-01-19 21:00,140
19-01-19 20:00,156
19-01-19 19:00,173
19-01-19 18:00,165
19-01-19 17:00,150
19-01-19 16:00,167
19-01-19 15:00,156
19-01-19 14:00,151
19-01-19 13:00,158
19-01-19 12:00,161
19-01-19 11:00,168
19-01-19 10:00,172
19-01-19 09:00,173
19-01-19 08:00,175
19-01-19 07:00,177
19-01-19 06:00,188
19-01-19 05:00,177
19-01-19 04:00,146
19-01-19 03:00,164
19-01-19 02:00,188
19-01-19 01:00,189
19-01-19 00:00,246
18-01-19 23:00,249
18-01-19 22:00,245
18-01-19 21:00,271
18-01-19 20:00,275
18-01-19 19:00,262
18-01-19 18:00,261
18-01-19 17:00,298
18-01-19 16:00,309
18-01-19 15:00,308
18-01-19 14:00,289
18-01-19 13:00,336
18-01-19 12:00,314
18-01-19 11:00,322
18-01-19 10:00,347
18-01-19 09:00,348
18-01-19 08:00,336
18-01-19 07:00,323
18-01-19 06:00,320
18-01-19 05:00,307
18-01-19 04:00,310
18-01-19 03:00,286
18-01-19 02:00,274
18-01-19 01:00,287
18-01-19 00:00,270
17-01-19 23:00,274
17-01-19 22:00,291
17-01-19 21:00,275
17-01-19 20:00,257
17-01-19 19:00,254
17-01-19 18:00,246
17-01-19 17:00,254
17-01-19 16:00,262
17-01-19 15:00,261
17-01-19 14:00,253
17-01-19 13:00,256
17-01-19 12:00,258
17-01-19 11:00,254
17-01-19 10:00,255
17-01-19 09:00,257
17-01-19 08:00,262
17-01-19 07:00,259
17-01-19 06:00,260
17-01-19 05:00,262
17-01-19 04:00,258
17-01-19 03:00,247
17-01-19 02:00,253
17-01-19 01:00,251
17-01-19 00:00,251
16-01-19 23:00,243
16-01-19 22:00,243
16-01-19 21:00,238
16-01-19 20:00,239
16-01-19 19:00,240
16-01-19 18:00,235
16-01-19 17:00,226
16-01-19 16:00,221
16-01-19 15:00,235
16-01-19 14:00,252
16-01-19 13:00,264
16-01-19 12:00,
16-01-19 11:00,
16-01-19 10:00,
16-01-19 09:00,
16-01-19 08:00,
16-01-19 07:00,
16-01-19 06:00,
16-01-19 05:00,
16-01-19 04:00,
16-01-19 03:00,
16-01-19 02:00,
16-01-19 01:00,
16-01-19 00:00,
15-01-19 23:00,
15-01-19 22:00,
15-01-19 21:00,
15-01-19 20:00,
15-01-19 19:00,
15-01-19 18:00,
15-01-19 17:00,281
15-01-19 16:00,280
15-01-19 15:00,284
15-01-19 14:00,287
15-01-19 13:00,282
15-01-19 12:00,278
15-01-19 11:00,278
15-01-19 10:00,283
15-01-19 09:00,280
15-01-19 08:00,281
15-01-19 07:00,299
15-01-19 06:00,307
15-01-19 05:00,331
15-01-19 04:00,334
15-01-19 03:00,314
15-01-19 02:00,302
15-01-19 01:00,355
15-01-19 00:00,315
14-01-19 23:00,316
14-01-19 22:00,325
14-01-19 21:00,330
14-01-19 20:00,332
14-01-19 19:00,336
14-01-19 18:00,354
14-01-19 17:00,316
14-01-19 16:00,320
14-01-19 15:00,320
14-01-19 14:00,337
14-01-19 13:00,343
14-01-19 12:00,333
14-01-19 11:00,317
14-01-19 10:00,327
14-01-19 09:00,324
14-01-19 08:00,337
14-01-19 07:00,340
14-01-19 06:00,331
14-01-19 05:00,316
14-01-19 04:00,320
14-01-19 03:00,309
14-01-19 02:00,307
14-01-19 01:00,310
14-01-19 00:00,314
13-01-19 23:00,324
13-01-19 22:00,300
13-01-19 21:00,286
13-01-19 20:00,273
13-01-19 19:00,270
13-01-19 18:00,263
13-01-19 17:00,268
13-01-19 16:00,261
13-01-19 15:00,261
13-01-19 14:00,258
13-01-19 13:00,262
13-01-19 12:00,270
13-01-19 11:00,271
13-01-19 10:00,271
13-01-19 09:00,277
13-01-19 08:00,282
13-01-19 07:00,286
13-01-19 06:00,294
13-01-19 05:00,295
13-01-19 04:00,298
13-01-19 03:00,294
13-01-19 02:00,286
13-01-19 01:00,287
13-01-19 00:00,281
12-01-19 23:00,275
12-01-19 22:00,279
12-01-19 21:00,269
12-01-19 20:00,263
12-01-19 19:00,265
12-01-19 18:00,262
12-01-19 17:00,270
12-01-19 16:00,276
12-01-19 15:00,277
12-01-19 14:00,273
12-01-19 13:00,278
12-01-19 12:00,283
12-01-19 11:00,308
12-01-19 10:00,309
12-01-19 09:00,314
12-01-19 08:00,325
12-01-19 07:00,323
12-01-19 06:00,329
12-01-19 05:00,323
12-01-19 04:00,316
12-01-19 03:00,326
12-01-19 02:00,332
12-01-19 01:00,328
12-01-19 00:00,326
11-01-19 23:00,322
11-01-19 22:00,319
11-01-19 21:00,308
11-01-19 20:00,304
11-01-19 19:00,285
11-01-19 18:00,279
11-01-19 17:00,275
11-01-19 16:00,274
11-01-19 15:00,270
11-01-19 14:00,267
11-01-19 13:00,257
11-01-19 12:00,255
11-01-19 11:00,255
11-01-19 10:00,253
11-01-19 09:00,262
11-01-19 08:00,273
11-01-19 07:00,273
11-01-19 06:00,264
11-01-19 05:00,265
11-01-19 04:00,295
11-01-19 03:00,308
11-01-19 02:00,318
11-01-19 01:00,349
11-01-19 00:00,330
10-01-19 23:00,360
10-01-19 22:00,10
10-01-19 21:00,1
10-01-19 20:00,354
10-01-19 19:00,2
10-01-19 18:00,18
10-01-19 17:00,10
10-01-19 16:00,22
10-01-19 15:00,29
10-01-19 14:00,31
10-01-19 13:00,20
10-01-19 12:00,
10-01-19 11:00,27
10-01-19 10:00,21
10-01-19 09:00,13
10-01-19 08:00,14
10-01-19 07:00,14
10-01-19 06:00,25
10-01-19 05:00,23
10-01-19 04:00,21
10-01-19 03:00,21
10-01-19 02:00,22
10-01-19 01:00,15
10-01-19 00:00,16
09-01-19 23:00,8
09-01-19 22:00,5
09-01-19 21:00,14
09-01-19 20:00,1
09-01-19 19:00,6
09-01-19 18:00,3
09-01-19 17:00,3
09-01-19 16:00,347
09-01-19 15:00,345
09-01-19 14:00,338
09-01-19 13:00,344
09-01-19 12:00,349
09-01-19 11:00,339
09-01-19 10:00,342
09-01-19 09:00,346
09-01-19 08:00,335
09-01-19 07:00,320
09-01-19 06:00,323
09-01-19 05:00,327
09-01-19 04:00,333
09-01-19 03:00,314
09-01-19 02:00,319
09-01-19 01:00,312
09-01-19 00:00,316
08-01-19 23:00,310
08-01-19 22:00,310
08-01-19 21:00,304
08-01-19 20:00,295
08-01-19 19:00,293
08-01-19 18:00,293
08-01-19 17:00,280
08-01-19 16:00,278
08-01-19 15:00,280
08-01-19 14:00,265
08-01-19 13:00,268
08-01-19 12:00,275
08-01-19 11:00,271
08-01-19 10:00,275
08-01-19 09:00,273
08-01-19 08:00,270
08-01-19 07:00,268
08-01-19 06:00,260
08-01-19 05:00,262
08-01-19 04:00,256
08-01-19 03:00,249
08-01-19 02:00,253
08-01-19 01:00,254
08-01-19 00:00,251
07-01-19 23:00,254
07-01-19 22:00,257
07-01-19 21:00,266
07-01-19 20:00,281
07-01-19 19:00,285
07-01-19 18:00,287
07-01-19 17:00,306
07-01-19 16:00,313
07-01-19 15:00,332
07-01-19 14:00,325
07-01-19 13:00,324
07-01-19 12:00,325
07-01-19 11:00,331
07-01-19 10:00,338
07-01-19 09:00,339
07-01-19 08:00,350
07-01-19 07:00,339
07-01-19 06:00,340
07-01-19 05:00,330
07-01-19 04:00,340
07-01-19 03:00,328
07-01-19 02:00,326
07-01-19 01:00,329
07-01-19 00:00,344
06-01-19 23:00,342
06-01-19 22:00,345
06-01-19 21:00,332
06-01-19 20:00,343
06-01-19 19:00,326
06-01-19 18:00,331
06-01-19 17:00,328
06-01-19 16:00,338
06-01-19 15:00,350
06-01-19 14:00,357
06-01-19 13:00,8
06-01-19 12:00,11
06-01-19 11:00,18
06-01-19 10:00,16
06-01-19 09:00,20
06-01-19 08:00,2
06-01-19 07:00,16
06-01-19 06:00,18
06-01-19 05:00,21
06-01-19 04:00,7
06-01-19 03:00,355
06-01-19 02:00,360
06-01-19 01:00,7
06-01-19 00:00,342
05-01-19 23:00,347
05-01-19 22:00,344
05-01-19 21:00,336
05-01-19 20:00,348
05-01-19 19:00,350
05-01-19 18:00,349
05-01-19 17:00,354
05-01-19 16:00,358
05-01-19 15:00,340
05-01-19 14:00,351
05-01-19 13:00,330
05-01-19 12:00,329
05-01-19 11:00,335
05-01-19 10:00,317
05-01-19 09:00,303
05-01-19 08:00,312
05-01-19 07:00,307
05-01-19 06:00,299
05-01-19 05:00,302
05-01-19 04:00,306
05-01-19 03:00,312
05-01-19 02:00,327
05-01-19 01:00,323
05-01-19 00:00,328
04-01-19 23:00,334
04-01-19 22:00,348
04-01-19 21:00,326
04-01-19 20:00,325
04-01-19 19:00,344
04-01-19 18:00,318
04-01-19 17:00,326
04-01-19 16:00,320
04-01-19 15:00,306
04-01-19 14:00,312
04-01-19 13:00,325
04-01-19 12:00,321
04-01-19 11:00,309
04-01-19 10:00,315
04-01-19 09:00,330
04-01-19 08:00,334
04-01-19 07:00,331
04-01-19 06:00,353
04-01-19 05:00,356
04-01-19 04:00,20
04-01-19 03:00,18
04-01-19 02:00,9
04-01-19 01:00,17
04-01-19 00:00,16
03-01-19 23:00,16
03-01-19 22:00,2
03-01-19 21:00,1
03-01-19 20:00,3
03-01-19 19:00,9
03-01-19 18:00,2
03-01-19 17:00,2
03-01-19 16:00,342
03-01-19 15:00,339
03-01-19 14:00,342
03-01-19 13:00,324
03-01-19 12:00,333
03-01-19 11:00,328
03-01-19 10:00,325
03-01-19 09:00,324
03-01-19 08:00,341
03-01-19 07:00,353
03-01-19 06:00,355
03-01-19 05:00,351
03-01-19 04:00,341
03-01-19 03:00,346
03-01-19 02:00,339
03-01-19 01:00,353
03-01-19 00:00,347
02-01-19 23:00,357
02-01-19 22:00,8
02-01-19 21:00,348
02-01-19 20:00,349
02-01-19 19:00,360
02-01-19 18:00,347
02-01-19 17:00,350
02-01-19 16:00,352
02-01-19 15:00,353
02-01-19 14:00,349
02-01-19 13:00,353
02-01-19 12:00,348
02-01-19 11:00,338
02-01-19 10:00,339
02-01-19 09:00,339
02-01-19 08:00,336
02-01-19 07:00,341
02-01-19 06:00,329
02-01-19 05:00,325
02-01-19 04:00,321
02-01-19 03:00,335
02-01-19 02:00,318
02-01-19 01:00,324
02-01-19 00:00,310
01-01-19 23:00,323
01-01-19 22:00,321
01-01-19 21:00,320
01-01-19 20:00,321
01-01-19 19:00,317
01-01-19 18:00,316
01-01-19 17:00,297
01-01-19 16:00,283
01-01-19 15:00,289
01-01-19 14:00,290
01-01-19 13:00,288
01-01-19 12:00,285
01-01-19 11:00,289
01-01-19 10:00,286
01-01-19 09:00,283
01-01-19 08:00,281
01-01-19 07:00,274
01-01-19 06:00,276
01-01-19 05:00,273
01-01-19 04:00,278
01-01-19 03:00,274
01-01-19 02:00,288
01-01-19 01:00,302

