Datum Zeit,Collmberg WINDRI
24-01-19 16:00,68
24-01-19 15:00,70
24-01-19 14:00,71
24-01-19 13:00,81
24-01-19 12:00,104
24-01-19 11:00,110
24-01-19 10:00,104
24-01-19 09:00,99
24-01-19 08:00,69
24-01-19 07:00,56
24-01-19 06:00,63
24-01-19 05:00,79
24-01-19 04:00,83
24-01-19 03:00,69
24-01-19 02:00,81
24-01-19 01:00,90
24-01-19 00:00,75
23-01-19 23:00,110
23-01-19 22:00,114
23-01-19 21:00,102
23-01-19 20:00,97
23-01-19 19:00,90
23-01-19 18:00,84
23-01-19 17:00,76
23-01-19 16:00,66
23-01-19 15:00,66
23-01-19 14:00,83
23-01-19 13:00,91
23-01-19 12:00,109
23-01-19 11:00,129
23-01-19 10:00,113
23-01-19 09:00,104
23-01-19 08:00,94
23-01-19 07:00,103
23-01-19 06:00,113
23-01-19 05:00,129
23-01-19 04:00,127
23-01-19 03:00,130
23-01-19 02:00,136
23-01-19 01:00,125
23-01-19 00:00,154
22-01-19 23:00,167
22-01-19 22:00,167
22-01-19 21:00,168
22-01-19 20:00,167
22-01-19 19:00,166
22-01-19 18:00,161
22-01-19 17:00,149
22-01-19 16:00,155
22-01-19 15:00,159
22-01-19 14:00,174
22-01-19 13:00,181
22-01-19 12:00,189
22-01-19 11:00,196
22-01-19 10:00,192
22-01-19 09:00,184
22-01-19 08:00,189
22-01-19 07:00,194
22-01-19 06:00,202
22-01-19 05:00,205
22-01-19 04:00,203
22-01-19 03:00,207
22-01-19 02:00,208
22-01-19 01:00,200
22-01-19 00:00,193
21-01-19 23:00,206
21-01-19 22:00,198
21-01-19 21:00,206
21-01-19 20:00,184
21-01-19 19:00,176
21-01-19 18:00,219
21-01-19 17:00,270
21-01-19 16:00,198
21-01-19 15:00,214
21-01-19 14:00,205
21-01-19 13:00,199
21-01-19 12:00,240
21-01-19 11:00,209
21-01-19 10:00,207
21-01-19 09:00,220
21-01-19 08:00,195
21-01-19 07:00,173
21-01-19 06:00,139
21-01-19 05:00,137
21-01-19 04:00,128
21-01-19 03:00,121
21-01-19 02:00,115
21-01-19 01:00,100
21-01-19 00:00,69
20-01-19 23:00,39
20-01-19 22:00,78
20-01-19 21:00,39
20-01-19 20:00,356
20-01-19 19:00,349
20-01-19 18:00,350
20-01-19 17:00,29
20-01-19 16:00,37
20-01-19 15:00,132
20-01-19 14:00,170
20-01-19 13:00,72
20-01-19 12:00,116
20-01-19 11:00,157
20-01-19 10:00,159
20-01-19 09:00,154
20-01-19 08:00,165
20-01-19 07:00,164
20-01-19 06:00,123
20-01-19 05:00,104
20-01-19 04:00,126
20-01-19 03:00,151
20-01-19 02:00,162
20-01-19 01:00,160
20-01-19 00:00,162
19-01-19 23:00,157
19-01-19 22:00,148
19-01-19 21:00,147
19-01-19 20:00,146
19-01-19 19:00,138
19-01-19 18:00,137
19-01-19 17:00,137
19-01-19 16:00,129
19-01-19 15:00,145
19-01-19 14:00,160
19-01-19 13:00,157
19-01-19 12:00,155
19-01-19 11:00,156
19-01-19 10:00,146
19-01-19 09:00,197
19-01-19 08:00,217
19-01-19 07:00,220
19-01-19 06:00,227
19-01-19 05:00,217
19-01-19 04:00,222
19-01-19 03:00,217
19-01-19 02:00,215
19-01-19 01:00,213
19-01-19 00:00,211
18-01-19 23:00,209
18-01-19 22:00,211
18-01-19 21:00,212
18-01-19 20:00,214
18-01-19 19:00,217
18-01-19 18:00,227
18-01-19 17:00,223
18-01-19 16:00,237
18-01-19 15:00,247
18-01-19 14:00,268
18-01-19 13:00,305
18-01-19 12:00,314
18-01-19 11:00,317
18-01-19 10:00,319
18-01-19 09:00,317
18-01-19 08:00,316
18-01-19 07:00,319
18-01-19 06:00,325
18-01-19 05:00,288
18-01-19 04:00,265
18-01-19 03:00,260
18-01-19 02:00,253
18-01-19 01:00,266
18-01-19 00:00,271
17-01-19 23:00,246
17-01-19 22:00,263
17-01-19 21:00,277
17-01-19 20:00,262
17-01-19 19:00,201
17-01-19 18:00,192
17-01-19 17:00,205
17-01-19 16:00,220
17-01-19 15:00,221
17-01-19 14:00,224
17-01-19 13:00,228
17-01-19 12:00,216
17-01-19 11:00,214
17-01-19 10:00,218
17-01-19 09:00,219
17-01-19 08:00,220
17-01-19 07:00,228
17-01-19 06:00,222
17-01-19 05:00,226
17-01-19 04:00,218
17-01-19 03:00,209
17-01-19 02:00,207
17-01-19 01:00,210
17-01-19 00:00,205
16-01-19 23:00,203
16-01-19 22:00,200
16-01-19 21:00,199
16-01-19 20:00,202
16-01-19 19:00,201
16-01-19 18:00,200
16-01-19 17:00,201
16-01-19 16:00,205
16-01-19 15:00,207
16-01-19 14:00,209
16-01-19 13:00,213
16-01-19 12:00,214
16-01-19 11:00,213
16-01-19 10:00,216
16-01-19 09:00,223
16-01-19 08:00,236
16-01-19 07:00,237
16-01-19 06:00,245
16-01-19 05:00,253
16-01-19 04:00,251
16-01-19 03:00,257
16-01-19 02:00,255
16-01-19 01:00,252
16-01-19 00:00,256
15-01-19 23:00,258
15-01-19 22:00,260
15-01-19 21:00,257
15-01-19 20:00,252
15-01-19 19:00,253
15-01-19 18:00,251
15-01-19 17:00,252
15-01-19 16:00,256
15-01-19 15:00,256
15-01-19 14:00,261
15-01-19 13:00,257
15-01-19 12:00,256
15-01-19 11:00,249
15-01-19 10:00,254
15-01-19 09:00,259
15-01-19 08:00,263
15-01-19 07:00,271
15-01-19 06:00,277
15-01-19 05:00,286
15-01-19 04:00,295
15-01-19 03:00,295
15-01-19 02:00,294
15-01-19 01:00,290
15-01-19 00:00,292
14-01-19 23:00,295
14-01-19 22:00,297
14-01-19 21:00,302
14-01-19 20:00,304
14-01-19 19:00,308
14-01-19 18:00,310
14-01-19 17:00,316
14-01-19 16:00,323
14-01-19 15:00,313
14-01-19 14:00,315
14-01-19 13:00,311
14-01-19 12:00,309
14-01-19 11:00,312
14-01-19 10:00,311
14-01-19 09:00,307
14-01-19 08:00,296
14-01-19 07:00,313
14-01-19 06:00,316
14-01-19 05:00,314
14-01-19 04:00,315
14-01-19 03:00,315
14-01-19 02:00,308
14-01-19 01:00,303
14-01-19 00:00,303
13-01-19 23:00,310
13-01-19 22:00,315
13-01-19 21:00,297
13-01-19 20:00,255
13-01-19 19:00,247
13-01-19 18:00,240
13-01-19 17:00,235
13-01-19 16:00,230
13-01-19 15:00,222
13-01-19 14:00,216
13-01-19 13:00,219
13-01-19 12:00,228
13-01-19 11:00,233
13-01-19 10:00,232
13-01-19 09:00,244
13-01-19 08:00,252
13-01-19 07:00,256
13-01-19 06:00,257
13-01-19 05:00,263
13-01-19 04:00,262
13-01-19 03:00,257
13-01-19 02:00,260
13-01-19 01:00,257
13-01-19 00:00,255
12-01-19 23:00,252
12-01-19 22:00,250
12-01-19 21:00,256
12-01-19 20:00,230
12-01-19 19:00,223
12-01-19 18:00,218
12-01-19 17:00,224
12-01-19 16:00,238
12-01-19 15:00,248
12-01-19 14:00,251
12-01-19 13:00,262
12-01-19 12:00,262
12-01-19 11:00,259
12-01-19 10:00,262
12-01-19 09:00,277
12-01-19 08:00,287
12-01-19 07:00,294
12-01-19 06:00,300
12-01-19 05:00,303
12-01-19 04:00,311
12-01-19 03:00,308
12-01-19 02:00,299
12-01-19 01:00,289
12-01-19 00:00,284
11-01-19 23:00,282
11-01-19 22:00,277
11-01-19 21:00,264
11-01-19 20:00,263
11-01-19 19:00,247
11-01-19 18:00,244
11-01-19 17:00,229
11-01-19 16:00,222
11-01-19 15:00,220
11-01-19 14:00,218
11-01-19 13:00,219
11-01-19 12:00,217
11-01-19 11:00,211
11-01-19 10:00,210
11-01-19 09:00,212
11-01-19 08:00,214
11-01-19 07:00,219
11-01-19 06:00,216
11-01-19 05:00,221
11-01-19 04:00,218
11-01-19 03:00,244
11-01-19 02:00,277
11-01-19 01:00,285
11-01-19 00:00,298
10-01-19 23:00,295
10-01-19 22:00,314
10-01-19 21:00,331
10-01-19 20:00,333
10-01-19 19:00,331
10-01-19 18:00,336
10-01-19 17:00,335
10-01-19 16:00,338
10-01-19 15:00,337
10-01-19 14:00,338
10-01-19 13:00,339
10-01-19 12:00,340
10-01-19 11:00,342
10-01-19 10:00,341
10-01-19 09:00,341
10-01-19 08:00,341
10-01-19 07:00,341
10-01-19 06:00,341
10-01-19 05:00,342
10-01-19 04:00,341
10-01-19 03:00,343
10-01-19 02:00,341
10-01-19 01:00,339
10-01-19 00:00,339
09-01-19 23:00,336
09-01-19 22:00,334
09-01-19 21:00,333
09-01-19 20:00,331
09-01-19 19:00,330
09-01-19 18:00,330
09-01-19 17:00,331
09-01-19 16:00,330
09-01-19 15:00,329
09-01-19 14:00,329
09-01-19 13:00,327
09-01-19 12:00,324
09-01-19 11:00,322
09-01-19 10:00,321
09-01-19 09:00,322
09-01-19 08:00,322
09-01-19 07:00,320
09-01-19 06:00,317
09-01-19 05:00,316
09-01-19 04:00,313
09-01-19 03:00,309
09-01-19 02:00,310
09-01-19 01:00,307
09-01-19 00:00,313
08-01-19 23:00,313
08-01-19 22:00,312
08-01-19 21:00,314
08-01-19 20:00,303
08-01-19 19:00,292
08-01-19 18:00,295
08-01-19 17:00,296
08-01-19 16:00,275
08-01-19 15:00,271
08-01-19 14:00,252
08-01-19 13:00,231
08-01-19 12:00,224
08-01-19 11:00,236
08-01-19 10:00,240
08-01-19 09:00,223
08-01-19 08:00,234
08-01-19 07:00,241
08-01-19 06:00,237
08-01-19 05:00,219
08-01-19 04:00,206
08-01-19 03:00,206
08-01-19 02:00,207
08-01-19 01:00,206
08-01-19 00:00,203
07-01-19 23:00,204
07-01-19 22:00,208
07-01-19 21:00,218
07-01-19 20:00,226
07-01-19 19:00,242
07-01-19 18:00,256
07-01-19 17:00,267
07-01-19 16:00,268
07-01-19 15:00,299
07-01-19 14:00,306
07-01-19 13:00,314
07-01-19 12:00,312
07-01-19 11:00,312
07-01-19 10:00,319
07-01-19 09:00,323
07-01-19 08:00,324
07-01-19 07:00,318
07-01-19 06:00,298
07-01-19 05:00,276
07-01-19 04:00,303
07-01-19 03:00,293
07-01-19 02:00,279
07-01-19 01:00,273
07-01-19 00:00,264
06-01-19 23:00,284
06-01-19 22:00,311
06-01-19 21:00,309
06-01-19 20:00,320
06-01-19 19:00,318
06-01-19 18:00,315
06-01-19 17:00,307
06-01-19 16:00,309
06-01-19 15:00,320
06-01-19 14:00,323
06-01-19 13:00,329
06-01-19 12:00,337
06-01-19 11:00,334
06-01-19 10:00,331
06-01-19 09:00,331
06-01-19 08:00,332
06-01-19 07:00,335
06-01-19 06:00,329
06-01-19 05:00,326
06-01-19 04:00,331
06-01-19 03:00,345
06-01-19 02:00,346
06-01-19 01:00,342
06-01-19 00:00,343
05-01-19 23:00,337
05-01-19 22:00,333
05-01-19 21:00,331
05-01-19 20:00,327
05-01-19 19:00,329
05-01-19 18:00,326
05-01-19 17:00,327
05-01-19 16:00,327
05-01-19 15:00,328
05-01-19 14:00,325
05-01-19 13:00,327
05-01-19 12:00,326
05-01-19 11:00,324
05-01-19 10:00,323
05-01-19 09:00,317
05-01-19 08:00,310
05-01-19 07:00,286
05-01-19 06:00,277
05-01-19 05:00,270
05-01-19 04:00,263
05-01-19 03:00,271
05-01-19 02:00,283
05-01-19 01:00,288
05-01-19 00:00,283
04-01-19 23:00,300
04-01-19 22:00,306
04-01-19 21:00,315
04-01-19 20:00,309
04-01-19 19:00,292
04-01-19 18:00,268
04-01-19 17:00,265
04-01-19 16:00,269
04-01-19 15:00,272
04-01-19 14:00,253
04-01-19 13:00,249
04-01-19 12:00,252
04-01-19 11:00,248
04-01-19 10:00,254
04-01-19 09:00,280
04-01-19 08:00,279
04-01-19 07:00,274
04-01-19 06:00,288
04-01-19 05:00,295
04-01-19 04:00,307
04-01-19 03:00,318
04-01-19 02:00,324
04-01-19 01:00,332
04-01-19 00:00,335
03-01-19 23:00,334
03-01-19 22:00,332
03-01-19 21:00,325
03-01-19 20:00,323
03-01-19 19:00,322
03-01-19 18:00,320
03-01-19 17:00,318
03-01-19 16:00,315
03-01-19 15:00,326
03-01-19 14:00,329
03-01-19 13:00,318
03-01-19 12:00,316
03-01-19 11:00,318
03-01-19 10:00,314
03-01-19 09:00,310
03-01-19 08:00,305
03-01-19 07:00,302
03-01-19 06:00,314
03-01-19 05:00,321
03-01-19 04:00,321
03-01-19 03:00,324
03-01-19 02:00,327
03-01-19 01:00,327
03-01-19 00:00,328
02-01-19 23:00,326
02-01-19 22:00,328
02-01-19 21:00,337
02-01-19 20:00,334
02-01-19 19:00,332
02-01-19 18:00,332
02-01-19 17:00,331
02-01-19 16:00,334
02-01-19 15:00,335
02-01-19 14:00,331
02-01-19 13:00,330
02-01-19 12:00,327
02-01-19 11:00,326
02-01-19 10:00,322
02-01-19 09:00,317
02-01-19 08:00,319
02-01-19 07:00,312
02-01-19 06:00,308
02-01-19 05:00,312
02-01-19 04:00,314
02-01-19 03:00,314
02-01-19 02:00,309
02-01-19 01:00,306
02-01-19 00:00,307
01-01-19 23:00,305
01-01-19 22:00,302
01-01-19 21:00,302
01-01-19 20:00,308
01-01-19 19:00,301
01-01-19 18:00,293
01-01-19 17:00,306
01-01-19 16:00,309
01-01-19 15:00,300
01-01-19 14:00,274
01-01-19 13:00,264
01-01-19 12:00,259
01-01-19 11:00,262
01-01-19 10:00,267
01-01-19 09:00,269
01-01-19 08:00,260
01-01-19 07:00,250
01-01-19 06:00,255
01-01-19 05:00,240
01-01-19 04:00,226
01-01-19 03:00,241
01-01-19 02:00,230
01-01-19 01:00,236

