Datum Zeit,Borna WINDRI
24-01-19 13:00,63
24-01-19 12:00,58
24-01-19 11:00,60
24-01-19 10:00,60
24-01-19 09:00,63
24-01-19 08:00,60
24-01-19 07:00,55
24-01-19 06:00,46
24-01-19 05:00,12
24-01-19 04:00,359
24-01-19 03:00,27
24-01-19 02:00,39
24-01-19 01:00,26
24-01-19 00:00,47
23-01-19 23:00,62
23-01-19 22:00,72
23-01-19 21:00,70
23-01-19 20:00,66
23-01-19 19:00,62
23-01-19 18:00,56
23-01-19 17:00,50
23-01-19 16:00,46
23-01-19 15:00,92
23-01-19 14:00,94
23-01-19 13:00,115
23-01-19 12:00,153
23-01-19 11:00,68
23-01-19 10:00,62
23-01-19 09:00,356
23-01-19 08:00,112
23-01-19 07:00,188
23-01-19 06:00,29
23-01-19 05:00,215
23-01-19 04:00,166
23-01-19 03:00,136
23-01-19 02:00,202
23-01-19 01:00,193
23-01-19 00:00,351
22-01-19 23:00,138
22-01-19 22:00,155
22-01-19 21:00,153
22-01-19 20:00,173
22-01-19 19:00,196
22-01-19 18:00,205
22-01-19 17:00,203
22-01-19 16:00,168
22-01-19 15:00,200
22-01-19 14:00,210
22-01-19 13:00,203
22-01-19 12:00,208
22-01-19 11:00,202
22-01-19 10:00,163
22-01-19 09:00,165
22-01-19 08:00,167
22-01-19 07:00,175
22-01-19 06:00,184
22-01-19 05:00,193
22-01-19 04:00,183
22-01-19 03:00,180
22-01-19 02:00,159
22-01-19 01:00,167
22-01-19 00:00,147
21-01-19 23:00,156
21-01-19 22:00,161
21-01-19 21:00,118
21-01-19 20:00,151
21-01-19 19:00,162
21-01-19 18:00,309
21-01-19 17:00,353
21-01-19 16:00,200
21-01-19 15:00,218
21-01-19 14:00,194
21-01-19 13:00,254
21-01-19 12:00,237
21-01-19 11:00,205
21-01-19 10:00,161
21-01-19 09:00,160
21-01-19 08:00,173
21-01-19 07:00,164
21-01-19 06:00,160
21-01-19 05:00,164
21-01-19 04:00,159
21-01-19 03:00,154
21-01-19 02:00,155
21-01-19 01:00,19
21-01-19 00:00,33
20-01-19 23:00,12
20-01-19 22:00,160
20-01-19 21:00,10
20-01-19 20:00,23
20-01-19 19:00,50
20-01-19 18:00,13
20-01-19 17:00,45
20-01-19 16:00,99
20-01-19 15:00,141
20-01-19 14:00,183
20-01-19 13:00,168
20-01-19 12:00,160
20-01-19 11:00,145
20-01-19 10:00,157
20-01-19 09:00,163
20-01-19 08:00,163
20-01-19 07:00,173
20-01-19 06:00,151
20-01-19 05:00,167
20-01-19 04:00,161
20-01-19 03:00,48
20-01-19 02:00,183
20-01-19 01:00,285
20-01-19 00:00,124
19-01-19 23:00,121
19-01-19 22:00,127
19-01-19 21:00,109
19-01-19 20:00,116
19-01-19 19:00,69
19-01-19 18:00,47
19-01-19 17:00,124
19-01-19 16:00,132
19-01-19 15:00,130
19-01-19 14:00,119
19-01-19 13:00,123
19-01-19 12:00,173
19-01-19 11:00,162
19-01-19 10:00,154
19-01-19 09:00,151
19-01-19 08:00,158
19-01-19 07:00,151
19-01-19 06:00,159
19-01-19 05:00,159
19-01-19 04:00,163
19-01-19 03:00,169
19-01-19 02:00,189
19-01-19 01:00,177
19-01-19 00:00,169
18-01-19 23:00,178
18-01-19 22:00,181
18-01-19 21:00,202
18-01-19 20:00,172
18-01-19 19:00,185
18-01-19 18:00,233
18-01-19 17:00,247
18-01-19 16:00,243
18-01-19 15:00,260
18-01-19 14:00,239
18-01-19 13:00,261
18-01-19 12:00,291
18-01-19 11:00,286
18-01-19 10:00,286
18-01-19 09:00,288
18-01-19 08:00,287
18-01-19 07:00,295
18-01-19 06:00,300
18-01-19 05:00,267
18-01-19 04:00,258
18-01-19 03:00,260
18-01-19 02:00,263
18-01-19 01:00,259
18-01-19 00:00,264
17-01-19 23:00,263
17-01-19 22:00,259
17-01-19 21:00,263
17-01-19 20:00,256
17-01-19 19:00,232
17-01-19 18:00,209
17-01-19 17:00,208
17-01-19 16:00,234
17-01-19 15:00,246
17-01-19 14:00,235
17-01-19 13:00,224
17-01-19 12:00,220
17-01-19 11:00,211
17-01-19 10:00,217
17-01-19 09:00,220
17-01-19 08:00,216
17-01-19 07:00,224
17-01-19 06:00,228
17-01-19 05:00,221
17-01-19 04:00,227
17-01-19 03:00,217
17-01-19 02:00,215
17-01-19 01:00,214
17-01-19 00:00,218
16-01-19 23:00,207
16-01-19 22:00,210
16-01-19 21:00,203
16-01-19 20:00,208
16-01-19 19:00,201
16-01-19 18:00,209
16-01-19 17:00,213
16-01-19 16:00,209
16-01-19 15:00,212
16-01-19 14:00,215
16-01-19 13:00,213
16-01-19 12:00,215
16-01-19 11:00,222
16-01-19 10:00,222
16-01-19 09:00,219
16-01-19 08:00,231
16-01-19 07:00,237
16-01-19 06:00,242
16-01-19 05:00,257
16-01-19 04:00,258
16-01-19 03:00,257
16-01-19 02:00,255
16-01-19 01:00,254
16-01-19 00:00,255
15-01-19 23:00,256
15-01-19 22:00,257
15-01-19 21:00,257
15-01-19 20:00,258
15-01-19 19:00,258
15-01-19 18:00,260
15-01-19 17:00,259
15-01-19 16:00,259
15-01-19 15:00,260
15-01-19 14:00,260
15-01-19 13:00,260
15-01-19 12:00,256
15-01-19 11:00,256
15-01-19 10:00,256
15-01-19 09:00,258
15-01-19 08:00,260
15-01-19 07:00,261
15-01-19 06:00,267
15-01-19 05:00,266
15-01-19 04:00,263
15-01-19 03:00,269
15-01-19 02:00,266
15-01-19 01:00,263
15-01-19 00:00,264
14-01-19 23:00,266
14-01-19 22:00,266
14-01-19 21:00,276
14-01-19 20:00,279
14-01-19 19:00,285
14-01-19 18:00,286
14-01-19 17:00,286
14-01-19 16:00,332
14-01-19 15:00,311
14-01-19 14:00,300
14-01-19 13:00,292
14-01-19 12:00,294
14-01-19 11:00,312
14-01-19 10:00,306
14-01-19 09:00,276
14-01-19 08:00,277
14-01-19 07:00,290
14-01-19 06:00,294
14-01-19 05:00,294
14-01-19 04:00,300
14-01-19 03:00,292
14-01-19 02:00,277
14-01-19 01:00,269
14-01-19 00:00,271
13-01-19 23:00,270
13-01-19 22:00,281
13-01-19 21:00,279
13-01-19 20:00,259
13-01-19 19:00,242
13-01-19 18:00,230
13-01-19 17:00,254
13-01-19 16:00,232
13-01-19 15:00,228
13-01-19 14:00,220
13-01-19 13:00,218
13-01-19 12:00,225
13-01-19 11:00,232
13-01-19 10:00,233
13-01-19 09:00,248
13-01-19 08:00,252
13-01-19 07:00,255
13-01-19 06:00,255
13-01-19 05:00,255
13-01-19 04:00,259
13-01-19 03:00,257
13-01-19 02:00,252
13-01-19 01:00,248
13-01-19 00:00,249
12-01-19 23:00,250
12-01-19 22:00,257
12-01-19 21:00,244
12-01-19 20:00,233
12-01-19 19:00,233
12-01-19 18:00,225
12-01-19 17:00,222
12-01-19 16:00,234
12-01-19 15:00,235
12-01-19 14:00,243
12-01-19 13:00,254
12-01-19 12:00,256
12-01-19 11:00,251
12-01-19 10:00,256
12-01-19 09:00,257
12-01-19 08:00,255
12-01-19 07:00,255
12-01-19 06:00,261
12-01-19 05:00,262
12-01-19 04:00,264
12-01-19 03:00,268
12-01-19 02:00,266
12-01-19 01:00,262
12-01-19 00:00,261
11-01-19 23:00,256
11-01-19 22:00,258
11-01-19 21:00,258
11-01-19 20:00,257
11-01-19 19:00,255
11-01-19 18:00,247
11-01-19 17:00,244
11-01-19 16:00,235
11-01-19 15:00,227
11-01-19 14:00,220
11-01-19 13:00,218
11-01-19 12:00,214
11-01-19 11:00,207
11-01-19 10:00,211
11-01-19 09:00,209
11-01-19 08:00,211
11-01-19 07:00,215
11-01-19 06:00,219
11-01-19 05:00,212
11-01-19 04:00,216
11-01-19 03:00,236
11-01-19 02:00,245
11-01-19 01:00,248
11-01-19 00:00,263
10-01-19 23:00,266
10-01-19 22:00,284
10-01-19 21:00,296
10-01-19 20:00,327
10-01-19 19:00,341
10-01-19 18:00,332
10-01-19 17:00,337
10-01-19 16:00,345
10-01-19 15:00,353
10-01-19 14:00,353
10-01-19 13:00,350
10-01-19 12:00,1
10-01-19 11:00,359
10-01-19 10:00,3
10-01-19 09:00,1
10-01-19 08:00,355
10-01-19 07:00,357
10-01-19 06:00,352
10-01-19 05:00,354
10-01-19 04:00,355
10-01-19 03:00,355
10-01-19 02:00,353
10-01-19 01:00,348
10-01-19 00:00,351
09-01-19 23:00,348
09-01-19 22:00,350
09-01-19 21:00,345
09-01-19 20:00,341
09-01-19 19:00,340
09-01-19 18:00,336
09-01-19 17:00,342
09-01-19 16:00,341
09-01-19 15:00,333
09-01-19 14:00,320
09-01-19 13:00,309
09-01-19 12:00,300
09-01-19 11:00,298
09-01-19 10:00,295
09-01-19 09:00,305
09-01-19 08:00,301
09-01-19 07:00,297
09-01-19 06:00,290
09-01-19 05:00,287
09-01-19 04:00,290
09-01-19 03:00,288
09-01-19 02:00,290
09-01-19 01:00,285
09-01-19 00:00,283
08-01-19 23:00,287
08-01-19 22:00,280
08-01-19 21:00,275
08-01-19 20:00,273
08-01-19 19:00,267
08-01-19 18:00,266
08-01-19 17:00,265
08-01-19 16:00,263
08-01-19 15:00,261
08-01-19 14:00,257
08-01-19 13:00,247
08-01-19 12:00,238
08-01-19 11:00,238
08-01-19 10:00,249
08-01-19 09:00,232
08-01-19 08:00,231
08-01-19 07:00,238
08-01-19 06:00,241
08-01-19 05:00,228
08-01-19 04:00,221
08-01-19 03:00,216
08-01-19 02:00,215
08-01-19 01:00,214
08-01-19 00:00,214
07-01-19 23:00,213
07-01-19 22:00,215
07-01-19 21:00,221
07-01-19 20:00,232
07-01-19 19:00,247
07-01-19 18:00,245
07-01-19 17:00,256
07-01-19 16:00,255
07-01-19 15:00,266
07-01-19 14:00,263
07-01-19 13:00,265
07-01-19 12:00,282
07-01-19 11:00,276
07-01-19 10:00,275
07-01-19 09:00,291
07-01-19 08:00,300
07-01-19 07:00,293
07-01-19 06:00,289
07-01-19 05:00,293
07-01-19 04:00,287
07-01-19 03:00,259
07-01-19 02:00,219
07-01-19 01:00,218
07-01-19 00:00,221
06-01-19 23:00,265
06-01-19 22:00,125
06-01-19 21:00,95
06-01-19 20:00,256
06-01-19 19:00,246
06-01-19 18:00,246
06-01-19 17:00,263
06-01-19 16:00,291
06-01-19 15:00,302
06-01-19 14:00,315
06-01-19 13:00,349
06-01-19 12:00,349
06-01-19 11:00,355
06-01-19 10:00,317
06-01-19 09:00,350
06-01-19 08:00,349
06-01-19 07:00,354
06-01-19 06:00,344
06-01-19 05:00,352
06-01-19 04:00,3
06-01-19 03:00,5
06-01-19 02:00,4
06-01-19 01:00,344
06-01-19 00:00,349
05-01-19 23:00,337
05-01-19 22:00,330
05-01-19 21:00,327
05-01-19 20:00,321
05-01-19 19:00,317
05-01-19 18:00,333
05-01-19 17:00,322
05-01-19 16:00,316
05-01-19 15:00,330
05-01-19 14:00,337
05-01-19 13:00,330
05-01-19 12:00,322
05-01-19 11:00,317
05-01-19 10:00,284
05-01-19 09:00,283
05-01-19 08:00,274
05-01-19 07:00,267
05-01-19 06:00,262
05-01-19 05:00,264
05-01-19 04:00,259
05-01-19 03:00,263
05-01-19 02:00,266
05-01-19 01:00,264
05-01-19 00:00,268
04-01-19 23:00,263
04-01-19 22:00,269
04-01-19 21:00,272
04-01-19 20:00,273
04-01-19 19:00,265
04-01-19 18:00,264
04-01-19 17:00,262
04-01-19 16:00,266
04-01-19 15:00,261
04-01-19 14:00,263
04-01-19 13:00,259
04-01-19 12:00,256
04-01-19 11:00,255
04-01-19 10:00,254
04-01-19 09:00,253
04-01-19 08:00,261
04-01-19 07:00,264
04-01-19 06:00,264
04-01-19 05:00,281
04-01-19 04:00,271
04-01-19 03:00,281
04-01-19 02:00,338
04-01-19 01:00,330
04-01-19 00:00,344
03-01-19 23:00,341
03-01-19 22:00,347
03-01-19 21:00,330
03-01-19 20:00,304
03-01-19 19:00,331
03-01-19 18:00,10
03-01-19 17:00,355
03-01-19 16:00,349
03-01-19 15:00,329
03-01-19 14:00,318
03-01-19 13:00,313
03-01-19 12:00,287
03-01-19 11:00,279
03-01-19 10:00,280
03-01-19 09:00,275
03-01-19 08:00,268
03-01-19 07:00,278
03-01-19 06:00,274
03-01-19 05:00,253
03-01-19 04:00,297
03-01-19 03:00,294
03-01-19 02:00,311
03-01-19 01:00,315
03-01-19 00:00,316
02-01-19 23:00,324
02-01-19 22:00,349
02-01-19 21:00,347
02-01-19 20:00,344
02-01-19 19:00,331
02-01-19 18:00,330
02-01-19 17:00,347
02-01-19 16:00,347
02-01-19 15:00,348
02-01-19 14:00,349
02-01-19 13:00,336
02-01-19 12:00,338
02-01-19 11:00,348
02-01-19 10:00,338
02-01-19 09:00,300
02-01-19 08:00,295
02-01-19 07:00,289
02-01-19 06:00,291
02-01-19 05:00,293
02-01-19 04:00,294
02-01-19 03:00,286
02-01-19 02:00,283
02-01-19 01:00,285
02-01-19 00:00,286
01-01-19 23:00,285
01-01-19 22:00,274
01-01-19 21:00,286
01-01-19 20:00,289
01-01-19 19:00,277
01-01-19 18:00,271
01-01-19 17:00,281
01-01-19 16:00,266
01-01-19 15:00,259
01-01-19 14:00,260
01-01-19 13:00,259
01-01-19 12:00,260
01-01-19 11:00,261
01-01-19 10:00,260
01-01-19 09:00,262
01-01-19 08:00,261
01-01-19 07:00,253
01-01-19 06:00,246
01-01-19 05:00,234
01-01-19 04:00,236
01-01-19 03:00,230
01-01-19 02:00,251
01-01-19 01:00,246

