Datum Zeit,Glauchau WINDRI
24-01-19 13:00,232
24-01-19 12:00,228
24-01-19 11:00,197
24-01-19 10:00,210
24-01-19 09:00,243
24-01-19 08:00,189
24-01-19 07:00,47
24-01-19 06:00,34
24-01-19 05:00,45
24-01-19 04:00,46
24-01-19 03:00,49
24-01-19 02:00,43
24-01-19 01:00,34
24-01-19 00:00,353
23-01-19 23:00,19
23-01-19 22:00,53
23-01-19 21:00,15
23-01-19 20:00,36
23-01-19 19:00,44
23-01-19 18:00,42
23-01-19 17:00,71
23-01-19 16:00,344
23-01-19 15:00,326
23-01-19 14:00,270
23-01-19 13:00,256
23-01-19 12:00,46
23-01-19 11:00,193
23-01-19 10:00,14
23-01-19 09:00,286
23-01-19 08:00,27
23-01-19 07:00,215
23-01-19 06:00,203
23-01-19 05:00,342
23-01-19 04:00,264
23-01-19 03:00,342
23-01-19 02:00,27
23-01-19 01:00,191
23-01-19 00:00,194
22-01-19 23:00,256
22-01-19 22:00,357
22-01-19 21:00,283
22-01-19 20:00,190
22-01-19 19:00,182
22-01-19 18:00,231
22-01-19 17:00,240
22-01-19 16:00,240
22-01-19 15:00,231
22-01-19 14:00,221
22-01-19 13:00,233
22-01-19 12:00,195
22-01-19 11:00,186
22-01-19 10:00,166
22-01-19 09:00,246
22-01-19 08:00,222
22-01-19 07:00,238
22-01-19 06:00,223
22-01-19 05:00,122
22-01-19 04:00,188
22-01-19 03:00,182
22-01-19 02:00,212
22-01-19 01:00,27
22-01-19 00:00,332
21-01-19 23:00,179
21-01-19 22:00,29
21-01-19 21:00,44
21-01-19 20:00,311
21-01-19 19:00,352
21-01-19 18:00,182
21-01-19 17:00,302
21-01-19 16:00,254
21-01-19 15:00,211
21-01-19 14:00,269
21-01-19 13:00,322
21-01-19 12:00,360
21-01-19 11:00,129
21-01-19 10:00,184
21-01-19 09:00,216
21-01-19 08:00,204
21-01-19 07:00,354
21-01-19 06:00,191
21-01-19 05:00,206
21-01-19 04:00,212
21-01-19 03:00,242
21-01-19 02:00,218
21-01-19 01:00,353
21-01-19 00:00,263
20-01-19 23:00,354
20-01-19 22:00,22
20-01-19 21:00,16
20-01-19 20:00,40
20-01-19 19:00,43
20-01-19 18:00,113
20-01-19 17:00,105
20-01-19 16:00,73
20-01-19 15:00,21
20-01-19 14:00,8
20-01-19 13:00,6
20-01-19 12:00,304
20-01-19 11:00,195
20-01-19 10:00,195
20-01-19 09:00,353
20-01-19 08:00,325
20-01-19 07:00,341
20-01-19 06:00,214
20-01-19 05:00,328
20-01-19 04:00,332
20-01-19 03:00,263
20-01-19 02:00,283
20-01-19 01:00,142
20-01-19 00:00,145
19-01-19 23:00,241
19-01-19 22:00,215
19-01-19 21:00,325
19-01-19 20:00,327
19-01-19 19:00,353
19-01-19 18:00,359
19-01-19 17:00,324
19-01-19 16:00,316
19-01-19 15:00,10
19-01-19 14:00,36
19-01-19 13:00,274
19-01-19 12:00,268
19-01-19 11:00,270
19-01-19 10:00,247
19-01-19 09:00,206
19-01-19 08:00,223
19-01-19 07:00,208
19-01-19 06:00,203
19-01-19 05:00,210
19-01-19 04:00,194
19-01-19 03:00,218
19-01-19 02:00,321
19-01-19 01:00,262
19-01-19 00:00,188
18-01-19 23:00,329
18-01-19 22:00,207
18-01-19 21:00,319
18-01-19 20:00,215
18-01-19 19:00,214
18-01-19 18:00,188
18-01-19 17:00,199
18-01-19 16:00,223
18-01-19 15:00,238
18-01-19 14:00,231
18-01-19 13:00,267
18-01-19 12:00,296
18-01-19 11:00,298
18-01-19 10:00,310
18-01-19 09:00,322
18-01-19 08:00,319
18-01-19 07:00,322
18-01-19 06:00,288
18-01-19 05:00,280
18-01-19 04:00,262
18-01-19 03:00,266
18-01-19 02:00,249
18-01-19 01:00,251
18-01-19 00:00,274
17-01-19 23:00,264
17-01-19 22:00,253
17-01-19 21:00,244
17-01-19 20:00,268
17-01-19 19:00,203
17-01-19 18:00,201
17-01-19 17:00,216
17-01-19 16:00,228
17-01-19 15:00,205
17-01-19 14:00,222
17-01-19 13:00,220
17-01-19 12:00,211
17-01-19 11:00,202
17-01-19 10:00,206
17-01-19 09:00,216
17-01-19 08:00,225
17-01-19 07:00,232
17-01-19 06:00,239
17-01-19 05:00,245
17-01-19 04:00,234
17-01-19 03:00,247
17-01-19 02:00,207
17-01-19 01:00,197
17-01-19 00:00,201
16-01-19 23:00,193
16-01-19 22:00,208
16-01-19 21:00,217
16-01-19 20:00,201
16-01-19 19:00,194
16-01-19 18:00,211
16-01-19 17:00,197
16-01-19 16:00,206
16-01-19 15:00,213
16-01-19 14:00,206
16-01-19 13:00,205
16-01-19 12:00,208
16-01-19 11:00,213
16-01-19 10:00,212
16-01-19 09:00,216
16-01-19 08:00,224
16-01-19 07:00,223
16-01-19 06:00,235
16-01-19 05:00,235
16-01-19 04:00,239
16-01-19 03:00,231
16-01-19 02:00,239
16-01-19 01:00,243
16-01-19 00:00,250
15-01-19 23:00,248
15-01-19 22:00,255
15-01-19 21:00,254
15-01-19 20:00,246
15-01-19 19:00,245
15-01-19 18:00,246
15-01-19 17:00,248
15-01-19 16:00,250
15-01-19 15:00,247
15-01-19 14:00,250
15-01-19 13:00,256
15-01-19 12:00,256
15-01-19 11:00,257
15-01-19 10:00,265
15-01-19 09:00,264
15-01-19 08:00,265
15-01-19 07:00,262
15-01-19 06:00,271
15-01-19 05:00,270
15-01-19 04:00,272
15-01-19 03:00,269
15-01-19 02:00,269
15-01-19 01:00,268
15-01-19 00:00,267
14-01-19 23:00,262
14-01-19 22:00,252
14-01-19 21:00,268
14-01-19 20:00,288
14-01-19 19:00,296
14-01-19 18:00,304
14-01-19 17:00,317
14-01-19 16:00,307
14-01-19 15:00,291
14-01-19 14:00,298
14-01-19 13:00,293
14-01-19 12:00,312
14-01-19 11:00,290
14-01-19 10:00,283
14-01-19 09:00,275
14-01-19 08:00,297
14-01-19 07:00,311
14-01-19 06:00,310
14-01-19 05:00,302
14-01-19 04:00,290
14-01-19 03:00,291
14-01-19 02:00,281
14-01-19 01:00,286
14-01-19 00:00,274
13-01-19 23:00,279
13-01-19 22:00,290
13-01-19 21:00,276
13-01-19 20:00,249
13-01-19 19:00,244
13-01-19 18:00,249
13-01-19 17:00,242
13-01-19 16:00,219
13-01-19 15:00,220
13-01-19 14:00,215
13-01-19 13:00,219
13-01-19 12:00,218
13-01-19 11:00,245
13-01-19 10:00,223
13-01-19 09:00,214
13-01-19 08:00,239
13-01-19 07:00,240
13-01-19 06:00,245
13-01-19 05:00,249
13-01-19 04:00,251
13-01-19 03:00,246
13-01-19 02:00,247
13-01-19 01:00,243
13-01-19 00:00,244
12-01-19 23:00,240
12-01-19 22:00,249
12-01-19 21:00,235
12-01-19 20:00,225
12-01-19 19:00,222
12-01-19 18:00,218
12-01-19 17:00,221
12-01-19 16:00,227
12-01-19 15:00,224
12-01-19 14:00,233
12-01-19 13:00,249
12-01-19 12:00,251
12-01-19 11:00,247
12-01-19 10:00,250
12-01-19 09:00,252
12-01-19 08:00,247
12-01-19 07:00,247
12-01-19 06:00,245
12-01-19 05:00,249
12-01-19 04:00,248
12-01-19 03:00,251
12-01-19 02:00,247
12-01-19 01:00,242
12-01-19 00:00,244
11-01-19 23:00,238
11-01-19 22:00,242
11-01-19 21:00,246
11-01-19 20:00,243
11-01-19 19:00,238
11-01-19 18:00,221
11-01-19 17:00,200
11-01-19 16:00,208
11-01-19 15:00,206
11-01-19 14:00,207
11-01-19 13:00,205
11-01-19 12:00,211
11-01-19 11:00,194
11-01-19 10:00,195
11-01-19 09:00,192
11-01-19 08:00,191
11-01-19 07:00,194
11-01-19 06:00,195
11-01-19 05:00,191
11-01-19 04:00,201
11-01-19 03:00,214
11-01-19 02:00,199
11-01-19 01:00,195
11-01-19 00:00,200
10-01-19 23:00,274
10-01-19 22:00,284
10-01-19 21:00,288
10-01-19 20:00,306
10-01-19 19:00,318
10-01-19 18:00,320
10-01-19 17:00,321
10-01-19 16:00,323
10-01-19 15:00,325
10-01-19 14:00,328
10-01-19 13:00,332
10-01-19 12:00,330
10-01-19 11:00,343
10-01-19 10:00,357
10-01-19 09:00,346
10-01-19 08:00,342
10-01-19 07:00,332
10-01-19 06:00,335
10-01-19 05:00,343
10-01-19 04:00,338
10-01-19 03:00,333
10-01-19 02:00,333
10-01-19 01:00,333
10-01-19 00:00,331
09-01-19 23:00,329
09-01-19 22:00,328
09-01-19 21:00,326
09-01-19 20:00,325
09-01-19 19:00,324
09-01-19 18:00,323
09-01-19 17:00,322
09-01-19 16:00,322
09-01-19 15:00,320
09-01-19 14:00,313
09-01-19 13:00,309
09-01-19 12:00,306
09-01-19 11:00,305
09-01-19 10:00,304
09-01-19 09:00,312
09-01-19 08:00,307
09-01-19 07:00,305
09-01-19 06:00,298
09-01-19 05:00,295
09-01-19 04:00,294
09-01-19 03:00,296
09-01-19 02:00,295
09-01-19 01:00,289
09-01-19 00:00,291
08-01-19 23:00,291
08-01-19 22:00,283
08-01-19 21:00,273
08-01-19 20:00,283
08-01-19 19:00,275
08-01-19 18:00,275
08-01-19 17:00,273
08-01-19 16:00,262
08-01-19 15:00,258
08-01-19 14:00,258
08-01-19 13:00,243
08-01-19 12:00,243
08-01-19 11:00,248
08-01-19 10:00,236
08-01-19 09:00,227
08-01-19 08:00,222
08-01-19 07:00,218
08-01-19 06:00,221
08-01-19 05:00,222
08-01-19 04:00,216
08-01-19 03:00,210
08-01-19 02:00,207
08-01-19 01:00,208
08-01-19 00:00,208
07-01-19 23:00,203
07-01-19 22:00,204
07-01-19 21:00,216
07-01-19 20:00,218
07-01-19 19:00,235
07-01-19 18:00,252
07-01-19 17:00,274
07-01-19 16:00,278
07-01-19 15:00,289
07-01-19 14:00,281
07-01-19 13:00,296
07-01-19 12:00,294
07-01-19 11:00,290
07-01-19 10:00,290
07-01-19 09:00,309
07-01-19 08:00,312
07-01-19 07:00,303
07-01-19 06:00,303
07-01-19 05:00,306
07-01-19 04:00,307
07-01-19 03:00,265
07-01-19 02:00,203
07-01-19 01:00,303
07-01-19 00:00,239
06-01-19 23:00,204
06-01-19 22:00,176
06-01-19 21:00,91
06-01-19 20:00,260
06-01-19 19:00,277
06-01-19 18:00,298
06-01-19 17:00,296
06-01-19 16:00,320
06-01-19 15:00,324
06-01-19 14:00,327
06-01-19 13:00,314
06-01-19 12:00,322
06-01-19 11:00,317
06-01-19 10:00,321
06-01-19 09:00,329
06-01-19 08:00,330
06-01-19 07:00,324
06-01-19 06:00,16
06-01-19 05:00,14
06-01-19 04:00,14
06-01-19 03:00,4
06-01-19 02:00,346
06-01-19 01:00,330
06-01-19 00:00,327
05-01-19 23:00,322
05-01-19 22:00,323
05-01-19 21:00,317
05-01-19 20:00,319
05-01-19 19:00,322
05-01-19 18:00,323
05-01-19 17:00,320
05-01-19 16:00,320
05-01-19 15:00,325
05-01-19 14:00,324
05-01-19 13:00,322
05-01-19 12:00,315
05-01-19 11:00,300
05-01-19 10:00,287
05-01-19 09:00,278
05-01-19 08:00,275
05-01-19 07:00,271
05-01-19 06:00,266
05-01-19 05:00,258
05-01-19 04:00,261
05-01-19 03:00,257
05-01-19 02:00,262
05-01-19 01:00,263
05-01-19 00:00,266
04-01-19 23:00,266
04-01-19 22:00,276
04-01-19 21:00,278
04-01-19 20:00,272
04-01-19 19:00,271
04-01-19 18:00,268
04-01-19 17:00,261
04-01-19 16:00,272
04-01-19 15:00,265
04-01-19 14:00,257
04-01-19 13:00,253
04-01-19 12:00,246
04-01-19 11:00,245
04-01-19 10:00,250
04-01-19 09:00,255
04-01-19 08:00,232
04-01-19 07:00,263
04-01-19 06:00,274
04-01-19 05:00,305
04-01-19 04:00,321
04-01-19 03:00,344
04-01-19 02:00,335
04-01-19 01:00,339
04-01-19 00:00,335
03-01-19 23:00,332
03-01-19 22:00,328
03-01-19 21:00,325
03-01-19 20:00,325
03-01-19 19:00,348
03-01-19 18:00,44
03-01-19 17:00,13
03-01-19 16:00,320
03-01-19 15:00,319
03-01-19 14:00,315
03-01-19 13:00,323
03-01-19 12:00,308
03-01-19 11:00,302
03-01-19 10:00,293
03-01-19 09:00,286
03-01-19 08:00,281
03-01-19 07:00,289
03-01-19 06:00,248
03-01-19 05:00,291
03-01-19 04:00,312
03-01-19 03:00,316
03-01-19 02:00,318
03-01-19 01:00,320
03-01-19 00:00,323
02-01-19 23:00,324
02-01-19 22:00,333
02-01-19 21:00,329
02-01-19 20:00,322
02-01-19 19:00,328
02-01-19 18:00,322
02-01-19 17:00,319
02-01-19 16:00,327
02-01-19 15:00,328
02-01-19 14:00,325
02-01-19 13:00,322
02-01-19 12:00,325
02-01-19 11:00,336
02-01-19 10:00,313
02-01-19 09:00,304
02-01-19 08:00,295
02-01-19 07:00,296
02-01-19 06:00,298
02-01-19 05:00,291
02-01-19 04:00,284
02-01-19 03:00,285
02-01-19 02:00,296
02-01-19 01:00,301
02-01-19 00:00,288
01-01-19 23:00,279
01-01-19 22:00,290
01-01-19 21:00,298
01-01-19 20:00,286
01-01-19 19:00,280
01-01-19 18:00,295
01-01-19 17:00,287
01-01-19 16:00,274
01-01-19 15:00,263
01-01-19 14:00,263
01-01-19 13:00,262
01-01-19 12:00,262
01-01-19 11:00,269
01-01-19 10:00,266
01-01-19 09:00,250
01-01-19 08:00,242
01-01-19 07:00,246
01-01-19 06:00,230
01-01-19 05:00,219
01-01-19 04:00,204
01-01-19 03:00,237
01-01-19 02:00,239
01-01-19 01:00,237

