Datum Zeit,Glauchau FEUCHT
23-01-19 06:00,82.4
23-01-19 05:00,82.8
23-01-19 04:00,82.8
23-01-19 03:00,83.3
23-01-19 02:00,83.8
23-01-19 01:00,83.6
23-01-19 00:00,84.3
22-01-19 23:00,83.5
22-01-19 22:00,82.6
22-01-19 21:00,81.4
22-01-19 20:00,79.2
22-01-19 19:00,75.8
22-01-19 18:00,73.2
22-01-19 17:00,69.5
22-01-19 16:00,63.4
22-01-19 15:00,55.3
22-01-19 14:00,56.5
22-01-19 13:00,60.8
22-01-19 12:00,65.8
22-01-19 11:00,69.3
22-01-19 10:00,75.1
22-01-19 09:00,82.3
22-01-19 08:00,83.3
22-01-19 07:00,83.2
22-01-19 06:00,82.9
22-01-19 05:00,84.3
22-01-19 04:00,84.6
22-01-19 03:00,84.8
22-01-19 02:00,85.3
22-01-19 01:00,85.0
22-01-19 00:00,83.2
21-01-19 23:00,83.9
21-01-19 22:00,83.9
21-01-19 21:00,82.0
21-01-19 20:00,77.7
21-01-19 19:00,73.9
21-01-19 18:00,71.1
21-01-19 17:00,66.0
21-01-19 16:00,59.4
21-01-19 15:00,51.5
21-01-19 14:00,53.9
21-01-19 13:00,59.3
21-01-19 12:00,69.1
21-01-19 11:00,72.8
21-01-19 10:00,76.1
21-01-19 09:00,83.0
21-01-19 08:00,84.2
21-01-19 07:00,83.5
21-01-19 06:00,83.3
21-01-19 05:00,83.1
21-01-19 04:00,83.4
21-01-19 03:00,84.1
21-01-19 02:00,84.6
21-01-19 01:00,83.6
21-01-19 00:00,84.2
20-01-19 23:00,84.8
20-01-19 22:00,83.6
20-01-19 21:00,78.7
20-01-19 20:00,73.7
20-01-19 19:00,72.1
20-01-19 18:00,70.1
20-01-19 17:00,67.7
20-01-19 16:00,66.3
20-01-19 15:00,60.4
20-01-19 14:00,59.5
20-01-19 13:00,63.2
20-01-19 12:00,70.6
20-01-19 11:00,73.0
20-01-19 10:00,76.6
20-01-19 09:00,82.9
20-01-19 08:00,83.4
20-01-19 07:00,84.1
20-01-19 06:00,84.4
20-01-19 05:00,84.8
20-01-19 04:00,84.9
20-01-19 03:00,84.2
20-01-19 02:00,84.6
20-01-19 01:00,84.1
20-01-19 00:00,85.1
19-01-19 23:00,84.9
19-01-19 22:00,82.7
19-01-19 21:00,79.8
19-01-19 20:00,76.7
19-01-19 19:00,75.6
19-01-19 18:00,74.6
19-01-19 17:00,66.4
19-01-19 16:00,58.1
19-01-19 15:00,44.3
19-01-19 14:00,47.8
19-01-19 13:00,52.5
19-01-19 12:00,61.0
19-01-19 11:00,66.5
19-01-19 10:00,71.6
19-01-19 09:00,79.7
19-01-19 08:00,82.0
19-01-19 07:00,82.7
19-01-19 06:00,83.4
19-01-19 05:00,85.8
19-01-19 04:00,85.4
19-01-19 03:00,86.5
19-01-19 02:00,86.3
19-01-19 01:00,86.3
19-01-19 00:00,84.3
18-01-19 23:00,82.6
18-01-19 22:00,82.1
18-01-19 21:00,82.5
18-01-19 20:00,79.6
18-01-19 19:00,76.2
18-01-19 18:00,74.4
18-01-19 17:00,67.0
18-01-19 16:00,63.6
18-01-19 15:00,58.3
18-01-19 14:00,57.5
18-01-19 13:00,63.1
18-01-19 12:00,64.1
18-01-19 11:00,68.7
18-01-19 10:00,75.1
18-01-19 09:00,82.2
18-01-19 08:00,90.8
18-01-19 07:00,92.3
18-01-19 06:00,78.8
18-01-19 05:00,79.6
18-01-19 04:00,78.0
18-01-19 03:00,80.1
18-01-19 02:00,82.7
18-01-19 01:00,85.5
18-01-19 00:00,84.0
17-01-19 23:00,82.7
17-01-19 22:00,87.8
17-01-19 21:00,92.0
17-01-19 20:00,87.6
17-01-19 19:00,79.7
17-01-19 18:00,78.4
17-01-19 17:00,78.9
17-01-19 16:00,76.5
17-01-19 15:00,75.5
17-01-19 14:00,77.1
17-01-19 13:00,79.3
17-01-19 12:00,81.6
17-01-19 11:00,84.0
17-01-19 10:00,79.7
17-01-19 09:00,75.5
17-01-19 08:00,73.4
17-01-19 07:00,70.6
17-01-19 06:00,70.6
17-01-19 05:00,69.4
17-01-19 04:00,68.0
17-01-19 03:00,67.5
17-01-19 02:00,65.9
17-01-19 01:00,65.7
17-01-19 00:00,67.1
16-01-19 23:00,70.2
16-01-19 22:00,72.2
16-01-19 21:00,73.6
16-01-19 20:00,74.7
16-01-19 19:00,75.8
16-01-19 18:00,74.7
16-01-19 17:00,73.0
16-01-19 16:00,73.2
16-01-19 15:00,74.2
16-01-19 14:00,74.5
16-01-19 13:00,76.4
16-01-19 12:00,78.9
16-01-19 11:00,77.8
16-01-19 10:00,79.0
16-01-19 09:00,79.9
16-01-19 08:00,78.9
16-01-19 07:00,78.7
16-01-19 06:00,79.0
16-01-19 05:00,78.7
16-01-19 04:00,79.1
16-01-19 03:00,80.2
16-01-19 02:00,81.7
16-01-19 01:00,83.8
16-01-19 00:00,82.4
15-01-19 23:00,77.2
15-01-19 22:00,73.6
15-01-19 21:00,74.4
15-01-19 20:00,75.7
15-01-19 19:00,76.7
15-01-19 18:00,76.4
15-01-19 17:00,76.0
15-01-19 16:00,76.7
15-01-19 15:00,76.3
15-01-19 14:00,74.6
15-01-19 13:00,71.1
15-01-19 12:00,70.4
15-01-19 11:00,69.8
15-01-19 10:00,71.2
15-01-19 09:00,72.7
15-01-19 08:00,74.3
15-01-19 07:00,75.8
15-01-19 06:00,75.9
15-01-19 05:00,75.2
15-01-19 04:00,76.5
15-01-19 03:00,77.1
15-01-19 02:00,79.7
15-01-19 01:00,78.9
15-01-19 00:00,80.8
14-01-19 23:00,80.5
14-01-19 22:00,80.5
14-01-19 21:00,80.6
14-01-19 20:00,77.6
14-01-19 19:00,81.1
14-01-19 18:00,80.3
14-01-19 17:00,85.8
14-01-19 16:00,65.7
14-01-19 15:00,71.8
14-01-19 14:00,72.4
14-01-19 13:00,85.4
14-01-19 12:00,87.3
14-01-19 11:00,72.1
14-01-19 10:00,72.0
14-01-19 09:00,69.3
14-01-19 08:00,66.8
14-01-19 07:00,71.1
14-01-19 06:00,72.9
14-01-19 05:00,85.7
14-01-19 04:00,80.4
14-01-19 03:00,78.6
14-01-19 02:00,78.8
14-01-19 01:00,78.1
14-01-19 00:00,81.1
13-01-19 23:00,79.0
13-01-19 22:00,78.9
13-01-19 21:00,83.9
13-01-19 20:00,91.4
13-01-19 19:00,94.0
13-01-19 18:00,94.4
13-01-19 17:00,93.8
13-01-19 16:00,92.9
13-01-19 15:00,90.4
13-01-19 14:00,89.0
13-01-19 13:00,88.1
13-01-19 12:00,87.8
13-01-19 11:00,85.6
13-01-19 10:00,83.5
13-01-19 09:00,82.8
13-01-19 08:00,82.7
13-01-19 07:00,84.6
13-01-19 06:00,85.5
13-01-19 05:00,86.5
13-01-19 04:00,88.9
13-01-19 03:00,88.9
13-01-19 02:00,88.7
13-01-19 01:00,90.0
13-01-19 00:00,88.4
12-01-19 23:00,89.1
12-01-19 22:00,87.9
12-01-19 21:00,86.1
12-01-19 20:00,87.9
12-01-19 19:00,86.8
12-01-19 18:00,89.2
12-01-19 17:00,89.3
12-01-19 16:00,83.9
12-01-19 15:00,83.4
12-01-19 14:00,83.9
12-01-19 13:00,83.8
12-01-19 12:00,83.1
12-01-19 11:00,86.9
12-01-19 10:00,89.9
12-01-19 09:00,88.6
12-01-19 08:00,86.6
12-01-19 07:00,86.4
12-01-19 06:00,86.5
12-01-19 05:00,86.3
12-01-19 04:00,87.1
12-01-19 03:00,87.3
12-01-19 02:00,88.7
12-01-19 01:00,90.5
12-01-19 00:00,90.9
11-01-19 23:00,91.2
11-01-19 22:00,91.8
11-01-19 21:00,92.7
11-01-19 20:00,94.4
11-01-19 19:00,95.0
11-01-19 18:00,94.2
11-01-19 17:00,92.1
11-01-19 16:00,90.0
11-01-19 15:00,90.9
11-01-19 14:00,91.8
11-01-19 13:00,90.8
11-01-19 12:00,90.4
11-01-19 11:00,90.5
11-01-19 10:00,89.8
11-01-19 09:00,89.7
11-01-19 08:00,90.0
11-01-19 07:00,88.3
11-01-19 06:00,84.1
11-01-19 05:00,85.8
11-01-19 04:00,85.4
11-01-19 03:00,84.8
11-01-19 02:00,85.2
11-01-19 01:00,85.5
11-01-19 00:00,85.1
10-01-19 23:00,85.5
10-01-19 22:00,85.3
10-01-19 21:00,85.8
10-01-19 20:00,86.7
10-01-19 19:00,87.4
10-01-19 18:00,89.7
10-01-19 17:00,90.3
10-01-19 16:00,90.6
10-01-19 15:00,90.7
10-01-19 14:00,90.1
10-01-19 13:00,89.6
10-01-19 12:00,90.1
10-01-19 11:00,90.8
10-01-19 10:00,94.1
10-01-19 09:00,95.8
10-01-19 08:00,96.3
10-01-19 07:00,96.7
10-01-19 06:00,96.7
10-01-19 05:00,96.4
10-01-19 04:00,96.3
10-01-19 03:00,96.8
10-01-19 02:00,97.0
10-01-19 01:00,96.9
10-01-19 00:00,97.2
09-01-19 23:00,96.9
09-01-19 22:00,96.8
09-01-19 21:00,97.2
09-01-19 20:00,97.3
09-01-19 19:00,97.2
09-01-19 18:00,97.6
09-01-19 17:00,97.4
09-01-19 16:00,97.1
09-01-19 15:00,97.1
09-01-19 14:00,96.8
09-01-19 13:00,97.1
09-01-19 12:00,96.1
09-01-19 11:00,96.5
09-01-19 10:00,97.9
09-01-19 09:00,98.3
09-01-19 08:00,97.8
09-01-19 07:00,97.2
09-01-19 06:00,96.9
09-01-19 05:00,96.0
09-01-19 04:00,95.5
09-01-19 03:00,95.0
09-01-19 02:00,93.1
09-01-19 01:00,92.1
09-01-19 00:00,89.2
08-01-19 23:00,86.2
08-01-19 22:00,84.3
08-01-19 21:00,86.1
08-01-19 20:00,84.3
08-01-19 19:00,81.8
08-01-19 18:00,85.8
08-01-19 17:00,85.0
08-01-19 16:00,86.8
08-01-19 15:00,88.0
08-01-19 14:00,87.0
08-01-19 13:00,83.9
08-01-19 12:00,87.0
08-01-19 11:00,88.1
08-01-19 10:00,84.3
08-01-19 09:00,83.9
08-01-19 08:00,87.2
08-01-19 07:00,87.8
08-01-19 06:00,86.5
08-01-19 05:00,86.9
08-01-19 04:00,89.5
08-01-19 03:00,89.6
08-01-19 02:00,88.2
08-01-19 01:00,87.2
08-01-19 00:00,84.1
07-01-19 23:00,84.4
07-01-19 22:00,86.6
07-01-19 21:00,87.0
07-01-19 20:00,87.9
07-01-19 19:00,88.8
07-01-19 18:00,89.2
07-01-19 17:00,87.0
07-01-19 16:00,83.8
07-01-19 15:00,85.3
07-01-19 14:00,90.4
07-01-19 13:00,92.5
07-01-19 12:00,93.2
07-01-19 11:00,92.4
07-01-19 10:00,93.8
07-01-19 09:00,92.9
07-01-19 08:00,94.0
07-01-19 07:00,95.0
07-01-19 06:00,95.5
07-01-19 05:00,95.7
07-01-19 04:00,95.3
07-01-19 03:00,93.0
07-01-19 02:00,92.2
07-01-19 01:00,90.7
07-01-19 00:00,90.3
06-01-19 23:00,90.3
06-01-19 22:00,88.8
06-01-19 21:00,90.3
06-01-19 20:00,89.9
06-01-19 19:00,91.3
06-01-19 18:00,90.1
06-01-19 17:00,79.9
06-01-19 16:00,77.0
06-01-19 15:00,72.1
06-01-19 14:00,70.9
06-01-19 13:00,72.9
06-01-19 12:00,74.9
06-01-19 11:00,81.6
06-01-19 10:00,87.1
06-01-19 09:00,88.2
06-01-19 08:00,86.2
06-01-19 07:00,84.1
06-01-19 06:00,82.4
06-01-19 05:00,81.5
06-01-19 04:00,85.7
06-01-19 03:00,87.4
06-01-19 02:00,89.5
06-01-19 01:00,89.1
06-01-19 00:00,90.0
05-01-19 23:00,92.4
05-01-19 22:00,92.8
05-01-19 21:00,93.7
05-01-19 20:00,92.6
05-01-19 19:00,91.2
05-01-19 18:00,91.9
05-01-19 17:00,92.8
05-01-19 16:00,91.4
05-01-19 15:00,92.5
05-01-19 14:00,95.2
05-01-19 13:00,96.0
05-01-19 12:00,96.2
05-01-19 11:00,95.6
05-01-19 10:00,95.5
05-01-19 09:00,95.6
05-01-19 08:00,95.3
05-01-19 07:00,94.7
05-01-19 06:00,94.0
05-01-19 05:00,94.1
05-01-19 04:00,94.0
05-01-19 03:00,94.8
05-01-19 02:00,93.7
05-01-19 01:00,94.1
05-01-19 00:00,94.0
04-01-19 23:00,93.7
04-01-19 22:00,92.7
04-01-19 21:00,93.8
04-01-19 20:00,92.9
04-01-19 19:00,92.0
04-01-19 18:00,90.0
04-01-19 17:00,87.8
04-01-19 16:00,82.9
04-01-19 15:00,82.8
04-01-19 14:00,82.2
04-01-19 13:00,81.5
04-01-19 12:00,79.2
04-01-19 11:00,80.1
04-01-19 10:00,83.1
04-01-19 09:00,88.9
04-01-19 08:00,91.2
04-01-19 07:00,91.6
04-01-19 06:00,89.7
04-01-19 05:00,89.6
04-01-19 04:00,88.4
04-01-19 03:00,87.9
04-01-19 02:00,88.8
04-01-19 01:00,88.7
04-01-19 00:00,87.1
03-01-19 23:00,86.2
03-01-19 22:00,85.7
03-01-19 21:00,86.5
03-01-19 20:00,90.2
03-01-19 19:00,90.8
03-01-19 18:00,84.9
03-01-19 17:00,74.7
03-01-19 16:00,67.1
03-01-19 15:00,63.3
03-01-19 14:00,63.5
03-01-19 13:00,62.1
03-01-19 12:00,64.0
03-01-19 11:00,70.3
03-01-19 10:00,73.5
03-01-19 09:00,76.3
03-01-19 08:00,77.9
03-01-19 07:00,80.2
03-01-19 06:00,81.8
03-01-19 05:00,80.4
03-01-19 04:00,78.8
03-01-19 03:00,78.5
03-01-19 02:00,75.2
03-01-19 01:00,70.5
03-01-19 00:00,68.8
02-01-19 23:00,63.6
02-01-19 22:00,60.4
02-01-19 21:00,57.8
02-01-19 20:00,72.3
02-01-19 19:00,84.1
02-01-19 18:00,68.4
02-01-19 17:00,61.1
02-01-19 16:00,59.7
02-01-19 15:00,65.0
02-01-19 14:00,69.8
02-01-19 13:00,71.3
02-01-19 12:00,77.8
02-01-19 11:00,78.4
02-01-19 10:00,69.9
02-01-19 09:00,71.7
02-01-19 08:00,77.5
02-01-19 07:00,78.4
02-01-19 06:00,82.6
02-01-19 05:00,85.1
02-01-19 04:00,89.1
02-01-19 03:00,86.7
02-01-19 02:00,75.5
02-01-19 01:00,85.2
02-01-19 00:00,77.4
01-01-19 23:00,75.8
01-01-19 22:00,79.8
01-01-19 21:00,86.6
01-01-19 20:00,73.2
01-01-19 19:00,75.2
01-01-19 18:00,79.8
01-01-19 17:00,82.5
01-01-19 16:00,86.0
01-01-19 15:00,85.9
01-01-19 14:00,85.0
01-01-19 13:00,79.8
01-01-19 12:00,78.5
01-01-19 11:00,76.9
01-01-19 10:00,77.6
01-01-19 09:00,80.6
01-01-19 08:00,79.8
01-01-19 07:00,77.6
01-01-19 06:00,77.6
01-01-19 05:00,78.3
01-01-19 04:00,80.2
01-01-19 03:00,83.2
01-01-19 02:00,87.5
01-01-19 01:00,89.5

