Datum Zeit,Zinnwald DRUCK
,hPa
01-02-19 00:00,
31-01-19 23:00,1000
31-01-19 22:00,1000
31-01-19 21:00,1000
31-01-19 20:00,1001
31-01-19 19:00,1001
31-01-19 18:00,1001
31-01-19 17:00,1001
31-01-19 16:00,1001
31-01-19 15:00,1001
31-01-19 14:00,1001
31-01-19 13:00,1001
31-01-19 12:00,1001
31-01-19 11:00,1002
31-01-19 10:00,1002
31-01-19 09:00,1002
31-01-19 08:00,1001
31-01-19 07:00,1001
31-01-19 06:00,1001
31-01-19 05:00,1001
31-01-19 04:00,1001
31-01-19 03:00,1001
31-01-19 02:00,1001
31-01-19 01:00,1001
31-01-19 00:00,1001
30-01-19 23:00,1001
30-01-19 22:00,1001
30-01-19 21:00,1001
30-01-19 20:00,1001
30-01-19 19:00,1000
30-01-19 18:00,1000
30-01-19 17:00,1000
30-01-19 16:00,1000
30-01-19 15:00,1000
30-01-19 14:00,1000
30-01-19 13:00,1000
30-01-19 12:00,1000
30-01-19 11:00,1000
30-01-19 10:00,1000
30-01-19 09:00,1000
30-01-19 08:00,1000
30-01-19 07:00,1001
30-01-19 06:00,1001
30-01-19 05:00,1001
30-01-19 04:00,1001
30-01-19 03:00,1002
30-01-19 02:00,1003
30-01-19 01:00,1003
30-01-19 00:00,1004
29-01-19 23:00,1005
29-01-19 22:00,1006
29-01-19 21:00,1007
29-01-19 20:00,1007
29-01-19 19:00,1007
29-01-19 18:00,1007
29-01-19 17:00,1006
29-01-19 16:00,1006
29-01-19 15:00,1006
29-01-19 14:00,1006
29-01-19 13:00,1006
29-01-19 12:00,1007
29-01-19 11:00,1006
29-01-19 10:00,1006
29-01-19 09:00,1005
29-01-19 08:00,1004
29-01-19 07:00,1003
29-01-19 06:00,1002
29-01-19 05:00,1001
29-01-19 04:00,1000
29-01-19 03:00,1000
29-01-19 02:00,999
29-01-19 01:00,998
29-01-19 00:00,997
28-01-19 23:00,996
28-01-19 22:00,996
28-01-19 21:00,995
28-01-19 20:00,995
28-01-19 19:00,994
28-01-19 18:00,994
28-01-19 17:00,994
28-01-19 16:00,994
28-01-19 15:00,994
28-01-19 14:00,994
28-01-19 13:00,994
28-01-19 12:00,995
28-01-19 11:00,995
28-01-19 10:00,995
28-01-19 09:00,995
28-01-19 08:00,994
28-01-19 07:00,993
28-01-19 06:00,993
28-01-19 05:00,993
28-01-19 04:00,991
28-01-19 03:00,991
28-01-19 02:00,991
28-01-19 01:00,991
28-01-19 00:00,991
27-01-19 23:00,991
27-01-19 22:00,990
27-01-19 21:00,990
27-01-19 20:00,990
27-01-19 19:00,990
27-01-19 18:00,991
27-01-19 17:00,991
27-01-19 16:00,991
27-01-19 15:00,991
27-01-19 14:00,992
27-01-19 13:00,993
27-01-19 12:00,993
27-01-19 11:00,994
27-01-19 10:00,994
27-01-19 09:00,995
27-01-19 08:00,996
27-01-19 07:00,996
27-01-19 06:00,997
27-01-19 05:00,998
27-01-19 04:00,999
27-01-19 03:00,1000
27-01-19 02:00,1000
27-01-19 01:00,1001
27-01-19 00:00,1001
26-01-19 23:00,1002
26-01-19 22:00,1002
26-01-19 21:00,1003
26-01-19 20:00,1003
26-01-19 19:00,1003
26-01-19 18:00,1003
26-01-19 17:00,1003
26-01-19 16:00,1003
26-01-19 15:00,1003
26-01-19 14:00,1003
26-01-19 13:00,1003
26-01-19 12:00,1004
26-01-19 11:00,1005
26-01-19 10:00,1005
26-01-19 09:00,1006
26-01-19 08:00,1006
26-01-19 07:00,1006
26-01-19 06:00,1006
26-01-19 05:00,1007
26-01-19 04:00,1008
26-01-19 03:00,1009
26-01-19 02:00,1011
26-01-19 01:00,1012
26-01-19 00:00,1013
25-01-19 23:00,1013
25-01-19 22:00,1014
25-01-19 21:00,1015
25-01-19 20:00,1015
25-01-19 19:00,1015
25-01-19 18:00,1015
25-01-19 17:00,1015
25-01-19 16:00,1015
25-01-19 15:00,1015
25-01-19 14:00,1015
25-01-19 13:00,1015
25-01-19 12:00,1016
25-01-19 11:00,1016
25-01-19 10:00,1016
25-01-19 09:00,1015
25-01-19 08:00,1014
25-01-19 07:00,1014
25-01-19 06:00,1014
25-01-19 05:00,1014
25-01-19 04:00,1014
25-01-19 03:00,1014
25-01-19 02:00,1014
25-01-19 01:00,1014
25-01-19 00:00,1014
24-01-19 23:00,1013
24-01-19 22:00,1013
24-01-19 21:00,1013
24-01-19 20:00,1013
24-01-19 19:00,1012
24-01-19 18:00,1012
24-01-19 17:00,1011
24-01-19 16:00,1011
24-01-19 15:00,1010
24-01-19 14:00,1010
24-01-19 13:00,1010
24-01-19 12:00,1010
24-01-19 11:00,1010
24-01-19 10:00,1010
24-01-19 09:00,1010
24-01-19 08:00,1009
24-01-19 07:00,1009
24-01-19 06:00,1008
24-01-19 05:00,1008
24-01-19 04:00,1007
24-01-19 03:00,1007
24-01-19 02:00,1007
24-01-19 01:00,1006
24-01-19 00:00,1006
23-01-19 23:00,1006
23-01-19 22:00,1006
23-01-19 21:00,1005
23-01-19 20:00,1004
23-01-19 19:00,1004
23-01-19 18:00,1004
23-01-19 17:00,1003
23-01-19 16:00,1002
23-01-19 15:00,1002
23-01-19 14:00,1002
23-01-19 13:00,1002
23-01-19 12:00,1003
23-01-19 11:00,1003
23-01-19 10:00,1003
23-01-19 09:00,1004
23-01-19 08:00,1004
23-01-19 07:00,1004
23-01-19 06:00,1004
23-01-19 05:00,1004
23-01-19 04:00,1004
23-01-19 03:00,1005
23-01-19 02:00,1006
23-01-19 01:00,1006
23-01-19 00:00,1007
22-01-19 23:00,1007
22-01-19 22:00,1008
22-01-19 21:00,1009
22-01-19 20:00,1009
22-01-19 19:00,1010
22-01-19 18:00,1010
22-01-19 17:00,1011
22-01-19 16:00,1011
22-01-19 15:00,1012
22-01-19 14:00,1013
22-01-19 13:00,1013
22-01-19 12:00,1014
22-01-19 11:00,1015
22-01-19 10:00,1015
22-01-19 09:00,1016
22-01-19 08:00,1016
22-01-19 07:00,1017
22-01-19 06:00,1017
22-01-19 05:00,1018
22-01-19 04:00,1018
22-01-19 03:00,1019
22-01-19 02:00,1020
22-01-19 01:00,1019
22-01-19 00:00,1020
21-01-19 23:00,1020
21-01-19 22:00,1021
21-01-19 21:00,1021
21-01-19 20:00,1022
21-01-19 19:00,1022
21-01-19 18:00,1022
21-01-19 17:00,1021
21-01-19 16:00,1021
21-01-19 15:00,1021
21-01-19 14:00,1021
21-01-19 13:00,1022
21-01-19 12:00,1023
21-01-19 11:00,1023
21-01-19 10:00,1024
21-01-19 09:00,1024
21-01-19 08:00,1024
21-01-19 07:00,1024
21-01-19 06:00,1024
21-01-19 05:00,1024
21-01-19 04:00,1024
21-01-19 03:00,1024
21-01-19 02:00,1024
21-01-19 01:00,1023
21-01-19 00:00,1023
20-01-19 23:00,1023
20-01-19 22:00,1022
20-01-19 21:00,1022
20-01-19 20:00,1021
20-01-19 19:00,1021
20-01-19 18:00,1020
20-01-19 17:00,1020
20-01-19 16:00,1019
20-01-19 15:00,1019
20-01-19 14:00,1019
20-01-19 13:00,1019
20-01-19 12:00,1018
20-01-19 11:00,1018
20-01-19 10:00,1018
20-01-19 09:00,1017
20-01-19 08:00,1017
20-01-19 07:00,1017
20-01-19 06:00,1017
20-01-19 05:00,1017
20-01-19 04:00,1017
20-01-19 03:00,1017
20-01-19 02:00,1018
20-01-19 01:00,1019
20-01-19 00:00,1019
19-01-19 23:00,1019
19-01-19 22:00,1019
19-01-19 21:00,1020
19-01-19 20:00,1020
19-01-19 19:00,1020
19-01-19 18:00,1020
19-01-19 17:00,1020
19-01-19 16:00,1020
19-01-19 15:00,1020
19-01-19 14:00,1020
19-01-19 13:00,1021
19-01-19 12:00,1021
19-01-19 11:00,1022
19-01-19 10:00,1022
19-01-19 09:00,1022
19-01-19 08:00,1022
19-01-19 07:00,1022
19-01-19 06:00,1022
19-01-19 05:00,1022
19-01-19 04:00,1022
19-01-19 03:00,1023
19-01-19 02:00,1023
19-01-19 01:00,1023
19-01-19 00:00,1023
18-01-19 23:00,1024
18-01-19 22:00,1023
18-01-19 21:00,1023
18-01-19 20:00,1023
18-01-19 19:00,1022
18-01-19 18:00,1022
18-01-19 17:00,1021
18-01-19 16:00,1021
18-01-19 15:00,1020
18-01-19 14:00,1019
18-01-19 13:00,1019
18-01-19 12:00,1018
18-01-19 11:00,1017
18-01-19 10:00,1015
18-01-19 09:00,1014
18-01-19 08:00,1013
18-01-19 07:00,1011
18-01-19 06:00,1010
18-01-19 05:00,1010
18-01-19 04:00,1009
18-01-19 03:00,1008
18-01-19 02:00,1008
18-01-19 01:00,1007
18-01-19 00:00,1006
17-01-19 23:00,1005
17-01-19 22:00,1004
17-01-19 21:00,1003
17-01-19 20:00,1002
17-01-19 19:00,1002
17-01-19 18:00,1002
17-01-19 17:00,1002
17-01-19 16:00,1002
17-01-19 15:00,1002
17-01-19 14:00,1002
17-01-19 13:00,1002
17-01-19 12:00,1003
17-01-19 11:00,1004
17-01-19 10:00,1004
17-01-19 09:00,1003
17-01-19 08:00,1003
17-01-19 07:00,1003
17-01-19 06:00,1002
17-01-19 05:00,1002
17-01-19 04:00,1002
17-01-19 03:00,1003
17-01-19 02:00,1004
17-01-19 01:00,1005
17-01-19 00:00,1005
16-01-19 23:00,1006
16-01-19 22:00,1007
16-01-19 21:00,1007
16-01-19 20:00,1008
16-01-19 19:00,1008
16-01-19 18:00,1008
16-01-19 17:00,1009
16-01-19 16:00,1010
16-01-19 15:00,1010
16-01-19 14:00,1010
16-01-19 13:00,1011
16-01-19 12:00,1012
16-01-19 11:00,1012
16-01-19 10:00,1012
16-01-19 09:00,1012
16-01-19 08:00,1012
16-01-19 07:00,1012
16-01-19 06:00,1012
16-01-19 05:00,1012
16-01-19 04:00,1012
16-01-19 03:00,1012
16-01-19 02:00,1012
16-01-19 01:00,1012
16-01-19 00:00,1011
15-01-19 23:00,1011
15-01-19 22:00,1011
15-01-19 21:00,1011
15-01-19 20:00,1011
15-01-19 19:00,1011
15-01-19 18:00,1011
15-01-19 17:00,1011
15-01-19 16:00,1012
15-01-19 15:00,1012
15-01-19 14:00,1012
15-01-19 13:00,1013
15-01-19 12:00,1013
15-01-19 11:00,1014
15-01-19 10:00,1014
15-01-19 09:00,1014
15-01-19 08:00,1014
15-01-19 07:00,1013
15-01-19 06:00,1013
15-01-19 05:00,1013
15-01-19 04:00,1013
15-01-19 03:00,1012
15-01-19 02:00,1012
15-01-19 01:00,1012
15-01-19 00:00,1013
14-01-19 23:00,1013
14-01-19 22:00,1012
14-01-19 21:00,1011
14-01-19 20:00,1010
14-01-19 19:00,1009
14-01-19 18:00,1007
14-01-19 17:00,1005
14-01-19 16:00,1004
14-01-19 15:00,1003
14-01-19 14:00,1003
14-01-19 13:00,1003
14-01-19 12:00,1002
14-01-19 11:00,1001
14-01-19 10:00,1000
14-01-19 09:00,1000
14-01-19 08:00,998
14-01-19 07:00,997
14-01-19 06:00,996
14-01-19 05:00,995
14-01-19 04:00,994
14-01-19 03:00,993
14-01-19 02:00,992
14-01-19 01:00,992
14-01-19 00:00,992
13-01-19 23:00,992
13-01-19 22:00,991
13-01-19 21:00,992
13-01-19 20:00,992
13-01-19 19:00,994
13-01-19 18:00,995
13-01-19 17:00,996
13-01-19 16:00,997
13-01-19 15:00,998
13-01-19 14:00,999
13-01-19 13:00,1000
13-01-19 12:00,1002
13-01-19 11:00,1003
13-01-19 10:00,1004
13-01-19 09:00,1005
13-01-19 08:00,1005
13-01-19 07:00,1005
13-01-19 06:00,1006
13-01-19 05:00,1006
13-01-19 04:00,1006
13-01-19 03:00,1006
13-01-19 02:00,1006
13-01-19 01:00,1006
13-01-19 00:00,1007
12-01-19 23:00,1007
12-01-19 22:00,1007
12-01-19 21:00,1008
12-01-19 20:00,1008
12-01-19 19:00,1009
12-01-19 18:00,1010
12-01-19 17:00,1011
12-01-19 16:00,1012
12-01-19 15:00,1012
12-01-19 14:00,1013
12-01-19 13:00,1014
12-01-19 12:00,1014
12-01-19 11:00,1015
12-01-19 10:00,1016
12-01-19 09:00,1015
12-01-19 08:00,1015
12-01-19 07:00,1015
12-01-19 06:00,1015
12-01-19 05:00,1015
12-01-19 04:00,1015
12-01-19 03:00,1014
12-01-19 02:00,1014
12-01-19 01:00,1014
12-01-19 00:00,1014
11-01-19 23:00,1014
11-01-19 22:00,1014
11-01-19 21:00,1015
11-01-19 20:00,1015
11-01-19 19:00,1015
11-01-19 18:00,1015
11-01-19 17:00,1016
11-01-19 16:00,1017
11-01-19 15:00,1017
11-01-19 14:00,1018
11-01-19 13:00,1019
11-01-19 12:00,1020
11-01-19 11:00,1021
11-01-19 10:00,1022
11-01-19 09:00,1022
11-01-19 08:00,1023
11-01-19 07:00,1023
11-01-19 06:00,1023
11-01-19 05:00,1024
11-01-19 04:00,1024
11-01-19 03:00,1024
11-01-19 02:00,1025
11-01-19 01:00,1025
11-01-19 00:00,1025
10-01-19 23:00,1024
10-01-19 22:00,1024
10-01-19 21:00,1024
10-01-19 20:00,1023
10-01-19 19:00,1023
10-01-19 18:00,1023
10-01-19 17:00,1022
10-01-19 16:00,1021
10-01-19 15:00,1021
10-01-19 14:00,1021
10-01-19 13:00,1021
10-01-19 12:00,1020
10-01-19 11:00,1019
10-01-19 10:00,1018
10-01-19 09:00,1018
10-01-19 08:00,1017
10-01-19 07:00,1017
10-01-19 06:00,1016
10-01-19 05:00,1015
10-01-19 04:00,1015
10-01-19 03:00,1014
10-01-19 02:00,1014
10-01-19 01:00,1013
10-01-19 00:00,1012
09-01-19 23:00,1011
09-01-19 22:00,1010
09-01-19 21:00,1009
09-01-19 20:00,1008
09-01-19 19:00,1007
09-01-19 18:00,1006
09-01-19 17:00,1006
09-01-19 16:00,1005
09-01-19 15:00,1005
09-01-19 14:00,1004
09-01-19 13:00,1004
09-01-19 12:00,1004
09-01-19 11:00,1003
09-01-19 10:00,1003
09-01-19 09:00,1003
09-01-19 08:00,1002
09-01-19 07:00,1002
09-01-19 06:00,1001
09-01-19 05:00,1001
09-01-19 04:00,1001
09-01-19 03:00,1001
09-01-19 02:00,1001
09-01-19 01:00,1001
09-01-19 00:00,1000
08-01-19 23:00,1000
08-01-19 22:00,1000
08-01-19 21:00,1000
08-01-19 20:00,1000
08-01-19 19:00,1001
08-01-19 18:00,1001
08-01-19 17:00,1001
08-01-19 16:00,1001
08-01-19 15:00,1002
08-01-19 14:00,1002
08-01-19 13:00,1004
08-01-19 12:00,1005
08-01-19 11:00,1006
08-01-19 10:00,1007
08-01-19 09:00,1008
08-01-19 08:00,1008
08-01-19 07:00,1009
08-01-19 06:00,1010
08-01-19 05:00,1011
08-01-19 04:00,1013
08-01-19 03:00,1014
08-01-19 02:00,1016
08-01-19 01:00,1018
08-01-19 00:00,1019
07-01-19 23:00,1021
07-01-19 22:00,1022
07-01-19 21:00,1023
07-01-19 20:00,1024
07-01-19 19:00,1025
07-01-19 18:00,1026
07-01-19 17:00,1026
07-01-19 16:00,1026
07-01-19 15:00,1026
07-01-19 14:00,1027
07-01-19 13:00,1027
07-01-19 12:00,1028
07-01-19 11:00,1028
07-01-19 10:00,1028
07-01-19 09:00,1028
07-01-19 08:00,1028
07-01-19 07:00,1028
07-01-19 06:00,1028
07-01-19 05:00,1028
07-01-19 04:00,1028
07-01-19 03:00,1029
07-01-19 02:00,1029
07-01-19 01:00,1029
07-01-19 00:00,1029
06-01-19 23:00,1029
06-01-19 22:00,1029
06-01-19 21:00,1029
06-01-19 20:00,1028
06-01-19 19:00,1028
06-01-19 18:00,1028
06-01-19 17:00,1028
06-01-19 16:00,1028
06-01-19 15:00,1027
06-01-19 14:00,1027
06-01-19 13:00,1027
06-01-19 12:00,1027
06-01-19 11:00,1027
06-01-19 10:00,1026
06-01-19 09:00,1025
06-01-19 08:00,1025
06-01-19 07:00,1025
06-01-19 06:00,1024
06-01-19 05:00,1024
06-01-19 04:00,1024
06-01-19 03:00,1023
06-01-19 02:00,1022
06-01-19 01:00,1021
06-01-19 00:00,1021
05-01-19 23:00,1021
05-01-19 22:00,1020
05-01-19 21:00,1020
05-01-19 20:00,1020
05-01-19 19:00,1019
05-01-19 18:00,1019
05-01-19 17:00,1019
05-01-19 16:00,1018
05-01-19 15:00,1018
05-01-19 14:00,1017
05-01-19 13:00,1017
05-01-19 12:00,1017
05-01-19 11:00,1017
05-01-19 10:00,1017
05-01-19 09:00,1016
05-01-19 08:00,1016
05-01-19 07:00,1016
05-01-19 06:00,1017
05-01-19 05:00,1018
05-01-19 04:00,1019
05-01-19 03:00,1021
05-01-19 02:00,1021
05-01-19 01:00,1022
05-01-19 00:00,1022
04-01-19 23:00,1023
04-01-19 22:00,1024
04-01-19 21:00,1024
04-01-19 20:00,1024
04-01-19 19:00,1024
04-01-19 18:00,1024
04-01-19 17:00,1025
04-01-19 16:00,1026
04-01-19 15:00,1027
04-01-19 14:00,1027
04-01-19 13:00,1028
04-01-19 12:00,1030
04-01-19 11:00,1031
04-01-19 10:00,1032
04-01-19 09:00,1033
04-01-19 08:00,1033
04-01-19 07:00,1033
04-01-19 06:00,1033
04-01-19 05:00,1034
04-01-19 04:00,1034
04-01-19 03:00,1034
04-01-19 02:00,1034
04-01-19 01:00,1033
04-01-19 00:00,1033
03-01-19 23:00,1033
03-01-19 22:00,1033
03-01-19 21:00,1033
03-01-19 20:00,1032
03-01-19 19:00,1032
03-01-19 18:00,1031
03-01-19 17:00,1031
03-01-19 16:00,1031
03-01-19 15:00,1031
03-01-19 14:00,1031
03-01-19 13:00,1031
03-01-19 12:00,1031
03-01-19 11:00,1031
03-01-19 10:00,1031
03-01-19 09:00,1032
03-01-19 08:00,1031
03-01-19 07:00,1031
03-01-19 06:00,1032
03-01-19 05:00,1032
03-01-19 04:00,1032
03-01-19 03:00,1031
