Datum Zeit,Radebeul-Wahnsdorf WINDRI
24-01-19 11:00,89
24-01-19 10:00,86
24-01-19 09:00,83
24-01-19 08:00,71
24-01-19 07:00,52
24-01-19 06:00,358
24-01-19 05:00,157
24-01-19 04:00,192
24-01-19 03:00,164
24-01-19 02:00,149
24-01-19 01:00,130
24-01-19 00:00,105
23-01-19 23:00,95
23-01-19 22:00,97
23-01-19 21:00,102
23-01-19 20:00,96
23-01-19 19:00,96
23-01-19 18:00,76
23-01-19 17:00,63
23-01-19 16:00,56
23-01-19 15:00,60
23-01-19 14:00,84
23-01-19 13:00,104
23-01-19 12:00,115
23-01-19 11:00,115
23-01-19 10:00,113
23-01-19 09:00,122
23-01-19 08:00,130
23-01-19 07:00,134
23-01-19 06:00,125
23-01-19 05:00,130
23-01-19 04:00,130
23-01-19 03:00,141
23-01-19 02:00,139
23-01-19 01:00,148
23-01-19 00:00,159
22-01-19 23:00,181
22-01-19 22:00,180
22-01-19 21:00,165
22-01-19 20:00,161
22-01-19 19:00,158
22-01-19 18:00,147
22-01-19 17:00,141
22-01-19 16:00,131
22-01-19 15:00,138
22-01-19 14:00,120
22-01-19 13:00,134
22-01-19 12:00,159
22-01-19 11:00,167
22-01-19 10:00,166
22-01-19 09:00,164
22-01-19 08:00,162
22-01-19 07:00,162
22-01-19 06:00,163
22-01-19 05:00,162
22-01-19 04:00,159
22-01-19 03:00,156
22-01-19 02:00,159
22-01-19 01:00,159
22-01-19 00:00,165
21-01-19 23:00,163
21-01-19 22:00,165
21-01-19 21:00,162
21-01-19 20:00,170
21-01-19 19:00,171
21-01-19 18:00,163
21-01-19 17:00,8
21-01-19 16:00,353
21-01-19 15:00,214
21-01-19 14:00,305
21-01-19 13:00,217
21-01-19 12:00,250
21-01-19 11:00,197
21-01-19 10:00,170
21-01-19 09:00,157
21-01-19 08:00,165
21-01-19 07:00,112
21-01-19 06:00,64
21-01-19 05:00,62
21-01-19 04:00,181
21-01-19 03:00,152
21-01-19 02:00,73
21-01-19 01:00,59
21-01-19 00:00,47
20-01-19 23:00,30
20-01-19 22:00,58
20-01-19 21:00,69
20-01-19 20:00,64
20-01-19 19:00,46
20-01-19 18:00,50
20-01-19 17:00,59
20-01-19 16:00,351
20-01-19 15:00,268
20-01-19 14:00,178
20-01-19 13:00,93
20-01-19 12:00,88
20-01-19 11:00,125
20-01-19 10:00,140
20-01-19 09:00,162
20-01-19 08:00,156
20-01-19 07:00,212
20-01-19 06:00,173
20-01-19 05:00,164
20-01-19 04:00,142
20-01-19 03:00,149
20-01-19 02:00,151
20-01-19 01:00,153
20-01-19 00:00,154
19-01-19 23:00,147
19-01-19 22:00,140
19-01-19 21:00,127
19-01-19 20:00,131
19-01-19 19:00,132
19-01-19 18:00,121
19-01-19 17:00,115
19-01-19 16:00,140
19-01-19 15:00,130
19-01-19 14:00,136
19-01-19 13:00,150
19-01-19 12:00,160
19-01-19 11:00,165
19-01-19 10:00,168
19-01-19 09:00,161
19-01-19 08:00,165
19-01-19 07:00,162
19-01-19 06:00,156
19-01-19 05:00,163
19-01-19 04:00,171
19-01-19 03:00,185
19-01-19 02:00,188
19-01-19 01:00,199
19-01-19 00:00,224
18-01-19 23:00,231
18-01-19 22:00,226
18-01-19 21:00,223
18-01-19 20:00,221
18-01-19 19:00,233
18-01-19 18:00,235
18-01-19 17:00,239
18-01-19 16:00,243
18-01-19 15:00,278
18-01-19 14:00,283
18-01-19 13:00,294
18-01-19 12:00,293
18-01-19 11:00,299
18-01-19 10:00,299
18-01-19 09:00,292
18-01-19 08:00,297
18-01-19 07:00,318
18-01-19 06:00,274
18-01-19 05:00,257
18-01-19 04:00,257
18-01-19 03:00,256
18-01-19 02:00,257
18-01-19 01:00,263
18-01-19 00:00,259
17-01-19 23:00,254
17-01-19 22:00,260
17-01-19 21:00,257
17-01-19 20:00,229
17-01-19 19:00,220
17-01-19 18:00,218
17-01-19 17:00,216
17-01-19 16:00,217
17-01-19 15:00,236
17-01-19 14:00,236
17-01-19 13:00,235
17-01-19 12:00,238
17-01-19 11:00,238
17-01-19 10:00,233
17-01-19 09:00,235
17-01-19 08:00,234
17-01-19 07:00,237
17-01-19 06:00,230
17-01-19 05:00,231
17-01-19 04:00,235
17-01-19 03:00,227
17-01-19 02:00,215
17-01-19 01:00,208
17-01-19 00:00,204
16-01-19 23:00,181
16-01-19 22:00,167
16-01-19 21:00,169
16-01-19 20:00,185
16-01-19 19:00,221
16-01-19 18:00,232
16-01-19 17:00,226
16-01-19 16:00,222
16-01-19 15:00,225
16-01-19 14:00,232
16-01-19 13:00,236
16-01-19 12:00,236
16-01-19 11:00,237
16-01-19 10:00,239
16-01-19 09:00,239
16-01-19 08:00,241
16-01-19 07:00,239
16-01-19 06:00,247
16-01-19 05:00,254
16-01-19 04:00,254
16-01-19 03:00,253
16-01-19 02:00,251
16-01-19 01:00,251
16-01-19 00:00,256
15-01-19 23:00,260
15-01-19 22:00,254
15-01-19 21:00,254
15-01-19 20:00,257
15-01-19 19:00,254
15-01-19 18:00,249
15-01-19 17:00,250
15-01-19 16:00,252
15-01-19 15:00,259
15-01-19 14:00,264
15-01-19 13:00,261
15-01-19 12:00,261
15-01-19 11:00,259
15-01-19 10:00,266
15-01-19 09:00,262
15-01-19 08:00,263
15-01-19 07:00,269
15-01-19 06:00,283
15-01-19 05:00,292
15-01-19 04:00,281
15-01-19 03:00,282
15-01-19 02:00,272
15-01-19 01:00,272
15-01-19 00:00,270
14-01-19 23:00,272
14-01-19 22:00,272
14-01-19 21:00,272
14-01-19 20:00,275
14-01-19 19:00,287
14-01-19 18:00,299
14-01-19 17:00,293
14-01-19 16:00,297
14-01-19 15:00,304
14-01-19 14:00,308
14-01-19 13:00,293
14-01-19 12:00,293
14-01-19 11:00,289
14-01-19 10:00,293
14-01-19 09:00,277
14-01-19 08:00,288
14-01-19 07:00,294
14-01-19 06:00,294
14-01-19 05:00,294
14-01-19 04:00,295
14-01-19 03:00,293
14-01-19 02:00,280
14-01-19 01:00,284
14-01-19 00:00,284
13-01-19 23:00,290
13-01-19 22:00,295
13-01-19 21:00,256
13-01-19 20:00,246
13-01-19 19:00,243
13-01-19 18:00,243
13-01-19 17:00,246
13-01-19 16:00,243
13-01-19 15:00,241
13-01-19 14:00,240
13-01-19 13:00,240
13-01-19 12:00,246
13-01-19 11:00,241
13-01-19 10:00,242
13-01-19 09:00,247
13-01-19 08:00,248
13-01-19 07:00,249
13-01-19 06:00,252
13-01-19 05:00,255
13-01-19 04:00,251
13-01-19 03:00,250
13-01-19 02:00,251
13-01-19 01:00,255
13-01-19 00:00,254
12-01-19 23:00,250
12-01-19 22:00,253
12-01-19 21:00,253
12-01-19 20:00,248
12-01-19 19:00,245
12-01-19 18:00,241
12-01-19 17:00,243
12-01-19 16:00,245
12-01-19 15:00,243
12-01-19 14:00,251
12-01-19 13:00,259
12-01-19 12:00,257
12-01-19 11:00,256
12-01-19 10:00,259
12-01-19 09:00,266
12-01-19 08:00,269
12-01-19 07:00,272
12-01-19 06:00,268
12-01-19 05:00,281
12-01-19 04:00,276
12-01-19 03:00,276
12-01-19 02:00,282
12-01-19 01:00,269
12-01-19 00:00,267
11-01-19 23:00,269
11-01-19 22:00,267
11-01-19 21:00,269
11-01-19 20:00,259
11-01-19 19:00,255
11-01-19 18:00,253
11-01-19 17:00,246
11-01-19 16:00,245
11-01-19 15:00,242
11-01-19 14:00,238
11-01-19 13:00,235
11-01-19 12:00,232
11-01-19 11:00,221
11-01-19 10:00,223
11-01-19 09:00,228
11-01-19 08:00,235
11-01-19 07:00,239
11-01-19 06:00,241
11-01-19 05:00,238
11-01-19 04:00,253
11-01-19 03:00,263
11-01-19 02:00,263
11-01-19 01:00,296
11-01-19 00:00,293
10-01-19 23:00,291
10-01-19 22:00,310
10-01-19 21:00,328
10-01-19 20:00,326
10-01-19 19:00,326
10-01-19 18:00,320
10-01-19 17:00,319
10-01-19 16:00,337
10-01-19 15:00,351
10-01-19 14:00,347
10-01-19 13:00,355
10-01-19 12:00,356
10-01-19 11:00,4
10-01-19 10:00,355
10-01-19 09:00,354
10-01-19 08:00,342
10-01-19 07:00,345
10-01-19 06:00,353
10-01-19 05:00,3
10-01-19 04:00,12
10-01-19 03:00,4
10-01-19 02:00,6
10-01-19 01:00,9
10-01-19 00:00,4
09-01-19 23:00,347
09-01-19 22:00,339
09-01-19 21:00,332
09-01-19 20:00,331
09-01-19 19:00,326
09-01-19 18:00,320
09-01-19 17:00,320
09-01-19 16:00,322
09-01-19 15:00,320
09-01-19 14:00,314
09-01-19 13:00,306
09-01-19 12:00,298
09-01-19 11:00,291
09-01-19 10:00,294
09-01-19 09:00,298
09-01-19 08:00,297
09-01-19 07:00,292
09-01-19 06:00,292
09-01-19 05:00,289
09-01-19 04:00,283
09-01-19 03:00,280
09-01-19 02:00,284
09-01-19 01:00,288
09-01-19 00:00,294
08-01-19 23:00,284
08-01-19 22:00,299
08-01-19 21:00,284
08-01-19 20:00,268
08-01-19 19:00,270
08-01-19 18:00,276
08-01-19 17:00,262
08-01-19 16:00,
08-01-19 15:00,
08-01-19 14:00,238
08-01-19 13:00,231
08-01-19 12:00,234
08-01-19 11:00,239
08-01-19 10:00,239
08-01-19 09:00,239
08-01-19 08:00,241
08-01-19 07:00,240
08-01-19 06:00,238
08-01-19 05:00,230
08-01-19 04:00,229
08-01-19 03:00,228
08-01-19 02:00,229
08-01-19 01:00,225
08-01-19 00:00,221
07-01-19 23:00,222
07-01-19 22:00,230
07-01-19 21:00,234
07-01-19 20:00,237
07-01-19 19:00,251
07-01-19 18:00,252
07-01-19 17:00,258
07-01-19 16:00,276
07-01-19 15:00,281
07-01-19 14:00,284
07-01-19 13:00,275
07-01-19 12:00,243
07-01-19 11:00,191
07-01-19 10:00,172
07-01-19 09:00,175
07-01-19 08:00,160
07-01-19 07:00,157
07-01-19 06:00,0
07-01-19 05:00,238
07-01-19 04:00,242
07-01-19 03:00,234
07-01-19 02:00,245
07-01-19 01:00,292
07-01-19 00:00,275
06-01-19 23:00,281
06-01-19 22:00,307
06-01-19 21:00,306
06-01-19 20:00,296
06-01-19 19:00,300
06-01-19 18:00,285
06-01-19 17:00,301
06-01-19 16:00,301
06-01-19 15:00,324
06-01-19 14:00,339
06-01-19 13:00,351
06-01-19 12:00,332
06-01-19 11:00,325
06-01-19 10:00,324
06-01-19 09:00,328
06-01-19 08:00,321
06-01-19 07:00,319
06-01-19 06:00,285
06-01-19 05:00,291
06-01-19 04:00,322
06-01-19 03:00,334
06-01-19 02:00,352
06-01-19 01:00,358
06-01-19 00:00,360
05-01-19 23:00,18
05-01-19 22:00,2
05-01-19 21:00,357
05-01-19 20:00,336
05-01-19 19:00,312
05-01-19 18:00,325
05-01-19 17:00,328
05-01-19 16:00,312
05-01-19 15:00,318
05-01-19 14:00,310
05-01-19 13:00,315
05-01-19 12:00,312
05-01-19 11:00,310
05-01-19 10:00,296
05-01-19 09:00,278
05-01-19 08:00,266
05-01-19 07:00,264
05-01-19 06:00,261
05-01-19 05:00,258
05-01-19 04:00,259
05-01-19 03:00,261
05-01-19 02:00,265
05-01-19 01:00,266
05-01-19 00:00,267
04-01-19 23:00,270
04-01-19 22:00,276
04-01-19 21:00,280
04-01-19 20:00,276
04-01-19 19:00,270
04-01-19 18:00,264
04-01-19 17:00,263
04-01-19 16:00,259
04-01-19 15:00,252
04-01-19 14:00,248
04-01-19 13:00,250
04-01-19 12:00,251
04-01-19 11:00,253
04-01-19 10:00,256
04-01-19 09:00,253
04-01-19 08:00,240
04-01-19 07:00,248
04-01-19 06:00,247
04-01-19 05:00,259
04-01-19 04:00,267
04-01-19 03:00,276
04-01-19 02:00,290
04-01-19 01:00,292
04-01-19 00:00,313
03-01-19 23:00,322
03-01-19 22:00,321
03-01-19 21:00,314
03-01-19 20:00,302
03-01-19 19:00,294
03-01-19 18:00,290
03-01-19 17:00,291
03-01-19 16:00,291
03-01-19 15:00,297
03-01-19 14:00,297
03-01-19 13:00,305
03-01-19 12:00,302
03-01-19 11:00,292
03-01-19 10:00,279
03-01-19 09:00,273
03-01-19 08:00,273
03-01-19 07:00,270
03-01-19 06:00,278
03-01-19 05:00,277
03-01-19 04:00,281
03-01-19 03:00,291
03-01-19 02:00,292
03-01-19 01:00,297
03-01-19 00:00,302
02-01-19 23:00,300
02-01-19 22:00,308
02-01-19 21:00,330
02-01-19 20:00,328
02-01-19 19:00,327
02-01-19 18:00,304
02-01-19 17:00,305
02-01-19 16:00,319
02-01-19 15:00,335
02-01-19 14:00,335
02-01-19 13:00,339
02-01-19 12:00,314
02-01-19 11:00,308
02-01-19 10:00,294
02-01-19 09:00,294
02-01-19 08:00,300
02-01-19 07:00,284
02-01-19 06:00,281
02-01-19 05:00,285
02-01-19 04:00,281
02-01-19 03:00,283
02-01-19 02:00,277
02-01-19 01:00,277
02-01-19 00:00,281
01-01-19 23:00,279
01-01-19 22:00,280
01-01-19 21:00,276
01-01-19 20:00,273
01-01-19 19:00,271
01-01-19 18:00,276
01-01-19 17:00,285
01-01-19 16:00,281
01-01-19 15:00,263
01-01-19 14:00,259
01-01-19 13:00,256
01-01-19 12:00,252
01-01-19 11:00,257
01-01-19 10:00,256
01-01-19 09:00,248
01-01-19 08:00,240
01-01-19 07:00,243
01-01-19 06:00,239
01-01-19 05:00,231
01-01-19 04:00,231
01-01-19 03:00,234
01-01-19 02:00,250
01-01-19 01:00,250

