Datum Zeit,Zinnwald WINDRI
24-01-19 13:00,95
24-01-19 12:00,53
24-01-19 11:00,48
24-01-19 10:00,55
24-01-19 09:00,58
24-01-19 08:00,52
24-01-19 07:00,49
24-01-19 06:00,62
24-01-19 05:00,86
24-01-19 04:00,11
24-01-19 03:00,104
24-01-19 02:00,123
24-01-19 01:00,136
24-01-19 00:00,146
23-01-19 23:00,143
23-01-19 22:00,145
23-01-19 21:00,131
23-01-19 20:00,124
23-01-19 19:00,98
23-01-19 18:00,85
23-01-19 17:00,96
23-01-19 16:00,118
23-01-19 15:00,140
23-01-19 14:00,152
23-01-19 13:00,158
23-01-19 12:00,161
23-01-19 11:00,164
23-01-19 10:00,156
23-01-19 09:00,155
23-01-19 08:00,160
23-01-19 07:00,162
23-01-19 06:00,165
23-01-19 05:00,158
23-01-19 04:00,157
23-01-19 03:00,163
23-01-19 02:00,164
23-01-19 01:00,162
23-01-19 00:00,161
22-01-19 23:00,163
22-01-19 22:00,170
22-01-19 21:00,167
22-01-19 20:00,165
22-01-19 19:00,167
22-01-19 18:00,171
22-01-19 17:00,172
22-01-19 16:00,174
22-01-19 15:00,173
22-01-19 14:00,174
22-01-19 13:00,178
22-01-19 12:00,176
22-01-19 11:00,178
22-01-19 10:00,183
22-01-19 09:00,190
22-01-19 08:00,189
22-01-19 07:00,187
22-01-19 06:00,188
22-01-19 05:00,186
22-01-19 04:00,193
22-01-19 03:00,199
22-01-19 02:00,204
22-01-19 01:00,217
22-01-19 00:00,220
21-01-19 23:00,218
21-01-19 22:00,219
21-01-19 21:00,213
21-01-19 20:00,218
21-01-19 19:00,221
21-01-19 18:00,238
21-01-19 17:00,190
21-01-19 16:00,165
21-01-19 15:00,162
21-01-19 14:00,164
21-01-19 13:00,215
21-01-19 12:00,200
21-01-19 11:00,181
21-01-19 10:00,172
21-01-19 09:00,129
21-01-19 08:00,74
21-01-19 07:00,66
21-01-19 06:00,58
21-01-19 05:00,42
21-01-19 04:00,41
21-01-19 03:00,32
21-01-19 02:00,33
21-01-19 01:00,34
21-01-19 00:00,34
20-01-19 23:00,57
20-01-19 22:00,64
20-01-19 21:00,67
20-01-19 20:00,35
20-01-19 19:00,36
20-01-19 18:00,93
20-01-19 17:00,124
20-01-19 16:00,118
20-01-19 15:00,94
20-01-19 14:00,117
20-01-19 13:00,142
20-01-19 12:00,150
20-01-19 11:00,156
20-01-19 10:00,161
20-01-19 09:00,163
20-01-19 08:00,167
20-01-19 07:00,167
20-01-19 06:00,170
20-01-19 05:00,166
20-01-19 04:00,160
20-01-19 03:00,158
20-01-19 02:00,154
20-01-19 01:00,158
20-01-19 00:00,154
19-01-19 23:00,153
19-01-19 22:00,156
19-01-19 21:00,156
19-01-19 20:00,154
19-01-19 19:00,154
19-01-19 18:00,162
19-01-19 17:00,164
19-01-19 16:00,168
19-01-19 15:00,174
19-01-19 14:00,171
19-01-19 13:00,169
19-01-19 12:00,171
19-01-19 11:00,167
19-01-19 10:00,164
19-01-19 09:00,164
19-01-19 08:00,156
19-01-19 07:00,161
19-01-19 06:00,154
19-01-19 05:00,170
19-01-19 04:00,171
19-01-19 03:00,175
19-01-19 02:00,334
19-01-19 01:00,294
19-01-19 00:00,280
18-01-19 23:00,265
18-01-19 22:00,286
18-01-19 21:00,292
18-01-19 20:00,281
18-01-19 19:00,273
18-01-19 18:00,275
18-01-19 17:00,279
18-01-19 16:00,287
18-01-19 15:00,292
18-01-19 14:00,293
18-01-19 13:00,305
18-01-19 12:00,316
18-01-19 11:00,314
18-01-19 10:00,315
18-01-19 09:00,318
18-01-19 08:00,332
18-01-19 07:00,305
18-01-19 06:00,299
18-01-19 05:00,296
18-01-19 04:00,296
18-01-19 03:00,290
18-01-19 02:00,292
18-01-19 01:00,292
18-01-19 00:00,285
17-01-19 23:00,289
17-01-19 22:00,288
17-01-19 21:00,256
17-01-19 20:00,245
17-01-19 19:00,239
17-01-19 18:00,232
17-01-19 17:00,243
17-01-19 16:00,240
17-01-19 15:00,230
17-01-19 14:00,227
17-01-19 13:00,229
17-01-19 12:00,235
17-01-19 11:00,243
17-01-19 10:00,233
17-01-19 09:00,240
17-01-19 08:00,247
17-01-19 07:00,251
17-01-19 06:00,249
17-01-19 05:00,319
17-01-19 04:00,240
17-01-19 03:00,237
17-01-19 02:00,192
17-01-19 01:00,191
17-01-19 00:00,188
16-01-19 23:00,199
16-01-19 22:00,211
16-01-19 21:00,194
16-01-19 20:00,195
16-01-19 19:00,195
16-01-19 18:00,192
16-01-19 17:00,192
16-01-19 16:00,227
16-01-19 15:00,241
16-01-19 14:00,231
16-01-19 13:00,244
16-01-19 12:00,266
16-01-19 11:00,271
16-01-19 10:00,350
16-01-19 09:00,277
16-01-19 08:00,274
16-01-19 07:00,277
16-01-19 06:00,314
16-01-19 05:00,288
16-01-19 04:00,286
16-01-19 03:00,285
16-01-19 02:00,279
16-01-19 01:00,282
16-01-19 00:00,284
15-01-19 23:00,286
15-01-19 22:00,290
15-01-19 21:00,289
15-01-19 20:00,290
15-01-19 19:00,288
15-01-19 18:00,289
15-01-19 17:00,290
15-01-19 16:00,290
15-01-19 15:00,291
15-01-19 14:00,295
15-01-19 13:00,294
15-01-19 12:00,286
15-01-19 11:00,292
15-01-19 10:00,295
15-01-19 09:00,299
15-01-19 08:00,302
15-01-19 07:00,306
15-01-19 06:00,324
15-01-19 05:00,317
15-01-19 04:00,312
15-01-19 03:00,309
15-01-19 02:00,309
15-01-19 01:00,308
15-01-19 00:00,303
14-01-19 23:00,305
14-01-19 22:00,301
14-01-19 21:00,303
14-01-19 20:00,306
14-01-19 19:00,321
14-01-19 18:00,321
14-01-19 17:00,324
14-01-19 16:00,325
14-01-19 15:00,325
14-01-19 14:00,319
14-01-19 13:00,321
14-01-19 12:00,324
14-01-19 11:00,322
14-01-19 10:00,319
14-01-19 09:00,317
14-01-19 08:00,325
14-01-19 07:00,322
14-01-19 06:00,322
14-01-19 05:00,317
14-01-19 04:00,312
14-01-19 03:00,308
14-01-19 02:00,341
14-01-19 01:00,308
14-01-19 00:00,309
13-01-19 23:00,317
13-01-19 22:00,305
13-01-19 21:00,287
13-01-19 20:00,279
13-01-19 19:00,274
13-01-19 18:00,283
13-01-19 17:00,274
13-01-19 16:00,273
13-01-19 15:00,262
13-01-19 14:00,248
13-01-19 13:00,260
13-01-19 12:00,272
13-01-19 11:00,270
13-01-19 10:00,285
13-01-19 09:00,290
13-01-19 08:00,285
13-01-19 07:00,289
13-01-19 06:00,289
13-01-19 05:00,290
13-01-19 04:00,296
13-01-19 03:00,294
13-01-19 02:00,298
13-01-19 01:00,296
13-01-19 00:00,291
12-01-19 23:00,285
12-01-19 22:00,286
12-01-19 21:00,281
12-01-19 20:00,272
12-01-19 19:00,272
12-01-19 18:00,265
12-01-19 17:00,262
12-01-19 16:00,269
12-01-19 15:00,273
12-01-19 14:00,294
12-01-19 13:00,295
12-01-19 12:00,299
12-01-19 11:00,305
12-01-19 10:00,304
12-01-19 09:00,305
12-01-19 08:00,307
12-01-19 07:00,314
12-01-19 06:00,315
12-01-19 05:00,314
12-01-19 04:00,314
12-01-19 03:00,313
12-01-19 02:00,310
12-01-19 01:00,312
12-01-19 00:00,315
11-01-19 23:00,311
11-01-19 22:00,308
11-01-19 21:00,304
11-01-19 20:00,304
11-01-19 19:00,296
11-01-19 18:00,292
11-01-19 17:00,287
11-01-19 16:00,279
11-01-19 15:00,271
11-01-19 14:00,270
11-01-19 13:00,266
11-01-19 12:00,262
11-01-19 11:00,257
11-01-19 10:00,261
11-01-19 09:00,266
11-01-19 08:00,266
11-01-19 07:00,263
11-01-19 06:00,271
11-01-19 05:00,288
11-01-19 04:00,315
11-01-19 03:00,321
11-01-19 02:00,328
11-01-19 01:00,333
11-01-19 00:00,332
10-01-19 23:00,340
10-01-19 22:00,343
10-01-19 21:00,348
10-01-19 20:00,347
10-01-19 19:00,343
10-01-19 18:00,341
10-01-19 17:00,354
10-01-19 16:00,359
10-01-19 15:00,354
10-01-19 14:00,1
10-01-19 13:00,2
10-01-19 12:00,5
10-01-19 11:00,3
10-01-19 10:00,2
10-01-19 09:00,357
10-01-19 08:00,1
10-01-19 07:00,13
10-01-19 06:00,11
10-01-19 05:00,6
10-01-19 04:00,8
10-01-19 03:00,10
10-01-19 02:00,6
10-01-19 01:00,5
10-01-19 00:00,1
09-01-19 23:00,1
09-01-19 22:00,351
09-01-19 21:00,344
09-01-19 20:00,343
09-01-19 19:00,342
09-01-19 18:00,340
09-01-19 17:00,339
09-01-19 16:00,334
09-01-19 15:00,330
09-01-19 14:00,323
09-01-19 13:00,324
09-01-19 12:00,325
09-01-19 11:00,326
09-01-19 10:00,323
09-01-19 09:00,320
09-01-19 08:00,317
09-01-19 07:00,315
09-01-19 06:00,318
09-01-19 05:00,315
09-01-19 04:00,317
09-01-19 03:00,317
09-01-19 02:00,318
09-01-19 01:00,324
09-01-19 00:00,316
08-01-19 23:00,323
08-01-19 22:00,308
08-01-19 21:00,302
08-01-19 20:00,294
08-01-19 19:00,297
08-01-19 18:00,300
08-01-19 17:00,287
08-01-19 16:00,284
08-01-19 15:00,268
08-01-19 14:00,264
08-01-19 13:00,262
08-01-19 12:00,266
08-01-19 11:00,262
08-01-19 10:00,267
08-01-19 09:00,271
08-01-19 08:00,273
08-01-19 07:00,277
08-01-19 06:00,264
08-01-19 05:00,258
08-01-19 04:00,253
08-01-19 03:00,237
08-01-19 02:00,233
08-01-19 01:00,240
08-01-19 00:00,245
07-01-19 23:00,246
07-01-19 22:00,264
07-01-19 21:00,268
07-01-19 20:00,280
07-01-19 19:00,290
07-01-19 18:00,294
07-01-19 17:00,307
07-01-19 16:00,318
07-01-19 15:00,324
07-01-19 14:00,327
07-01-19 13:00,328
07-01-19 12:00,336
07-01-19 11:00,336
07-01-19 10:00,330
07-01-19 09:00,330
07-01-19 08:00,333
07-01-19 07:00,331
07-01-19 06:00,334
07-01-19 05:00,323
07-01-19 04:00,309
07-01-19 03:00,312
07-01-19 02:00,318
07-01-19 01:00,313
07-01-19 00:00,329
06-01-19 23:00,340
06-01-19 22:00,336
06-01-19 21:00,343
06-01-19 20:00,334
06-01-19 19:00,336
06-01-19 18:00,335
06-01-19 17:00,337
06-01-19 16:00,337
06-01-19 15:00,344
06-01-19 14:00,348
06-01-19 13:00,347
06-01-19 12:00,341
06-01-19 11:00,341
06-01-19 10:00,353
06-01-19 09:00,353
06-01-19 08:00,346
06-01-19 07:00,338
06-01-19 06:00,348
06-01-19 05:00,1
06-01-19 04:00,353
06-01-19 03:00,1
06-01-19 02:00,359
06-01-19 01:00,358
06-01-19 00:00,5
05-01-19 23:00,358
05-01-19 22:00,358
05-01-19 21:00,347
05-01-19 20:00,348
05-01-19 19:00,350
05-01-19 18:00,347
05-01-19 17:00,346
05-01-19 16:00,341
05-01-19 15:00,345
05-01-19 14:00,342
05-01-19 13:00,338
05-01-19 12:00,335
05-01-19 11:00,328
05-01-19 10:00,321
05-01-19 09:00,318
05-01-19 08:00,314
05-01-19 07:00,307
05-01-19 06:00,303
05-01-19 05:00,304
05-01-19 04:00,308
05-01-19 03:00,310
05-01-19 02:00,309
05-01-19 01:00,313
05-01-19 00:00,317
04-01-19 23:00,322
04-01-19 22:00,328
04-01-19 21:00,325
04-01-19 20:00,346
04-01-19 19:00,315
04-01-19 18:00,315
04-01-19 17:00,309
04-01-19 16:00,310
04-01-19 15:00,303
04-01-19 14:00,303
04-01-19 13:00,328
04-01-19 12:00,310
04-01-19 11:00,309
04-01-19 10:00,305
04-01-19 09:00,310
04-01-19 08:00,314
04-01-19 07:00,316
04-01-19 06:00,315
04-01-19 05:00,327
04-01-19 04:00,335
04-01-19 03:00,342
04-01-19 02:00,348
04-01-19 01:00,358
04-01-19 00:00,359
03-01-19 23:00,358
03-01-19 22:00,355
03-01-19 21:00,354
03-01-19 20:00,349
03-01-19 19:00,347
03-01-19 18:00,336
03-01-19 17:00,338
03-01-19 16:00,336
03-01-19 15:00,336
03-01-19 14:00,335
03-01-19 13:00,338
03-01-19 12:00,329
03-01-19 11:00,322
03-01-19 10:00,325
03-01-19 09:00,326
03-01-19 08:00,323
03-01-19 07:00,331
03-01-19 06:00,334
03-01-19 05:00,337
03-01-19 04:00,341
03-01-19 03:00,338
03-01-19 02:00,339
03-01-19 01:00,339
03-01-19 00:00,341
02-01-19 23:00,343
02-01-19 22:00,344
02-01-19 21:00,344
02-01-19 20:00,343
02-01-19 19:00,335
02-01-19 18:00,336
02-01-19 17:00,341
02-01-19 16:00,354
02-01-19 15:00,354
02-01-19 14:00,351
02-01-19 13:00,336
02-01-19 12:00,339
02-01-19 11:00,332
02-01-19 10:00,330
02-01-19 09:00,329
02-01-19 08:00,327
02-01-19 07:00,329
02-01-19 06:00,327
02-01-19 05:00,320
02-01-19 04:00,318
02-01-19 03:00,314
02-01-19 02:00,314
02-01-19 01:00,314
02-01-19 00:00,306
01-01-19 23:00,312
01-01-19 22:00,311
01-01-19 21:00,313
01-01-19 20:00,307
01-01-19 19:00,302
01-01-19 18:00,313
01-01-19 17:00,302
01-01-19 16:00,299
01-01-19 15:00,299
01-01-19 14:00,298
01-01-19 13:00,293
01-01-19 12:00,289
01-01-19 11:00,289
01-01-19 10:00,285
01-01-19 09:00,277
01-01-19 08:00,275
01-01-19 07:00,275
01-01-19 06:00,272
01-01-19 05:00,272
01-01-19 04:00,271
01-01-19 03:00,279
01-01-19 02:00,291
01-01-19 01:00,290

