Datum Zeit,Dresden-Winckelmannstr. RUSS_PM1
26-01-19 09:00,0.17
26-01-19 08:00,0.15
26-01-19 07:00,0.21
26-01-19 06:00,0.20
26-01-19 05:00,0.26
26-01-19 04:00,0.38
26-01-19 03:00,0.41
26-01-19 02:00,0.29
26-01-19 01:00,0.43
26-01-19 00:00,0.44
25-01-19 23:00,0.50
25-01-19 22:00,0.54
25-01-19 21:00,0.50
25-01-19 20:00,0.61
25-01-19 19:00,1.20
25-01-19 18:00,1.06
25-01-19 17:00,1.01
25-01-19 16:00,0.87
25-01-19 15:00,0.76
25-01-19 14:00,0.77
25-01-19 13:00,0.74
25-01-19 12:00,0.85
25-01-19 11:00,0.91
25-01-19 10:00,1.03
25-01-19 09:00,0.98
25-01-19 08:00,0.99
25-01-19 07:00,0.91
25-01-19 06:00,0.90
25-01-19 05:00,1.01
25-01-19 04:00,0.91
25-01-19 03:00,0.86
25-01-19 02:00,0.90
25-01-19 01:00,0.91
25-01-19 00:00,0.96
24-01-19 23:00,0.92
24-01-19 22:00,0.90
24-01-19 21:00,0.88
24-01-19 20:00,0.80
24-01-19 19:00,0.79
24-01-19 18:00,0.90
24-01-19 17:00,0.87
24-01-19 16:00,0.81
24-01-19 15:00,0.77
24-01-19 14:00,0.80
24-01-19 13:00,0.78
24-01-19 12:00,0.99
24-01-19 11:00,1.92
24-01-19 10:00,2.73
24-01-19 09:00,2.73
24-01-19 08:00,2.57
24-01-19 07:00,2.37
24-01-19 06:00,2.22
24-01-19 05:00,2.15
24-01-19 04:00,2.37
24-01-19 03:00,2.47
24-01-19 02:00,2.54
24-01-19 01:00,2.57
24-01-19 00:00,2.13
23-01-19 23:00,1.83
23-01-19 22:00,1.47
23-01-19 21:00,1.56
23-01-19 20:00,1.68
23-01-19 19:00,1.89
23-01-19 18:00,2.13
23-01-19 17:00,2.64
23-01-19 16:00,2.90
23-01-19 15:00,1.77
23-01-19 14:00,1.19
23-01-19 13:00,1.37
23-01-19 12:00,1.49
23-01-19 11:00,1.72
23-01-19 10:00,1.78
23-01-19 09:00,1.77
23-01-19 08:00,1.62
23-01-19 07:00,1.53
23-01-19 06:00,1.62
23-01-19 05:00,1.66
23-01-19 04:00,1.70
23-01-19 03:00,1.46
23-01-19 02:00,1.08
23-01-19 01:00,1.20
23-01-19 00:00,2.22
22-01-19 23:00,2.31
22-01-19 22:00,1.73
22-01-19 21:00,1.76
22-01-19 20:00,1.80
22-01-19 19:00,1.62
22-01-19 18:00,1.23
22-01-19 17:00,0.98
22-01-19 16:00,1.05
22-01-19 15:00,1.31
22-01-19 14:00,1.60
22-01-19 13:00,
22-01-19 12:00,2.04
22-01-19 11:00,2.35
22-01-19 10:00,2.26
22-01-19 09:00,2.32
22-01-19 08:00,2.16
22-01-19 07:00,1.84
22-01-19 06:00,1.58
22-01-19 05:00,1.46
22-01-19 04:00,1.56
22-01-19 03:00,1.48
22-01-19 02:00,1.71
22-01-19 01:00,2.35
22-01-19 00:00,3.33
21-01-19 23:00,3.81
21-01-19 22:00,4.03
21-01-19 21:00,5.37
21-01-19 20:00,5.68
21-01-19 19:00,5.03
21-01-19 18:00,3.77
21-01-19 17:00,3.50
21-01-19 16:00,2.56
21-01-19 15:00,2.17
21-01-19 14:00,2.35
21-01-19 13:00,2.24
21-01-19 12:00,2.19
21-01-19 11:00,2.79
21-01-19 10:00,3.05
21-01-19 09:00,2.75
21-01-19 08:00,2.41
21-01-19 07:00,2.10
21-01-19 06:00,1.45
21-01-19 05:00,1.18
21-01-19 04:00,1.35
21-01-19 03:00,1.76
21-01-19 02:00,1.79
21-01-19 01:00,2.40
21-01-19 00:00,2.82
20-01-19 23:00,3.51
20-01-19 22:00,4.57
20-01-19 21:00,4.67
20-01-19 20:00,3.41
20-01-19 19:00,1.85
20-01-19 18:00,1.29
20-01-19 17:00,1.17
20-01-19 16:00,0.95
20-01-19 15:00,0.84
20-01-19 14:00,1.02
20-01-19 13:00,1.37
20-01-19 12:00,1.69
20-01-19 11:00,1.85
20-01-19 10:00,1.81
20-01-19 09:00,0.98
20-01-19 08:00,1.33
20-01-19 07:00,1.26
20-01-19 06:00,1.20
20-01-19 05:00,1.33
20-01-19 04:00,1.43
20-01-19 03:00,1.55
20-01-19 02:00,1.58
20-01-19 01:00,1.62
20-01-19 00:00,1.74
19-01-19 23:00,2.28
19-01-19 22:00,2.54
19-01-19 21:00,3.34
19-01-19 20:00,3.37
19-01-19 19:00,2.79
19-01-19 18:00,2.17
19-01-19 17:00,1.35
19-01-19 16:00,0.75
19-01-19 15:00,0.44
19-01-19 14:00,0.85
19-01-19 13:00,1.34
19-01-19 12:00,1.53
19-01-19 11:00,1.53
19-01-19 10:00,1.51
19-01-19 09:00,0.91
19-01-19 08:00,0.62
19-01-19 07:00,0.50
19-01-19 06:00,0.55
19-01-19 05:00,0.65
19-01-19 04:00,0.81
19-01-19 03:00,1.09
19-01-19 02:00,1.58
19-01-19 01:00,1.96
19-01-19 00:00,1.39
18-01-19 23:00,0.62
18-01-19 22:00,0.56
18-01-19 21:00,0.67
18-01-19 20:00,0.83
18-01-19 19:00,1.10
18-01-19 18:00,1.04
18-01-19 17:00,0.66
18-01-19 16:00,0.44
18-01-19 15:00,0.28
18-01-19 14:00,0.22
18-01-19 13:00,0.30
18-01-19 12:00,0.21
18-01-19 11:00,0.24
18-01-19 10:00,0.28
18-01-19 09:00,0.30
18-01-19 08:00,0.24
18-01-19 07:00,0.11
18-01-19 06:00,0.11
18-01-19 05:00,0.05
18-01-19 04:00,0.05
18-01-19 03:00,0.05
18-01-19 02:00,0.05
18-01-19 01:00,0.05
18-01-19 00:00,0.16
17-01-19 23:00,0.19
17-01-19 22:00,0.18
17-01-19 21:00,0.18
17-01-19 20:00,0.27
17-01-19 19:00,0.30
17-01-19 18:00,0.41
17-01-19 17:00,0.46
17-01-19 16:00,0.35
17-01-19 15:00,0.28
17-01-19 14:00,0.23
17-01-19 13:00,0.27
17-01-19 12:00,0.28
17-01-19 11:00,0.34
17-01-19 10:00,0.39
17-01-19 09:00,0.40
17-01-19 08:00,0.45
17-01-19 07:00,0.47
17-01-19 06:00,0.48
17-01-19 05:00,0.45
17-01-19 04:00,0.38
17-01-19 03:00,0.28
17-01-19 02:00,0.79
17-01-19 01:00,1.24
17-01-19 00:00,1.30
16-01-19 23:00,1.38
16-01-19 22:00,2.42
16-01-19 21:00,4.34
16-01-19 20:00,3.38
16-01-19 19:00,2.23
16-01-19 18:00,1.87
16-01-19 17:00,0.85
16-01-19 16:00,0.44
16-01-19 15:00,0.44
16-01-19 14:00,0.30
16-01-19 13:00,0.27
16-01-19 12:00,0.28
16-01-19 11:00,0.28
16-01-19 10:00,0.32
16-01-19 09:00,0.31
16-01-19 08:00,0.22
16-01-19 07:00,0.17
16-01-19 06:00,0.18
16-01-19 05:00,0.20
16-01-19 04:00,0.17
16-01-19 03:00,0.20
16-01-19 02:00,0.22
16-01-19 01:00,0.22
16-01-19 00:00,0.26
15-01-19 23:00,0.31
15-01-19 22:00,0.34
15-01-19 21:00,0.44
15-01-19 20:00,0.52
15-01-19 19:00,0.47
15-01-19 18:00,0.42
15-01-19 17:00,0.36
15-01-19 16:00,0.40
15-01-19 15:00,0.41
15-01-19 14:00,0.34
15-01-19 13:00,0.27
15-01-19 12:00,0.21
15-01-19 11:00,0.17
15-01-19 10:00,0.15
15-01-19 09:00,0.18
15-01-19 08:00,0.18
15-01-19 07:00,0.16
15-01-19 06:00,0.11
15-01-19 05:00,0.05
15-01-19 04:00,0.05
15-01-19 03:00,0.05
15-01-19 02:00,0.05
15-01-19 01:00,0.05
15-01-19 00:00,0.10
14-01-19 23:00,0.13
14-01-19 22:00,0.18
14-01-19 21:00,0.23
14-01-19 20:00,0.25
14-01-19 19:00,0.25
14-01-19 18:00,0.17
14-01-19 17:00,0.19
14-01-19 16:00,0.21
14-01-19 15:00,0.20
14-01-19 14:00,0.16
14-01-19 13:00,0.14
14-01-19 12:00,0.14
14-01-19 11:00,0.14
14-01-19 10:00,0.15
14-01-19 09:00,0.15
14-01-19 08:00,0.17
14-01-19 07:00,0.05
14-01-19 06:00,0.05
14-01-19 05:00,0.05
14-01-19 04:00,0.05
14-01-19 03:00,0.05
14-01-19 02:00,0.05
14-01-19 01:00,0.05
14-01-19 00:00,0.05
13-01-19 23:00,0.05
13-01-19 22:00,0.05
13-01-19 21:00,0.20
13-01-19 20:00,0.18
13-01-19 19:00,0.19
13-01-19 18:00,0.18
13-01-19 17:00,0.21
13-01-19 16:00,0.16
13-01-19 15:00,0.12
13-01-19 14:00,0.18
13-01-19 13:00,0.19
13-01-19 12:00,0.22
13-01-19 11:00,0.15
13-01-19 10:00,0.05
13-01-19 09:00,0.05
13-01-19 08:00,0.05
13-01-19 07:00,0.05
13-01-19 06:00,0.05
13-01-19 05:00,0.05
13-01-19 04:00,0.05
13-01-19 03:00,0.11
13-01-19 02:00,0.10
13-01-19 01:00,0.19
13-01-19 00:00,0.23
12-01-19 23:00,0.26
12-01-19 22:00,0.25
12-01-19 21:00,0.31
12-01-19 20:00,0.31
12-01-19 19:00,0.28
12-01-19 18:00,0.29
12-01-19 17:00,0.30
12-01-19 16:00,0.26
12-01-19 15:00,0.21
12-01-19 14:00,0.26
12-01-19 13:00,0.30
12-01-19 12:00,0.29
12-01-19 11:00,0.30
12-01-19 10:00,0.20
12-01-19 09:00,0.14
12-01-19 08:00,0.10
12-01-19 07:00,0.11
12-01-19 06:00,0.13
12-01-19 05:00,0.13
12-01-19 04:00,0.17
12-01-19 03:00,0.16
12-01-19 02:00,0.19
12-01-19 01:00,0.24
12-01-19 00:00,0.29
11-01-19 23:00,0.41
11-01-19 22:00,0.47
11-01-19 21:00,0.49
11-01-19 20:00,0.44
11-01-19 19:00,0.52
11-01-19 18:00,0.45
11-01-19 17:00,0.50
11-01-19 16:00,0.48
11-01-19 15:00,0.36
11-01-19 14:00,0.37
11-01-19 13:00,0.39
11-01-19 12:00,0.40
11-01-19 11:00,0.49
11-01-19 10:00,0.45
11-01-19 09:00,0.47
11-01-19 08:00,0.41
11-01-19 07:00,0.39
11-01-19 06:00,0.40
11-01-19 05:00,0.30
11-01-19 04:00,0.43
11-01-19 03:00,0.43
11-01-19 02:00,0.37
11-01-19 01:00,0.27
11-01-19 00:00,0.25
10-01-19 23:00,0.31
10-01-19 22:00,0.38
10-01-19 21:00,0.46
10-01-19 20:00,0.50
10-01-19 19:00,0.56
10-01-19 18:00,0.57
10-01-19 17:00,0.45
10-01-19 16:00,0.50
10-01-19 15:00,0.35
10-01-19 14:00,0.33
10-01-19 13:00,0.25
10-01-19 12:00,0.25
10-01-19 11:00,0.23
10-01-19 10:00,0.26
10-01-19 09:00,0.33
10-01-19 08:00,0.42
10-01-19 07:00,0.56
10-01-19 06:00,0.42
10-01-19 05:00,0.33
10-01-19 04:00,0.21
10-01-19 03:00,0.18
10-01-19 02:00,0.24
10-01-19 01:00,0.27
10-01-19 00:00,0.18
09-01-19 23:00,0.18
09-01-19 22:00,0.18
09-01-19 21:00,0.18
09-01-19 20:00,0.20
09-01-19 19:00,0.25
09-01-19 18:00,0.26
09-01-19 17:00,0.28
09-01-19 16:00,0.26
09-01-19 15:00,0.21
09-01-19 14:00,0.15
09-01-19 13:00,0.16
09-01-19 12:00,0.19
09-01-19 11:00,0.21
09-01-19 10:00,0.15
09-01-19 09:00,0.19
09-01-19 08:00,0.16
09-01-19 07:00,0.11
09-01-19 06:00,0.05
09-01-19 05:00,0.05
09-01-19 04:00,0.05
09-01-19 03:00,0.05
09-01-19 02:00,0.05
09-01-19 01:00,0.05
09-01-19 00:00,0.05
08-01-19 23:00,0.14
08-01-19 22:00,0.11
08-01-19 21:00,0.12
08-01-19 20:00,0.18
08-01-19 19:00,0.27
08-01-19 18:00,0.20
08-01-19 17:00,0.45
08-01-19 16:00,0.21
08-01-19 15:00,0.14
08-01-19 14:00,0.15
08-01-19 13:00,0.17
08-01-19 12:00,0.14
08-01-19 11:00,0.15
08-01-19 10:00,0.16
08-01-19 09:00,0.14
08-01-19 08:00,0.11
08-01-19 07:00,0.05
08-01-19 06:00,0.11
08-01-19 05:00,0.05
08-01-19 04:00,0.05
08-01-19 03:00,0.13
08-01-19 02:00,0.12
08-01-19 01:00,0.18
08-01-19 00:00,0.22
07-01-19 23:00,0.25
07-01-19 22:00,0.28
07-01-19 21:00,0.39
07-01-19 20:00,0.45
07-01-19 19:00,0.42
07-01-19 18:00,0.50
07-01-19 17:00,0.53
07-01-19 16:00,0.59
07-01-19 15:00,0.36
07-01-19 14:00,1.42
07-01-19 13:00,1.20
07-01-19 12:00,1.08
07-01-19 11:00,0.96
07-01-19 10:00,0.82
07-01-19 09:00,0.70
07-01-19 08:00,0.55
07-01-19 07:00,0.47
07-01-19 06:00,0.49
07-01-19 05:00,0.36
07-01-19 04:00,0.40
07-01-19 03:00,0.40
07-01-19 02:00,0.50
07-01-19 01:00,0.65
07-01-19 00:00,0.50
06-01-19 23:00,0.69
06-01-19 22:00,0.78
06-01-19 21:00,0.75
06-01-19 20:00,0.59
06-01-19 19:00,0.47
06-01-19 18:00,0.44
06-01-19 17:00,0.52
06-01-19 16:00,0.39
06-01-19 15:00,0.28
06-01-19 14:00,0.24
06-01-19 13:00,0.19
06-01-19 12:00,0.17
06-01-19 11:00,0.28
06-01-19 10:00,0.30
06-01-19 09:00,0.22
06-01-19 08:00,0.24
06-01-19 07:00,0.16
06-01-19 06:00,0.15
06-01-19 05:00,0.12
06-01-19 04:00,0.05
06-01-19 03:00,0.11
06-01-19 02:00,0.12
06-01-19 01:00,0.13
06-01-19 00:00,0.14
05-01-19 23:00,0.16
05-01-19 22:00,0.29
05-01-19 21:00,0.31
05-01-19 20:00,0.43
05-01-19 19:00,0.44
05-01-19 18:00,0.32
05-01-19 17:00,0.28
05-01-19 16:00,0.22
05-01-19 15:00,0.22
05-01-19 14:00,0.21
05-01-19 13:00,0.23
05-01-19 12:00,0.16
05-01-19 11:00,0.14
05-01-19 10:00,0.15
05-01-19 09:00,0.05
05-01-19 08:00,0.05
05-01-19 07:00,0.05
05-01-19 06:00,0.05
05-01-19 05:00,0.05
05-01-19 04:00,0.05
05-01-19 03:00,0.05
05-01-19 02:00,0.05
05-01-19 01:00,0.15
05-01-19 00:00,0.26
04-01-19 23:00,0.27
04-01-19 22:00,0.27
04-01-19 21:00,0.22
04-01-19 20:00,0.25
04-01-19 19:00,0.36
04-01-19 18:00,0.33
04-01-19 17:00,0.36
04-01-19 16:00,0.39
04-01-19 15:00,0.38
04-01-19 14:00,0.41
04-01-19 13:00,0.42
04-01-19 12:00,0.38
04-01-19 11:00,0.42
04-01-19 10:00,0.62
04-01-19 09:00,0.84
04-01-19 08:00,0.82
04-01-19 07:00,0.54
04-01-19 06:00,0.49
04-01-19 05:00,0.51
04-01-19 04:00,0.50
04-01-19 03:00,0.51
04-01-19 02:00,0.58
04-01-19 01:00,0.79
04-01-19 00:00,0.84
03-01-19 23:00,0.89
03-01-19 22:00,1.10
03-01-19 21:00,0.91
03-01-19 20:00,0.68
03-01-19 19:00,0.61
03-01-19 18:00,0.44
03-01-19 17:00,0.41
03-01-19 16:00,0.47
03-01-19 15:00,0.38
03-01-19 14:00,0.32
03-01-19 13:00,0.37
03-01-19 12:00,0.31
03-01-19 11:00,0.30
03-01-19 10:00,0.32
03-01-19 09:00,0.32
03-01-19 08:00,0.29
03-01-19 07:00,0.21
03-01-19 06:00,0.19
03-01-19 05:00,0.16
03-01-19 04:00,0.14
03-01-19 03:00,0.12
03-01-19 02:00,0.12
03-01-19 01:00,0.14
03-01-19 00:00,0.14
02-01-19 23:00,0.18
02-01-19 22:00,0.22
02-01-19 21:00,0.48
02-01-19 20:00,0.28
02-01-19 19:00,0.26
02-01-19 18:00,0.41
02-01-19 17:00,0.48
02-01-19 16:00,0.27
02-01-19 15:00,0.21
02-01-19 14:00,0.19
02-01-19 13:00,0.20
02-01-19 12:00,0.10
02-01-19 11:00,0.05
02-01-19 10:00,0.05
02-01-19 09:00,0.10
02-01-19 08:00,0.11
02-01-19 07:00,0.05
02-01-19 06:00,0.13
02-01-19 05:00,0.16
02-01-19 04:00,0.05
02-01-19 03:00,0.05
02-01-19 02:00,0.05
02-01-19 01:00,0.15
02-01-19 00:00,0.17
01-01-19 23:00,0.13
01-01-19 22:00,0.17
01-01-19 21:00,0.14
01-01-19 20:00,0.12
01-01-19 19:00,0.05
01-01-19 18:00,0.05
01-01-19 17:00,0.12
01-01-19 16:00,0.11
01-01-19 15:00,0.13
01-01-19 14:00,0.05
01-01-19 13:00,0.14
01-01-19 12:00,0.13
01-01-19 11:00,0.18
01-01-19 10:00,0.21
01-01-19 09:00,0.15
01-01-19 08:00,0.13
01-01-19 07:00,0.13
01-01-19 06:00,0.13
01-01-19 05:00,0.19
01-01-19 04:00,0.28
01-01-19 03:00,0.33
01-01-19 02:00,0.47
01-01-19 01:00,1.24

