Datum Zeit,Schwartenberg PM10
,µg/m³
31-10-01,24
30-10-01,19
29-10-01,7
28-10-01,6
27-10-01,13
26-10-01,15
25-10-01,8
24-10-01,18
23-10-01,17
22-10-01,7
21-10-01,15
20-10-01,35
19-10-01,49
18-10-01,43
17-10-01,23
16-10-01,
15-10-01,48
14-10-01,51
13-10-01,22
12-10-01,16
11-10-01,12
10-10-01,10
09-10-01,8
08-10-01,16
07-10-01,21
06-10-01,21
05-10-01,16
04-10-01,8
03-10-01,15
02-10-01,11
01-10-01,10

