Datum Zeit,Plauen-Sued O3
,µg/m³
01-11-01 00:00,34
31-10-01 23:00,34
31-10-01 22:00,42
31-10-01 21:00,50
31-10-01 20:00,32
31-10-01 19:00,38
31-10-01 18:00,70
31-10-01 17:00,36
31-10-01 16:00,40
31-10-01 15:00,47
31-10-01 14:00,42
31-10-01 13:00,44
31-10-01 12:00,38
31-10-01 11:00,35
31-10-01 10:00,36
31-10-01 09:00,28
31-10-01 08:00,31
31-10-01 07:00,36
31-10-01 06:00,
31-10-01 05:00,46
31-10-01 04:00,47
31-10-01 03:00,39
31-10-01 02:00,35
31-10-01 01:00,31
31-10-01 00:00,32
30-10-01 23:00,31
30-10-01 22:00,34
30-10-01 21:00,32
30-10-01 20:00,26
30-10-01 19:00,25
30-10-01 18:00,19
30-10-01 17:00,18
30-10-01 16:00,22
30-10-01 15:00,26
30-10-01 14:00,38
30-10-01 13:00,48
30-10-01 12:00,42
30-10-01 11:00,43
30-10-01 10:00,42
30-10-01 09:00,43
30-10-01 08:00,39
30-10-01 07:00,
30-10-01 06:00,43
30-10-01 05:00,46
30-10-01 04:00,49
30-10-01 03:00,50
30-10-01 02:00,50
30-10-01 01:00,44
30-10-01 00:00,33
29-10-01 23:00,26
29-10-01 22:00,25
29-10-01 21:00,29
29-10-01 20:00,23
29-10-01 19:00,14
29-10-01 18:00,12
29-10-01 17:00,17
29-10-01 16:00,24
29-10-01 15:00,28
29-10-01 14:00,41
29-10-01 13:00,38
29-10-01 12:00,36
29-10-01 11:00,22
29-10-01 10:00,22
29-10-01 09:00,10
29-10-01 08:00,5
29-10-01 07:00,
29-10-01 06:00,6
29-10-01 05:00,6
29-10-01 04:00,5
29-10-01 03:00,7
29-10-01 02:00,8
29-10-01 01:00,12
29-10-01 00:00,6
28-10-01 23:00,4
28-10-01 22:00,7
28-10-01 21:00,7
28-10-01 20:00,6
28-10-01 19:00,23
28-10-01 18:00,17
28-10-01 17:00,12
28-10-01 16:00,15
28-10-01 15:00,18
28-10-01 14:00,17
28-10-01 13:00,15
28-10-01 12:00,17
28-10-01 11:00,21
28-10-01 10:00,9
28-10-01 09:00,5
28-10-01 08:00,
28-10-01 07:00,6
28-10-01 06:00,8
28-10-01 05:00,10
28-10-01 04:00,8
28-10-01 03:00,6
28-10-01 02:00,7
28-10-01 01:00,9
28-10-01 00:00,7
27-10-01 23:00,9
27-10-01 22:00,15
27-10-01 21:00,12
27-10-01 20:00,12
27-10-01 19:00,15
27-10-01 18:00,19
27-10-01 17:00,16
27-10-01 16:00,17
27-10-01 15:00,34
27-10-01 14:00,42
27-10-01 13:00,35
27-10-01 12:00,39
27-10-01 11:00,35
27-10-01 10:00,23
27-10-01 09:00,21
27-10-01 08:00,
27-10-01 07:00,21
27-10-01 06:00,24
27-10-01 05:00,27
27-10-01 04:00,30
27-10-01 03:00,29
27-10-01 02:00,27
27-10-01 01:00,27
27-10-01 00:00,27
26-10-01 23:00,11
26-10-01 22:00,5
26-10-01 21:00,6
26-10-01 20:00,6
26-10-01 19:00,6
26-10-01 18:00,10
26-10-01 17:00,22
26-10-01 16:00,30
26-10-01 15:00,30
26-10-01 14:00,36
26-10-01 13:00,38
26-10-01 12:00,37
26-10-01 11:00,27
26-10-01 10:00,22
26-10-01 09:00,
26-10-01 08:00,5
26-10-01 07:00,6
26-10-01 06:00,4
26-10-01 05:00,4
26-10-01 04:00,5
26-10-01 03:00,8
26-10-01 02:00,10
26-10-01 01:00,16
26-10-01 00:00,11
25-10-01 23:00,6
25-10-01 22:00,5
25-10-01 21:00,5
25-10-01 20:00,6
25-10-01 19:00,9
25-10-01 18:00,5
25-10-01 17:00,11
25-10-01 16:00,22
25-10-01 15:00,23
25-10-01 14:00,20
25-10-01 13:00,20
