Datum Zeit,Schwartenberg NO2
,µg/m³
01-11-01 00:00,7
31-10-01 23:00,7
31-10-01 22:00,7
31-10-01 21:00,8
31-10-01 20:00,7
31-10-01 19:00,6
31-10-01 18:00,10
31-10-01 17:00,13
31-10-01 16:00,10
31-10-01 15:00,7
31-10-01 14:00,
31-10-01 13:00,6
31-10-01 12:00,6
31-10-01 11:00,5
31-10-01 10:00,5
31-10-01 09:00,6
31-10-01 08:00,6
31-10-01 07:00,5
31-10-01 06:00,4
31-10-01 05:00,4
31-10-01 04:00,3
31-10-01 03:00,3
31-10-01 02:00,3
31-10-01 01:00,4
31-10-01 00:00,4
30-10-01 23:00,5
30-10-01 22:00,6
30-10-01 21:00,6
30-10-01 20:00,7
30-10-01 19:00,9
30-10-01 18:00,10
30-10-01 17:00,9
30-10-01 16:00,9
30-10-01 15:00,9
30-10-01 14:00,
30-10-01 13:00,7
30-10-01 12:00,7
30-10-01 11:00,7
30-10-01 10:00,7
30-10-01 09:00,8
30-10-01 08:00,8
30-10-01 07:00,7
30-10-01 06:00,7
30-10-01 05:00,7
30-10-01 04:00,6
30-10-01 03:00,7
30-10-01 02:00,9
30-10-01 01:00,10
30-10-01 00:00,10
29-10-01 23:00,10
29-10-01 22:00,11
29-10-01 21:00,11
29-10-01 20:00,11
29-10-01 19:00,9
29-10-01 18:00,11
29-10-01 17:00,11
29-10-01 16:00,9
29-10-01 15:00,
29-10-01 14:00,8
29-10-01 13:00,7
29-10-01 12:00,8
29-10-01 11:00,8
29-10-01 10:00,9
29-10-01 09:00,10
29-10-01 08:00,9
29-10-01 07:00,8
29-10-01 06:00,7
29-10-01 05:00,7
29-10-01 04:00,7
29-10-01 03:00,7
29-10-01 02:00,8
29-10-01 01:00,8
29-10-01 00:00,8
28-10-01 23:00,8
28-10-01 22:00,7
28-10-01 21:00,6
28-10-01 20:00,6
28-10-01 19:00,6
28-10-01 18:00,6
28-10-01 17:00,6
28-10-01 16:00,8
28-10-01 15:00,
28-10-01 14:00,5
28-10-01 13:00,5
28-10-01 12:00,5
28-10-01 11:00,5
28-10-01 10:00,6
28-10-01 09:00,6
28-10-01 08:00,6
28-10-01 07:00,7
28-10-01 06:00,6
28-10-01 05:00,6
28-10-01 04:00,7
28-10-01 03:00,7
28-10-01 02:00,8
28-10-01 01:00,8
28-10-01 00:00,9
27-10-01 23:00,10
27-10-01 22:00,12
27-10-01 21:00,16
27-10-01 20:00,15
27-10-01 19:00,15
27-10-01 18:00,19
27-10-01 17:00,17
27-10-01 16:00,
27-10-01 15:00,13
27-10-01 14:00,11
27-10-01 13:00,11
27-10-01 12:00,10
27-10-01 11:00,10
27-10-01 10:00,10
27-10-01 09:00,11
27-10-01 08:00,11
27-10-01 07:00,14
27-10-01 06:00,13
27-10-01 05:00,10
27-10-01 04:00,12
27-10-01 03:00,14
27-10-01 02:00,13
27-10-01 01:00,13
27-10-01 00:00,19
26-10-01 23:00,29
26-10-01 22:00,31
26-10-01 21:00,33
26-10-01 20:00,27
26-10-01 19:00,29
26-10-01 18:00,29
26-10-01 17:00,21
26-10-01 16:00,
26-10-01 15:00,13
26-10-01 14:00,13
26-10-01 13:00,25
26-10-01 12:00,21
26-10-01 11:00,24
26-10-01 10:00,33
26-10-01 09:00,18
26-10-01 08:00,17
26-10-01 07:00,28
26-10-01 06:00,33
26-10-01 05:00,14
26-10-01 04:00,7
26-10-01 03:00,6
26-10-01 02:00,7
26-10-01 01:00,7
26-10-01 00:00,7
25-10-01 23:00,7
25-10-01 22:00,8
25-10-01 21:00,10
25-10-01 20:00,13
25-10-01 19:00,16
25-10-01 18:00,14
25-10-01 17:00,
25-10-01 16:00,10
25-10-01 15:00,12
25-10-01 14:00,13
25-10-01 13:00,7
25-10-01 12:00,7
25-10-01 11:00,7
25-10-01 10:00,8
25-10-01 09:00,16
25-10-01 08:00,13
25-10-01 07:00,13
25-10-01 06:00,8
25-10-01 05:00,6
25-10-01 04:00,6
25-10-01 03:00,6
25-10-01 02:00,7
25-10-01 01:00,7
25-10-01 00:00,9
24-10-01 23:00,10
24-10-01 22:00,13
24-10-01 21:00,19
24-10-01 20:00,25
24-10-01 19:00,31
24-10-01 18:00,35
24-10-01 17:00,
24-10-01 16:00,32
24-10-01 15:00,34
24-10-01 14:00,33
24-10-01 13:00,32
24-10-01 12:00,31
24-10-01 11:00,34
24-10-01 10:00,25
24-10-01 09:00,28
24-10-01 08:00,36
24-10-01 07:00,48
24-10-01 06:00,45
24-10-01 05:00,39
24-10-01 04:00,32
24-10-01 03:00,18
24-10-01 02:00,30
24-10-01 01:00,20
24-10-01 00:00,17
23-10-01 23:00,21
23-10-01 22:00,35
23-10-01 21:00,45
23-10-01 20:00,33
23-10-01 19:00,44
23-10-01 18:00,
23-10-01 17:00,32
23-10-01 16:00,31
23-10-01 15:00,26
23-10-01 14:00,23
23-10-01 13:00,15
23-10-01 12:00,14
23-10-01 11:00,11
23-10-01 10:00,10
23-10-01 09:00,10
23-10-01 08:00,10
23-10-01 07:00,11
23-10-01 06:00,12
23-10-01 05:00,12
23-10-01 04:00,12
23-10-01 03:00,14
23-10-01 02:00,14
23-10-01 01:00,14
23-10-01 00:00,15
22-10-01 23:00,16
22-10-01 22:00,14
22-10-01 21:00,13
22-10-01 20:00,14
22-10-01 19:00,16
22-10-01 18:00,
22-10-01 17:00,9
22-10-01 16:00,9
22-10-01 15:00,9
22-10-01 14:00,9
22-10-01 13:00,9
22-10-01 12:00,10
22-10-01 11:00,10
22-10-01 10:00,10
22-10-01 09:00,10
22-10-01 08:00,8
22-10-01 07:00,7
22-10-01 06:00,7
22-10-01 05:00,7
22-10-01 04:00,6
22-10-01 03:00,7
22-10-01 02:00,8
22-10-01 01:00,7
22-10-01 00:00,7
21-10-01 23:00,8
21-10-01 22:00,9
21-10-01 21:00,9
21-10-01 20:00,8
21-10-01 19:00,
21-10-01 18:00,7
21-10-01 17:00,7
21-10-01 16:00,6
21-10-01 15:00,7
21-10-01 14:00,9
21-10-01 13:00,9
21-10-01 12:00,11
21-10-01 11:00,9
21-10-01 10:00,13
21-10-01 09:00,18
21-10-01 08:00,15
21-10-01 07:00,15
21-10-01 06:00,16
21-10-01 05:00,21
21-10-01 04:00,13
21-10-01 03:00,14
21-10-01 02:00,16
21-10-01 01:00,18
21-10-01 00:00,16
20-10-01 23:00,14
20-10-01 22:00,18
20-10-01 21:00,20
20-10-01 20:00,19
20-10-01 19:00,
20-10-01 18:00,20
20-10-01 17:00,22
20-10-01 16:00,18
20-10-01 15:00,18
20-10-01 14:00,19
20-10-01 13:00,26
20-10-01 12:00,
20-10-01 11:00,18
20-10-01 10:00,20
20-10-01 09:00,24
20-10-01 08:00,13
20-10-01 07:00,18
20-10-01 06:00,25
20-10-01 05:00,20
20-10-01 04:00,23
20-10-01 03:00,22
20-10-01 02:00,47
20-10-01 01:00,40
20-10-01 00:00,27
19-10-01 23:00,36
19-10-01 22:00,30
19-10-01 21:00,34
19-10-01 20:00,42
19-10-01 19:00,20
19-10-01 18:00,22
19-10-01 17:00,32
19-10-01 16:00,24
19-10-01 15:00,13
19-10-01 14:00,19
19-10-01 13:00,
19-10-01 12:00,9
19-10-01 11:00,10
19-10-01 10:00,12
19-10-01 09:00,13
19-10-01 08:00,16
19-10-01 07:00,19
19-10-01 06:00,25
19-10-01 05:00,20
19-10-01 04:00,15
19-10-01 03:00,14
19-10-01 02:00,19
19-10-01 01:00,20
19-10-01 00:00,22
18-10-01 23:00,13
18-10-01 22:00,14
18-10-01 21:00,10
18-10-01 20:00,9
18-10-01 19:00,12
18-10-01 18:00,21
18-10-01 17:00,22
18-10-01 16:00,19
18-10-01 15:00,21
18-10-01 14:00,22
18-10-01 13:00,
18-10-01 12:00,16
18-10-01 11:00,11
18-10-01 10:00,10
18-10-01 09:00,10
18-10-01 08:00,9
18-10-01 07:00,10
18-10-01 06:00,11
18-10-01 05:00,14
18-10-01 04:00,12
18-10-01 03:00,14
18-10-01 02:00,22
18-10-01 01:00,12
18-10-01 00:00,18
17-10-01 23:00,23
17-10-01 22:00,14
17-10-01 21:00,32
17-10-01 20:00,36
17-10-01 19:00,29
17-10-01 18:00,27
17-10-01 17:00,24
17-10-01 16:00,32
17-10-01 15:00,34
17-10-01 14:00,
17-10-01 13:00,20
17-10-01 12:00,17
17-10-01 11:00,12
17-10-01 10:00,12
17-10-01 09:00,6
17-10-01 08:00,7
17-10-01 07:00,10
17-10-01 06:00,9
17-10-01 05:00,10
17-10-01 04:00,10
17-10-01 03:00,9
17-10-01 02:00,9
17-10-01 01:00,9
17-10-01 00:00,10
16-10-01 23:00,15
16-10-01 22:00,15
16-10-01 21:00,17
16-10-01 20:00,18
16-10-01 19:00,19
16-10-01 18:00,16
16-10-01 17:00,15
16-10-01 16:00,17
16-10-01 15:00,15
16-10-01 14:00,
16-10-01 13:00,
16-10-01 12:00,
16-10-01 11:00,
16-10-01 10:00,
16-10-01 09:00,12
16-10-01 08:00,11
16-10-01 07:00,10
16-10-01 06:00,10
16-10-01 05:00,11
16-10-01 04:00,12
16-10-01 03:00,15
16-10-01 02:00,18
16-10-01 01:00,11
16-10-01 00:00,11
15-10-01 23:00,11
15-10-01 22:00,12
15-10-01 21:00,11
15-10-01 20:00,11
15-10-01 19:00,31
15-10-01 18:00,31
15-10-01 17:00,19
15-10-01 16:00,19
15-10-01 15:00,20
15-10-01 14:00,29
15-10-01 13:00,34
15-10-01 12:00,27
15-10-01 11:00,
15-10-01 10:00,27
15-10-01 09:00,43
15-10-01 08:00,35
15-10-01 07:00,24
15-10-01 06:00,34
15-10-01 05:00,62
15-10-01 04:00,55
15-10-01 03:00,40
15-10-01 02:00,57
15-10-01 01:00,52
15-10-01 00:00,52
14-10-01 23:00,55
14-10-01 22:00,65
14-10-01 21:00,81
14-10-01 20:00,94
14-10-01 19:00,61
14-10-01 18:00,51
14-10-01 17:00,48
14-10-01 16:00,42
14-10-01 15:00,33
14-10-01 14:00,41
14-10-01 13:00,25
14-10-01 12:00,31
14-10-01 11:00,
14-10-01 10:00,42
14-10-01 09:00,46
14-10-01 08:00,38
14-10-01 07:00,28
14-10-01 06:00,37
14-10-01 05:00,51
14-10-01 04:00,55
14-10-01 03:00,40
14-10-01 02:00,37
14-10-01 01:00,47
14-10-01 00:00,48
13-10-01 23:00,37
13-10-01 22:00,25
13-10-01 21:00,24
13-10-01 20:00,27
