Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-11-01 00:00,44
31-10-01 23:00,43
31-10-01 22:00,56
31-10-01 21:00,47
31-10-01 20:00,40
31-10-01 19:00,49
31-10-01 18:00,52
31-10-01 17:00,59
31-10-01 16:00,56
31-10-01 15:00,54
31-10-01 14:00,59
31-10-01 13:00,58
31-10-01 12:00,45
31-10-01 11:00,40
31-10-01 10:00,41
31-10-01 09:00,
31-10-01 08:00,29
31-10-01 07:00,31
31-10-01 06:00,36
31-10-01 05:00,35
31-10-01 04:00,34
31-10-01 03:00,35
31-10-01 02:00,36
31-10-01 01:00,38
31-10-01 00:00,31
30-10-01 23:00,7
30-10-01 22:00,7
30-10-01 21:00,16
30-10-01 20:00,19
30-10-01 19:00,6
30-10-01 18:00,11
30-10-01 17:00,24
30-10-01 16:00,31
30-10-01 15:00,38
30-10-01 14:00,43
30-10-01 13:00,45
30-10-01 12:00,41
30-10-01 11:00,37
30-10-01 10:00,35
30-10-01 09:00,
30-10-01 08:00,29
30-10-01 07:00,38
30-10-01 06:00,47
30-10-01 05:00,50
30-10-01 04:00,50
30-10-01 03:00,45
30-10-01 02:00,40
30-10-01 01:00,39
30-10-01 00:00,35
29-10-01 23:00,32
29-10-01 22:00,26
29-10-01 21:00,25
29-10-01 20:00,19
29-10-01 19:00,13
29-10-01 18:00,12
29-10-01 17:00,12
29-10-01 16:00,16
29-10-01 15:00,20
29-10-01 14:00,
29-10-01 13:00,
29-10-01 12:00,
29-10-01 11:00,
29-10-01 10:00,11
29-10-01 09:00,10
29-10-01 08:00,7
29-10-01 07:00,14
29-10-01 06:00,
29-10-01 05:00,25
29-10-01 04:00,25
29-10-01 03:00,26
29-10-01 02:00,21
29-10-01 01:00,19
29-10-01 00:00,21
28-10-01 23:00,28
28-10-01 22:00,24
28-10-01 21:00,12
28-10-01 20:00,15
28-10-01 19:00,17
28-10-01 18:00,11
28-10-01 17:00,20
28-10-01 16:00,18
28-10-01 15:00,22
28-10-01 14:00,23
28-10-01 13:00,24
28-10-01 12:00,20
28-10-01 11:00,22
28-10-01 10:00,22
28-10-01 09:00,20
28-10-01 08:00,23
28-10-01 07:00,
28-10-01 06:00,20
