Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-10-01,23
30-10-01,35
29-10-01,33
28-10-01,23
27-10-01,33
26-10-01,42
25-10-01,39
24-10-01,70
23-10-01,72
22-10-01,36
21-10-01,42
20-10-01,78
19-10-01,88
18-10-01,90
17-10-01,80
16-10-01,92
15-10-01,
14-10-01,68
13-10-01,60
12-10-01,69
11-10-01,31
10-10-01,38
09-10-01,30
08-10-01,33
07-10-01,28
06-10-01,41
05-10-01,52
04-10-01,34
03-10-01,25
02-10-01,34
01-10-01,22

