Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-10-01,8.58
30-10-01,
29-10-01,6.03
28-10-01,
27-10-01,11.31
26-10-01,
25-10-01,6.58
24-10-01,
23-10-01,12.46
22-10-01,
21-10-01,9.69
20-10-01,
19-10-01,38.38
18-10-01,
17-10-01,14.32
16-10-01,
15-10-01,38.03
14-10-01,
13-10-01,15.75
12-10-01,
11-10-01,7.88
10-10-01,
09-10-01,1.74
08-10-01,
07-10-01,16.07
06-10-01,
05-10-01,9.17
04-10-01,
03-10-01,8.83
02-10-01,
01-10-01,7.07

