Datum Zeit,Radebeul-Wahnsdorf SO2
,µg/m³
01-11-01 00:00,2.3
31-10-01 23:00,3.5
31-10-01 22:00,1.9
31-10-01 21:00,2.4
31-10-01 20:00,1.6
31-10-01 19:00,2.4
31-10-01 18:00,2.2
31-10-01 17:00,1.7
31-10-01 16:00,2.3
31-10-01 15:00,2.7
31-10-01 14:00,3.3
31-10-01 13:00,3.9
31-10-01 12:00,2.5
31-10-01 11:00,2.0
31-10-01 10:00,2.1
31-10-01 09:00,2.1
31-10-01 08:00,1.5
31-10-01 07:00,
31-10-01 06:00,1.3
31-10-01 05:00,1.1
31-10-01 04:00,1.1
31-10-01 03:00,1.7
31-10-01 02:00,1.8
31-10-01 01:00,1.2
31-10-01 00:00,1.6
30-10-01 23:00,1.7
30-10-01 22:00,2.4
30-10-01 21:00,2.6
30-10-01 20:00,3.7
30-10-01 19:00,3.3
30-10-01 18:00,3.1
30-10-01 17:00,2.9
30-10-01 16:00,2.6
30-10-01 15:00,2.1
30-10-01 14:00,2.6
30-10-01 13:00,2.8
30-10-01 12:00,3.3
30-10-01 11:00,3.6
30-10-01 10:00,3.5
30-10-01 09:00,2.9
30-10-01 08:00,
30-10-01 07:00,2.2
30-10-01 06:00,1.9
30-10-01 05:00,1.7
30-10-01 04:00,1.8
30-10-01 03:00,2.2
30-10-01 02:00,2.0
30-10-01 01:00,2.2
30-10-01 00:00,1.7
29-10-01 23:00,1.2
29-10-01 22:00,1.4
29-10-01 21:00,1.0
29-10-01 20:00,1.0
29-10-01 19:00,1.3
29-10-01 18:00,1.4
29-10-01 17:00,2.4
29-10-01 16:00,2.0
29-10-01 15:00,3.2
29-10-01 14:00,4.7
29-10-01 13:00,5.3
29-10-01 12:00,4.7
29-10-01 11:00,4.1
29-10-01 10:00,3.7
29-10-01 09:00,3.1
29-10-01 08:00,
29-10-01 07:00,2.2
29-10-01 06:00,3.2
29-10-01 05:00,1.8
29-10-01 04:00,2.5
29-10-01 03:00,2.3
29-10-01 02:00,1.9
29-10-01 01:00,1.7
29-10-01 00:00,2.0
28-10-01 23:00,2.5
28-10-01 22:00,2.6
28-10-01 21:00,3.3
28-10-01 20:00,2.0
28-10-01 19:00,2.0
28-10-01 18:00,2.3
28-10-01 17:00,2.4
28-10-01 16:00,2.2
28-10-01 15:00,1.3
28-10-01 14:00,1.5
28-10-01 13:00,1.8
28-10-01 12:00,1.5
28-10-01 11:00,2.2
28-10-01 10:00,
28-10-01 09:00,1.9
28-10-01 08:00,1.4
28-10-01 07:00,1.4
28-10-01 06:00,1.8
28-10-01 05:00,1.2
28-10-01 04:00,1.1
28-10-01 03:00,1.2
28-10-01 02:00,1.8
28-10-01 01:00,2.0
28-10-01 00:00,2.1
27-10-01 23:00,2.6
27-10-01 22:00,3.5
27-10-01 21:00,4.8
27-10-01 20:00,7.1
27-10-01 19:00,9.3
27-10-01 18:00,10.2
27-10-01 17:00,10.3
27-10-01 16:00,7.2
27-10-01 15:00,8.2
27-10-01 14:00,8.2
27-10-01 13:00,8.0
27-10-01 12:00,6.9
27-10-01 11:00,
27-10-01 10:00,5.3
27-10-01 09:00,4.3
27-10-01 08:00,4.9
27-10-01 07:00,6.8
27-10-01 06:00,6.4
27-10-01 05:00,7.9
27-10-01 04:00,6.3
27-10-01 03:00,7.2
27-10-01 02:00,6.8
27-10-01 01:00,3.9
27-10-01 00:00,4.0
26-10-01 23:00,4.3
26-10-01 22:00,1.4
26-10-01 21:00,1.1
26-10-01 20:00,2.9
26-10-01 19:00,5.6
26-10-01 18:00,9.1
26-10-01 17:00,8.4
26-10-01 16:00,8.2
26-10-01 15:00,14.4
26-10-01 14:00,18.1
26-10-01 13:00,13.6
26-10-01 12:00,9.4
26-10-01 11:00,
26-10-01 10:00,7.6
26-10-01 09:00,7.2
26-10-01 08:00,4.0
26-10-01 07:00,2.9
26-10-01 06:00,1.5
26-10-01 05:00,1.7
26-10-01 04:00,2.2
26-10-01 03:00,1.3
26-10-01 02:00,1.0
26-10-01 01:00,
26-10-01 00:00,1.2
25-10-01 23:00,3.3
25-10-01 22:00,3.8
25-10-01 21:00,6.0
25-10-01 20:00,10.6
25-10-01 19:00,11.8
25-10-01 18:00,8.1
25-10-01 17:00,3.6
25-10-01 16:00,1.5
25-10-01 15:00,1.4
25-10-01 14:00,1.0
25-10-01 13:00,1.7
25-10-01 12:00,3.8
25-10-01 11:00,7.4
25-10-01 10:00,8.2
25-10-01 09:00,11.7
25-10-01 08:00,11.9
25-10-01 07:00,11.3
25-10-01 06:00,12.4
25-10-01 05:00,11.2
25-10-01 04:00,4.1
25-10-01 03:00,3.5
25-10-01 02:00,
25-10-01 01:00,4.2
25-10-01 00:00,5.0
24-10-01 23:00,7.4
24-10-01 22:00,7.4
24-10-01 21:00,7.8
24-10-01 20:00,9.1
24-10-01 19:00,10.3
24-10-01 18:00,12.7
24-10-01 17:00,12.3
24-10-01 16:00,14.2
24-10-01 15:00,16.1
24-10-01 14:00,14.4
24-10-01 13:00,10.8
24-10-01 12:00,10.7
24-10-01 11:00,10.3
24-10-01 10:00,9.3
24-10-01 09:00,8.5
24-10-01 08:00,6.4
24-10-01 07:00,5.9
24-10-01 06:00,5.4
24-10-01 05:00,5.5
24-10-01 04:00,6.7
24-10-01 03:00,6.9
24-10-01 02:00,
24-10-01 01:00,3.4
24-10-01 00:00,3.3
23-10-01 23:00,1.8
23-10-01 22:00,1.4
23-10-01 21:00,1.1
23-10-01 20:00,1.0
23-10-01 19:00,1.0
23-10-01 18:00,1.0
23-10-01 17:00,1.0
23-10-01 16:00,1.0
23-10-01 15:00,1.0
23-10-01 14:00,1.2
23-10-01 13:00,1.0
23-10-01 12:00,1.0
23-10-01 11:00,1.0
23-10-01 10:00,1.0
23-10-01 09:00,1.5
23-10-01 08:00,1.3
23-10-01 07:00,1.0
23-10-01 06:00,1.0
23-10-01 05:00,1.0
23-10-01 04:00,1.0
23-10-01 03:00,
23-10-01 02:00,1.4
23-10-01 01:00,1.8
23-10-01 00:00,1.0
22-10-01 23:00,1.0
22-10-01 22:00,1.4
22-10-01 21:00,1.8
22-10-01 20:00,1.5
22-10-01 19:00,1.0
22-10-01 18:00,1.8
22-10-01 17:00,2.0
22-10-01 16:00,1.4
22-10-01 15:00,1.9
22-10-01 14:00,1.8
22-10-01 13:00,1.3
22-10-01 12:00,1.7
22-10-01 11:00,1.7
22-10-01 10:00,1.3
22-10-01 09:00,2.7
22-10-01 08:00,1.5
22-10-01 07:00,2.0
22-10-01 06:00,1.8
22-10-01 05:00,1.6
22-10-01 04:00,1.0
22-10-01 03:00,
22-10-01 02:00,1.0
22-10-01 01:00,1.0
22-10-01 00:00,1.0
21-10-01 23:00,1.0
21-10-01 22:00,1.0
21-10-01 21:00,1.0
21-10-01 20:00,1.0
21-10-01 19:00,1.0
21-10-01 18:00,1.0
21-10-01 17:00,1.0
21-10-01 16:00,1.0
21-10-01 15:00,2.7
21-10-01 14:00,5.1
21-10-01 13:00,6.2
21-10-01 12:00,6.5
21-10-01 11:00,7.0
21-10-01 10:00,6.9
21-10-01 09:00,4.8
21-10-01 08:00,4.5
21-10-01 07:00,3.7
21-10-01 06:00,4.5
21-10-01 05:00,5.0
21-10-01 04:00,
21-10-01 03:00,5.1
21-10-01 02:00,5.9
21-10-01 01:00,5.4
21-10-01 00:00,4.6
20-10-01 23:00,5.1
20-10-01 22:00,7.1
20-10-01 21:00,6.7
20-10-01 20:00,5.2
20-10-01 19:00,5.5
20-10-01 18:00,7.9
20-10-01 17:00,8.9
20-10-01 16:00,9.9
20-10-01 15:00,5.9
20-10-01 14:00,5.9
20-10-01 13:00,6.3
20-10-01 12:00,6.4
20-10-01 11:00,11.1
20-10-01 10:00,11.8
20-10-01 09:00,6.6
20-10-01 08:00,8.6
20-10-01 07:00,9.4
20-10-01 06:00,8.6
20-10-01 05:00,9.4
20-10-01 04:00,
20-10-01 03:00,9.8
20-10-01 02:00,11.6
20-10-01 01:00,11.9
20-10-01 00:00,7.1
19-10-01 23:00,8.8
19-10-01 22:00,9.7
19-10-01 21:00,7.3
19-10-01 20:00,6.2
19-10-01 19:00,6.1
19-10-01 18:00,12.4
19-10-01 17:00,16.3
19-10-01 16:00,15.1
19-10-01 15:00,13.7
19-10-01 14:00,10.6
19-10-01 13:00,9.5
19-10-01 12:00,8.7
19-10-01 11:00,
19-10-01 10:00,16.4
19-10-01 09:00,5.2
19-10-01 08:00,3.4
19-10-01 07:00,3.4
19-10-01 06:00,4.0
19-10-01 05:00,
19-10-01 04:00,6.9
19-10-01 03:00,12.8
19-10-01 02:00,5.7
19-10-01 01:00,3.1
19-10-01 00:00,2.6
18-10-01 23:00,2.9
18-10-01 22:00,2.3
18-10-01 21:00,2.6
18-10-01 20:00,2.5
18-10-01 19:00,3.5
18-10-01 18:00,4.3
18-10-01 17:00,4.2
18-10-01 16:00,3.9
18-10-01 15:00,4.4
18-10-01 14:00,3.2
18-10-01 13:00,2.0
18-10-01 12:00,1.9
18-10-01 11:00,1.3
18-10-01 10:00,1.4
18-10-01 09:00,1.6
18-10-01 08:00,1.1
18-10-01 07:00,1.1
18-10-01 06:00,1.2
18-10-01 05:00,
18-10-01 04:00,1.0
18-10-01 03:00,1.0
18-10-01 02:00,1.0
18-10-01 01:00,1.0
18-10-01 00:00,1.2
17-10-01 23:00,1.0
17-10-01 22:00,1.0
17-10-01 21:00,1.0
17-10-01 20:00,1.0
17-10-01 19:00,1.0
17-10-01 18:00,2.0
17-10-01 17:00,4.6
17-10-01 16:00,4.4
17-10-01 15:00,1.9
17-10-01 14:00,1.1
17-10-01 13:00,1.0
17-10-01 12:00,1.0
17-10-01 11:00,1.0
17-10-01 10:00,1.0
17-10-01 09:00,1.0
17-10-01 08:00,1.1
17-10-01 07:00,1.0
17-10-01 06:00,
17-10-01 05:00,1.0
17-10-01 04:00,1.1
17-10-01 03:00,1.1
17-10-01 02:00,2.2
17-10-01 01:00,2.8
17-10-01 00:00,3.0
16-10-01 23:00,3.8
16-10-01 22:00,4.2
16-10-01 21:00,5.4
16-10-01 20:00,5.1
16-10-01 19:00,4.5
16-10-01 18:00,3.4
16-10-01 17:00,3.6
16-10-01 16:00,4.4
16-10-01 15:00,4.5
16-10-01 14:00,5.4
16-10-01 13:00,6.0
16-10-01 12:00,6.0
16-10-01 11:00,6.5
16-10-01 10:00,8.2
16-10-01 09:00,10.1
16-10-01 08:00,9.8
16-10-01 07:00,11.1
16-10-01 06:00,
16-10-01 05:00,11.4
16-10-01 04:00,10.5
16-10-01 03:00,10.4
16-10-01 02:00,10.6
16-10-01 01:00,10.7
16-10-01 00:00,10.0
15-10-01 23:00,8.7
15-10-01 22:00,11.0
15-10-01 21:00,12.1
15-10-01 20:00,10.0
15-10-01 19:00,8.8
15-10-01 18:00,9.1
15-10-01 17:00,9.2
15-10-01 16:00,12.0
15-10-01 15:00,12.9
15-10-01 14:00,7.2
15-10-01 13:00,5.0
15-10-01 12:00,5.9
15-10-01 11:00,6.5
15-10-01 10:00,14.0
15-10-01 09:00,16.8
15-10-01 08:00,12.7
15-10-01 07:00,
15-10-01 06:00,8.1
15-10-01 05:00,8.4
15-10-01 04:00,9.0
15-10-01 03:00,10.7
15-10-01 02:00,11.3
15-10-01 01:00,10.5
15-10-01 00:00,12.2
14-10-01 23:00,14.4
14-10-01 22:00,15.3
14-10-01 21:00,14.7
14-10-01 20:00,11.1
14-10-01 19:00,18.4
14-10-01 18:00,15.8
14-10-01 17:00,17.9
14-10-01 16:00,21.3
14-10-01 15:00,26.2
14-10-01 14:00,35.6
14-10-01 13:00,36.0
14-10-01 12:00,28.5
14-10-01 11:00,23.2
14-10-01 10:00,23.8
14-10-01 09:00,19.6
14-10-01 08:00,17.7
14-10-01 07:00,
14-10-01 06:00,14.6
14-10-01 05:00,16.3
14-10-01 04:00,14.4
14-10-01 03:00,13.6
14-10-01 02:00,17.2
14-10-01 01:00,27.3
14-10-01 00:00,32.4
13-10-01 23:00,32.9
13-10-01 22:00,40.8
13-10-01 21:00,41.6
13-10-01 20:00,46.7
13-10-01 19:00,49.7
13-10-01 18:00,47.2
13-10-01 17:00,34.6
13-10-01 16:00,22.2
13-10-01 15:00,15.9
13-10-01 14:00,13.3
13-10-01 13:00,7.5
13-10-01 12:00,5.9
13-10-01 11:00,5.5
13-10-01 10:00,6.8
13-10-01 09:00,9.0
13-10-01 08:00,
13-10-01 07:00,10.0
13-10-01 06:00,9.4
13-10-01 05:00,6.2
13-10-01 04:00,7.8
13-10-01 03:00,12.8
13-10-01 02:00,11.9
13-10-01 01:00,10.8
13-10-01 00:00,10.4
12-10-01 23:00,13.8
12-10-01 22:00,16.3
12-10-01 21:00,20.3
12-10-01 20:00,21.6
12-10-01 19:00,6.8
12-10-01 18:00,5.0
12-10-01 17:00,4.4
12-10-01 16:00,4.8
12-10-01 15:00,3.6
12-10-01 14:00,2.7
12-10-01 13:00,5.0
12-10-01 12:00,6.8
12-10-01 11:00,3.8
12-10-01 10:00,4.5
12-10-01 09:00,7.8
12-10-01 08:00,
12-10-01 07:00,7.8
12-10-01 06:00,2.4
12-10-01 05:00,2.6
12-10-01 04:00,2.6
12-10-01 03:00,3.5
12-10-01 02:00,3.5
12-10-01 01:00,5.1
12-10-01 00:00,
11-10-01 23:00,2.4
11-10-01 22:00,1.7
11-10-01 21:00,1.7
11-10-01 20:00,1.7
11-10-01 19:00,2.7
11-10-01 18:00,1.5
11-10-01 17:00,1.0
11-10-01 16:00,1.1
11-10-01 15:00,1.0
11-10-01 14:00,1.0
11-10-01 13:00,1.0
11-10-01 12:00,1.0
11-10-01 11:00,1.0
11-10-01 10:00,1.7
11-10-01 09:00,1.3
11-10-01 08:00,1.7
11-10-01 07:00,2.0
11-10-01 06:00,1.8
11-10-01 05:00,2.0
11-10-01 04:00,1.3
11-10-01 03:00,1.6
11-10-01 02:00,2.0
11-10-01 01:00,
11-10-01 00:00,1.6
10-10-01 23:00,1.7
10-10-01 22:00,2.1
10-10-01 21:00,1.5
10-10-01 20:00,1.8
10-10-01 19:00,1.9
10-10-01 18:00,2.0
10-10-01 17:00,1.1
10-10-01 16:00,1.0
10-10-01 15:00,1.3
10-10-01 14:00,1.7
10-10-01 13:00,1.4
10-10-01 12:00,1.5
10-10-01 11:00,1.8
10-10-01 10:00,2.1
10-10-01 09:00,2.3
10-10-01 08:00,2.6
10-10-01 07:00,2.1
10-10-01 06:00,1.2
10-10-01 05:00,1.8
10-10-01 04:00,1.2
10-10-01 03:00,1.4
10-10-01 02:00,1.5
10-10-01 01:00,
10-10-01 00:00,2.5
09-10-01 23:00,5.0
09-10-01 22:00,3.7
09-10-01 21:00,2.2
09-10-01 20:00,3.3
09-10-01 19:00,2.8
09-10-01 18:00,4.0
09-10-01 17:00,10.6
09-10-01 16:00,5.4
09-10-01 15:00,3.4
09-10-01 14:00,1.8
09-10-01 13:00,1.9
09-10-01 12:00,2.4
09-10-01 11:00,2.4
09-10-01 10:00,4.0
09-10-01 09:00,4.9
09-10-01 08:00,3.9
09-10-01 07:00,2.7
09-10-01 06:00,2.5
09-10-01 05:00,2.5
09-10-01 04:00,3.0
09-10-01 03:00,2.6
09-10-01 02:00,
09-10-01 01:00,2.2
09-10-01 00:00,2.1
08-10-01 23:00,1.8
08-10-01 22:00,2.4
08-10-01 21:00,3.4
08-10-01 20:00,2.6
08-10-01 19:00,10.0
08-10-01 18:00,13.8
08-10-01 17:00,22.8
08-10-01 16:00,37.0
08-10-01 15:00,21.9
08-10-01 14:00,7.5
08-10-01 13:00,4.5
08-10-01 12:00,9.4
08-10-01 11:00,13.7
08-10-01 10:00,17.4
08-10-01 09:00,20.3
08-10-01 08:00,19.8
08-10-01 07:00,20.4
08-10-01 06:00,19.4
08-10-01 05:00,17.8
08-10-01 04:00,10.2
08-10-01 03:00,6.6
08-10-01 02:00,
08-10-01 01:00,4.0
08-10-01 00:00,4.4
07-10-01 23:00,5.0
07-10-01 22:00,5.4
07-10-01 21:00,4.0
07-10-01 20:00,4.3
07-10-01 19:00,5.7
07-10-01 18:00,6.5
07-10-01 17:00,6.2
07-10-01 16:00,5.1
07-10-01 15:00,4.3
07-10-01 14:00,5.1
07-10-01 13:00,5.9
07-10-01 12:00,4.3
07-10-01 11:00,4.5
07-10-01 10:00,5.6
07-10-01 09:00,3.9
07-10-01 08:00,4.6
07-10-01 07:00,6.8
07-10-01 06:00,6.6
07-10-01 05:00,7.6
07-10-01 04:00,9.5
07-10-01 03:00,
07-10-01 02:00,12.7
07-10-01 01:00,19.3
07-10-01 00:00,10.0
06-10-01 23:00,8.4
06-10-01 22:00,12.5
06-10-01 21:00,22.3
06-10-01 20:00,27.5
06-10-01 19:00,36.0
06-10-01 18:00,40.4
06-10-01 17:00,34.1
06-10-01 16:00,32.6
06-10-01 15:00,21.1
06-10-01 14:00,4.9
06-10-01 13:00,3.8
06-10-01 12:00,4.7
06-10-01 11:00,5.7
06-10-01 10:00,6.5
06-10-01 09:00,8.5
06-10-01 08:00,7.6
06-10-01 07:00,5.8
06-10-01 06:00,4.8
06-10-01 05:00,2.4
06-10-01 04:00,3.1
06-10-01 03:00,
06-10-01 02:00,1.8
06-10-01 01:00,1.7
06-10-01 00:00,2.8
05-10-01 23:00,4.2
05-10-01 22:00,4.9
05-10-01 21:00,6.1
05-10-01 20:00,3.5
05-10-01 19:00,4.4
05-10-01 18:00,5.0
05-10-01 17:00,7.8
05-10-01 16:00,9.3
05-10-01 15:00,9.4
05-10-01 14:00,11.4
05-10-01 13:00,8.5
05-10-01 12:00,5.2
05-10-01 11:00,4.4
05-10-01 10:00,3.4
05-10-01 09:00,3.1
05-10-01 08:00,3.1
05-10-01 07:00,3.0
05-10-01 06:00,3.2
05-10-01 05:00,3.4
05-10-01 04:00,
05-10-01 03:00,4.0
05-10-01 02:00,3.0
05-10-01 01:00,3.3
05-10-01 00:00,3.6
04-10-01 23:00,2.5
04-10-01 22:00,1.5
04-10-01 21:00,1.7
04-10-01 20:00,2.1
04-10-01 19:00,2.2
04-10-01 18:00,2.1
04-10-01 17:00,2.1
04-10-01 16:00,2.8
04-10-01 15:00,2.7
04-10-01 14:00,4.1
04-10-01 13:00,6.4
04-10-01 12:00,5.2
04-10-01 11:00,2.2
04-10-01 10:00,2.1
04-10-01 09:00,2.4
04-10-01 08:00,1.5
04-10-01 07:00,1.5
04-10-01 06:00,1.1
04-10-01 05:00,2.5
04-10-01 04:00,
04-10-01 03:00,3.6
04-10-01 02:00,3.0
04-10-01 01:00,2.6
04-10-01 00:00,2.7
03-10-01 23:00,2.5
03-10-01 22:00,2.8
03-10-01 21:00,2.9
03-10-01 20:00,2.5
03-10-01 19:00,2.6
03-10-01 18:00,2.6
03-10-01 17:00,4.1
03-10-01 16:00,1.7
03-10-01 15:00,1.5
03-10-01 14:00,2.0
03-10-01 13:00,1.9
03-10-01 12:00,1.8
03-10-01 11:00,2.5
03-10-01 10:00,2.6
03-10-01 09:00,3.2
03-10-01 08:00,2.5
03-10-01 07:00,3.0
03-10-01 06:00,2.6
03-10-01 05:00,
03-10-01 04:00,2.2
03-10-01 03:00,2.7
03-10-01 02:00,2.4
03-10-01 01:00,2.2
03-10-01 00:00,2.1
02-10-01 23:00,2.6
02-10-01 22:00,2.9
02-10-01 21:00,4.6
02-10-01 20:00,4.1
02-10-01 19:00,4.5
02-10-01 18:00,3.2
02-10-01 17:00,2.8
02-10-01 16:00,2.6
02-10-01 15:00,2.0
02-10-01 14:00,1.8
02-10-01 13:00,2.1
02-10-01 12:00,2.5
02-10-01 11:00,2.2
02-10-01 10:00,2.2
02-10-01 09:00,2.7
02-10-01 08:00,2.6
02-10-01 07:00,2.4
02-10-01 06:00,2.1
02-10-01 05:00,
02-10-01 04:00,2.2
02-10-01 03:00,2.0
02-10-01 02:00,1.8
02-10-01 01:00,2.2
02-10-01 00:00,
01-10-01 23:00,1.0
01-10-01 22:00,1.2
01-10-01 21:00,1.5
01-10-01 20:00,1.3
01-10-01 19:00,1.5
01-10-01 18:00,1.1
01-10-01 17:00,1.0
01-10-01 16:00,1.9
01-10-01 15:00,3.8
01-10-01 14:00,3.0
01-10-01 13:00,4.1
01-10-01 12:00,3.7
01-10-01 11:00,4.1
01-10-01 10:00,5.5
01-10-01 09:00,4.5
01-10-01 08:00,3.3
01-10-01 07:00,2.7
01-10-01 06:00,
01-10-01 05:00,1.2
01-10-01 04:00,1.1
01-10-01 03:00,1.1
01-10-01 02:00,1.2
01-10-01 01:00,1.1

