Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-01-14,33
30-01-14,47
29-01-14,65
28-01-14,51
27-01-14,48
26-01-14,50
25-01-14,56
24-01-14,48
23-01-14,39
22-01-14,43
21-01-14,16
20-01-14,13
19-01-14,26
18-01-14,21
17-01-14,38
16-01-14,23
15-01-14,24
14-01-14,39
13-01-14,25
12-01-14,11
11-01-14,8
10-01-14,7
09-01-14,13
08-01-14,15
07-01-14,15
06-01-14,12
05-01-14,14
04-01-14,16
03-01-14,24
02-01-14,29
01-01-14,28

