Datum Zeit,Bautzen PM10
,µg/m³
31-01-14,34
30-01-14,63
29-01-14,60
28-01-14,56
27-01-14,38
26-01-14,66
25-01-14,57
24-01-14,62
23-01-14,49
22-01-14,51
21-01-14,23
20-01-14,17
19-01-14,27
18-01-14,23
17-01-14,27
16-01-14,17
15-01-14,26
14-01-14,33
13-01-14,21
12-01-14,12
11-01-14,12
10-01-14,9
09-01-14,14
08-01-14,16
07-01-14,17
06-01-14,10
05-01-14,12
04-01-14,14
03-01-14,22
02-01-14,27
01-01-14,24

