Datum Zeit,Brockau PM10
,µg/m³
31-01-14,41
30-01-14,43
29-01-14,59
28-01-14,24
27-01-14,14
26-01-14,36
25-01-14,69
24-01-14,29
23-01-14,68
22-01-14,25
21-01-14,9
20-01-14,9
19-01-14,16
18-01-14,8
17-01-14,13
16-01-14,13
15-01-14,10
14-01-14,11
13-01-14,16
12-01-14,10
11-01-14,10
10-01-14,6
09-01-14,8
08-01-14,7
07-01-14,8
06-01-14,6
05-01-14,7
04-01-14,8
03-01-14,10
02-01-14,16
01-01-14,20

