Datum Zeit,Carlsfeld PM10
,µg/m³
31-01-14,17
30-01-14,31
29-01-14,23
28-01-14,9
27-01-14,11
26-01-14,24
25-01-14,45
24-01-14,16
23-01-14,13
22-01-14,8
21-01-14,4
20-01-14,6
19-01-14,8
18-01-14,4
17-01-14,6
16-01-14,8
15-01-14,5
14-01-14,2
13-01-14,5
12-01-14,7
11-01-14,6
10-01-14,4
09-01-14,8
08-01-14,6
07-01-14,5
06-01-14,4
05-01-14,4
04-01-14,6
03-01-14,6
02-01-14,11
01-01-14,9

