Datum Zeit,Collmberg NO2
,µg/m³
01-02-14 00:00,22
31-01-14 23:00,27
31-01-14 22:00,26
31-01-14 21:00,22
31-01-14 20:00,28
31-01-14 19:00,37
31-01-14 18:00,39
31-01-14 17:00,36
31-01-14 16:00,35
31-01-14 15:00,36
31-01-14 14:00,35
31-01-14 13:00,30
31-01-14 12:00,27
31-01-14 11:00,22
31-01-14 10:00,21
31-01-14 09:00,31
31-01-14 08:00,25
31-01-14 07:00,21
31-01-14 06:00,21
31-01-14 05:00,30
31-01-14 04:00,35
31-01-14 03:00,36
31-01-14 02:00,36
31-01-14 01:00,34
31-01-14 00:00,25
30-01-14 23:00,15
30-01-14 22:00,17
30-01-14 21:00,21
30-01-14 20:00,20
30-01-14 19:00,23
30-01-14 18:00,22
30-01-14 17:00,17
30-01-14 16:00,14
30-01-14 15:00,15
30-01-14 14:00,14
30-01-14 13:00,12
30-01-14 12:00,19
30-01-14 11:00,20
30-01-14 10:00,26
30-01-14 09:00,30
30-01-14 08:00,28
30-01-14 07:00,26
30-01-14 06:00,23
30-01-14 05:00,25
30-01-14 04:00,29
30-01-14 03:00,36
30-01-14 02:00,33
30-01-14 01:00,29
30-01-14 00:00,28
29-01-14 23:00,27
29-01-14 22:00,25
29-01-14 21:00,24
29-01-14 20:00,26
29-01-14 19:00,25
29-01-14 18:00,24
29-01-14 17:00,20
29-01-14 16:00,18
29-01-14 15:00,17
29-01-14 14:00,16
29-01-14 13:00,16
29-01-14 12:00,16
29-01-14 11:00,16
29-01-14 10:00,16
29-01-14 09:00,17
29-01-14 08:00,17
29-01-14 07:00,16
29-01-14 06:00,17
29-01-14 05:00,17
29-01-14 04:00,17
29-01-14 03:00,16
29-01-14 02:00,15
29-01-14 01:00,16
29-01-14 00:00,17
28-01-14 23:00,20
28-01-14 22:00,22
28-01-14 21:00,26
28-01-14 20:00,33
28-01-14 19:00,23
28-01-14 18:00,14
28-01-14 17:00,16
28-01-14 16:00,22
28-01-14 15:00,27
28-01-14 14:00,35
28-01-14 13:00,31
28-01-14 12:00,27
28-01-14 11:00,20
28-01-14 10:00,23
28-01-14 09:00,25
28-01-14 08:00,24
28-01-14 07:00,16
28-01-14 06:00,16
28-01-14 05:00,17
28-01-14 04:00,19
28-01-14 03:00,14
28-01-14 02:00,12
28-01-14 01:00,12
28-01-14 00:00,15
27-01-14 23:00,16
27-01-14 22:00,22
27-01-14 21:00,25
27-01-14 20:00,23
27-01-14 19:00,20
27-01-14 18:00,20
27-01-14 17:00,23
27-01-14 16:00,21
27-01-14 15:00,19
27-01-14 14:00,17
27-01-14 13:00,18
27-01-14 12:00,18
27-01-14 11:00,22
27-01-14 10:00,21
27-01-14 09:00,22
27-01-14 08:00,22
27-01-14 07:00,21
27-01-14 06:00,22
27-01-14 05:00,29
27-01-14 04:00,27
27-01-14 03:00,26
27-01-14 02:00,32
27-01-14 01:00,39
27-01-14 00:00,40
26-01-14 23:00,45
26-01-14 22:00,44
26-01-14 21:00,26
26-01-14 20:00,21
26-01-14 19:00,20
26-01-14 18:00,21
26-01-14 17:00,20
26-01-14 16:00,18
26-01-14 15:00,15
26-01-14 14:00,15
26-01-14 13:00,11
26-01-14 12:00,10
26-01-14 11:00,10
26-01-14 10:00,11
26-01-14 09:00,15
26-01-14 08:00,18
26-01-14 07:00,18
26-01-14 06:00,17
26-01-14 05:00,19
26-01-14 04:00,19
26-01-14 03:00,20
26-01-14 02:00,16
26-01-14 01:00,16
26-01-14 00:00,20
25-01-14 23:00,27
25-01-14 22:00,22
25-01-14 21:00,17
25-01-14 20:00,13
25-01-14 19:00,16
25-01-14 18:00,21
25-01-14 17:00,24
25-01-14 16:00,20
25-01-14 15:00,19
25-01-14 14:00,18
25-01-14 13:00,18
25-01-14 12:00,18
25-01-14 11:00,17
25-01-14 10:00,18
25-01-14 09:00,20
25-01-14 08:00,22
25-01-14 07:00,21
25-01-14 06:00,22
25-01-14 05:00,22
25-01-14 04:00,22
25-01-14 03:00,23
25-01-14 02:00,25
25-01-14 01:00,27
25-01-14 00:00,27
24-01-14 23:00,27
24-01-14 22:00,31
24-01-14 21:00,30
24-01-14 20:00,26
24-01-14 19:00,18
24-01-14 18:00,14
24-01-14 17:00,18
24-01-14 16:00,19
24-01-14 15:00,21
24-01-14 14:00,20
24-01-14 13:00,20
24-01-14 12:00,19
24-01-14 11:00,20
24-01-14 10:00,20
24-01-14 09:00,15
24-01-14 08:00,17
24-01-14 07:00,17
24-01-14 06:00,17
24-01-14 05:00,18
24-01-14 04:00,20
24-01-14 03:00,22
24-01-14 02:00,22
24-01-14 01:00,23
24-01-14 00:00,25
23-01-14 23:00,25
23-01-14 22:00,26
23-01-14 21:00,26
23-01-14 20:00,25
23-01-14 19:00,24
23-01-14 18:00,23
23-01-14 17:00,21
23-01-14 16:00,18
23-01-14 15:00,16
23-01-14 14:00,15
23-01-14 13:00,13
23-01-14 12:00,13
23-01-14 11:00,15
23-01-14 10:00,17
23-01-14 09:00,19
23-01-14 08:00,18
23-01-14 07:00,18
23-01-14 06:00,17
23-01-14 05:00,17
23-01-14 04:00,17
23-01-14 03:00,17
23-01-14 02:00,18
23-01-14 01:00,18
23-01-14 00:00,20
22-01-14 23:00,21
22-01-14 22:00,20
22-01-14 21:00,20
22-01-14 20:00,20
22-01-14 19:00,20
22-01-14 18:00,20
22-01-14 17:00,20
22-01-14 16:00,18
22-01-14 15:00,17
22-01-14 14:00,16
22-01-14 13:00,15
22-01-14 12:00,15
22-01-14 11:00,15
22-01-14 10:00,15
22-01-14 09:00,15
22-01-14 08:00,17
22-01-14 07:00,19
22-01-14 06:00,20
22-01-14 05:00,19
22-01-14 04:00,15
22-01-14 03:00,15
22-01-14 02:00,16
22-01-14 01:00,17
22-01-14 00:00,19
21-01-14 23:00,18
21-01-14 22:00,20
21-01-14 21:00,16
21-01-14 20:00,14
21-01-14 19:00,14
21-01-14 18:00,15
21-01-14 17:00,15
21-01-14 16:00,14
21-01-14 15:00,15
21-01-14 14:00,15
21-01-14 13:00,15
21-01-14 12:00,15
21-01-14 11:00,14
21-01-14 10:00,15
21-01-14 09:00,17
21-01-14 08:00,16
21-01-14 07:00,15
21-01-14 06:00,15
21-01-14 05:00,15
21-01-14 04:00,15
21-01-14 03:00,15
21-01-14 02:00,16
21-01-14 01:00,15
21-01-14 00:00,15
20-01-14 23:00,15
20-01-14 22:00,15
20-01-14 21:00,15
20-01-14 20:00,15
20-01-14 19:00,15
20-01-14 18:00,14
20-01-14 17:00,13
20-01-14 16:00,12
20-01-14 15:00,11
20-01-14 14:00,10
20-01-14 13:00,10
20-01-14 12:00,10
20-01-14 11:00,10
20-01-14 10:00,10
20-01-14 09:00,10
20-01-14 08:00,11
20-01-14 07:00,10
20-01-14 06:00,11
20-01-14 05:00,10
20-01-14 04:00,11
20-01-14 03:00,12
20-01-14 02:00,12
20-01-14 01:00,12
20-01-14 00:00,11
19-01-14 23:00,11
19-01-14 22:00,12
19-01-14 21:00,12
19-01-14 20:00,11
19-01-14 19:00,9
19-01-14 18:00,9
19-01-14 17:00,9
19-01-14 16:00,8
19-01-14 15:00,8
19-01-14 14:00,8
19-01-14 13:00,9
19-01-14 12:00,9
19-01-14 11:00,11
19-01-14 10:00,12
19-01-14 09:00,9
19-01-14 08:00,10
19-01-14 07:00,12
19-01-14 06:00,12
19-01-14 05:00,14
19-01-14 04:00,21
19-01-14 03:00,17
19-01-14 02:00,12
19-01-14 01:00,11
19-01-14 00:00,11
18-01-14 23:00,6
18-01-14 22:00,7
18-01-14 21:00,10
18-01-14 20:00,9
18-01-14 19:00,8
18-01-14 18:00,10
18-01-14 17:00,15
18-01-14 16:00,18
18-01-14 15:00,14
18-01-14 14:00,16
18-01-14 13:00,22
18-01-14 12:00,25
18-01-14 11:00,22
18-01-14 10:00,23
18-01-14 09:00,24
18-01-14 08:00,17
18-01-14 07:00,13
18-01-14 06:00,9
18-01-14 05:00,9
18-01-14 04:00,9
18-01-14 03:00,9
18-01-14 02:00,11
18-01-14 01:00,11
18-01-14 00:00,13
17-01-14 23:00,13
17-01-14 22:00,15
17-01-14 21:00,18
17-01-14 20:00,20
17-01-14 19:00,20
17-01-14 18:00,19
17-01-14 17:00,17
17-01-14 16:00,16
17-01-14 15:00,16
17-01-14 14:00,16
17-01-14 13:00,14
17-01-14 12:00,13
17-01-14 11:00,13
17-01-14 10:00,13
17-01-14 09:00,12
17-01-14 08:00,8
17-01-14 07:00,8
17-01-14 06:00,8
17-01-14 05:00,9
17-01-14 04:00,11
17-01-14 03:00,12
17-01-14 02:00,12
17-01-14 01:00,13
17-01-14 00:00,12
16-01-14 23:00,12
16-01-14 22:00,21
16-01-14 21:00,29
16-01-14 20:00,33
16-01-14 19:00,31
16-01-14 18:00,37
16-01-14 17:00,36
16-01-14 16:00,31
16-01-14 15:00,28
16-01-14 14:00,28
16-01-14 13:00,28
16-01-14 12:00,24
16-01-14 11:00,
16-01-14 10:00,24
16-01-14 09:00,23
16-01-14 08:00,20
16-01-14 07:00,14
16-01-14 06:00,13
16-01-14 05:00,10
16-01-14 04:00,11
16-01-14 03:00,14
16-01-14 02:00,14
16-01-14 01:00,11
16-01-14 00:00,10
15-01-14 23:00,10
15-01-14 22:00,12
15-01-14 21:00,17
15-01-14 20:00,15
15-01-14 19:00,16
15-01-14 18:00,17
15-01-14 17:00,20
15-01-14 16:00,22
15-01-14 15:00,21
15-01-14 14:00,20
15-01-14 13:00,22
15-01-14 12:00,22
15-01-14 11:00,21
15-01-14 10:00,24
15-01-14 09:00,27
15-01-14 08:00,28
15-01-14 07:00,26
15-01-14 06:00,22
15-01-14 05:00,19
15-01-14 04:00,18
15-01-14 03:00,18
15-01-14 02:00,14
15-01-14 01:00,11
15-01-14 00:00,13
14-01-14 23:00,13
14-01-14 22:00,12
14-01-14 21:00,13
14-01-14 20:00,15
14-01-14 19:00,18
14-01-14 18:00,19
14-01-14 17:00,20
14-01-14 16:00,18
14-01-14 15:00,19
14-01-14 14:00,22
14-01-14 13:00,24
14-01-14 12:00,26
14-01-14 11:00,26
14-01-14 10:00,27
14-01-14 09:00,29
14-01-14 08:00,31
14-01-14 07:00,30
14-01-14 06:00,23
14-01-14 05:00,19
14-01-14 04:00,21
14-01-14 03:00,23
14-01-14 02:00,22
14-01-14 01:00,22
14-01-14 00:00,22
13-01-14 23:00,23
13-01-14 22:00,23
13-01-14 21:00,24
13-01-14 20:00,20
13-01-14 19:00,21
13-01-14 18:00,17
13-01-14 17:00,17
13-01-14 16:00,17
13-01-14 15:00,15
13-01-14 14:00,14
13-01-14 13:00,12
13-01-14 12:00,15
13-01-14 11:00,19
13-01-14 10:00,20
13-01-14 09:00,22
13-01-14 08:00,19
13-01-14 07:00,15
13-01-14 06:00,17
13-01-14 05:00,12
13-01-14 04:00,10
13-01-14 03:00,10
13-01-14 02:00,11
13-01-14 01:00,11
13-01-14 00:00,11
12-01-14 23:00,11
12-01-14 22:00,12
12-01-14 21:00,10
12-01-14 20:00,8
12-01-14 19:00,7
12-01-14 18:00,6
12-01-14 17:00,4
12-01-14 16:00,4
12-01-14 15:00,4
12-01-14 14:00,3
12-01-14 13:00,3
12-01-14 12:00,4
12-01-14 11:00,5
12-01-14 10:00,5
12-01-14 09:00,5
12-01-14 08:00,5
12-01-14 07:00,5
12-01-14 06:00,4
12-01-14 05:00,4
12-01-14 04:00,3
12-01-14 03:00,3
12-01-14 02:00,3
12-01-14 01:00,4
12-01-14 00:00,4
11-01-14 23:00,4
11-01-14 22:00,5
11-01-14 21:00,8
11-01-14 20:00,8
11-01-14 19:00,8
11-01-14 18:00,9
11-01-14 17:00,9
11-01-14 16:00,9
11-01-14 15:00,8
11-01-14 14:00,7
11-01-14 13:00,7
11-01-14 12:00,7
11-01-14 11:00,7
11-01-14 10:00,7
11-01-14 09:00,8
11-01-14 08:00,8
11-01-14 07:00,8
11-01-14 06:00,6
11-01-14 05:00,6
11-01-14 04:00,7
11-01-14 03:00,8
11-01-14 02:00,8
11-01-14 01:00,9
11-01-14 00:00,10
10-01-14 23:00,11
10-01-14 22:00,12
10-01-14 21:00,12
10-01-14 20:00,13
10-01-14 19:00,13
10-01-14 18:00,10
10-01-14 17:00,9
10-01-14 16:00,7
10-01-14 15:00,6
10-01-14 14:00,7
10-01-14 13:00,6
10-01-14 12:00,6
10-01-14 11:00,8
10-01-14 10:00,9
10-01-14 09:00,9
10-01-14 08:00,9
10-01-14 07:00,6
10-01-14 06:00,5
10-01-14 05:00,5
10-01-14 04:00,4
10-01-14 03:00,5
10-01-14 02:00,7
10-01-14 01:00,6
10-01-14 00:00,5
09-01-14 23:00,3
09-01-14 22:00,3
09-01-14 21:00,5
09-01-14 20:00,10
09-01-14 19:00,14
09-01-14 18:00,15
09-01-14 17:00,12
09-01-14 16:00,12
09-01-14 15:00,12
09-01-14 14:00,11
09-01-14 13:00,11
09-01-14 12:00,9
09-01-14 11:00,11
09-01-14 10:00,16
09-01-14 09:00,13
09-01-14 08:00,10
09-01-14 07:00,7
09-01-14 06:00,5
09-01-14 05:00,6
09-01-14 04:00,8
09-01-14 03:00,9
09-01-14 02:00,10
09-01-14 01:00,11
09-01-14 00:00,10
08-01-14 23:00,9
08-01-14 22:00,9
08-01-14 21:00,10
08-01-14 20:00,11
08-01-14 19:00,14
08-01-14 18:00,12
08-01-14 17:00,9
08-01-14 16:00,6
08-01-14 15:00,5
08-01-14 14:00,5
08-01-14 13:00,6
08-01-14 12:00,8
08-01-14 11:00,9
08-01-14 10:00,10
08-01-14 09:00,10
08-01-14 08:00,10
08-01-14 07:00,10
08-01-14 06:00,12
08-01-14 05:00,13
08-01-14 04:00,12
08-01-14 03:00,10
08-01-14 02:00,10
08-01-14 01:00,11
08-01-14 00:00,11
07-01-14 23:00,9
07-01-14 22:00,10
07-01-14 21:00,12
07-01-14 20:00,13
07-01-14 19:00,14
07-01-14 18:00,14
07-01-14 17:00,12
07-01-14 16:00,7
07-01-14 15:00,6
07-01-14 14:00,6
07-01-14 13:00,6
07-01-14 12:00,7
07-01-14 11:00,9
07-01-14 10:00,10
07-01-14 09:00,9
07-01-14 08:00,8
07-01-14 07:00,6
07-01-14 06:00,5
07-01-14 05:00,5
07-01-14 04:00,4
07-01-14 03:00,4
07-01-14 02:00,3
07-01-14 01:00,4
07-01-14 00:00,5
06-01-14 23:00,5
06-01-14 22:00,7
06-01-14 21:00,8
06-01-14 20:00,7
06-01-14 19:00,7
06-01-14 18:00,6
06-01-14 17:00,5
06-01-14 16:00,6
06-01-14 15:00,5
06-01-14 14:00,5
06-01-14 13:00,5
06-01-14 12:00,5
06-01-14 11:00,6
06-01-14 10:00,10
06-01-14 09:00,10
06-01-14 08:00,7
06-01-14 07:00,6
06-01-14 06:00,4
06-01-14 05:00,4
06-01-14 04:00,3
06-01-14 03:00,5
06-01-14 02:00,6
06-01-14 01:00,6
06-01-14 00:00,6
05-01-14 23:00,7
05-01-14 22:00,7
05-01-14 21:00,9
05-01-14 20:00,7
05-01-14 19:00,8
05-01-14 18:00,9
05-01-14 17:00,10
05-01-14 16:00,8
05-01-14 15:00,8
05-01-14 14:00,8
05-01-14 13:00,8
05-01-14 12:00,6
05-01-14 11:00,5
05-01-14 10:00,5
05-01-14 09:00,5
05-01-14 08:00,6
05-01-14 07:00,5
05-01-14 06:00,4
05-01-14 05:00,4
05-01-14 04:00,5
05-01-14 03:00,7
05-01-14 02:00,10
05-01-14 01:00,14
05-01-14 00:00,12
04-01-14 23:00,13
04-01-14 22:00,12
04-01-14 21:00,11
04-01-14 20:00,9
04-01-14 19:00,10
04-01-14 18:00,14
04-01-14 17:00,17
04-01-14 16:00,22
04-01-14 15:00,14
04-01-14 14:00,15
04-01-14 13:00,11
04-01-14 12:00,5
04-01-14 11:00,6
04-01-14 10:00,6
04-01-14 09:00,5
04-01-14 08:00,4
04-01-14 07:00,4
