Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-01-14,99
30-01-14,92
29-01-14,80
28-01-14,39
27-01-14,30
26-01-14,82
25-01-14,87
24-01-14,66
23-01-14,54
22-01-14,52
21-01-14,22
20-01-14,30
19-01-14,37
18-01-14,27
17-01-14,21
16-01-14,21
15-01-14,41
14-01-14,41
13-01-14,36
12-01-14,19
11-01-14,21
10-01-14,14
09-01-14,17
08-01-14,22
07-01-14,18
06-01-14,12
05-01-14,18
04-01-14,20
03-01-14,13
02-01-14,19
01-01-14,65

