Datum Zeit,Collmberg PM2.5
,µg/m³
31-01-14,44.04
30-01-14,49.31
29-01-14,41.45
28-01-14,29.02
27-01-14,15.86
26-01-14,44.34
25-01-14,49.01
24-01-14,46.60
23-01-14,33.43
22-01-14,35.05
21-01-14,12.78
20-01-14,3.86
19-01-14,5.10
18-01-14,10.88
17-01-14,7.24
16-01-14,9.42
15-01-14,8.53
14-01-14,9.30
13-01-14,11.41
12-01-14,5.29
11-01-14,5.61
10-01-14,3.54
09-01-14,5.03
08-01-14,4.56
07-01-14,3.99
06-01-14,3.03
05-01-14,6.68
04-01-14,7.10
03-01-14,5.27
02-01-14,12.02
01-01-14,16.79

