Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-01-14,29.07
30-01-14,42.79
29-01-14,51.82
28-01-14,46.22
27-01-14,40.21
26-01-14,49.63
25-01-14,48.98
24-01-14,43.08
23-01-14,33.03
22-01-14,36.67
21-01-14,15.37
20-01-14,11.41
19-01-14,22.23
18-01-14,17.32
17-01-14,29.55
16-01-14,19.40
15-01-14,21.18
14-01-14,31.52
13-01-14,18.41
12-01-14,6.96
11-01-14,6.70
10-01-14,5.55
09-01-14,10.32
08-01-14,13.44
07-01-14,12.53
06-01-14,9.23
05-01-14,13.19
04-01-14,13.05
03-01-14,19.93
02-01-14,25.94
01-01-14,28.75

