Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-01-14,65
30-01-14,58
29-01-14,71
28-01-14,29
27-01-14,15
26-01-14,70
25-01-14,97
24-01-14,52
23-01-14,74
22-01-14,34
21-01-14,11
20-01-14,18
19-01-14,41
18-01-14,34
17-01-14,19
16-01-14,14
15-01-14,21
14-01-14,19
13-01-14,22
12-01-14,14
11-01-14,11
10-01-14,10
09-01-14,11
08-01-14,12
07-01-14,9
06-01-14,9
05-01-14,8
04-01-14,19
03-01-14,14
02-01-14,15
01-01-14,101

