Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-01-14,73.08
30-01-14,57.41
29-01-14,46.84
28-01-14,29.29
27-01-14,19.89
26-01-14,51.98
25-01-14,62.28
24-01-14,53.18
23-01-14,41.56
22-01-14,40.58
21-01-14,16.64
20-01-14,
19-01-14,27.92
18-01-14,16.43
17-01-14,14.15
16-01-14,16.11
15-01-14,24.47
14-01-14,23.86
13-01-14,18.09
12-01-14,8.71
11-01-14,9.44
10-01-14,7.58
09-01-14,10.02
08-01-14,9.84
07-01-14,8.37
06-01-14,7.01
05-01-14,9.71
04-01-14,9.43
03-01-14,9.65
02-01-14,13.46
01-01-14,42.48

