Datum Zeit,Borna PM10
,µg/m³
31-12-05,21
30-12-05,36
29-12-05,26
28-12-05,28
27-12-05,34
26-12-05,17
25-12-05,14
24-12-05,21
23-12-05,23
22-12-05,24
21-12-05,30
20-12-05,20
19-12-05,21
18-12-05,12
17-12-05,10
16-12-05,
15-12-05,16
14-12-05,29
13-12-05,32
12-12-05,28
11-12-05,27
10-12-05,32
09-12-05,17
08-12-05,25
07-12-05,31
06-12-05,37
05-12-05,21
04-12-05,15
03-12-05,38
02-12-05,48
01-12-05,39

