Datum Zeit,Chemnitz-Mitte BEN
,µg/m³
01-01-06 00:00,2.2
31-12-05 23:00,1.8
31-12-05 22:00,1.2
31-12-05 21:00,1.3
31-12-05 20:00,1.2
31-12-05 19:00,1.4
31-12-05 18:00,1.8
31-12-05 17:00,1.2
31-12-05 16:00,1.5
31-12-05 15:00,1.4
31-12-05 14:00,1.3
31-12-05 13:00,1.5
31-12-05 12:00,1.6
31-12-05 11:00,1.7
31-12-05 10:00,1.4
31-12-05 09:00,1.1
31-12-05 08:00,1.0
31-12-05 07:00,1.0
31-12-05 06:00,1.4
31-12-05 05:00,1.4
31-12-05 04:00,1.7
31-12-05 03:00,2.8
31-12-05 02:00,4.2
31-12-05 01:00,4.5
31-12-05 00:00,4.8
30-12-05 23:00,6.0
30-12-05 22:00,5.3
30-12-05 21:00,4.8
30-12-05 20:00,4.8
30-12-05 19:00,6.2
30-12-05 18:00,2.9
30-12-05 17:00,2.9
30-12-05 16:00,2.5
30-12-05 15:00,2.3
30-12-05 14:00,2.3
30-12-05 13:00,2.9
30-12-05 12:00,2.9
30-12-05 11:00,3.6
30-12-05 10:00,4.1
30-12-05 09:00,3.1
30-12-05 08:00,2.5
30-12-05 07:00,2.4
30-12-05 06:00,2.4
30-12-05 05:00,1.6
30-12-05 04:00,1.7
30-12-05 03:00,1.6
30-12-05 02:00,1.7
30-12-05 01:00,1.6
30-12-05 00:00,1.7
29-12-05 23:00,1.8
29-12-05 22:00,1.9
29-12-05 21:00,2.0
29-12-05 20:00,2.7
29-12-05 19:00,2.0
29-12-05 18:00,1.8
29-12-05 17:00,1.8
29-12-05 16:00,1.7
29-12-05 15:00,1.5
29-12-05 14:00,1.5
29-12-05 13:00,1.5
29-12-05 12:00,1.4
29-12-05 11:00,1.3
29-12-05 10:00,1.4
29-12-05 09:00,1.6
29-12-05 08:00,1.8
29-12-05 07:00,2.1
29-12-05 06:00,1.7
29-12-05 05:00,
29-12-05 04:00,
29-12-05 03:00,
29-12-05 02:00,
29-12-05 01:00,
29-12-05 00:00,2.9
28-12-05 23:00,2.7
28-12-05 22:00,2.6
28-12-05 21:00,2.5
28-12-05 20:00,3.0
28-12-05 19:00,2.8
28-12-05 18:00,2.8
28-12-05 17:00,2.7
28-12-05 16:00,2.8
28-12-05 15:00,2.4
28-12-05 14:00,2.2
28-12-05 13:00,2.5
28-12-05 12:00,2.4
28-12-05 11:00,2.2
28-12-05 10:00,1.9
28-12-05 09:00,1.8
28-12-05 08:00,1.8
28-12-05 07:00,1.7
28-12-05 06:00,1.7
28-12-05 05:00,1.6
28-12-05 04:00,1.8
28-12-05 03:00,1.9
28-12-05 02:00,1.8
28-12-05 01:00,2.0
28-12-05 00:00,1.9
27-12-05 23:00,1.8
27-12-05 22:00,2.5
27-12-05 21:00,3.0
27-12-05 20:00,3.5
27-12-05 19:00,3.2
27-12-05 18:00,3.0
27-12-05 17:00,3.6
27-12-05 16:00,3.7
27-12-05 15:00,3.3
27-12-05 14:00,2.7
27-12-05 13:00,2.3
27-12-05 12:00,2.1
27-12-05 11:00,2.6
27-12-05 10:00,2.3
27-12-05 09:00,2.7
27-12-05 08:00,2.1
27-12-05 07:00,1.8
27-12-05 06:00,1.6
27-12-05 05:00,1.9
27-12-05 04:00,3.6
27-12-05 03:00,8.8
27-12-05 02:00,2.8
27-12-05 01:00,2.3
27-12-05 00:00,2.4
26-12-05 23:00,3.0
26-12-05 22:00,3.0
26-12-05 21:00,3.4
26-12-05 20:00,3.2
26-12-05 19:00,2.8
26-12-05 18:00,2.2
26-12-05 17:00,1.7
26-12-05 16:00,1.3
26-12-05 15:00,0.8
26-12-05 14:00,0.9
26-12-05 13:00,0.8
26-12-05 12:00,1.0
26-12-05 11:00,0.8
26-12-05 10:00,0.7
26-12-05 09:00,0.6
26-12-05 08:00,0.6
26-12-05 07:00,0.6
26-12-05 06:00,0.6
26-12-05 05:00,0.7
26-12-05 04:00,0.8
26-12-05 03:00,0.9
26-12-05 02:00,1.3
26-12-05 01:00,1.3
26-12-05 00:00,1.7
25-12-05 23:00,1.9
25-12-05 22:00,2.2
25-12-05 21:00,2.2
25-12-05 20:00,1.7
25-12-05 19:00,1.4
25-12-05 18:00,1.1
25-12-05 17:00,1.4
25-12-05 16:00,0.8
25-12-05 15:00,0.8
25-12-05 14:00,0.6
25-12-05 13:00,1.0
25-12-05 12:00,0.7
25-12-05 11:00,0.7
25-12-05 10:00,
25-12-05 09:00,
25-12-05 08:00,
25-12-05 07:00,
25-12-05 06:00,
25-12-05 05:00,0.4
25-12-05 04:00,0.4
25-12-05 03:00,0.7
25-12-05 02:00,0.6
25-12-05 01:00,0.7
25-12-05 00:00,0.8
24-12-05 23:00,0.8
24-12-05 22:00,1.1
24-12-05 21:00,1.2
24-12-05 20:00,1.2
24-12-05 19:00,1.3
24-12-05 18:00,1.4
24-12-05 17:00,1.5
24-12-05 16:00,1.4
24-12-05 15:00,1.7
24-12-05 14:00,1.8
24-12-05 13:00,1.7
24-12-05 12:00,1.8
24-12-05 11:00,1.4
24-12-05 10:00,1.1
24-12-05 09:00,1.1
24-12-05 08:00,1.0
24-12-05 07:00,1.1
24-12-05 06:00,1.1
24-12-05 05:00,1.2
24-12-05 04:00,1.3
24-12-05 03:00,1.4
24-12-05 02:00,1.5
24-12-05 01:00,1.5
24-12-05 00:00,1.6
23-12-05 23:00,1.8
23-12-05 22:00,2.0
23-12-05 21:00,2.9
23-12-05 20:00,2.9
23-12-05 19:00,3.0
23-12-05 18:00,2.6
23-12-05 17:00,2.8
23-12-05 16:00,2.8
23-12-05 15:00,3.3
23-12-05 14:00,3.7
23-12-05 13:00,3.1
23-12-05 12:00,3.1
23-12-05 11:00,2.3
23-12-05 10:00,2.1
23-12-05 09:00,1.8
23-12-05 08:00,1.5
23-12-05 07:00,1.3
23-12-05 06:00,1.2
23-12-05 05:00,1.1
23-12-05 04:00,1.3
23-12-05 03:00,1.3
23-12-05 02:00,1.4
23-12-05 01:00,1.4
23-12-05 00:00,1.4
22-12-05 23:00,1.6
22-12-05 22:00,1.4
22-12-05 21:00,2.5
22-12-05 20:00,2.2
22-12-05 19:00,2.4
22-12-05 18:00,2.0
22-12-05 17:00,2.4
22-12-05 16:00,3.1
22-12-05 15:00,2.8
22-12-05 14:00,2.4
22-12-05 13:00,2.3
22-12-05 12:00,2.0
22-12-05 11:00,1.8
22-12-05 10:00,1.4
22-12-05 09:00,1.3
22-12-05 08:00,1.4
22-12-05 07:00,0.9
22-12-05 06:00,0.8
22-12-05 05:00,0.8
22-12-05 04:00,1.1
22-12-05 03:00,1.0
22-12-05 02:00,1.0
22-12-05 01:00,1.3
22-12-05 00:00,1.5
21-12-05 23:00,1.6
21-12-05 22:00,2.1
21-12-05 21:00,2.9
21-12-05 20:00,2.7
21-12-05 19:00,3.2
21-12-05 18:00,2.4
21-12-05 17:00,3.3
21-12-05 16:00,2.9
21-12-05 15:00,2.5
21-12-05 14:00,
21-12-05 13:00,
21-12-05 12:00,
21-12-05 11:00,
21-12-05 10:00,
21-12-05 09:00,2.4
21-12-05 08:00,1.5
21-12-05 07:00,0.9
21-12-05 06:00,0.5
21-12-05 05:00,0.6
21-12-05 04:00,0.7
21-12-05 03:00,0.6
21-12-05 02:00,0.7
21-12-05 01:00,1.1
21-12-05 00:00,1.4
20-12-05 23:00,0.6
20-12-05 22:00,1.0
20-12-05 21:00,1.7
20-12-05 20:00,1.7
20-12-05 19:00,2.4
20-12-05 18:00,2.2
20-12-05 17:00,2.2
20-12-05 16:00,1.9
20-12-05 15:00,1.5
20-12-05 14:00,1.6
20-12-05 13:00,1.8
20-12-05 12:00,1.4
20-12-05 11:00,1.3
20-12-05 10:00,1.2
20-12-05 09:00,1.2
20-12-05 08:00,1.3
20-12-05 07:00,0.8
20-12-05 06:00,0.7
20-12-05 05:00,0.7
20-12-05 04:00,0.7
20-12-05 03:00,0.9
20-12-05 02:00,0.9
20-12-05 01:00,1.0
20-12-05 00:00,1.2
19-12-05 23:00,1.3
19-12-05 22:00,1.3
19-12-05 21:00,1.8
19-12-05 20:00,1.4
19-12-05 19:00,1.8
19-12-05 18:00,1.6
19-12-05 17:00,2.2
19-12-05 16:00,2.1
19-12-05 15:00,1.5
19-12-05 14:00,1.5
19-12-05 13:00,1.7
19-12-05 12:00,1.6
19-12-05 11:00,1.4
19-12-05 10:00,1.7
19-12-05 09:00,1.6
19-12-05 08:00,1.4
19-12-05 07:00,1.0
19-12-05 06:00,0.8
19-12-05 05:00,0.7
19-12-05 04:00,0.7
19-12-05 03:00,0.7
19-12-05 02:00,0.7
19-12-05 01:00,0.9
19-12-05 00:00,0.8
18-12-05 23:00,0.9
18-12-05 22:00,1.0
18-12-05 21:00,1.3
18-12-05 20:00,1.2
18-12-05 19:00,1.4
18-12-05 18:00,1.6
18-12-05 17:00,1.4
18-12-05 16:00,1.6
18-12-05 15:00,1.2
18-12-05 14:00,1.2
18-12-05 13:00,1.1
18-12-05 12:00,1.1
18-12-05 11:00,1.2
18-12-05 10:00,0.6
18-12-05 09:00,0.5
18-12-05 08:00,0.5
18-12-05 07:00,0.5
18-12-05 06:00,0.5
18-12-05 05:00,0.6
18-12-05 04:00,0.7
18-12-05 03:00,0.7
18-12-05 02:00,0.9
18-12-05 01:00,1.0
18-12-05 00:00,0.9
17-12-05 23:00,0.9
17-12-05 22:00,1.5
17-12-05 21:00,1.5
17-12-05 20:00,1.7
17-12-05 19:00,
17-12-05 18:00,
17-12-05 17:00,
17-12-05 16:00,
17-12-05 15:00,
17-12-05 14:00,1.0
17-12-05 13:00,1.0
17-12-05 12:00,1.2
17-12-05 11:00,0.8
17-12-05 10:00,0.7
17-12-05 09:00,0.5
17-12-05 08:00,0.5
17-12-05 07:00,0.5
17-12-05 06:00,0.4
17-12-05 05:00,0.6
17-12-05 04:00,0.6
17-12-05 03:00,0.8
17-12-05 02:00,0.7
17-12-05 01:00,0.8
17-12-05 00:00,0.6
16-12-05 23:00,0.7
16-12-05 22:00,0.7
16-12-05 21:00,1.2
16-12-05 20:00,1.1
16-12-05 19:00,1.1
16-12-05 18:00,1.0
16-12-05 17:00,0.8
16-12-05 16:00,0.7
16-12-05 15:00,0.8
16-12-05 14:00,1.0
16-12-05 13:00,1.2
16-12-05 12:00,0.9
16-12-05 11:00,0.9
16-12-05 10:00,0.9
16-12-05 09:00,0.8
16-12-05 08:00,0.9
16-12-05 07:00,0.7
16-12-05 06:00,0.6
16-12-05 05:00,0.4
