Datum Zeit,Annaberg-Buchholz NO2
,µg/m³
01-01-06 00:00,22
31-12-05 23:00,17
31-12-05 22:00,18
31-12-05 21:00,24
31-12-05 20:00,18
31-12-05 19:00,22
31-12-05 18:00,32
31-12-05 17:00,34
31-12-05 16:00,14
31-12-05 15:00,12
31-12-05 14:00,12
31-12-05 13:00,8
31-12-05 12:00,14
31-12-05 11:00,20
31-12-05 10:00,34
31-12-05 09:00,38
31-12-05 08:00,21
31-12-05 07:00,17
31-12-05 06:00,16
31-12-05 05:00,14
31-12-05 04:00,13
31-12-05 03:00,38
31-12-05 02:00,37
31-12-05 01:00,41
31-12-05 00:00,45
30-12-05 23:00,46
30-12-05 22:00,52
30-12-05 21:00,54
30-12-05 20:00,55
30-12-05 19:00,55
30-12-05 18:00,62
30-12-05 17:00,66
30-12-05 16:00,58
30-12-05 15:00,28
30-12-05 14:00,18
30-12-05 13:00,17
30-12-05 12:00,30
30-12-05 11:00,43
30-12-05 10:00,40
30-12-05 09:00,45
30-12-05 08:00,48
30-12-05 07:00,45
30-12-05 06:00,32
30-12-05 05:00,17
30-12-05 04:00,12
30-12-05 03:00,13
30-12-05 02:00,14
30-12-05 01:00,15
30-12-05 00:00,18
29-12-05 23:00,20
29-12-05 22:00,22
29-12-05 21:00,26
29-12-05 20:00,29
29-12-05 19:00,27
29-12-05 18:00,30
29-12-05 17:00,27
29-12-05 16:00,22
29-12-05 15:00,18
29-12-05 14:00,17
29-12-05 13:00,16
29-12-05 12:00,17
29-12-05 11:00,16
29-12-05 10:00,15
29-12-05 09:00,15
29-12-05 08:00,17
29-12-05 07:00,18
29-12-05 06:00,16
29-12-05 05:00,15
29-12-05 04:00,14
29-12-05 03:00,13
29-12-05 02:00,12
29-12-05 01:00,12
29-12-05 00:00,12
28-12-05 23:00,14
28-12-05 22:00,19
28-12-05 21:00,17
28-12-05 20:00,17
28-12-05 19:00,17
28-12-05 18:00,18
28-12-05 17:00,19
28-12-05 16:00,17
28-12-05 15:00,18
28-12-05 14:00,18
28-12-05 13:00,18
28-12-05 12:00,20
28-12-05 11:00,16
28-12-05 10:00,17
28-12-05 09:00,26
28-12-05 08:00,27
28-12-05 07:00,24
28-12-05 06:00,18
28-12-05 05:00,14
28-12-05 04:00,13
28-12-05 03:00,11
28-12-05 02:00,11
28-12-05 01:00,13
28-12-05 00:00,13
27-12-05 23:00,17
27-12-05 22:00,21
27-12-05 21:00,24
27-12-05 20:00,23
27-12-05 19:00,26
27-12-05 18:00,30
27-12-05 17:00,29
27-12-05 16:00,26
27-12-05 15:00,24
27-12-05 14:00,22
27-12-05 13:00,22
27-12-05 12:00,23
27-12-05 11:00,23
27-12-05 10:00,23
27-12-05 09:00,27
27-12-05 08:00,31
27-12-05 07:00,28
27-12-05 06:00,23
27-12-05 05:00,25
27-12-05 04:00,33
27-12-05 03:00,34
27-12-05 02:00,31
27-12-05 01:00,32
27-12-05 00:00,39
26-12-05 23:00,43
26-12-05 22:00,45
26-12-05 21:00,41
26-12-05 20:00,42
26-12-05 19:00,48
26-12-05 18:00,53
26-12-05 17:00,54
26-12-05 16:00,52
26-12-05 15:00,13
26-12-05 14:00,9
26-12-05 13:00,7
26-12-05 12:00,9
26-12-05 11:00,14
26-12-05 10:00,23
26-12-05 09:00,11
26-12-05 08:00,7
26-12-05 07:00,9
26-12-05 06:00,9
26-12-05 05:00,6
26-12-05 04:00,8
26-12-05 03:00,17
26-12-05 02:00,13
26-12-05 01:00,28
26-12-05 00:00,27
25-12-05 23:00,27
25-12-05 22:00,41
25-12-05 21:00,41
25-12-05 20:00,36
25-12-05 19:00,26
25-12-05 18:00,26
25-12-05 17:00,39
25-12-05 16:00,19
25-12-05 15:00,9
25-12-05 14:00,8
25-12-05 13:00,7
25-12-05 12:00,8
25-12-05 11:00,10
25-12-05 10:00,10
25-12-05 09:00,8
25-12-05 08:00,5
25-12-05 07:00,4
25-12-05 06:00,4
25-12-05 05:00,4
25-12-05 04:00,9
25-12-05 03:00,10
25-12-05 02:00,10
25-12-05 01:00,10
25-12-05 00:00,13
24-12-05 23:00,13
24-12-05 22:00,14
24-12-05 21:00,16
24-12-05 20:00,17
24-12-05 19:00,16
24-12-05 18:00,20
24-12-05 17:00,19
24-12-05 16:00,19
24-12-05 15:00,17
24-12-05 14:00,16
24-12-05 13:00,16
24-12-05 12:00,16
24-12-05 11:00,17
24-12-05 10:00,22
24-12-05 09:00,17
24-12-05 08:00,16
24-12-05 07:00,17
24-12-05 06:00,16
24-12-05 05:00,19
24-12-05 04:00,21
24-12-05 03:00,25
24-12-05 02:00,25
24-12-05 01:00,25
24-12-05 00:00,26
23-12-05 23:00,25
23-12-05 22:00,27
23-12-05 21:00,26
23-12-05 20:00,34
23-12-05 19:00,38
23-12-05 18:00,39
23-12-05 17:00,43
23-12-05 16:00,40
23-12-05 15:00,36
23-12-05 14:00,36
23-12-05 13:00,33
23-12-05 12:00,35
23-12-05 11:00,35
23-12-05 10:00,36
23-12-05 09:00,39
23-12-05 08:00,38
23-12-05 07:00,32
23-12-05 06:00,29
23-12-05 05:00,30
23-12-05 04:00,32
23-12-05 03:00,29
23-12-05 02:00,28
23-12-05 01:00,26
23-12-05 00:00,24
22-12-05 23:00,22
22-12-05 22:00,22
22-12-05 21:00,22
22-12-05 20:00,25
22-12-05 19:00,24
22-12-05 18:00,27
22-12-05 17:00,28
22-12-05 16:00,30
22-12-05 15:00,27
22-12-05 14:00,27
22-12-05 13:00,24
22-12-05 12:00,27
22-12-05 11:00,27
22-12-05 10:00,28
22-12-05 09:00,29
22-12-05 08:00,29
22-12-05 07:00,23
22-12-05 06:00,18
22-12-05 05:00,16
22-12-05 04:00,14
22-12-05 03:00,15
22-12-05 02:00,16
22-12-05 01:00,18
22-12-05 00:00,27
21-12-05 23:00,27
21-12-05 22:00,30
21-12-05 21:00,31
21-12-05 20:00,38
21-12-05 19:00,38
21-12-05 18:00,38
21-12-05 17:00,37
21-12-05 16:00,42
21-12-05 15:00,39
21-12-05 14:00,28
21-12-05 13:00,31
21-12-05 12:00,36
21-12-05 11:00,33
21-12-05 10:00,33
21-12-05 09:00,54
21-12-05 08:00,60
21-12-05 07:00,39
21-12-05 06:00,22
21-12-05 05:00,13
21-12-05 04:00,7
21-12-05 03:00,7
21-12-05 02:00,4
21-12-05 01:00,6
21-12-05 00:00,7
20-12-05 23:00,21
20-12-05 22:00,23
20-12-05 21:00,20
20-12-05 20:00,20
20-12-05 19:00,20
20-12-05 18:00,19
20-12-05 17:00,21
20-12-05 16:00,25
20-12-05 15:00,26
20-12-05 14:00,27
20-12-05 13:00,23
20-12-05 12:00,23
20-12-05 11:00,21
20-12-05 10:00,20
20-12-05 09:00,26
20-12-05 08:00,24
20-12-05 07:00,17
20-12-05 06:00,14
20-12-05 05:00,12
20-12-05 04:00,10
20-12-05 03:00,11
20-12-05 02:00,14
20-12-05 01:00,17
20-12-05 00:00,18
19-12-05 23:00,21
19-12-05 22:00,21
19-12-05 21:00,20
19-12-05 20:00,20
19-12-05 19:00,25
19-12-05 18:00,24
19-12-05 17:00,27
19-12-05 16:00,23
19-12-05 15:00,24
19-12-05 14:00,24
19-12-05 13:00,23
19-12-05 12:00,25
19-12-05 11:00,21
19-12-05 10:00,21
19-12-05 09:00,21
19-12-05 08:00,24
19-12-05 07:00,23
19-12-05 06:00,18
19-12-05 05:00,11
19-12-05 04:00,8
19-12-05 03:00,7
19-12-05 02:00,6
19-12-05 01:00,6
19-12-05 00:00,7
18-12-05 23:00,8
18-12-05 22:00,8
18-12-05 21:00,9
18-12-05 20:00,9
18-12-05 19:00,9
18-12-05 18:00,10
18-12-05 17:00,11
18-12-05 16:00,12
18-12-05 15:00,10
18-12-05 14:00,12
18-12-05 13:00,12
18-12-05 12:00,13
18-12-05 11:00,13
18-12-05 10:00,11
18-12-05 09:00,9
18-12-05 08:00,8
18-12-05 07:00,7
18-12-05 06:00,8
18-12-05 05:00,5
18-12-05 04:00,6
18-12-05 03:00,8
18-12-05 02:00,7
18-12-05 01:00,7
18-12-05 00:00,8
17-12-05 23:00,7
17-12-05 22:00,8
17-12-05 21:00,8
17-12-05 20:00,11
17-12-05 19:00,13
17-12-05 18:00,11
17-12-05 17:00,11
17-12-05 16:00,10
17-12-05 15:00,10
17-12-05 14:00,10
17-12-05 13:00,9
17-12-05 12:00,10
17-12-05 11:00,10
17-12-05 10:00,9
17-12-05 09:00,7
17-12-05 08:00,7
17-12-05 07:00,7
17-12-05 06:00,7
17-12-05 05:00,5
17-12-05 04:00,5
17-12-05 03:00,5
17-12-05 02:00,5
17-12-05 01:00,6
17-12-05 00:00,6
16-12-05 23:00,6
16-12-05 22:00,5
16-12-05 21:00,7
16-12-05 20:00,9
16-12-05 19:00,9
16-12-05 18:00,10
16-12-05 17:00,10
16-12-05 16:00,8
16-12-05 15:00,8
16-12-05 14:00,11
16-12-05 13:00,14
16-12-05 12:00,19
16-12-05 11:00,20
16-12-05 10:00,19
16-12-05 09:00,18
16-12-05 08:00,19
16-12-05 07:00,18
16-12-05 06:00,18
16-12-05 05:00,12
16-12-05 04:00,6
16-12-05 03:00,5
16-12-05 02:00,5
16-12-05 01:00,6
16-12-05 00:00,6
15-12-05 23:00,7
15-12-05 22:00,9
15-12-05 21:00,12
15-12-05 20:00,12
15-12-05 19:00,18
15-12-05 18:00,28
15-12-05 17:00,30
15-12-05 16:00,31
15-12-05 15:00,27
15-12-05 14:00,26
15-12-05 13:00,23
15-12-05 12:00,21
15-12-05 11:00,20
15-12-05 10:00,23
15-12-05 09:00,21
15-12-05 08:00,21
15-12-05 07:00,18
15-12-05 06:00,17
15-12-05 05:00,12
15-12-05 04:00,12
15-12-05 03:00,15
15-12-05 02:00,17
15-12-05 01:00,16
15-12-05 00:00,18
14-12-05 23:00,22
14-12-05 22:00,22
14-12-05 21:00,25
14-12-05 20:00,33
14-12-05 19:00,35
14-12-05 18:00,40
14-12-05 17:00,43
14-12-05 16:00,33
14-12-05 15:00,35
14-12-05 14:00,31
14-12-05 13:00,25
14-12-05 12:00,30
14-12-05 11:00,32
14-12-05 10:00,31
14-12-05 09:00,32
14-12-05 08:00,38
14-12-05 07:00,22
14-12-05 06:00,18
14-12-05 05:00,14
14-12-05 04:00,9
14-12-05 03:00,8
14-12-05 02:00,8
14-12-05 01:00,10
14-12-05 00:00,13
13-12-05 23:00,21
13-12-05 22:00,25
13-12-05 21:00,20
13-12-05 20:00,21
13-12-05 19:00,28
