Datum Zeit,Bautzen NO
,µg/m³
01-01-06 00:00,1
31-12-05 23:00,1
31-12-05 22:00,1
31-12-05 21:00,1
31-12-05 20:00,1
31-12-05 19:00,1
31-12-05 18:00,1
31-12-05 17:00,1
31-12-05 16:00,3
31-12-05 15:00,5
31-12-05 14:00,4
31-12-05 13:00,3
31-12-05 12:00,2
31-12-05 11:00,2
31-12-05 10:00,1
31-12-05 09:00,1
31-12-05 08:00,3
31-12-05 07:00,1
31-12-05 06:00,1
31-12-05 05:00,2
31-12-05 04:00,1
31-12-05 03:00,1
31-12-05 02:00,1
31-12-05 01:00,3
31-12-05 00:00,18
30-12-05 23:00,17
30-12-05 22:00,21
30-12-05 21:00,20
30-12-05 20:00,71
30-12-05 19:00,72
30-12-05 18:00,67
30-12-05 17:00,50
30-12-05 16:00,34
30-12-05 15:00,13
30-12-05 14:00,20
30-12-05 13:00,21
30-12-05 12:00,33
30-12-05 11:00,67
30-12-05 10:00,112
30-12-05 09:00,69
30-12-05 08:00,21
30-12-05 07:00,24
30-12-05 06:00,35
30-12-05 05:00,7
30-12-05 04:00,1
30-12-05 03:00,1
30-12-05 02:00,1
30-12-05 01:00,1
30-12-05 00:00,1
29-12-05 23:00,1
29-12-05 22:00,1
29-12-05 21:00,1
29-12-05 20:00,1
29-12-05 19:00,2
29-12-05 18:00,2
29-12-05 17:00,2
29-12-05 16:00,5
29-12-05 15:00,8
29-12-05 14:00,6
29-12-05 13:00,6
29-12-05 12:00,6
29-12-05 11:00,5
29-12-05 10:00,4
29-12-05 09:00,4
29-12-05 08:00,5
29-12-05 07:00,6
29-12-05 06:00,5
29-12-05 05:00,3
29-12-05 04:00,2
29-12-05 03:00,1
29-12-05 02:00,2
29-12-05 01:00,1
29-12-05 00:00,1
28-12-05 23:00,3
28-12-05 22:00,2
28-12-05 21:00,3
28-12-05 20:00,4
28-12-05 19:00,9
28-12-05 18:00,9
28-12-05 17:00,9
28-12-05 16:00,15
28-12-05 15:00,13
28-12-05 14:00,17
28-12-05 13:00,14
28-12-05 12:00,17
28-12-05 11:00,20
28-12-05 10:00,15
28-12-05 09:00,14
28-12-05 08:00,11
28-12-05 07:00,6
28-12-05 06:00,6
28-12-05 05:00,3
28-12-05 04:00,1
28-12-05 03:00,1
28-12-05 02:00,1
28-12-05 01:00,1
28-12-05 00:00,1
27-12-05 23:00,2
27-12-05 22:00,3
27-12-05 21:00,3
27-12-05 20:00,3
27-12-05 19:00,4
27-12-05 18:00,9
27-12-05 17:00,15
27-12-05 16:00,19
27-12-05 15:00,20
27-12-05 14:00,16
27-12-05 13:00,19
27-12-05 12:00,26
27-12-05 11:00,21
27-12-05 10:00,25
27-12-05 09:00,23
27-12-05 08:00,25
27-12-05 07:00,15
27-12-05 06:00,5
27-12-05 05:00,7
27-12-05 04:00,3
27-12-05 03:00,4
27-12-05 02:00,2
27-12-05 01:00,15
27-12-05 00:00,18
26-12-05 23:00,7
26-12-05 22:00,4
26-12-05 21:00,1
26-12-05 20:00,1
26-12-05 19:00,5
26-12-05 18:00,40
26-12-05 17:00,6
26-12-05 16:00,3
26-12-05 15:00,2
26-12-05 14:00,3
26-12-05 13:00,3
26-12-05 12:00,6
26-12-05 11:00,5
26-12-05 10:00,2
26-12-05 09:00,1
26-12-05 08:00,1
26-12-05 07:00,1
26-12-05 06:00,1
26-12-05 05:00,1
26-12-05 04:00,1
26-12-05 03:00,1
26-12-05 02:00,1
26-12-05 01:00,1
26-12-05 00:00,1
25-12-05 23:00,1
25-12-05 22:00,2
25-12-05 21:00,2
25-12-05 20:00,2
25-12-05 19:00,4
25-12-05 18:00,4
25-12-05 17:00,7
25-12-05 16:00,6
25-12-05 15:00,5
25-12-05 14:00,2
25-12-05 13:00,3
25-12-05 12:00,3
25-12-05 11:00,4
25-12-05 10:00,2
25-12-05 09:00,3
25-12-05 08:00,1
25-12-05 07:00,1
25-12-05 06:00,1
25-12-05 05:00,1
25-12-05 04:00,1
25-12-05 03:00,1
25-12-05 02:00,1
25-12-05 01:00,1
25-12-05 00:00,1
24-12-05 23:00,1
24-12-05 22:00,2
24-12-05 21:00,1
24-12-05 20:00,1
24-12-05 19:00,2
24-12-05 18:00,3
24-12-05 17:00,3
24-12-05 16:00,4
24-12-05 15:00,5
24-12-05 14:00,5
24-12-05 13:00,6
24-12-05 12:00,9
24-12-05 11:00,7
24-12-05 10:00,5
24-12-05 09:00,2
24-12-05 08:00,3
24-12-05 07:00,1
24-12-05 06:00,1
24-12-05 05:00,1
24-12-05 04:00,1
24-12-05 03:00,1
24-12-05 02:00,1
24-12-05 01:00,1
24-12-05 00:00,1
23-12-05 23:00,2
23-12-05 22:00,2
23-12-05 21:00,6
23-12-05 20:00,9
23-12-05 19:00,15
23-12-05 18:00,17
23-12-05 17:00,25
23-12-05 16:00,25
23-12-05 15:00,28
23-12-05 14:00,29
23-12-05 13:00,28
23-12-05 12:00,32
23-12-05 11:00,43
23-12-05 10:00,28
23-12-05 09:00,29
23-12-05 08:00,23
23-12-05 07:00,20
23-12-05 06:00,10
23-12-05 05:00,4
23-12-05 04:00,1
23-12-05 03:00,2
23-12-05 02:00,1
23-12-05 01:00,2
23-12-05 00:00,2
22-12-05 23:00,2
22-12-05 22:00,3
22-12-05 21:00,7
22-12-05 20:00,4
22-12-05 19:00,16
22-12-05 18:00,19
22-12-05 17:00,29
22-12-05 16:00,31
22-12-05 15:00,29
22-12-05 14:00,27
22-12-05 13:00,28
22-12-05 12:00,30
22-12-05 11:00,27
22-12-05 10:00,32
22-12-05 09:00,24
22-12-05 08:00,21
22-12-05 07:00,10
22-12-05 06:00,4
22-12-05 05:00,2
22-12-05 04:00,1
22-12-05 03:00,1
22-12-05 02:00,1
22-12-05 01:00,1
22-12-05 00:00,1
21-12-05 23:00,4
21-12-05 22:00,10
21-12-05 21:00,12
21-12-05 20:00,16
21-12-05 19:00,30
21-12-05 18:00,41
21-12-05 17:00,18
21-12-05 16:00,21
21-12-05 15:00,22
