Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-12-05,11.34
30-12-05,
29-12-05,
28-12-05,
27-12-05,15.39
26-12-05,
25-12-05,3.23
24-12-05,
23-12-05,4.75
22-12-05,
21-12-05,2.57
20-12-05,
19-12-05,
18-12-05,
17-12-05,
16-12-05,
15-12-05,1.05
14-12-05,
13-12-05,0.54
12-12-05,
11-12-05,7.26
10-12-05,
09-12-05,6.35
08-12-05,
07-12-05,6.02
06-12-05,
05-12-05,7.91
04-12-05,
03-12-05,10.62
02-12-05,
01-12-05,25.08

