Datum Zeit,Chemnitz-Mitte NO2
,µg/m³
01-01-06 00:00,27
31-12-05 23:00,23
31-12-05 22:00,21
31-12-05 21:00,21
31-12-05 20:00,17
31-12-05 19:00,19
31-12-05 18:00,19
31-12-05 17:00,18
31-12-05 16:00,17
31-12-05 15:00,18
31-12-05 14:00,13
31-12-05 13:00,15
31-12-05 12:00,17
31-12-05 11:00,17
31-12-05 10:00,20
31-12-05 09:00,17
31-12-05 08:00,17
31-12-05 07:00,13
31-12-05 06:00,11
31-12-05 05:00,9
31-12-05 04:00,11
31-12-05 03:00,21
31-12-05 02:00,45
31-12-05 01:00,48
31-12-05 00:00,46
30-12-05 23:00,45
30-12-05 22:00,48
30-12-05 21:00,51
30-12-05 20:00,57
30-12-05 19:00,56
30-12-05 18:00,48
30-12-05 17:00,57
30-12-05 16:00,41
30-12-05 15:00,28
30-12-05 14:00,24
30-12-05 13:00,28
30-12-05 12:00,26
30-12-05 11:00,42
30-12-05 10:00,48
30-12-05 09:00,60
30-12-05 08:00,53
30-12-05 07:00,45
30-12-05 06:00,47
30-12-05 05:00,28
30-12-05 04:00,20
30-12-05 03:00,18
30-12-05 02:00,17
30-12-05 01:00,19
30-12-05 00:00,20
29-12-05 23:00,24
29-12-05 22:00,27
29-12-05 21:00,28
29-12-05 20:00,31
29-12-05 19:00,35
29-12-05 18:00,35
29-12-05 17:00,29
29-12-05 16:00,28
29-12-05 15:00,22
29-12-05 14:00,20
29-12-05 13:00,18
29-12-05 12:00,20
29-12-05 11:00,18
29-12-05 10:00,20
29-12-05 09:00,20
29-12-05 08:00,21
29-12-05 07:00,23
29-12-05 06:00,17
29-12-05 05:00,15
29-12-05 04:00,18
29-12-05 03:00,16
29-12-05 02:00,15
29-12-05 01:00,16
29-12-05 00:00,17
28-12-05 23:00,21
28-12-05 22:00,18
28-12-05 21:00,17
28-12-05 20:00,20
28-12-05 19:00,22
28-12-05 18:00,22
28-12-05 17:00,22
28-12-05 16:00,21
28-12-05 15:00,21
28-12-05 14:00,21
28-12-05 13:00,23
28-12-05 12:00,25
28-12-05 11:00,28
28-12-05 10:00,24
28-12-05 09:00,25
28-12-05 08:00,26
28-12-05 07:00,25
28-12-05 06:00,18
28-12-05 05:00,17
28-12-05 04:00,17
28-12-05 03:00,16
28-12-05 02:00,16
