Datum Zeit,Plauen-Sued PM10
,µg/m³
31-12-05,26
30-12-05,27
29-12-05,27
28-12-05,34
27-12-05,43
26-12-05,19
25-12-05,17
24-12-05,26
23-12-05,17
22-12-05,24
21-12-05,
20-12-05,
19-12-05,
18-12-05,
17-12-05,
16-12-05,
15-12-05,
14-12-05,
13-12-05,
12-12-05,
11-12-05,
10-12-05,
09-12-05,
08-12-05,
07-12-05,
06-12-05,
05-12-05,
04-12-05,
03-12-05,
02-12-05,
01-12-05,

