Datum Zeit,Plauen-Sued NO2
,µg/m³
01-01-06 00:00,16
31-12-05 23:00,17
31-12-05 22:00,20
31-12-05 21:00,20
31-12-05 20:00,21
31-12-05 19:00,22
31-12-05 18:00,22
31-12-05 17:00,22
31-12-05 16:00,22
31-12-05 15:00,23
31-12-05 14:00,25
31-12-05 13:00,22
31-12-05 12:00,19
31-12-05 11:00,20
31-12-05 10:00,24
31-12-05 09:00,23
31-12-05 08:00,15
31-12-05 07:00,15
31-12-05 06:00,14
31-12-05 05:00,14
31-12-05 04:00,13
31-12-05 03:00,14
31-12-05 02:00,17
31-12-05 01:00,20
31-12-05 00:00,17
30-12-05 23:00,16
30-12-05 22:00,18
30-12-05 21:00,17
30-12-05 20:00,22
30-12-05 19:00,23
30-12-05 18:00,27
30-12-05 17:00,29
30-12-05 16:00,36
30-12-05 15:00,25
30-12-05 14:00,23
30-12-05 13:00,22
30-12-05 12:00,36
30-12-05 11:00,39
30-12-05 10:00,42
30-12-05 09:00,32
30-12-05 08:00,38
30-12-05 07:00,44
30-12-05 06:00,29
30-12-05 05:00,23
30-12-05 04:00,20
30-12-05 03:00,19
30-12-05 02:00,19
30-12-05 01:00,21
30-12-05 00:00,21
29-12-05 23:00,23
29-12-05 22:00,25
29-12-05 21:00,28
29-12-05 20:00,37
29-12-05 19:00,49
29-12-05 18:00,39
29-12-05 17:00,37
29-12-05 16:00,32
29-12-05 15:00,21
29-12-05 14:00,21
29-12-05 13:00,18
29-12-05 12:00,19
29-12-05 11:00,25
29-12-05 10:00,20
29-12-05 09:00,24
29-12-05 08:00,26
29-12-05 07:00,31
29-12-05 06:00,30
29-12-05 05:00,20
29-12-05 04:00,21
29-12-05 03:00,18
29-12-05 02:00,16
29-12-05 01:00,22
29-12-05 00:00,17
28-12-05 23:00,21
28-12-05 22:00,16
28-12-05 21:00,19
28-12-05 20:00,19
28-12-05 19:00,22
28-12-05 18:00,25
28-12-05 17:00,26
28-12-05 16:00,23
28-12-05 15:00,25
28-12-05 14:00,23
28-12-05 13:00,25
28-12-05 12:00,31
28-12-05 11:00,33
28-12-05 10:00,31
28-12-05 09:00,32
28-12-05 08:00,41
28-12-05 07:00,34
28-12-05 06:00,25
28-12-05 05:00,22
28-12-05 04:00,18
28-12-05 03:00,17
28-12-05 02:00,14
28-12-05 01:00,15
28-12-05 00:00,19
27-12-05 23:00,23
27-12-05 22:00,22
27-12-05 21:00,25
27-12-05 20:00,31
27-12-05 19:00,37
27-12-05 18:00,48
27-12-05 17:00,47
27-12-05 16:00,52
27-12-05 15:00,47
27-12-05 14:00,46
27-12-05 13:00,48
27-12-05 12:00,46
27-12-05 11:00,46
27-12-05 10:00,40
27-12-05 09:00,50
27-12-05 08:00,50
27-12-05 07:00,44
27-12-05 06:00,35
27-12-05 05:00,42
27-12-05 04:00,32
27-12-05 03:00,27
27-12-05 02:00,26
27-12-05 01:00,29
27-12-05 00:00,32
26-12-05 23:00,35
26-12-05 22:00,35
26-12-05 21:00,37
26-12-05 20:00,43
26-12-05 19:00,42
26-12-05 18:00,47
26-12-05 17:00,42
26-12-05 16:00,55
26-12-05 15:00,24
26-12-05 14:00,15
26-12-05 13:00,14
26-12-05 12:00,26
26-12-05 11:00,35
26-12-05 10:00,38
26-12-05 09:00,34
26-12-05 08:00,26
26-12-05 07:00,19
26-12-05 06:00,18
26-12-05 05:00,12
26-12-05 04:00,9
26-12-05 03:00,10
26-12-05 02:00,13
26-12-05 01:00,20
26-12-05 00:00,23
25-12-05 23:00,26
25-12-05 22:00,29
25-12-05 21:00,30
