Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-07-13,7.74
30-07-13,7.18
29-07-13,9.56
28-07-13,13.36
27-07-13,15.73
26-07-13,15.45
25-07-13,19.22
24-07-13,13.28
23-07-13,15.69
22-07-13,11.77
21-07-13,7.73
20-07-13,9.94
19-07-13,11.71
18-07-13,10.12
17-07-13,14.66
16-07-13,17.86
15-07-13,9.66
14-07-13,14.92
13-07-13,12.94
12-07-13,11.20
11-07-13,9.88
10-07-13,13.14
09-07-13,20.67
08-07-13,13.94
07-07-13,9.78
06-07-13,12.32
05-07-13,18.95
04-07-13,10.29
03-07-13,9.95
02-07-13,10.26
01-07-13,8.16

