Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-07-13,6.55
30-07-13,8.04
29-07-13,8.71
28-07-13,12.49
27-07-13,16.95
26-07-13,17.08
25-07-13,16.36
24-07-13,11.45
23-07-13,13.81
22-07-13,10.85
21-07-13,7.91
20-07-13,9.34
19-07-13,12.13
18-07-13,15.29
17-07-13,13.94
16-07-13,13.43
15-07-13,8.13
14-07-13,12.04
13-07-13,11.53
12-07-13,8.67
11-07-13,7.31
10-07-13,14.70
09-07-13,19.31
08-07-13,14.06
07-07-13,11.76
06-07-13,17.16
05-07-13,18.85
04-07-13,11.28
03-07-13,11.98
02-07-13,12.13
01-07-13,8.75

