Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-07-13,11
30-07-13,13
29-07-13,
28-07-13,
27-07-13,21
26-07-13,27
25-07-13,19
24-07-13,29
23-07-13,23
22-07-13,19
21-07-13,13
20-07-13,22
19-07-13,21
18-07-13,21
17-07-13,22
16-07-13,20
15-07-13,16
14-07-13,20
13-07-13,21
12-07-13,20
11-07-13,16
10-07-13,25
09-07-13,26
08-07-13,17
07-07-13,17
06-07-13,24
05-07-13,31
04-07-13,14
03-07-13,13
02-07-13,15
01-07-13,12

