Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-07-13,15
30-07-13,21
29-07-13,19
28-07-13,23
27-07-13,26
26-07-13,29
25-07-13,33
24-07-13,27
23-07-13,31
22-07-13,22
21-07-13,15
20-07-13,20
19-07-13,25
18-07-13,35
17-07-13,27
16-07-13,24
15-07-13,19
14-07-13,19
13-07-13,18
12-07-13,20
11-07-13,17
10-07-13,27
09-07-13,34
08-07-13,25
07-07-13,20
06-07-13,26
05-07-13,34
04-07-13,20
03-07-13,24
02-07-13,24
01-07-13,18

