Datum Zeit,Brockau PM10
,µg/m³
31-07-13,7
30-07-13,11
29-07-13,10
28-07-13,16
27-07-13,19
26-07-13,16
25-07-13,16
24-07-13,21
23-07-13,19
22-07-13,16
21-07-13,13
20-07-13,18
19-07-13,26
18-07-13,16
17-07-13,19
16-07-13,17
15-07-13,11
14-07-13,16
13-07-13,16
12-07-13,13
11-07-13,12
10-07-13,21
09-07-13,20
08-07-13,13
07-07-13,14
06-07-13,24
05-07-13,25
04-07-13,8
03-07-13,8
02-07-13,11
01-07-13,10

