Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-10-15,58
30-10-15,70
29-10-15,61
28-10-15,54
27-10-15,47
26-10-15,35
25-10-15,32
24-10-15,33
23-10-15,27
22-10-15,26
21-10-15,42
20-10-15,32
19-10-15,45
18-10-15,29
17-10-15,25
16-10-15,22
15-10-15,31
14-10-15,32
13-10-15,38
12-10-15,40
11-10-15,31
10-10-15,39
09-10-15,44
08-10-15,26
07-10-15,27
06-10-15,38
05-10-15,54
04-10-15,49
03-10-15,46
02-10-15,38
01-10-15,35

