Datum Zeit,Niesky O3
,µg/m³
01-11-15 00:00,78
31-10-15 23:00,75
31-10-15 22:00,73
31-10-15 21:00,70
31-10-15 20:00,65
31-10-15 19:00,19
31-10-15 18:00,26
31-10-15 17:00,41
31-10-15 16:00,53
31-10-15 15:00,60
31-10-15 14:00,55
31-10-15 13:00,44
31-10-15 12:00,37
31-10-15 11:00,34
31-10-15 10:00,22
31-10-15 09:00,14
31-10-15 08:00,10
31-10-15 07:00,9
31-10-15 06:00,17
31-10-15 05:00,19
31-10-15 04:00,20
31-10-15 03:00,20
31-10-15 02:00,26
31-10-15 01:00,21
31-10-15 00:00,25
30-10-15 23:00,24
30-10-15 22:00,29
30-10-15 21:00,27
30-10-15 20:00,30
30-10-15 19:00,8
30-10-15 18:00,4
30-10-15 17:00,7
30-10-15 16:00,13
30-10-15 15:00,18
30-10-15 14:00,20
30-10-15 13:00,20
30-10-15 12:00,19
30-10-15 11:00,23
30-10-15 10:00,21
30-10-15 09:00,15
30-10-15 08:00,10
30-10-15 07:00,9
30-10-15 06:00,9
30-10-15 05:00,11
30-10-15 04:00,11
30-10-15 03:00,10
30-10-15 02:00,11
30-10-15 01:00,16
30-10-15 00:00,11
29-10-15 23:00,6
29-10-15 22:00,13
29-10-15 21:00,16
29-10-15 20:00,18
29-10-15 19:00,19
29-10-15 18:00,12
29-10-15 17:00,11
29-10-15 16:00,43
29-10-15 15:00,46
29-10-15 14:00,51
29-10-15 13:00,52
29-10-15 12:00,51
29-10-15 11:00,46
29-10-15 10:00,35
29-10-15 09:00,28
29-10-15 08:00,26
29-10-15 07:00,4
29-10-15 06:00,5
29-10-15 05:00,7
29-10-15 04:00,15
29-10-15 03:00,25
29-10-15 02:00,20
29-10-15 01:00,35
29-10-15 00:00,42
28-10-15 23:00,43
28-10-15 22:00,42
28-10-15 21:00,32
28-10-15 20:00,34
28-10-15 19:00,50
28-10-15 18:00,56
28-10-15 17:00,57
28-10-15 16:00,61
28-10-15 15:00,63
28-10-15 14:00,63
28-10-15 13:00,64
28-10-15 12:00,66
28-10-15 11:00,64
28-10-15 10:00,41
28-10-15 09:00,7
28-10-15 08:00,4
28-10-15 07:00,10
28-10-15 06:00,4
28-10-15 05:00,7
28-10-15 04:00,7
28-10-15 03:00,8
28-10-15 02:00,11
28-10-15 01:00,11
28-10-15 00:00,18
27-10-15 23:00,34
27-10-15 22:00,40
27-10-15 21:00,61
27-10-15 20:00,64
27-10-15 19:00,62
27-10-15 18:00,61
27-10-15 17:00,67
27-10-15 16:00,65
27-10-15 15:00,65
27-10-15 14:00,64
27-10-15 13:00,45
27-10-15 12:00,30
27-10-15 11:00,27
27-10-15 10:00,22
27-10-15 09:00,18
27-10-15 08:00,13
27-10-15 07:00,7
27-10-15 06:00,4
27-10-15 05:00,10
27-10-15 04:00,12
27-10-15 03:00,8
27-10-15 02:00,12
27-10-15 01:00,26
27-10-15 00:00,31
26-10-15 23:00,32
26-10-15 22:00,33
26-10-15 21:00,38
26-10-15 20:00,34
26-10-15 19:00,53
26-10-15 18:00,51
26-10-15 17:00,51
26-10-15 16:00,63
26-10-15 15:00,58
26-10-15 14:00,54
26-10-15 13:00,47
26-10-15 12:00,38
26-10-15 11:00,30
26-10-15 10:00,31
26-10-15 09:00,28
26-10-15 08:00,24
26-10-15 07:00,24
26-10-15 06:00,18
26-10-15 05:00,8
26-10-15 04:00,12
26-10-15 03:00,12
26-10-15 02:00,10
26-10-15 01:00,8
26-10-15 00:00,7
25-10-15 23:00,9
25-10-15 22:00,12
25-10-15 21:00,17
25-10-15 20:00,24
25-10-15 19:00,30
25-10-15 18:00,35
25-10-15 17:00,42
25-10-15 16:00,44
25-10-15 15:00,44
25-10-15 14:00,41
25-10-15 13:00,42
25-10-15 12:00,38
25-10-15 11:00,24
25-10-15 10:00,20
25-10-15 09:00,19
25-10-15 08:00,19
25-10-15 07:00,22
25-10-15 06:00,26
25-10-15 05:00,27
25-10-15 04:00,29
25-10-15 03:00,32
25-10-15 02:00,34
25-10-15 01:00,35
25-10-15 00:00,45
24-10-15 23:00,53
24-10-15 22:00,49
24-10-15 21:00,27
24-10-15 20:00,32
24-10-15 19:00,33
24-10-15 18:00,35
24-10-15 17:00,61
24-10-15 16:00,68
24-10-15 15:00,69
24-10-15 14:00,69
24-10-15 13:00,66
24-10-15 12:00,62
24-10-15 11:00,55
24-10-15 10:00,48
24-10-15 09:00,32
24-10-15 08:00,15
24-10-15 07:00,11
24-10-15 06:00,11
24-10-15 05:00,19
24-10-15 04:00,22
24-10-15 03:00,20
24-10-15 02:00,24
24-10-15 01:00,24
24-10-15 00:00,20
23-10-15 23:00,21
23-10-15 22:00,29
23-10-15 21:00,38
23-10-15 20:00,46
23-10-15 19:00,45
23-10-15 18:00,51
23-10-15 17:00,59
23-10-15 16:00,65
23-10-15 15:00,65
23-10-15 14:00,66
23-10-15 13:00,64
23-10-15 12:00,62
23-10-15 11:00,54
23-10-15 10:00,48
23-10-15 09:00,44
23-10-15 08:00,42
23-10-15 07:00,43
23-10-15 06:00,42
23-10-15 05:00,40
23-10-15 04:00,31
23-10-15 03:00,30
23-10-15 02:00,24
23-10-15 01:00,21
23-10-15 00:00,21
22-10-15 23:00,24
22-10-15 22:00,28
22-10-15 21:00,35
22-10-15 20:00,31
22-10-15 19:00,30
22-10-15 18:00,34
22-10-15 17:00,39
22-10-15 16:00,46
22-10-15 15:00,51
22-10-15 14:00,49
22-10-15 13:00,42
22-10-15 12:00,40
22-10-15 11:00,41
22-10-15 10:00,31
22-10-15 09:00,27
22-10-15 08:00,32
22-10-15 07:00,16
22-10-15 06:00,29
22-10-15 05:00,34
22-10-15 04:00,23
22-10-15 03:00,25
22-10-15 02:00,27
22-10-15 01:00,30
22-10-15 00:00,33
21-10-15 23:00,29
21-10-15 22:00,21
21-10-15 21:00,23
21-10-15 20:00,23
21-10-15 19:00,27
21-10-15 18:00,32
21-10-15 17:00,35
21-10-15 16:00,34
21-10-15 15:00,32
21-10-15 14:00,30
21-10-15 13:00,31
21-10-15 12:00,33
21-10-15 11:00,33
21-10-15 10:00,29
21-10-15 09:00,28
21-10-15 08:00,28
21-10-15 07:00,31
21-10-15 06:00,34
21-10-15 05:00,38
21-10-15 04:00,37
21-10-15 03:00,37
21-10-15 02:00,38
21-10-15 01:00,36
21-10-15 00:00,29
20-10-15 23:00,23
20-10-15 22:00,26
20-10-15 21:00,21
20-10-15 20:00,10
20-10-15 19:00,5
20-10-15 18:00,2
20-10-15 17:00,2
20-10-15 16:00,4
20-10-15 15:00,6
20-10-15 14:00,9
20-10-15 13:00,10
20-10-15 12:00,11
20-10-15 11:00,13
20-10-15 10:00,13
20-10-15 09:00,10
20-10-15 08:00,12
20-10-15 07:00,6
20-10-15 06:00,3
20-10-15 05:00,2
20-10-15 04:00,2
20-10-15 03:00,2
20-10-15 02:00,2
20-10-15 01:00,2
20-10-15 00:00,2
19-10-15 23:00,3
19-10-15 22:00,3
19-10-15 21:00,4
19-10-15 20:00,6
19-10-15 19:00,10
19-10-15 18:00,28
19-10-15 17:00,40
19-10-15 16:00,38
19-10-15 15:00,35
19-10-15 14:00,21
19-10-15 13:00,13
19-10-15 12:00,12
19-10-15 11:00,8
19-10-15 10:00,
19-10-15 09:00,
19-10-15 08:00,4
19-10-15 07:00,1
19-10-15 06:00,1
19-10-15 05:00,1
19-10-15 04:00,1
19-10-15 03:00,1
19-10-15 02:00,1
19-10-15 01:00,1
19-10-15 00:00,2
18-10-15 23:00,1
18-10-15 22:00,3
18-10-15 21:00,5
18-10-15 20:00,7
18-10-15 19:00,9
18-10-15 18:00,11
18-10-15 17:00,21
18-10-15 16:00,25
18-10-15 15:00,28
18-10-15 14:00,31
18-10-15 13:00,25
18-10-15 12:00,17
18-10-15 11:00,16
18-10-15 10:00,11
18-10-15 09:00,6
18-10-15 08:00,3
18-10-15 07:00,1
18-10-15 06:00,1
18-10-15 05:00,1
18-10-15 04:00,1
18-10-15 03:00,1
18-10-15 02:00,1
18-10-15 01:00,1
18-10-15 00:00,1
17-10-15 23:00,1
17-10-15 22:00,1
17-10-15 21:00,1
17-10-15 20:00,1
17-10-15 19:00,1
17-10-15 18:00,1
17-10-15 17:00,4
17-10-15 16:00,6
17-10-15 15:00,9
17-10-15 14:00,10
17-10-15 13:00,9
17-10-15 12:00,8
17-10-15 11:00,9
17-10-15 10:00,11
